source,target,user_id
0,418,620005
0,420,620005
0,443,112041
0,444,112041
0,445,112041
0,449,152806
0,452,112041
0,456,514356
0,461,"354730,447321"
0,465,"152806,604625"
0,467,608653
0,470,756856
0,471,"183978,550293,756856"
0,472,"112041,152806,193677,197718,199285,230980,235302,270370,298450,344704,353820,359007,377365,378650,380689,420063,429530,447321,457077,506019,536854,543323,604625,617647,668724,715934,748791,756856"
0,474,"152806,369391,392099,604625"
0,481,545590
0,485,359007
0,533,748791
0,547,620005
0,549,514356
0,550,620005
0,558,"152806,353820"
0,580,"236734,543323"
0,848,508067
0,854,"322207,448117"
0,862,"156003,231496"
0,863,"166603,314863,322207,342654,350800,448117,521461,558271"
0,865,"322207,448117"
0,877,"270415,517640"
0,1255,"133955,305001,352108,389100,436180,480255,778878"
0,1257,527840
0,1265,354101
0,1275,625136
0,1285,133955
0,1347,353647
0,1348,353647
0,1725,601555
0,1779,467594
0,1791,"133022,327610,333530,467594"
0,1796,260993
0,1801,467594
0,1839,133022
0,1844,133022
0,2300,"113297,278479,368969,486113,548135,583814,767398"
0,2325,249926
0,2666,490190
0,2673,"170102,490190"
0,2675,490190
0,3047,361859
0,3049,361859
0,3060,"350593,361859"
0,3501,543053
0,3505,"168797,222847,543053"
0,3514,337386
0,3519,543053
0,3521,412316
0,3917,"288120,477668"
0,4251,269982
0,4252,269982
0,4253,269982
0,4594,483490
0,4597,397289
0,4620,397289
0,5055,426563
0,5527,313650
0,5603,"408605,518439"
0,5609,408605
0,5610,408605
0,5784,313650
0,6311,183140
0,6329,173968
0,6357,173968
0,6363,"438686,520840"
0,6399,173968
0,6451,173968
0,6461,173968
0,6612,173968
0,6620,173968
0,6623,173968
0,6966,296137
0,7583,289967
0,7676,"329514,431743"
0,7679,331316
0,8858,573393
0,8859,107874
0,9631,577041
0,10002,494705
0,10467,107966
0,10944,314153
0,10962,314153
0,14383,157180
1,404,542068
1,527,542068
1,613,383585
1,1013,466946
1,3604,124990
1,11173,463457
2,296,344630
2,313,344630
2,531,121128
2,643,120248
2,864,164308
2,3236,129748
3,246,278763
3,247,266265
3,250,278763
3,282,278763
3,318,278763
3,379,266265
3,1382,527643
3,1386,527643
3,1645,527643
3,1648,527643
3,1680,527643
3,3604,124990
3,5189,140591
3,5213,140591
4,288,187833
4,289,187833
4,290,187833
4,304,187833
4,525,187833
4,526,187833
4,528,187833
4,642,576233
4,1004,198513
4,3604,518210
4,3605,518210
4,3617,518210
5,288,187833
5,289,187833
5,290,187833
5,304,187833
5,525,187833
5,526,187833
5,528,187833
5,642,576233
5,3604,518210
5,3605,518210
5,3617,518210
6,613,383585
6,760,174525
6,7976,177528
6,8001,177528
6,8017,177528
7,248,261458
7,253,536284
7,257,536284
7,268,261458
7,293,"294969,536284"
7,302,536284
7,373,294969
7,383,294969
7,386,294969
7,1382,527643
7,1386,527643
7,1645,527643
7,1648,527643
7,1680,527643
8,293,294969
8,373,294969
8,383,294969
8,386,294969
8,531,106150
8,11226,540994
9,283,"204046,388202"
9,531,480061
9,3734,346475
9,6492,488785
9,6494,488785
9,6496,488785
10,241,235938
10,251,235938
10,300,235938
10,306,235938
11,309,622174
11,319,"296939,622174"
11,323,622174
11,412,622174
12,247,584447
12,248,584447
12,253,100715
12,256,100715
12,257,100715
12,259,"100715,540247"
12,261,584447
12,263,584447
12,268,100715
12,270,100715
12,273,584447
12,279,584447
12,280,584447
12,285,584447
12,287,584447
12,288,584447
12,289,584447
12,290,584447
12,299,584447
12,302,100715
12,304,584447
12,322,584447
12,387,540247
12,388,584447
12,389,100715
12,390,584447
12,526,"100715,584447"
12,527,584447
12,1050,470636
12,1159,470636
12,1382,527643
12,1386,527643
12,1645,527643
12,1648,527643
12,1680,527643
13,1459,525249
13,5846,204029
13,5864,204029
13,5884,204029
13,6491,204029
14,247,584447
14,248,584447
14,253,100715
14,256,100715
14,257,100715
14,259,100715
14,261,584447
14,263,584447
14,268,100715
14,270,100715
14,273,584447
14,279,584447
14,280,584447
14,285,584447
14,287,584447
14,288,584447
14,289,584447
14,290,584447
14,299,584447
14,302,100715
14,304,584447
14,322,584447
14,388,584447
14,389,100715
14,390,584447
14,526,"100715,584447"
14,527,584447
14,1382,527643
14,1386,527643
14,1645,527643
14,1648,527643
14,1680,527643
15,531,364804
15,788,343449
15,2548,516709
15,9890,422405
16,604,140050
16,607,140050
16,676,140050
16,773,140050
16,1013,466946
16,1894,276785
16,2073,721265
16,3599,586116
17,275,428202
17,276,428202
17,280,428202
17,285,428202
17,292,428202
17,293,428202
17,312,428202
17,527,428202
17,633,526400
17,638,526400
17,639,526400
17,1481,348997
17,5846,204029
17,5864,204029
17,5884,204029
17,6491,204029
17,6744,281486
17,6834,281486
18,254,"101105,149020,224522,557871,787610"
18,528,787610
19,255,357820
19,595,395817
19,668,245076
19,2075,744146
19,9376,594619
20,293,294969
20,309,180086
20,370,180086
20,373,294969
20,383,294969
20,386,294969
20,1054,649774
20,6712,703490
20,6877,703490
20,6878,703490
20,7230,178794
20,7322,178794
20,7328,178794
21,241,235938
21,251,235938
21,300,235938
21,306,235938
21,642,659309
21,760,174525
21,1082,243973
21,1157,243973
22,311,356654
22,401,356654
22,1432,167840
22,1507,167840
22,1525,167840
22,1617,167840
22,1625,167840
22,2492,172560
23,293,"294969,470752"
23,371,470752
23,373,294969
23,383,294969
23,386,294969
23,412,470752
23,531,470752
23,1045,542971
24,526,467509
24,3226,517642
24,3603,517642
24,9385,180654
25,2103,214946
25,3601,331214
26,301,352928
26,318,352928
26,528,437007
26,9074,176424
26,9099,176424
26,9100,176424
27,246,278763
27,250,278763
27,252,575459
27,282,278763
27,301,352928
27,318,"278763,352928"
27,5846,204029
27,5864,204029
27,5884,204029
27,6491,204029
28,241,235938
28,251,235938
28,300,235938
28,306,235938
28,6491,365536
29,246,278763
29,250,278763
29,282,278763
29,308,140423
29,318,278763
