,user_id,ARTICLE_ID,time0,time1,event,sex,age,departement,cumsum
0,100169,4112,549,579,1,M,>65,59,1
1,100194,1538,549,579,1,M,50-65,59,1
2,100194,1538,579,610,1,M,50-65,59,2
3,100194,1538,610,640,1,M,50-65,59,3
4,100194,1538,640,671,1,M,50-65,59,4
5,100194,1538,671,702,1,M,50-65,59,5
6,100194,1538,702,730,1,M,50-65,59,6
7,100194,1538,730,761,1,M,50-65,59,7
8,100194,1538,761,791,1,M,50-65,59,8
9,100194,1538,791,822,1,M,50-65,59,9
10,100194,1538,822,852,1,M,50-65,59,10
11,100194,1538,852,883,1,M,50-65,59,11
12,100194,1538,883,944,1,M,50-65,59,12
13,100202,4074,852,975,1,M,50-65,78,1
14,100202,4126,396,426,1,M,50-65,78,1
15,100202,4126,426,702,1,M,50-65,78,2
16,100202,4126,702,791,1,M,50-65,78,3
17,100202,4126,791,852,1,M,50-65,78,4
18,100351,2968,214,549,1,M,>65,38,1
19,100351,4112,365,518,1,M,>65,38,1
20,100351,4112,518,761,1,M,>65,38,2
21,100351,4112,761,914,1,M,>65,38,3
22,100497,1622,31,61,1,M,50-65,59,1
23,100497,1738,640,671,1,M,50-65,59,1
24,100577,4132,31,549,1,M,50-65,51,1
25,100615,4099,184,245,1,M,50-65,33,1
26,100615,4125,0,730,1,M,50-65,33,1
27,100615,4125,730,1005,1,M,50-65,33,2
28,100715,1547,0,396,1,F,50-65,78,1
29,100715,1760,61,761,1,F,50-65,78,1
30,100715,1760,761,883,1,F,50-65,78,2
31,100715,2754,31,822,1,F,50-65,78,1
32,100715,2797,31,579,1,F,50-65,78,1
33,100715,3509,31,61,1,F,50-65,78,1
34,100715,3509,61,640,1,F,50-65,78,2
35,100715,3878,31,396,1,F,50-65,78,1
36,100715,5844,0,640,1,F,50-65,78,1
37,100715,5844,640,671,1,F,50-65,78,2
38,100715,5844,671,730,1,F,50-65,78,3
39,100715,5844,730,791,1,F,50-65,78,4
40,100715,5844,791,883,1,F,50-65,78,5
41,100715,5844,883,1005,1,F,50-65,78,6
42,100715,5845,0,761,1,F,50-65,78,1
43,100715,6012,0,153,1,F,50-65,78,1
44,100715,6012,153,883,1,F,50-65,78,2
45,100784,4112,306,396,1,M,50-65,59,1
46,100882,4112,365,610,1,F,50-65,33,1
47,100942,4125,761,791,1,M,35-49,51,1
48,100942,4125,791,822,1,M,35-49,51,2
49,100942,4125,822,852,1,M,35-49,51,3
50,100942,4125,852,914,1,M,35-49,51,4
51,100942,4125,914,944,1,M,35-49,51,5
52,100942,4125,944,975,1,M,35-49,51,6
53,100977,4074,0,31,1,M,50-65,33,1
54,100977,4074,31,61,1,M,50-65,33,2
55,100977,4074,61,92,1,M,50-65,33,3
56,100977,4074,92,122,1,M,50-65,33,4
57,100977,4074,122,214,1,M,50-65,33,5
58,100977,4074,214,275,1,M,50-65,33,6
59,100977,4074,275,365,1,M,50-65,33,7
60,101024,1531,122,975,1,F,35-49,62,1
61,101105,1846,0,61,1,M,50-65,62,1
62,101105,1846,61,245,1,M,50-65,62,2
63,101105,1846,245,730,1,M,50-65,62,3
64,101105,4104,0,31,1,M,50-65,62,1
65,101105,4104,31,61,1,M,50-65,62,2
66,101105,4104,61,92,1,M,50-65,62,3
67,101105,4104,92,122,1,M,50-65,62,4
68,101105,4104,122,153,1,M,50-65,62,5
69,101105,4104,153,184,1,M,50-65,62,6
70,101105,4104,184,214,1,M,50-65,62,7
71,101105,4104,214,245,1,M,50-65,62,8
72,101105,4104,245,275,1,M,50-65,62,9
73,101105,4104,275,306,1,M,50-65,62,10
74,101105,4104,306,337,1,M,50-65,62,11
75,101105,4104,337,365,1,M,50-65,62,12
76,101105,4104,365,396,1,M,50-65,62,13
77,101105,4104,396,426,1,M,50-65,62,14
78,101105,4104,426,487,1,M,50-65,62,15
79,101105,4104,487,518,1,M,50-65,62,16
80,101105,4104,518,549,1,M,50-65,62,17
81,101105,4104,549,579,1,M,50-65,62,18
82,101105,4104,579,610,1,M,50-65,62,19
83,101105,4104,610,640,1,M,50-65,62,20
84,101105,4104,640,671,1,M,50-65,62,21
85,101105,4104,671,730,1,M,50-65,62,22
86,101105,4104,730,791,1,M,50-65,62,23
87,101105,4104,791,822,1,M,50-65,62,24
88,101105,4104,822,852,1,M,50-65,62,25
89,101105,4104,852,914,1,M,50-65,62,26
90,101105,4104,914,944,1,M,50-65,62,27
91,101105,4104,944,975,1,M,50-65,62,28
92,101105,4104,975,1005,1,M,50-65,62,29
93,101105,4112,337,702,1,M,50-65,62,1
94,101105,5623,245,426,1,M,50-65,62,1
95,101165,2946,214,671,1,M,50-65,58,1
96,101185,3510,214,975,1,M,50-65,59,1
97,101185,4074,122,214,1,M,50-65,59,1
98,101188,4126,31,122,1,M,50-65,78,1
99,101188,4126,122,184,1,M,50-65,78,2
100,101188,4126,184,245,1,M,50-65,78,3
101,101205,4112,245,365,1,M,35-49,78,1
102,101205,4112,365,426,1,M,35-49,78,2
103,101205,4112,426,457,1,M,35-49,78,3
104,101205,4112,457,549,1,M,35-49,78,4
105,101205,4112,549,914,1,M,35-49,78,5
106,101299,4126,702,791,1,M,35-49,62,1
107,101318,4074,579,791,1,M,35-49,62,1
108,101318,4074,791,852,1,M,35-49,62,2
109,101389,4126,518,671,1,M,35-49,59,1
110,101392,2968,275,610,1,M,35-49,78,1
111,101392,4125,31,122,1,M,35-49,78,1
112,101392,4125,122,153,1,M,35-49,78,2
113,101392,4125,153,214,1,M,35-49,78,3
114,101392,4125,214,245,1,M,35-49,78,4
115,101392,4125,245,275,1,M,35-49,78,5
116,101392,4125,275,306,1,M,35-49,78,6
117,101392,4125,306,337,1,M,35-49,78,7
118,101392,4125,337,365,1,M,35-49,78,8
119,101392,4125,365,426,1,M,35-49,78,9
120,101392,4125,426,457,1,M,35-49,78,10
121,101392,4125,457,487,1,M,35-49,78,11
122,101392,4125,487,549,1,M,35-49,78,12
123,101392,4125,549,579,1,M,35-49,78,13
124,101392,4125,579,610,1,M,35-49,78,14
125,101392,4125,610,640,1,M,35-49,78,15
126,101392,4125,640,671,1,M,35-49,78,16
127,101392,4125,671,702,1,M,35-49,78,17
128,101532,1855,31,122,1,M,35-49,59,1
129,101532,1855,122,337,1,M,35-49,59,2
130,101532,1855,337,730,1,M,35-49,59,3
131,101682,4126,396,549,1,M,50-65,78,1
132,101682,4126,549,1005,1,M,50-65,78,2
133,101742,4126,275,426,1,M,35-49,51,1
134,101749,2946,245,640,1,M,50-65,38,1
135,101749,4126,0,92,1,M,50-65,38,1
136,101749,4126,92,306,1,M,50-65,38,2
137,101749,4126,306,396,1,M,50-65,38,3
138,101749,4126,396,518,1,M,50-65,38,4
139,101749,4128,275,640,1,M,50-65,38,1
140,101763,688,396,426,1,M,50-65,78,1
141,101763,1615,396,426,1,M,50-65,78,1
142,101775,4112,702,730,1,M,50-65,33,1
143,101937,163,640,791,1,M,50-65,79,1
144,102086,4112,245,365,1,M,>65,62,1
145,102086,4112,365,518,1,M,>65,62,2
146,102086,4112,518,702,1,M,>65,62,3
147,102086,4112,702,914,1,M,>65,62,4
148,102120,4112,306,337,1,M,50-65,62,1
149,102120,4112,337,426,1,M,50-65,62,2
150,102120,4125,337,426,1,M,50-65,62,1
151,102120,4125,426,579,1,M,50-65,62,2
152,102120,4125,579,610,1,M,50-65,62,3
153,102120,4125,610,640,1,M,50-65,62,4
154,102136,4125,640,1005,1,M,50-65,33,1
155,102136,4126,245,640,1,M,50-65,33,1
156,102136,4126,640,1005,1,M,50-65,33,2
157,102136,4136,245,426,1,M,50-65,33,1
158,102136,4136,426,549,1,M,50-65,33,2
159,102136,4136,549,944,1,M,50-65,33,3
160,102136,4136,944,1005,1,M,50-65,33,4
161,102168,4099,153,184,1,M,50-65,33,1
162,102168,4099,184,426,1,M,50-65,33,2
163,102168,4099,426,487,1,M,50-65,33,3
164,102168,4099,487,579,1,M,50-65,33,4
165,102233,4112,426,610,1,M,50-65,62,1
166,102233,4112,610,640,1,M,50-65,62,2
167,102375,2934,487,730,1,M,35-49,59,1
168,102475,4112,122,426,1,M,50-65,62,1
169,102475,4112,426,761,1,M,50-65,62,2
170,102532,4099,337,671,1,M,50-65,38,1
171,102532,4112,275,671,1,M,50-65,38,1
172,102647,1547,0,61,1,M,35-49,78,1
173,102647,1547,61,92,1,M,35-49,78,2
174,102647,1547,92,579,1,M,35-49,78,3
175,102647,1836,61,92,1,M,35-49,78,1
176,102647,1836,92,214,1,M,35-49,78,2
177,102647,3275,579,883,1,M,35-49,78,1
178,102647,3275,883,975,1,M,35-49,78,2
179,102647,3878,122,214,1,M,35-49,78,1
180,102647,3881,61,92,1,M,35-49,78,1
181,102647,3881,92,122,1,M,35-49,78,2
182,102647,3881,122,214,1,M,35-49,78,3
183,102647,3881,214,730,1,M,35-49,78,4
184,102647,3882,122,214,1,M,35-49,78,1
185,102647,5607,883,975,1,M,35-49,78,1
186,102647,6855,122,883,1,M,35-49,78,1
187,102917,4125,122,337,1,M,35-49,51,1
188,102917,4125,337,365,1,M,35-49,51,2
189,102917,4125,365,426,1,M,35-49,51,3
190,102917,4125,426,518,1,M,35-49,51,4
191,102917,4125,518,671,1,M,35-49,51,5
192,102917,4125,671,730,1,M,35-49,51,6
193,102917,4125,730,852,1,M,35-49,51,7
194,102917,4125,852,1005,1,M,35-49,51,8
195,102939,4126,61,92,1,M,35-49,59,1
196,103019,1531,122,337,1,M,50-65,78,1
197,103101,2284,761,822,1,F,50-65,78,1
198,103218,2369,184,214,1,M,35-49,59,1
199,103218,3875,214,730,1,M,35-49,59,1
200,103286,4112,275,365,1,M,50-65,78,1
201,103286,4126,92,426,1,M,50-65,78,1
202,103316,4112,184,214,1,F,35-49,33,1
203,103316,4112,214,702,1,F,35-49,33,2
204,103316,4136,31,214,1,F,35-49,33,1
205,103316,4136,214,610,1,F,35-49,33,2
206,103316,4136,610,702,1,F,35-49,33,3
207,103316,4137,337,579,1,F,35-49,33,1
208,103344,4125,730,975,1,M,50-65,78,1
209,103344,4125,975,1005,1,M,50-65,78,2
210,103371,431,457,487,1,M,50-65,78,1
211,103371,4112,214,306,1,M,50-65,78,1
212,103371,4112,306,396,1,M,50-65,78,2
213,103371,4112,396,457,1,M,50-65,78,3
214,103371,4112,457,791,1,M,50-65,78,4
215,103371,4125,61,306,1,M,50-65,78,1
216,103371,4125,306,396,1,M,50-65,78,2
217,103371,4125,396,457,1,M,50-65,78,3
218,103438,4126,306,457,1,M,>65,79,1
219,103585,1538,822,852,1,M,35-49,62,1
220,103618,4112,245,275,1,M,>65,59,1
221,103904,4125,0,92,1,M,50-65,59,1
222,103904,4125,92,184,1,M,50-65,59,2
223,103904,4125,184,245,1,M,50-65,59,3
224,103904,4125,245,275,1,M,50-65,59,4
225,103904,4125,275,306,1,M,50-65,59,5
226,103904,4125,306,337,1,M,50-65,59,6
227,103904,4125,337,365,1,M,50-65,59,7
228,103904,4125,365,487,1,M,50-65,59,8
229,103904,4125,487,549,1,M,50-65,59,9
230,103904,4125,549,610,1,M,50-65,59,10
231,103904,4125,610,640,1,M,50-65,59,11
232,103904,4125,640,702,1,M,50-65,59,12
233,103904,4125,702,883,1,M,50-65,59,13
234,103914,163,549,579,1,M,35-49,59,1
235,103914,163,579,610,1,M,35-49,59,2
236,103914,163,610,671,1,M,35-49,59,3
237,103914,163,671,702,1,M,35-49,59,4
238,103914,163,702,791,1,M,35-49,59,5
239,103914,163,791,822,1,M,35-49,59,6
240,103914,163,822,852,1,M,35-49,59,7
241,103922,4112,579,730,1,M,50-65,33,1
242,103922,4112,730,852,1,M,50-65,33,2
243,104231,163,214,730,1,M,50-65,59,1
244,104293,163,0,31,1,M,50-65,59,1
245,104293,163,31,61,1,M,50-65,59,2
246,104293,163,61,92,1,M,50-65,59,3
247,104293,163,92,122,1,M,50-65,59,4
248,104293,163,122,245,1,M,50-65,59,5
249,104293,163,245,306,1,M,50-65,59,6
250,104293,163,306,337,1,M,50-65,59,7
251,104293,163,337,365,1,M,50-65,59,8
252,104293,163,365,487,1,M,50-65,59,9
253,104293,163,487,579,1,M,50-65,59,10
254,104293,163,579,610,1,M,50-65,59,11
255,104293,163,610,761,1,M,50-65,59,12
256,104293,163,761,822,1,M,50-65,59,13
257,104293,163,822,883,1,M,50-65,59,14
258,104293,163,883,914,1,M,50-65,59,15
259,104293,163,914,944,1,M,50-65,59,16
260,104293,163,944,975,1,M,50-65,59,17
261,104345,2139,337,610,1,M,35-49,59,1
262,104345,2946,275,549,1,M,35-49,59,1
263,104518,4074,0,31,1,M,50-65,78,1
264,104518,4074,31,61,1,M,50-65,78,2
265,104518,4074,61,122,1,M,50-65,78,3
266,104518,4074,122,184,1,M,50-65,78,4
267,104518,4074,184,214,1,M,50-65,78,5
268,104518,4074,214,245,1,M,50-65,78,6
269,104518,4074,245,306,1,M,50-65,78,7
270,104518,4074,306,337,1,M,50-65,78,8
271,104626,1532,275,396,1,M,50-65,59,1
272,104626,1547,184,306,1,M,50-65,59,1
273,104626,2440,184,396,1,M,50-65,59,1
274,104626,2833,122,306,1,M,50-65,59,1
275,104626,3924,184,396,1,M,50-65,59,1
276,104626,5531,337,365,1,M,50-65,59,1
277,104626,5531,365,426,1,M,50-65,59,2
278,104713,2946,214,365,1,M,50-65,78,1
279,104898,2946,31,245,1,M,50-65,59,1
280,105047,4126,92,306,1,M,35-49,59,1
281,105047,4126,306,396,1,M,35-49,59,2
282,105047,4126,396,518,1,M,35-49,59,3
283,105047,4126,518,579,1,M,35-49,59,4
284,105047,4126,579,671,1,M,35-49,59,5
285,105047,4126,671,791,1,M,35-49,59,6
286,105047,4126,791,944,1,M,35-49,59,7
287,105047,4126,944,1005,1,M,35-49,59,8
288,105126,4126,184,579,1,M,50-65,38,1
289,105126,4126,579,671,1,M,50-65,38,2
290,105126,4126,671,1005,1,M,50-65,38,3
291,105293,163,184,337,1,M,50-65,59,1
292,105293,163,337,487,1,M,50-65,59,2
293,105293,163,487,579,1,M,50-65,59,3
294,105351,1388,822,852,1,M,50-65,59,1
295,105377,4125,426,457,1,M,35-49,59,1
296,105377,4125,457,975,1,M,35-49,59,2
297,105377,4126,61,426,1,M,35-49,59,1
298,105377,4126,426,457,1,M,35-49,59,2
299,105377,4126,457,975,1,M,35-49,59,3
300,105498,4112,457,579,1,M,50-65,78,1
301,105498,4112,579,791,1,M,50-65,78,2
302,105498,4136,153,365,1,M,50-65,78,1
303,105498,4136,365,822,1,M,50-65,78,2
304,105649,408,92,153,1,M,35-49,38,1
305,105649,408,153,822,1,M,35-49,38,2
306,105649,4101,0,31,1,M,35-49,38,1
307,105649,4101,31,61,1,M,35-49,38,2
308,105649,4101,61,92,1,M,35-49,38,3
309,105649,4101,92,153,1,M,35-49,38,4
310,105649,4101,153,184,1,M,35-49,38,5
311,105649,4101,184,214,1,M,35-49,38,6
312,105649,4101,214,245,1,M,35-49,38,7
313,105649,4101,245,275,1,M,35-49,38,8
314,105649,4101,275,306,1,M,35-49,38,9
315,105649,4101,306,337,1,M,35-49,38,10
316,105649,4101,337,365,1,M,35-49,38,11
317,105649,4101,365,396,1,M,35-49,38,12
318,105649,4101,396,426,1,M,35-49,38,13
319,105649,4101,426,457,1,M,35-49,38,14
320,105649,4101,457,487,1,M,35-49,38,15
321,105649,4101,487,518,1,M,35-49,38,16
322,105649,4101,518,914,1,M,35-49,38,17
323,105649,4112,214,275,1,M,35-49,38,1
324,105649,4112,275,306,1,M,35-49,38,2
325,105649,4112,306,426,1,M,35-49,38,3
326,105649,4112,426,549,1,M,35-49,38,4
327,105649,4112,549,610,1,M,35-49,38,5
328,105649,4112,610,640,1,M,35-49,38,6
329,105649,4112,640,702,1,M,35-49,38,7
330,105649,4112,702,730,1,M,35-49,38,8
331,105649,4112,730,761,1,M,35-49,38,9
332,105649,4112,761,791,1,M,35-49,38,10
333,105649,4112,791,822,1,M,35-49,38,11
334,105649,4112,822,852,1,M,35-49,38,12
335,105649,4112,852,914,1,M,35-49,38,13
336,105649,4112,914,975,1,M,35-49,38,14
337,105649,4112,975,1005,1,M,35-49,38,15
338,105649,4125,549,610,1,M,35-49,38,1
339,105649,4125,610,640,1,M,35-49,38,2
340,105649,4125,640,702,1,M,35-49,38,3
341,105649,4125,702,730,1,M,35-49,38,4
342,105649,4125,730,761,1,M,35-49,38,5
343,105649,4125,761,1005,1,M,35-49,38,6
344,105672,4126,31,92,1,M,50-65,59,1
345,105769,4125,0,61,1,M,50-65,78,1
346,105769,4125,61,640,1,M,50-65,78,2
347,105769,4125,640,702,1,M,50-65,78,3
348,105769,4125,702,791,1,M,50-65,78,4
349,105769,4125,791,975,1,M,50-65,78,5
350,105769,4125,975,1005,1,M,50-65,78,6
351,105843,4112,245,671,1,M,50-65,51,1
352,105843,4125,457,518,1,M,50-65,51,1
353,105892,2968,640,671,1,M,50-65,78,1
354,105892,4112,761,852,1,M,50-65,78,1
355,105919,4125,122,365,1,M,50-65,79,1
356,105919,4125,365,761,1,M,50-65,79,2
357,105919,4125,761,944,1,M,50-65,79,3
358,105919,4126,306,426,1,M,50-65,79,1
359,106150,1531,122,975,1,M,50-65,78,1
360,106150,3334,0,122,1,M,50-65,78,1
361,106150,3334,122,184,1,M,50-65,78,2
362,106150,3509,0,61,1,M,50-65,78,1
363,106150,3509,61,579,1,M,50-65,78,2
364,106150,4112,306,457,1,M,50-65,78,1
365,106150,4112,457,518,1,M,50-65,78,2
366,106150,4112,518,702,1,M,50-65,78,3
367,106150,4112,702,852,1,M,50-65,78,4
368,106150,4126,31,61,1,M,50-65,78,1
369,106150,4126,61,92,1,M,50-65,78,2
370,106150,4126,92,122,1,M,50-65,78,3
371,106150,4126,122,306,1,M,50-65,78,4
372,106150,4126,306,337,1,M,50-65,78,5
373,106150,4126,337,426,1,M,50-65,78,6
374,106150,4126,426,457,1,M,50-65,78,7
375,106150,4126,457,487,1,M,50-65,78,8
376,106150,4126,487,518,1,M,50-65,78,9
377,106150,4126,518,549,1,M,50-65,78,10
378,106150,4126,549,702,1,M,50-65,78,11
379,106150,4126,702,791,1,M,50-65,78,12
380,106150,4126,791,852,1,M,50-65,78,13
381,106150,4126,852,944,1,M,50-65,78,14
382,106150,4126,944,1005,1,M,50-65,78,15
383,106150,4632,184,245,1,M,50-65,78,1
384,106150,4632,245,457,1,M,50-65,78,2
385,106150,5324,122,184,1,M,50-65,78,1
386,106150,6666,306,457,1,M,50-65,78,1
387,106150,6666,457,579,1,M,50-65,78,2
388,106150,6666,579,791,1,M,50-65,78,3
389,106150,6666,791,822,1,M,50-65,78,4
390,106174,4112,245,671,1,M,50-65,38,1
391,106203,4074,671,822,1,M,35-49,62,1
392,106203,4074,822,852,1,M,35-49,62,2
393,106203,4074,852,914,1,M,35-49,62,3
394,106203,4074,914,944,1,M,35-49,62,4
395,106203,4074,944,975,1,M,35-49,62,5
396,106214,4126,153,396,1,M,50-65,78,1
397,106214,4126,396,518,1,M,50-65,78,2
398,106214,4126,518,640,1,M,50-65,78,3
399,106232,4128,184,214,1,M,35-49,33,1
400,106232,4128,214,306,1,M,35-49,33,2
401,106232,4128,306,337,1,M,35-49,33,3
402,106232,4128,337,487,1,M,35-49,33,4
403,106232,4128,487,640,1,M,35-49,33,5
404,106232,4128,640,730,1,M,35-49,33,6
405,106261,4074,852,975,1,F,50-65,03,1
406,106319,3510,92,122,1,M,<35,62,1
407,106319,3510,122,184,1,M,<35,62,2
408,106319,3510,184,487,1,M,<35,62,3
409,106319,3510,487,518,1,M,<35,62,4
410,106500,4112,245,671,1,M,>65,38,1
411,106591,4074,365,457,1,M,50-65,59,1
412,106591,4074,457,518,1,M,50-65,59,2
413,106845,61,549,671,1,F,35-49,21,1
414,106845,61,671,944,1,F,35-49,21,2
415,106845,285,153,245,1,F,35-49,21,1
416,106845,285,245,457,1,F,35-49,21,2
417,106845,285,457,487,1,F,35-49,21,3
418,106845,285,487,579,1,F,35-49,21,4
419,106845,285,579,883,1,F,35-49,21,5
420,106845,4112,153,214,1,F,35-49,21,1
421,106845,4112,214,396,1,F,35-49,21,2
422,106845,4112,396,426,1,F,35-49,21,3
423,106845,4112,426,610,1,F,35-49,21,4
424,106845,4112,610,761,1,F,35-49,21,5
425,106845,4112,761,852,1,F,35-49,21,6
426,106845,4112,852,944,1,F,35-49,21,7
427,106845,4915,122,153,1,F,35-49,21,1
428,106845,4916,122,153,1,F,35-49,21,1
429,106845,5631,245,426,1,F,35-49,21,1
430,106982,3881,214,487,1,M,35-49,59,1
431,106982,4074,852,975,1,M,35-49,59,1
432,106982,6969,214,487,1,M,35-49,59,1
433,107030,163,184,245,1,M,35-49,59,1
434,107030,163,245,306,1,M,35-49,59,2
435,107030,163,306,337,1,M,35-49,59,3
436,107030,163,337,365,1,M,35-49,59,4
437,107030,163,365,396,1,M,35-49,59,5
438,107030,163,396,426,1,M,35-49,59,6
439,107030,163,426,457,1,M,35-49,59,7
440,107030,163,457,487,1,M,35-49,59,8
441,107030,163,487,549,1,M,35-49,59,9
442,107030,163,549,640,1,M,35-49,59,10
443,107030,163,640,671,1,M,35-49,59,11
444,107030,163,671,702,1,M,35-49,59,12
445,107030,163,702,761,1,M,35-49,59,13
446,107030,163,761,822,1,M,35-49,59,14
447,107030,163,822,883,1,M,35-49,59,15
448,107030,163,883,914,1,M,35-49,59,16
449,107030,1538,671,702,1,M,35-49,59,1
450,107030,1538,702,730,1,M,35-49,59,2
451,107030,1538,730,761,1,M,35-49,59,3
452,107030,1538,761,791,1,M,35-49,59,4
453,107030,1538,791,822,1,M,35-49,59,5
454,107030,1538,822,852,1,M,35-49,59,6
455,107030,1538,852,883,1,M,35-49,59,7
456,107030,1538,883,914,1,M,35-49,59,8
457,107030,1538,914,944,1,M,35-49,59,9
458,107150,4136,153,1005,1,F,50-65,06,1
459,107216,4112,275,761,1,M,50-65,38,1
460,107216,4136,245,426,1,M,50-65,38,1
461,107216,4136,426,761,1,M,50-65,38,2
462,107250,4112,396,730,1,M,50-65,78,1
463,107305,4112,122,184,1,M,50-65,62,1
464,107305,4112,184,214,1,M,50-65,62,2
465,107493,4112,579,914,1,M,35-49,78,1
466,107493,4126,122,275,1,M,35-49,78,1
467,107493,4126,275,640,1,M,35-49,78,2
468,107493,4126,640,944,1,M,35-49,78,3
469,107724,4126,457,610,1,F,50-65,38,1
470,107844,4074,791,883,1,M,50-65,33,1
471,107874,4126,0,549,1,M,35-49,78,1
472,107936,2968,92,426,1,M,50-65,59,1
473,107936,4112,122,214,1,M,50-65,59,1
474,107936,4112,214,245,1,M,50-65,59,2
475,107936,4112,245,306,1,M,50-65,59,3
476,107936,4112,306,337,1,M,50-65,59,4
477,107936,4112,337,396,1,M,50-65,59,5
478,107936,4112,396,487,1,M,50-65,59,6
479,107936,4112,487,579,1,M,50-65,59,7
480,107936,4112,579,761,1,M,50-65,59,8
481,107936,4112,761,852,1,M,50-65,59,9
482,108063,4112,365,852,1,M,50-65,59,1
483,108067,163,31,214,1,M,35-49,59,1
484,108067,4125,31,214,1,M,35-49,59,1
485,108067,4125,214,275,1,M,35-49,59,2
486,108067,4125,275,396,1,M,35-49,59,3
487,108163,4112,306,457,1,M,50-65,59,1
488,108208,4112,245,275,1,M,>65,51,1
489,108208,4112,275,306,1,M,>65,51,2
490,108228,4126,426,549,1,M,50-65,38,1
491,108228,4126,549,791,1,M,50-65,38,2
492,108294,4112,518,730,1,M,35-49,38,1
493,108294,4112,730,791,1,M,35-49,38,2
494,108294,4112,791,852,1,M,35-49,38,3
495,108294,4112,852,944,1,M,35-49,38,4
496,108520,4112,549,671,1,M,50-65,78,1
497,108526,4125,306,426,1,M,50-65,78,1
498,108526,4125,426,944,1,M,50-65,78,2
499,108526,4125,944,975,1,M,50-65,78,3
500,108526,4127,31,92,1,M,50-65,78,1
501,108526,4127,92,365,1,M,50-65,78,2
502,108765,2180,852,944,1,M,50-65,78,1
503,108765,2946,702,975,1,M,50-65,78,1
504,108765,2972,457,761,1,M,50-65,78,1
505,108765,4112,457,549,1,M,50-65,78,1
506,108765,4129,396,457,1,M,50-65,78,1
507,108765,4129,457,761,1,M,50-65,78,2
508,108765,4129,761,1005,1,M,50-65,78,3
509,108805,2946,275,610,1,M,50-65,78,1
510,108805,2946,610,730,1,M,50-65,78,2
511,108805,4074,822,975,1,M,50-65,78,1
512,108805,4112,761,852,1,M,50-65,78,1
513,108805,4112,852,914,1,M,50-65,78,2
514,108805,4136,365,549,1,M,50-65,78,1
515,108805,4136,549,761,1,M,50-65,78,2
516,108805,4136,761,852,1,M,50-65,78,3
517,108805,4136,852,914,1,M,50-65,78,4
518,108824,4128,610,702,1,M,50-65,06,1
519,108875,4104,184,245,1,M,50-65,62,1
520,108875,4104,245,306,1,M,50-65,62,2
521,108875,4104,306,337,1,M,50-65,62,3
522,108875,4104,337,457,1,M,50-65,62,4
523,108875,4104,457,518,1,M,50-65,62,5
524,108875,4104,518,579,1,M,50-65,62,6
525,108875,4104,579,610,1,M,50-65,62,7
526,108875,4104,610,730,1,M,50-65,62,8
527,108875,4104,730,761,1,M,50-65,62,9
528,108875,4104,761,791,1,M,50-65,62,10
529,108875,4104,791,822,1,M,50-65,62,11
530,108875,4104,822,852,1,M,50-65,62,12
531,108875,4104,852,883,1,M,50-65,62,13
532,108875,4104,883,944,1,M,50-65,62,14
533,108875,4104,944,975,1,M,50-65,62,15
534,108875,4104,975,1005,1,M,50-65,62,16
535,108938,163,92,122,1,M,50-65,59,1
536,108938,163,122,153,1,M,50-65,59,2
537,108938,163,153,214,1,M,50-65,59,3
538,108938,163,214,275,1,M,50-65,59,4
539,108938,163,275,306,1,M,50-65,59,5
540,108938,163,306,337,1,M,50-65,59,6
541,108938,163,337,365,1,M,50-65,59,7
542,108938,163,365,396,1,M,50-65,59,8
543,108938,163,396,426,1,M,50-65,59,9
544,108938,163,426,457,1,M,50-65,59,10
545,108938,163,457,487,1,M,50-65,59,11
546,108938,163,487,518,1,M,50-65,59,12
547,108938,163,518,549,1,M,50-65,59,13
548,108938,163,549,579,1,M,50-65,59,14
549,108938,163,579,610,1,M,50-65,59,15
550,108938,163,610,640,1,M,50-65,59,16
551,108938,163,640,671,1,M,50-65,59,17
552,108938,163,671,702,1,M,50-65,59,18
553,108938,163,702,730,1,M,50-65,59,19
554,108938,163,730,761,1,M,50-65,59,20
555,108938,163,761,791,1,M,50-65,59,21
556,108938,163,791,852,1,M,50-65,59,22
557,108938,163,852,914,1,M,50-65,59,23
558,108938,163,914,944,1,M,50-65,59,24
559,108938,163,944,975,1,M,50-65,59,25
560,108938,163,975,1005,1,M,50-65,59,26
561,108938,1538,549,579,1,M,50-65,59,1
562,108938,1538,579,640,1,M,50-65,59,2
563,108938,1538,640,671,1,M,50-65,59,3
564,108938,1538,671,702,1,M,50-65,59,4
565,108938,1538,702,730,1,M,50-65,59,5
566,108938,1538,730,761,1,M,50-65,59,6
567,108938,1538,761,791,1,M,50-65,59,7
568,108938,1538,791,822,1,M,50-65,59,8
569,108938,1538,822,852,1,M,50-65,59,9
570,108938,1538,852,914,1,M,50-65,59,10
571,108938,1538,914,944,1,M,50-65,59,11
572,108938,1538,944,975,1,M,50-65,59,12
573,108938,1538,975,1005,1,M,50-65,59,13
574,109054,1538,610,640,1,M,50-65,59,1
575,109054,1538,640,671,1,M,50-65,59,2
576,109054,1538,671,702,1,M,50-65,59,3
577,109054,1538,702,730,1,M,50-65,59,4
578,109054,1538,730,761,1,M,50-65,59,5
579,109054,1538,761,791,1,M,50-65,59,6
580,109054,1538,791,822,1,M,50-65,59,7
581,109054,1538,822,852,1,M,50-65,59,8
582,109054,1538,852,944,1,M,50-65,59,9
583,109054,1538,944,1005,1,M,50-65,59,10
584,109076,4112,671,702,1,M,35-49,33,1
