source,target,user_id,label
515,790,"[129105, 157573, 171799, 255972, 325217, 387325, 401082, 606739, 657916, 741468, 1038955]",SG
516,790,"[157573, 171799, 255972, 387325, 657916, 741468]",SG
517,790,[171799],SG
518,790,[171799],SG
519,790,"[123801, 270220, 552846, 1166148]",SG
520,790,[552846],SG
523,790,"[146208, 255972, 270220, 369359, 499532, 552846, 1166148]",SG
524,790,"[255972, 369359, 552846]",SG
525,790,[255972],SG
526,790,"[270220, 552846, 1166148]",SG
527,790,[552846],SG
528,790,"[136996, 250397, 275145]",SG
529,790,[250397],SG
533,790,[462697],SG
537,790,[657916],SG
540,790,[170729],SG
543,790,"[129105, 250397, 427283, 839435]",SG
544,790,[250397],SG
546,790,[129105],SG
548,790,[250397],SG
553,790,[191307],SG
556,790,[1121384],SG
558,790,[129105],SG
560,790,"[387325, 401082]",SG
562,790,[657916],SG
566,790,[657916],SG
574,790,[487513],SG
581,790,"[387325, 401082, 1111303]",SG
582,790,[387325],SG
583,790,"[376207, 427283, 638210, 657916]",SG
585,790,[1121384],SG
586,790,[1121384],SG
603,790,[1121384],SG
604,790,[1121384],SG
605,790,[1121384],SG
616,790,[1166148],SG
617,790,[1121384],SG
635,790,[189043],SG
648,790,[446878],SG
653,790,[499532],SG
658,790,[490858],SG
673,790,[270220],SG
686,790,[1121384],SG
689,790,[1121384],SG
691,790,[1121384],SG
709,790,[1121384],SG
722,790,[462697],SG
725,790,[462697],SG
729,790,[1042524],SG
761,790,[638210],SG
14,786,[819320],SG
17,786,[277744],SG
67,786,[277744],SG
101,786,[526900],SG
128,786,[526900],SG
146,786,[526900],SG
180,786,[526900],SG
181,786,[526900],SG
182,786,[575459],SG
240,786,[575459],SG
286,786,[575459],SG
364,786,[264552],SG
366,786,"[575459, 1044697]",SG
375,786,[526900],SG
390,786,[819320],SG
418,786,[575459],SG
460,786,[575459],SG
493,786,"[575459, 1044697]",SG
499,786,[1044697],SG
513,786,[1163180],SG
528,786,[1044697],SG
556,786,[264552],SG
564,786,[575459],SG
583,786,[575459],SG
587,786,[986779],SG
627,786,[264552],SG
628,786,[264552],SG
629,786,[264552],SG
673,786,[526900],SG
682,786,"[575459, 819320]",SG
695,786,[264552],SG
700,786,"[575459, 819320]",SG
701,786,[575459],SG
702,786,[575459],SG
704,786,[575459],SG
705,786,[264552],SG
708,786,[575459],SG
713,786,"[575459, 819320]",SG
714,786,[575459],SG
729,786,"[526900, 575459]",SG
733,786,"[575459, 1044697]",SG
741,786,[277744],SG
745,786,[575459],SG
746,786,[526900],SG
751,786,"[575459, 819320]",SG
754,786,"[526900, 575459]",SG
756,786,[277744],SG
767,786,[575459],SG
768,786,"[575459, 1044697]",SG
774,786,[526900],SG
779,786,[575459],SG
88,780,[191426],SG
186,780,[191426],SG
256,780,[191426],SG
304,780,[230856],SG
353,780,[230856],SG
360,780,[794248],SG
371,780,[191426],SG
447,780,[191426],SG
477,780,[794248],SG
513,780,[1170991],SG
567,780,[191426],SG
650,780,[230856],SG
659,780,[191426],SG
668,780,[191426],SG
703,780,[230856],SG
104,781,[1099947],SG
501,781,[1099947],SG
505,781,[1099947],SG
519,781,[1099947],SG
370,783,[579539],SG
766,783,"[579539, 810351]",SG
399,782,[596052],SG
412,782,[596052],SG
448,782,[596052],SG
450,782,[596052],SG
477,782,[596052],SG
479,782,[596052],SG
493,782,[596052],SG
496,782,[596052],SG
515,782,[596052],SG
547,782,[596052],SG
560,782,[596052],SG
581,782,[596052],SG
696,782,[596052],SG
697,782,[596052],SG
515,785,[527838],SG
739,784,[193219],SG
780,850,[191426],SG
780,885,[191426],SG
780,928,[191426],SG
780,1011,[191426],SG
780,1120,[230856],SG
786,1120,[277744],SG
780,1142,[230856],SG
780,1171,[191426],SG
780,1321,[1170991],SG
786,1321,[1163180],SG
787,1321,[480899],SG
788,1321,"[355203, 1029030, 1150209]",SG
789,1321,"[105769, 157047, 331247, 458921, 477692]",SG
790,1321,"[157573, 171799, 189043, 252901, 329769, 487513, 1068315]",SG
780,1327,[230856],SG
787,1327,[199984],SG
788,1327,"[133892, 612518]",SG
789,1327,"[130532, 133892, 253171, 288685, 521982, 1058591, 1109186]",SG
790,1327,"[123801, 270220, 427283, 552846, 1166148]",SG
780,1346,[191426],SG
789,1346,[1058591],SG
780,1445,[794248],SG
789,1445,[124464],SG
790,1445,[794248],SG
780,1575,[191426],SG
790,1575,[1121384],SG
780,1576,[191426],SG
781,853,[1099947],SG
788,853,[1099947],SG
782,1178,[596052],SG
782,1206,[596052],SG
788,1206,[1029030],SG
782,1207,[596052],SG
782,1239,[596052],SG
790,1239,[401082],SG
782,1240,[596052],SG
782,1320,[596052],SG
785,1320,[527838],SG
786,1320,[575459],SG
787,1320,[1139056],SG
788,1320,"[287608, 1212318]",SG
789,1320,"[105498, 131514, 275401, 314138, 437974, 449166, 499303, 528757, 805158, 1046200]",SG
790,1320,"[131514, 171799, 250397, 387325, 446878, 462697, 509386, 595074, 622767, 741468, 839435, 879166, 1111303, 1168259]",SG
782,1372,[596052],SG
788,1372,"[150817, 493464, 612518]",SG
789,1372,"[120286, 124464, 131514, 389821, 450548, 463253]",SG
790,1372,[131514],SG
782,1373,[596052],SG
789,1373,[131514],SG
790,1373,[131514],SG
783,827,"[579539, 810351]",SG
783,851,[579539],SG
783,873,[579539],SG
783,1555,[579539],SG
784,856,[193219],SG
784,944,[193219],SG
784,1512,[193219],SG
789,1512,[1163442],SG
786,792,[277744],SG
786,818,[819320],SG
789,818,[338042],SG
786,832,[277744],SG
786,862,[1163180],SG
786,911,[575459],SG
786,913,[575459],SG
786,915,[575459],SG
786,961,[575459],SG
786,984,[1044697],SG
786,1013,[1044697],SG
786,1062,[1163180],SG
789,1062,[105769],SG
786,1079,[819320],SG
786,1083,[1044697],SG
789,1083,[449166],SG
786,1106,[526900],SG
786,1111,[575459],SG
786,1112,[575459],SG
786,1113,[264552],SG
786,1179,[986779],SG
789,1179,[449166],SG
786,1202,[264552],SG
790,1202,[490858],SG
786,1245,[575459],SG
789,1245,"[124464, 329426]",SG
790,1245,[839435],SG
786,1246,[575459],SG
790,1246,[839435],SG
786,1251,"[264552, 575459, 819320, 986779]",SG
786,1252,[264552],SG
786,1306,[575459],SG
789,1306,"[124464, 131514, 463253]",SG
790,1306,"[129105, 131514, 376207]",SG
786,1307,[575459],SG
789,1307,[131514],SG
790,1307,[131514],SG
786,1331,[819320],SG
787,1331,"[324441, 1157557]",SG
788,1331,"[287308, 287608, 307966, 347996]",SG
789,1331,"[309563, 338042, 1044582]",SG
790,1331,"[136996, 275145, 381808, 1042524, 1111303, 1168259]",SG
786,1394,[819320],SG
786,1398,[526900],SG
786,1407,[277744],SG
786,1447,[575459],SG
789,1447,[757634],SG
786,1454,[526900],SG
786,1475,[1044697],SG
786,1489,[526900],SG
786,1502,[575459],SG
789,1502,[338042],SG
786,1513,[575459],SG
789,1513,[449166],SG
786,1514,[575459],SG
786,1515,[575459],SG
786,1522,[819320],SG
786,1530,[819320],SG
789,1530,[338042],SG
790,1530,[270220],SG
786,1556,[277744],SG
786,1558,"[264552, 526900, 575459, 986779, 1044697, 1163180]",SG
786,1559,"[264552, 575459, 986779]",SG
786,1560,[575459],SG
786,1574,"[575459, 1044697, 1163180]",SG
786,1588,[575459],SG
786,1589,[575459],SG
786,1590,[575459],SG
787,839,[521161],SG
789,839,[120286],SG
787,1128,[1157557],SG
787,1155,[1160772],SG
787,1220,[480899],SG
789,1220,[460089],SG
790,1220,[1111303],SG
787,1222,[480899],SG
787,1226,[1160772],SG
788,1226,[287608],SG
789,1226,"[450548, 463253, 600467]",SG
790,1226,"[325217, 638210]",SG
787,1274,"[199984, 209038, 478604, 521161, 778698, 1115415, 1236845]",SG
787,1291,[101105],SG
787,1295,"[450658, 521161]",SG
788,1295,[274199],SG
789,1295,[316209],SG
790,1295,"[170729, 250397, 275145, 499532, 576975, 839435]",SG
787,1311,"[240683, 955120]",SG
788,1311,"[133892, 955120]",SG
789,1311,"[133892, 157047, 173319, 275401, 309563, 314138, 316209, 437974, 458921, 463253, 465771, 528757, 805158, 876768, 942270, 1044423]",SG
790,1311,"[446878, 552846, 595074]",SG
787,1323,"[199984, 209038]",SG
788,1323,"[133892, 493464]",SG
789,1323,"[131514, 133892, 450548, 456150, 458921, 499303, 600467, 805158]",SG
790,1323,"[131514, 146208, 270220, 329769, 369359, 446878, 509386, 520071, 552846, 595074, 1166148, 1168259]",SG
787,1330,[199984],SG
788,1330,[133892],SG
789,1330,[133892],SG
790,1330,"[270220, 552846, 1166148]",SG
787,1336,"[101105, 592510]",SG
788,1336,"[493464, 1029030]",SG
789,1336,"[157047, 288685, 300450]",SG
790,1336,"[622767, 999728]",SG
787,1382,"[323051, 480899, 955120]",SG
788,1382,"[133892, 274199, 288642, 922200, 955120, 1029030, 1150209, 1215438]",SG
789,1382,"[133892, 173319]",SG
790,1382,"[255972, 325217]",SG
787,1384,[480899],SG
788,1384,"[1029030, 1150209]",SG
787,1387,[955120],SG
788,1387,"[133892, 955120]",SG
789,1387,"[133892, 173319]",SG
787,1497,"[101105, 124784, 521161, 778698]",SG
787,1498,"[521161, 778698]",SG
788,845,[493464],SG
788,956,[1212318],SG
790,956,[170729],SG
788,1126,[133892],SG
789,1126,[133892],SG
788,1195,[133892],SG
789,1195,[133892],SG
788,1208,[1029030],SG
788,1209,[1029030],SG
790,1209,[622767],SG
788,1211,[1029030],SG
788,1215,[1029030],SG
790,1215,[622767],SG
788,1216,[133892],SG
789,1216,[133892],SG
788,1227,[287608],SG
788,1228,[287608],SG
788,1241,[133892],SG
789,1241,[133892],SG
788,1258,[493464],SG
789,1258,[1058591],SG
788,1261,[376513],SG
789,1261,[763217],SG
788,1314,[133892],SG
789,1314,"[133892, 458921, 805158]",SG
790,1314,"[446878, 552846, 595074]",SG
788,1317,[133892],SG
789,1317,[133892],SG
790,1317,[552846],SG
788,1332,[287608],SG
790,1332,"[1111303, 1168259]",SG
788,1338,[1029030],SG
789,1338,[157047],SG
788,1340,[493464],SG
788,1342,[133892],SG
789,1342,[133892],SG
790,1342,[552846],SG
788,1357,[409352],SG
789,1357,[465771],SG
790,1357,[606739],SG
788,1361,[287608],SG
789,1361,"[134545, 376854]",SG
790,1361,"[170729, 741468]",SG
788,1362,[287608],SG
790,1362,[741468],SG
788,1375,[493464],SG
789,1375,"[131514, 450548]",SG
790,1375,[131514],SG
788,1376,[612518],SG
788,1378,[493464],SG
788,1385,[133892],SG
789,1385,[133892],SG
788,1386,[274199],SG
788,1389,[493464],SG
789,837,[1058591],SG
789,846,[657916],SG
790,846,"[657916, 741468]",SG
789,863,[1058591],SG
789,883,[1163442],SG
789,921,[1058591],SG
789,923,[1058591],SG
789,925,[1058591],SG
789,930,[1058591],SG
789,970,[124464],SG
789,971,[124464],SG
789,983,[1058591],SG
789,1007,[1058591],SG
789,1160,[757634],SG
789,1193,[458921],SG
790,1193,[329769],SG
789,1229,[463253],SG
789,1230,"[450548, 463253]",SG
789,1231,[450548],SG
789,1232,[314138],SG
790,1232,[191307],SG
789,1233,[314138],SG
789,1253,[124464],SG
789,1254,[124464],SG
789,1259,[1058591],SG
789,1263,[1058591],SG
789,1265,[1058591],SG
789,1282,[157047],SG
789,1308,[131514],SG
790,1308,[131514],SG
789,1312,"[275401, 314138, 437974, 528757, 805158]",SG
790,1312,"[446878, 595074]",SG
789,1313,"[157047, 458921]",SG
789,1315,[805158],SG
790,1315,"[446878, 595074]",SG
789,1324,"[131514, 499303, 805158]",SG
790,1324,"[131514, 446878, 509386, 595074, 1168259]",SG
789,1341,[288685],SG
789,1343,[309563],SG
789,1344,[157047],SG
789,1347,[1058591],SG
789,1350,"[120286, 450548, 460089, 528757]",SG
789,1351,[528757],SG
789,1355,[528757],SG
789,1356,"[120286, 450548]",SG
789,1370,[316209],SG
789,1371,[463253],SG
789,1379,"[124464, 131514, 463253]",SG
790,1379,[131514],SG
789,1380,[1058591],SG
789,1381,[131514],SG
790,1381,[131514],SG
789,1392,[463253],SG
789,1402,[893080],SG
789,1423,[1058591],SG
789,1426,[1058591],SG
789,1434,[1058591],SG
789,1490,[460089],SG
789,1503,[338042],SG
789,1521,[1058591],SG
789,1537,[1058591],SG
789,1538,[449166],SG
789,1584,"[309563, 338042]",SG
790,1584,[560373],SG
789,1586,"[309563, 338042]",SG
790,799,[1121384],SG
790,804,[490858],SG
790,815,[302471],SG
790,826,[252901],SG
790,860,[1166148],SG
790,867,[1121384],SG
790,937,[250397],SG
790,950,[1121384],SG
790,960,[490858],SG
790,1002,[1121384],SG
790,1032,[1121384],SG
790,1165,[129105],SG
790,1198,[1121384],SG
790,1210,[622767],SG
790,1217,[622767],SG
790,1221,[1111303],SG
790,1223,[1111303],SG
790,1235,"[191307, 1168259]",SG
790,1236,[1168259],SG
790,1237,[1168259],SG
790,1238,[191307],SG
790,1292,[1121384],SG
790,1296,"[250397, 839435]",SG
790,1301,[275145],SG
790,1322,[171799],SG
790,1335,[1168259],SG
790,1337,[622767],SG
790,1364,[1121384],SG
790,1396,[999728],SG
790,1399,[381808],SG
790,1499,[189043],SG
790,1501,[189043],SG
790,1531,[270220],SG
790,1532,[270220],SG
790,1539,[1038955],SG
790,1577,[1121384],SG
