source,target,user_id,label
27,761,"[526900, 575459]",SG
28,761,"[526900, 575459]",SG
29,761,"[526900, 575459]",G
30,761,[526900],SG
57,761,[264552],SG
65,761,[575459],SG
66,761,[575459],SG
67,761,[575459],SG
71,761,[264552],SG
81,761,[264552],SG
84,761,"[575459, 1044697]",SG
85,761,"[575459, 1044697]",G
86,761,[575459],SG
87,761,[575459],SG
93,761,[575459],SG
101,761,[277744],SG
106,761,[277744],SG
118,761,[819320],SG
136,761,[819320],SG
227,761,[575459],SG
230,761,[575459],SG
231,761,[575459],SG
232,761,[575459],SG
296,761,[575459],SG
297,761,[575459],SG
306,761,[575459],SG
356,761,[526900],SG
357,761,[526900],SG
367,761,[526900],SG
376,761,[526900],SG
377,761,[526900],SG
388,761,[277744],SG
397,761,[277744],SG
405,761,"[575459, 1044697]",SG
407,761,[575459],SG
408,761,[575459],SG
409,761,[575459],SG
410,761,[575459],SG
411,761,"[575459, 1044697]",SG
412,761,[575459],SG
413,761,[526900],SG
417,761,[526900],SG
433,761,"[575459, 819320]",SG
434,761,[575459],SG
435,761,"[575459, 819320]",SG
436,761,"[575459, 819320]",G
437,761,[575459],SG
439,761,[575459],SG
440,761,[575459],SG
445,761,[575459],SG
446,761,[264552],SG
447,761,[264552],SG
449,761,[575459],SG
455,761,[277744],SG
457,761,"[526900, 575459]",SG
458,761,[575459],SG
460,761,"[526900, 575459]",SG
461,761,[575459],SG
463,761,[526900],SG
468,761,"[575459, 819320]",SG
475,761,"[575459, 1044697]",SG
476,761,[575459],SG
508,761,[264552],SG
525,761,"[575459, 819320]",SG
529,761,"[526900, 575459]",SG
537,761,[264552],SG
538,761,[264552],SG
543,761,"[575459, 819320]",SG
570,761,[264552],SG
583,761,[526900],SG
585,761,[526900],SG
588,761,[526900],SG
589,761,[526900],SG
590,761,[526900],SG
605,761,[526900],SG
619,761,[526900],SG
638,761,[264552],SG
646,761,[526900],SG
650,761,[526900],SG
651,761,[526900],SG
652,761,[575459],SG
655,761,[575459],SG
656,761,[575459],SG
658,761,[575459],SG
659,761,[575459],SG
661,761,[575459],SG
664,761,[575459],SG
751,761,[526900],SG
27,762,[575459],SG
28,762,[575459],SG
29,762,[575459],SG
65,762,[575459],SG
66,762,[575459],SG
67,762,[575459],SG
84,762,[575459],SG
85,762,[575459],SG
86,762,[575459],SG
87,762,[575459],SG
93,762,[575459],SG
227,762,[575459],SG
230,762,[575459],SG
231,762,[575459],SG
232,762,[575459],SG
283,762,[211249],SG
296,762,[575459],SG
297,762,[575459],SG
306,762,[575459],SG
368,762,[211249],SG
405,762,[575459],SG
407,762,[575459],SG
408,762,[575459],SG
409,762,[575459],SG
410,762,[575459],SG
411,762,[575459],SG
412,762,[575459],SG
433,762,[575459],SG
434,762,[575459],SG
435,762,[575459],SG
436,762,[575459],SG
437,762,[575459],SG
439,762,[575459],SG
440,762,[575459],SG
445,762,[575459],SG
449,762,[575459],SG
457,762,[575459],SG
458,762,[575459],SG
460,762,[575459],SG
461,762,[575459],SG
465,762,[211249],SG
466,762,[211249],SG
468,762,[575459],SG
475,762,[575459],SG
476,762,[575459],SG
486,762,[211249],SG
525,762,[575459],SG
529,762,[575459],SG
543,762,[575459],SG
652,762,[575459],SG
655,762,[575459],SG
656,762,[575459],SG
658,762,[575459],SG
659,762,[575459],SG
661,762,[575459],SG
664,762,[575459],SG
665,762,[211249],SG
761,799,[819320],SG
761,801,[819320],SG
761,845,[277744],SG
761,871,[575459],SG
762,871,[575459],SG
761,872,[575459],SG
762,872,[575459],SG
761,873,[575459],SG
762,873,[575459],SG
761,874,[575459],SG
762,874,[575459],SG
761,875,[575459],SG
762,875,[575459],SG
761,878,[264552],SG
761,879,[264552],SG
761,1010,[1044697],SG
761,1054,[575459],SG
762,1054,[575459],SG
761,1055,[575459],SG
762,1055,[575459],SG
761,1056,[575459],SG
762,1056,[575459],SG
761,1057,[575459],SG
762,1057,"[211249, 575459]",G
761,1060,[575459],SG
762,1060,[575459],SG
761,1063,[277744],SG
761,1070,[575459],SG
762,1070,"[211249, 575459]",G
761,1074,"[575459, 1044697]",SG
762,1074,"[211249, 575459]",G
761,1075,[575459],SG
762,1075,[575459],SG
761,1110,"[264552, 526900, 575459, 1044697]",SG
762,1110,[575459],SG
761,1112,"[264552, 575459]",SG
762,1112,[575459],SG
761,1113,[575459],SG
762,1113,[575459],SG
761,1115,[575459],SG
762,1115,[575459],SG
761,1116,[575459],SG
762,1116,[575459],SG
761,1117,"[575459, 1044697]",SG
762,1117,[575459],SG
761,1122,[575459],SG
762,1122,[575459],SG
761,1131,"[264552, 575459, 819320]",SG
762,1131,[575459],SG
761,1141,[819320],SG
761,1164,[575459],SG
762,1164,[575459],SG
761,1168,[575459],SG
762,1168,[575459],SG
761,1169,[575459],SG
762,1169,[575459],SG
761,1171,[575459],SG
762,1171,[575459],SG
761,1173,[575459],SG
762,1173,[575459],SG
761,1175,[575459],SG
762,1175,[575459],SG
761,1180,[819320],SG
761,1202,[575459],SG
762,1202,[575459],SG
761,1203,[575459],SG
762,1203,[575459],SG
761,1204,[575459],SG
762,1204,[575459],SG
761,1206,[575459],SG
762,1206,[575459],SG
761,1207,[575459],SG
762,1207,[575459],SG
761,1208,[575459],SG
762,1208,[575459],SG
761,1222,[1044697],SG
761,1224,[1044697],SG
761,1259,[277744],SG
761,1264,[277744],SG
761,1270,[575459],SG
762,1270,[575459],SG
761,1271,[575459],SG
762,1271,[575459],SG
761,1286,[1044697],SG
761,1312,[575459],SG
762,1312,[575459],SG
761,1316,[575459],SG
762,1316,[575459],SG
761,1317,[575459],SG
762,1317,[575459],SG
761,1318,[575459],SG
762,1318,[575459],SG
761,1319,[575459],SG
762,1319,[575459],SG
761,1320,[575459],SG
762,1320,[575459],SG
761,1322,[575459],SG
762,1322,[575459],SG
761,1324,[575459],SG
762,1324,[575459],SG
761,1325,[575459],SG
762,1325,[575459],SG
761,1338,[575459],SG
762,1338,[575459],SG
761,1339,[575459],SG
762,1339,[575459],SG
761,1340,[575459],SG
762,1340,[575459],SG
762,955,[211249],SG
762,967,[211249],SG
762,1201,[211249],SG
762,1256,[211249],SG
762,1257,[211249],SG
