,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
0,"[144205, 422151, 618347, 794690, 881662, 999970, 1039714, 1210145]",8, 4125 4112,2019-01-02,M,0.0,8,M,"['RECHARGE LAVAGE TW - A', 'LAVAGE CLU']"
1,"[188588, 295941, 495684, 591109, 600407, 609497, 834357, 1033497, 1039714]",9, 4126 4112,2019-01-02,M,0.0,9,M,"['RECHARGE LAVAGE', 'LAVAGE CLU']"
2,"[107030, 449529, 612824]",3, 163 4112,2019-01-02,M,0.0,3,M,"['product-451', 'LAVAGE CLU']"
3,"[378200, 449529, 612824]",3, 1538 4112,2019-01-02,M,0.0,3,M,"['RECHARGE CAFÉ CLUB 2\x80', 'LAVAGE CLU']"
4,"[114666, 127790, 235297, 244827, 251568, 270220, 292347, 368080, 403445, 449529, 552846, 567220, 612824, 616689, 739860, 957469, 1095891, 1166148, 1168767]",19, 1538 163,2019-01-02,M,0.0,19,M,"['RECHARGE CAFÉ CLUB 2\x80', 'product-451']"
5,"[357674, 401082, 495206]",3, 2368 4112,2019-01-02,M,0.0,3,M,"['EVIAN 50CL', 'LAVAGE CLU']"
6,"[120286, 476566, 662382]",3, 2369 4112,2019-01-02,M,0.0,3,M,"['EVIAN 1L PET*', 'LAVAGE CLU']"
7,"[995860, 1047955, 1082751, 1179263]",4, 1547 263,2019-01-02,M,0.0,4,M,"['SAC BOUTIQUE KRAFT', 'REMISE BUS AUTOROUTE 9\x80']"
8,"[217797, 339977, 594866]",3, 5631 1707,2019-01-02,M,0.0,3,M,"['TWIX 50G', 'BOUNTY CHOC LAIT 57G']"
9,"[111958, 115022, 120734, 312415, 346289, 384876, 419058, 444316, 447321, 841409, 1027715, 1044608]",12, 4126 4112,2019-01-09,M,0.5,12,M,"['RECHARGE LAVAGE', 'LAVAGE CLU']"
10,"[120734, 278491, 313472, 339445, 372225, 434088, 463969, 492488, 535243, 873625, 900910, 901313, 1019603, 1037938, 1165483, 1201029]",16, 4125 4112,2019-01-09,M,0.5,16,M,"['RECHARGE LAVAGE TW - A', 'LAVAGE CLU']"
11,"[149963, 235297, 463969]",3, 163 4112,2019-01-09,M,0.5,3,M,"['product-451', 'LAVAGE CLU']"
12,"[149963, 235297, 346289]",3, 1538 4112,2019-01-09,M,0.5,3,M,"['RECHARGE CAFÉ CLUB 2\x80', 'LAVAGE CLU']"
13,"[114666, 127790, 149963, 156634, 187833, 235297, 235462, 464331, 602580, 603391, 612824, 739860, 746930, 903640, 957469, 1095891, 1163691, 1166148, 1168767, 1171591, 1180756, 1196697, 1221607]",23, 1538 163,2019-01-09,M,0.5,23,M,"['RECHARGE CAFÉ CLUB 2\x80', 'product-451']"
14,"[141943, 168379, 238281, 280966, 397622, 546857]",6, 2968 4112,2019-01-09,M,0.5,6,M,"['TW 10 LINGUETTE', 'LAVAGE CLU']"
15,"[356217, 492488, 528848, 546857, 731874, 827754]",6, 2946 4112,2019-01-09,M,0.5,6,M,"['TW  LAVE GLACE', 'LAVAGE CLU']"
16,"[126277, 287608, 307359]",3, 2946 4126,2019-01-09,M,0.5,3,M,"['TW  LAVE GLACE', 'RECHARGE LAVAGE']"
17,"[223220, 492488, 1067295]",3, 2946 4125,2019-01-09,M,0.5,3,M,"['TW  LAVE GLACE', 'RECHARGE LAVAGE TW - A']"
18,"[287608, 439383, 887624, 1000560]",4, 2946 4074,2019-01-09,M,0.5,4,M,"['TW  LAVE GLACE', 'BIDON AD BLUE 10L']"
19,"[226621, 248627, 499532, 825683]",4, 2368 4112,2019-01-09,M,0.5,4,M,"['EVIAN 50CL', 'LAVAGE CLU']"
20,"[345301, 1068315, 1095721]",3, 2368 4125,2019-01-09,M,0.5,3,M,"['EVIAN 50CL', 'RECHARGE LAVAGE TW - A']"
21,"[115022, 130019, 312415]",3, 2975 4112,2019-01-09,M,0.5,3,M,"['TW LAVE GLACE DEG. 4L', 'LAVAGE CLU']"
22,"[115022, 312415, 539446, 864313]",4, 2975 4126,2019-01-09,M,0.5,4,M,"['TW LAVE GLACE DEG. 4L', 'RECHARGE LAVAGE']"
23,"[184841, 527677, 873625]",3, 4130 4125,2019-01-09,M,0.5,3,M,"['ASPIRATEUR', 'RECHARGE LAVAGE TW - A']"
24,"[995860, 1047955, 1179263]",3, 1547 263,2019-01-09,M,0.5,3,M,"['SAC BOUTIQUE KRAFT', 'REMISE BUS AUTOROUTE 9\x80']"
25,"[255407, 711978, 1034893]",3, 5631 5623,2019-01-09,M,0.5,3,M,"['TWIX 50G', 'SNICKERS 50G']"
26,"[346289, 624828, 864313, 1039534]",4, 6178 4126,2019-01-09,M,0.5,4,M,"['product-6206300218860', 'RECHARGE LAVAGE']"
27,"[195200, 313776, 387373]",3, 6178 4125,2019-01-09,M,0.5,3,M,"['product-6206300218860', 'RECHARGE LAVAGE TW - A']"
28,"[531053, 1007975, 1082751]",3, 4439 263,2019-01-09,M,0.5,3,M,"['product-3502110009449', 'REMISE BUS AUTOROUTE 9\x80']"
29,"[286391, 988692, 1052503]",3, 3876 263,2019-01-09,M,0.5,3,M,"['SDW XXL THON CRUD 230G DAUNAT', 'REMISE BUS AUTOROUTE 9\x80']"
30,"[531053, 555714, 1052503]",3, 4420 263,2019-01-09,M,0.5,3,M,"['TROPICANA MULTI', 'REMISE BUS AUTOROUTE 9\x80']"
31,"[255407, 319461, 711978]",3, 5625 5631,2019-01-09,M,0.5,3,M,"['MARS  51G', 'TWIX 50G']"
32,"[393334, 716869, 806597]",3, 1615 1738,2019-01-09,M,0.5,3,M,"['CR FLAN NATURE', 'CR CAFE EXPRESSO']"
33,"[400788, 836821, 1015669]",3, 4099 4125,2019-01-09,M,0.5,3,M,"['LAVAGE 1 PLEIN', 'RECHARGE LAVAGE TW - A']"
34,"[369718, 864313, 887891]",3, 2977 2975,2019-01-09,M,0.5,3,M,"['product-3217770314245', 'TW LAVE GLACE DEG. 4L']"
35,"[240151, 274742, 372038, 401971, 425951, 456040, 480373, 502923, 511792, 524668, 558934, 784556, 1170642, 1216244]",14, 4125 4112,2019-01-16,M,0.6666666666666666,14,M,"['RECHARGE LAVAGE TW - A', 'LAVAGE CLU']"
36,"[113875, 184660, 237374, 280999, 287754, 323762, 422349, 487798, 576712, 1108350, 1109301, 1217273]",12, 4126 4112,2019-01-16,M,0.6666666666666666,12,M,"['RECHARGE LAVAGE', 'LAVAGE CLU']"
37,"[132253, 553151, 712041, 732484, 762882]",5, 4126 4125,2019-01-16,M,0.6666666666666666,5,M,"['RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A']"
38,"[118478, 280999, 308992, 346289, 427779, 739860, 1061637, 1095891, 1198352]",9, 1538 4112,2019-01-16,M,0.6666666666666666,9,M,"['RECHARGE CAFÉ CLUB 2\x80', 'LAVAGE CLU']"
