,user_ids,support,itemsets,period,property_values,depth,size,AGE,itemset_name
4371,"[101392, 108067, 111670, 112384, 126217, 132260, 135083, 138252, 140555, 140922, 142373, 147772, 155710, 157047, 161742, 166530, 176549, 184841, 188482, 195200, 198355, 202124, 204827, 210875, 214303, 218711, 223220, 241558, 242201, 246011, 247851, 267463, 268342, 270927, 271207, 282802, 284389, 286527, 291564, 310170, 310380, 310619, 311535, 312877, 316859, 323479, 323778, 323816, 329650, 330205, 341866, 342546, 349622, 350769, 355203, 361188, 365174, 368624, 373276, 375104, 376752, 384624, 386610, 387373, 388905, 398410, 399114, 404674, 406484, 417703, 419573, 427768, 430619, 432893, 433360, 435091, 437193, 447321, 453918, 454299, 458365, 458921, 459345, 460550, 460608, 460697, 462209, 462819, 468961, 471841, 472019, 473077, 475157, 475637, 476652, 480366, 480524, 482352, 482969, 483818, 484493, 487513, 490874, 491767, 493713, 503187, 504100, 504538, 506588, 507835, 511757, 511792, 516178, 516797, 526488, 527677, 528008, 528271, 529736, 543558, 550293, 553886, 558155, 558934, 562494, 562693, 566577, 569912, 574409, 576981, 579353, 584973, 584986, 586233, 598989, 606841, 609478, 615217, 674245, 675569, 682624, 684620, 684785, 693851, 697825, 705311, 716465, 718818, 725674, 735589, 739109, 745567, 757685, 798464, 821908, 834995, 835609, 836821, 840115, 847002, 864313, 867719, 868995, 874128, 880747, 881662, 893725, 897154, 901879, 911227, 911475, 912610, 913373, 916237, 922746, 924262, 926471, 929431, 930308, 933048, 934392, 966062, 975068, 978084, 984551, 985407, 989899, 995311, 998827, 1019590, 1027496]",191, 4125,2017-11-25,35-49,0.25,191,35-49,['RECHARGE LAVAGE TW - A']
4372,"[112384, 218711, 241558, 247851, 368624, 388905, 447321, 480524, 490874, 558934, 576981, 682624, 718818, 757685, 836821, 840115, 911475]",17, 4125 4112,2017-11-25,35-49,0.25,17,35-49,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
4373,"[101742, 107493, 115438, 124681, 128987, 130464, 134527, 140400, 148694, 149094, 150432, 151594, 153146, 154248, 166603, 168797, 170455, 172599, 193056, 193333, 197718, 199886, 201921, 204013, 205003, 206111, 214446, 223220, 229028, 230440, 230980, 231620, 235302, 239203, 242195, 243291, 263190, 272234, 282261, 286903, 288120, 290337, 291344, 298450, 299397, 300426, 300916, 306243, 308273, 314863, 318300, 324352, 324696, 325191, 328363, 333530, 342699, 342712, 344704, 347996, 350390, 350593, 353337, 353820, 359007, 361859, 369654, 369660, 375986, 377365, 380689, 381313, 381808, 381830, 387565, 388097, 389100, 392166, 397173, 399352, 422146, 425686, 426163, 426511, 429530, 430600, 436333, 438169, 443628, 444803, 445147, 446759, 450623, 454130, 457077, 458615, 461473, 464842, 467594, 468001, 468445, 470042, 470805, 475855, 477616, 477668, 480255, 480307, 485312, 485826, 485901, 486113, 488496, 490190, 498824, 501066, 503525, 506392, 507911, 510199, 511341, 513907, 520059, 521461, 522628, 526976, 528623, 531067, 531554, 532661, 536854, 543323, 548135, 550893, 555753, 556224, 557579, 558271, 573524, 583577, 585369, 592510, 595074, 596160, 600324, 601588, 604625, 607089, 608653, 609130, 615597, 617647, 621707, 636755, 668724, 703679, 716902, 750769, 754934, 756856, 757685, 764204, 766603, 767398, 775671, 794818, 803600, 817595, 865207, 869865, 875222, 875750, 882861, 883223, 886460, 890216, 903406, 903623, 918021, 920582, 922589, 927492, 939133, 946836, 953727, 954512, 956686, 959598, 962422, 966593, 981371, 984803, 1000572, 1009063, 1009380, 1028096, 1030310, 1046665]",198, 4126,2017-11-25,35-49,0.25,198,35-49,['RECHARGE LAVAGE']
4374,"[149094, 154248, 282261, 291344, 299397, 342699, 350390, 359007, 381830, 392166, 429530, 430600, 445147, 485312, 486113, 488496, 501066, 521461, 531067, 543323, 548135, 550893, 607089, 757685, 869865, 890216, 953727, 984803]",28, 4126 4112,2017-11-25,35-49,0.25,28,35-49,"['LAVAGE CLU', 'RECHARGE LAVAGE']"
4375,"[104345, 254395, 289246, 338678, 404833, 467993, 484042, 531067, 585265]",9, 5631 4112,2017-11-25,35-49,0.25,9,35-49,"['LAVAGE CLU', 'TWIX 50G']"
4376,"[294116, 315774, 518911, 574634, 610037, 610249, 616225, 619437, 622027, 624787, 734723, 754685, 758594, 772088, 779524, 849812, 902696, 904261, 913872, 924254, 957240, 971440, 975522, 988692, 993719, 995513, 997283, 998545, 1007975, 1034094, 1036452, 1037072, 1043402]",33, 263,2017-11-25,35-49,0.25,33,35-49,['REMISE BUS AUTOROUTE 9\x80']
4377,"[111939, 124681, 130464, 131963, 147896, 163869, 173528, 175203, 179988, 185297, 196143, 247304, 252915, 284704, 303808, 306942, 309792, 311535, 315575, 322776, 330205, 335616, 350054, 354101, 369391, 377735, 390756, 392937, 397272, 414188, 421496, 430802, 438718, 449584, 455342, 456892, 458615, 459341, 470042, 490190, 495457, 498529, 500190, 516115, 521549, 531554, 535159, 535960, 538455, 545944, 551846, 555241, 560291, 588675, 605811, 606490, 615597, 619106, 690846, 692993, 716902, 754715, 783085, 785590, 794248, 833102, 843255, 844499, 845834, 868636, 881068, 889243, 933048, 942775, 952954, 954512, 978249, 989745, 996211, 998827, 1003133, 1009525, 1016346, 1021653]",84, 2971,2017-11-25,35-49,0.25,84,35-49,['LAVE  GLACE DEG']
4378,"[247304, 309792, 369391, 392937, 521549, 690846]",6, 2971 4112,2017-11-25,35-49,0.25,6,35-49,"['LAVAGE CLU', 'LAVE  GLACE DEG']"
4379,"[311535, 330205, 933048, 998827]",4, 2971 4125,2017-11-25,35-49,0.25,4,35-49,"['LAVE  GLACE DEG', 'RECHARGE LAVAGE TW - A']"
4380,"[124681, 130464, 458615, 470042, 490190, 531554, 615597, 716902, 954512]",9, 2971 4126,2017-11-25,35-49,0.25,9,35-49,"['LAVE  GLACE DEG', 'RECHARGE LAVAGE']"
4381,"[104345, 112044, 141648, 150303, 152806, 163124, 164004, 171039, 174537, 177889, 195246, 198194, 206093, 229028, 241433, 247704, 266917, 269603, 273854, 277935, 282112, 296432, 316859, 326681, 327984, 332121, 332850, 335094, 353337, 354364, 358331, 369391, 381928, 392865, 415447, 426511, 463912, 464927, 466609, 480899, 491256, 504001, 509781, 513469, 539350, 543563, 549038, 551892, 555753, 555991, 567649, 594063, 608653, 615217, 620005, 641701, 704970, 750189, 779847, 782913, 806597, 832733, 855754, 867719, 899788, 904661, 937601, 946201, 952954, 955150, 956935, 984430, 1002713, 1007139, 1044791]",75, 2946,2017-11-25,35-49,0.25,75,35-49,['TW  LAVE GLACE']
4382,"[104345, 141648, 247704, 282112, 332850, 369391, 555991, 567649, 899788]",9, 2946 4112,2017-11-25,35-49,0.25,9,35-49,"['LAVAGE CLU', 'TW  LAVE GLACE']"
4383,"[110899, 112044, 113376, 113700, 123801, 126059, 145875, 174585, 177160, 228559, 235462, 242171, 242694, 248473, 261384, 266488, 319317, 336730, 352255, 379133, 393981, 407134, 420842, 421137, 422933, 425954, 427250, 432305, 451363, 460228, 460441, 474673, 481388, 483533, 489886, 500716, 503525, 503953, 520041, 543214, 551617, 574836, 588423, 602247, 607784, 614129, 616689, 620536, 622040, 663289, 720603, 734723, 738639, 745619, 746930, 750189, 751640, 752734, 764009, 817681, 832102, 838190, 859437, 879726, 900576, 904661, 913998, 922213, 952567, 957469, 984430, 998545, 999796, 1017422, 1019039]",75, 163,2017-11-25,35-49,0.25,75,35-49,[]
4384,"[132966, 138255, 178316, 243136, 314954, 343169, 346834, 351686, 392504, 422545, 433360, 434481, 459405, 461611, 471148, 473908, 498749, 511908, 545867, 558074, 566585, 593268, 596546, 605153, 610931, 614129, 621918, 717866, 756204, 794720, 842368, 880616, 895765, 919667, 926660, 932121, 990161]",37, 5625,2017-11-25,35-49,0.25,37,35-49,['MARS  51G']
4385,"[243136, 346834, 545867, 566585, 756204, 919667]",6, 5625 4112,2017-11-25,35-49,0.25,6,35-49,"['LAVAGE CLU', 'MARS  51G']"
4386,"[115560, 123499, 125899, 133955, 163869, 235637, 247704, 252915, 261502, 309662, 311546, 329339, 355756, 377365, 439114, 463488, 470042, 507489, 510973, 515788, 519736, 533673, 561007, 575826, 581633, 589179, 592322, 592801, 765800, 782913, 843033, 890276, 956935, 1045188]",34, 4136,2017-11-25,35-49,0.25,34,35-49,['RECHARGE LAVAGE TW - D']
4387,"[149358, 428651, 619437, 663289, 754685, 904261, 954307, 971440, 998545, 1044348]",10, 5941,2017-11-25,35-49,0.25,10,35-49,['COCA COLA SLIM']
4388,"[619437, 754685, 904261, 971440, 998545]",5, 5941 263,2017-11-25,35-49,0.25,5,35-49,"['COCA COLA SLIM', 'REMISE BUS AUTOROUTE 9\x80']"
4389,"[619437, 754685, 971440, 998545]",4, 5941 1547 263,2017-11-25,35-49,0.25,4,35-49,"['COCA COLA SLIM', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
4390,"[149358, 584126, 599279, 622027, 975522, 997283, 1037072]",7, 6969,2017-11-25,35-49,0.25,7,35-49,['RED BULL BTE 25CL']
4391,"[622027, 975522, 997283, 1037072]",4, 6969 263,2017-11-25,35-49,0.25,4,35-49,"['RED BULL BTE 25CL', 'REMISE BUS AUTOROUTE 9\x80']"
4392,"[112044, 140578, 170884, 230762, 302619, 317108, 409690, 444610, 449743, 542397, 719763, 758594, 865067, 975522]",14, 2369,2017-11-25,35-49,0.25,14,35-49,['EVIAN 1L PET*']
4393,"[127952, 149358, 191954, 611397]",4, 1531 4112,2017-11-25,35-49,0.25,4,35-49,['LAVAGE CLU']
4394,"[140578, 302619, 449743, 975522]",4, 2369 1547,2017-11-25,35-49,0.25,4,35-49,"['EVIAN 1L PET*', 'SAC BOUTIQUE KRAFT']"
4395,"[134035, 290089, 300450, 316209, 325217, 336107, 363733, 439115, 501835, 547328, 549263, 597247, 659905, 831241, 864333, 939073, 951497]",17, 4129,2017-11-25,35-49,0.25,17,35-49,['REC LAVAGE PJE']
4396,"[170884, 208815, 263190, 293851, 356937, 462734, 537542, 545944, 548219, 567649, 619106, 767723, 795109, 963523, 1031992, 1037379]",16, 2956,2017-11-25,35-49,0.25,16,35-49,['TOTAL ADBLUE BEC V. 5L']
4397,"[156096, 179988, 303808, 309792, 311535, 322776, 500190, 551846, 889243, 942775, 1002713]",11, 1541,2017-11-25,35-49,0.25,11,35-49,['PRIME CARTE A GRATTER COCA COLA']
4398,"[179988, 303808, 309792, 311535, 322776, 500190, 551846, 889243, 942775]",9, 1541 2971,2017-11-25,35-49,0.25,9,35-49,"['LAVE  GLACE DEG', 'PRIME CARTE A GRATTER COCA COLA']"
4399,"[585939, 734723, 975522, 988692, 998545, 1037072]",6, 3261,2017-11-25,35-49,0.25,6,35-49,['FUSILLI FROMAGE 300G']
4400,"[734723, 975522, 988692, 998545, 1037072]",5, 3261 1547 263,2017-11-25,35-49,0.25,5,35-49,"['FUSILLI FROMAGE 300G', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
4401,"[283428, 300145, 322776, 403759, 458098, 968722, 971440, 975522, 1032002]",9, 2362,2017-11-25,35-49,0.25,9,35-49,['EVIAN FREERIDE 75 CL']
4402,"[160892, 329339, 563386, 590352, 941247]",5, 1716,2017-11-25,35-49,0.25,5,35-49,['FREEDENT WH MF']
4403,"[127952, 149358, 191954, 247735, 298041, 302249, 306030, 324362, 487727, 557537, 571624, 611397, 618779, 830500, 1012150, 1017820]",16, 1531,2017-11-25,35-49,0.25,16,35-49,[]
4404,"[136254, 211109, 449743, 564980, 754685, 819872, 1019250]",7, 3297,2017-11-25,35-49,0.25,7,35-49,['SDW SUEDOIS D.SAUMON 135G']
4405,"[235637, 247704, 510973, 575826, 765800]",5, 4136 4112,2017-11-25,35-49,0.25,5,35-49,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - D']"
4406,"[163869, 252915, 470042]",3, 4136 2971,2017-11-25,35-49,0.25,3,35-49,"['LAVE  GLACE DEG', 'RECHARGE LAVAGE TW - D']"
4407,"[247704, 782913, 956935]",3, 4136 2946,2017-11-25,35-49,0.25,3,35-49,"['RECHARGE LAVAGE TW - D', 'TW  LAVE GLACE']"
4408,"[310170, 335224, 527677, 558155, 812459, 897154, 911475, 987387]",8, 4130,2017-11-25,35-49,0.25,8,35-49,['ASPIRATEUR']
4409,"[310170, 527677, 558155, 897154, 911475]",5, 4130 4125,2017-11-25,35-49,0.25,5,35-49,"['ASPIRATEUR', 'RECHARGE LAVAGE TW - A']"
4410,"[149358, 159875, 295086, 296352, 301157, 325972, 375663, 376043, 396683, 457865, 460746, 490282, 496318, 509785, 524800, 529736, 536787, 577207, 585615, 625943, 765800, 866598, 908340, 927136, 971922]",25, 1707,2017-11-25,35-49,0.25,25,35-49,['BOUNTY CHOC LAIT 57G']
4411,"[449743, 754685, 819872]",3, 3297 1547,2017-11-25,35-49,0.25,3,35-49,"['SAC BOUTIQUE KRAFT', 'SDW SUEDOIS D.SAUMON 135G']"
4412,"[149358, 376043, 625943, 765800, 927136]",5, 1707 4112,2017-11-25,35-49,0.25,5,35-49,"['BOUNTY CHOC LAIT 57G', 'LAVAGE CLU']"
4413,"[130464, 468001, 592510, 918021]",4, 2947 4126,2017-11-25,35-49,0.25,4,35-49,"['RECHARGE LAVAGE', 'TW  LAVE GLACE -30 4L']"
4414,"[130464, 147896, 942775]",3, 2947 2971,2017-11-25,35-49,0.25,3,35-49,"['LAVE  GLACE DEG', 'TW  LAVE GLACE -30 4L']"
4415,"[206093, 327984, 904661]",3, 2947 2946,2017-11-25,35-49,0.25,3,35-49,"['TW  LAVE GLACE', 'TW  LAVE GLACE -30 4L']"
4416,"[138395, 333809, 393462, 400788, 408799, 415922, 422283, 440622, 473843, 493029, 495457, 510062, 513029, 536971, 584064, 757332, 770709, 790704, 897154, 904661, 908076, 1019603]",22, 4127,2017-11-25,35-49,0.25,22,35-49,['REC LAVAGE PJE  20 U']
4417,"[333809, 536971, 908076]",3, 4127 4112,2017-11-25,35-49,0.25,3,35-49,"['LAVAGE CLU', 'REC LAVAGE PJE  20 U']"
4418,"[128537, 192516, 306638, 318882, 322776, 407030, 538455, 567649, 622586, 624212, 626399, 714299, 806597, 932389]",14, 1738,2017-11-25,35-49,0.25,14,35-49,['CR CAFE EXPRESSO']
4419,"[109302, 130464, 147896, 156096, 206093, 261502, 291490, 304298, 327984, 379043, 382117, 412468, 446783, 460453, 468001, 503371, 592510, 819684, 904661, 918021, 942775, 981210]",22, 2947,2017-11-25,35-49,0.25,22,35-49,['TW  LAVE GLACE -30 4L']
4420,"[281142, 449743, 493013, 545944]",4, 2329,2017-11-25,35-49,0.25,4,35-49,['VOLVIC FRUITS EXOTIQUES 50CL']
4421,"[179750, 532366, 600388, 907465, 993719]",5, 1862 1622,2017-11-25,35-49,0.25,5,35-49,"['CR CAFE DOUBLE', 'CR PAIN AU CHOCOLAT']"
4422,"[734723, 988692, 998545]",3, 3737 263 1547 3261,2017-11-25,35-49,0.25,3,35-49,"['FUSILLI FROMAGE 300G', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT', 'TRANC MIMO 200G DM']"
4423,"[178316, 316593, 994820]",3, 285,2017-11-25,35-49,0.25,3,35-49,[]
4424,"[619437, 779524, 975522]",3, 6985 263,2017-11-25,35-49,0.25,3,35-49,"['PAGO ACE 33CL P', 'REMISE BUS AUTOROUTE 9\x80']"
4425,"[619437, 779524, 975522, 1029514]",4, 6985,2017-11-25,35-49,0.25,4,35-49,['PAGO ACE 33CL P']
4426,"[364492, 373394, 739109, 904967]",4, 6971,2017-11-25,35-49,0.25,4,35-49,['RED BULL 355ML']
4427,"[286698, 292885, 413192, 1019250]",4, 6855,2017-11-25,35-49,0.25,4,35-49,"[""CHIPS LAY'S SAL""]"
4428,"[357362, 924254, 1034094]",3, 6409,2017-11-25,35-49,0.25,3,35-49,['GRANOLA EXT.COOK.DAIM 184G']
4429,"[772088, 824247, 956698]",3, 6242,2017-11-25,35-49,0.25,3,35-49,['RICOLA ALPIN FRESH 50G']
4430,"[334634, 343189, 540788, 616225]",4, 5640,2017-11-25,35-49,0.25,4,35-49,"[""M & M'S 330G""]"
4431,"[198818, 274418, 505071, 880786]",4, 5628,2017-11-25,35-49,0.25,4,35-49,['BALISTO LAIT MIEL AM 37G']
4432,"[456209, 518911, 616225]",3, 5626,2017-11-25,35-49,0.25,3,35-49,['MALTESERS 85G SACHET']
4433,"[115663, 149025, 542397, 562434]",4, 5607,2017-11-25,35-49,0.25,4,35-49,['COCA COLA ZERO 50CL PET']
4434,"[243089, 345369, 956698]",3, 5542,2017-11-25,35-49,0.25,3,35-49,['BROWNIES CHOCOLAT X8 200G']
4435,"[421815, 975522, 988673]",3, 5324,2017-11-25,35-49,0.25,3,35-49,['VACH BOIR FRAMB MA 250ML']
4436,"[214446, 455342, 723771, 985407]",4, 4098,2017-11-25,35-49,0.25,4,35-49,['LAVAGE COMPLET MULTIPROGRAMME']
4437,"[127319, 295397, 339606, 404347]",4, 4087,2017-11-25,35-49,0.25,4,35-49,['QUARTZ IN LG LIFE 5W30']
4438,"[175203, 198194, 266879, 377424]",4, 4065,2017-11-25,35-49,0.25,4,35-49,['TOTAL 7000 D 10W40 2L']
4439,"[140578, 211109, 600773, 1037072]",4, 3889,2017-11-25,35-49,0.25,4,35-49,['SDW MLX THON OE']
4440,"[225646, 949779, 1019250, 1037072]",4, 2633,2017-11-25,35-49,0.25,4,35-49,['OASIS TROPICAL PET 50CL']
4441,"[387862, 975522, 1026059]",3, 2634,2017-11-25,35-49,0.25,3,35-49,['SCHWEPPES AGRUMES 50CL PET']
4442,"[149358, 503126, 754685]",3, 2640,2017-11-25,35-49,0.25,3,35-49,['ORANGINA 33CL']
4444,"[458098, 610249, 619437, 998545]",4, 2723,2017-11-25,35-49,0.25,4,35-49,['MINI CAPRICE D/DIEUX 50G']
4445,"[610249, 619437, 998545]",3, 2723 1547 263,2017-11-25,35-49,0.25,3,35-49,"['MINI CAPRICE D/DIEUX 50G', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
4446,"[152992, 158436, 374847]",3, 600,2017-11-25,35-49,0.25,3,35-49,['CR SANDWHICH PARISIEN']
4447,"[545605, 619437, 975522]",3, 2756,2017-11-25,35-49,0.25,3,35-49,"[""CHIPS LAY'S BBQ 75G""]"
4448,"[564980, 988692, 1006076]",3, 3637,2017-11-25,35-49,0.25,3,35-49,['YOP FRAISE 500G']
4449,"[240304, 306069, 975522]",3, 3638,2017-11-25,35-49,0.25,3,35-49,['YOP FRAMBOISE 500G']
4451,"[734723, 779524, 998545]",3, 3717 263,2017-11-25,35-49,0.25,3,35-49,"['MONOP TRANCHE GOUDA 200G DM', 'REMISE BUS AUTOROUTE 9\x80']"
4452,"[292885, 333727, 923784, 1026059]",4, 3875,2017-11-25,35-49,0.25,4,35-49,['TRIANGLE JAMBOM']
4453,"[292885, 333727, 923784]",3, 3875 4112,2017-11-25,35-49,0.25,3,35-49,"['LAVAGE CLU', 'TRIANGLE JAMBOM']"
4454,"[283428, 292885, 392504]",3, 2769,2017-11-25,35-49,0.25,3,35-49,['CHIPS LAYS MAX NATURE 135G']
4455,"[334634, 600388, 998545]",3, 607,2017-11-25,35-49,0.25,3,35-49,['CRO SDW PANINI']
4456,"[149025, 502094, 567649]",3, 610,2017-11-25,35-49,0.25,3,35-49,['CRO HOT DOG BACON CHEESE']
4458,"[779524, 975522, 998545]",3, 3338 263,2017-11-25,35-49,0.25,3,35-49,"['REMISE BUS AUTOROUTE 9\x80', 'SALADE ANTIBES 320G']"
4459,"[115663, 153963, 1007975]",3, 3404,2017-11-25,35-49,0.25,3,35-49,['20 MADELEINES L. CHOCO 250G']
4460,"[149358, 317108, 975522]",3, 3405,2017-11-25,35-49,0.25,3,35-49,['20 MADELEINES L.RAISIN 250G']
4461,"[270415, 428256, 988692]",3, 3423,2017-11-25,35-49,0.25,3,35-49,['CARRES F.AMANDE X6 280G']
4462,"[610037, 734723, 988692]",3, 3721 263 1547,2017-11-25,35-49,0.25,3,35-49,"['MONOP TRANCHE EMMENTAL 200G DM', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
4463,"[160433, 317108, 1026059]",3, 3890,2017-11-25,35-49,0.25,3,35-49,['SDW MLX PLT CRUD MAYO 230G DAUNAT']
4465,"[281142, 343189, 428651]",3, 3899,2017-11-25,35-49,0.25,3,35-49,['SDW GTX POULET']
4466,"[127104, 203067, 493013]",3, 3908,2017-11-25,35-49,0.25,3,35-49,['QUICHE LORRAINE 190G']
4467,"[576981, 798749, 946201]",3, 4081,2017-11-25,35-49,0.25,3,35-49,['TOTAL ACTIVA 9000 5W40 2L']
4468,"[219965, 463711, 989006]",3, 4137,2017-11-25,35-49,0.25,3,35-49,['REC LAVAGE PJE 97 U']
4470,"[292885, 902696, 988673]",3, 5747,2017-11-25,35-49,0.25,3,35-49,['SMOOTHIE FR BANANE 25CL']
4471,"[243089, 449743, 1034094]",3, 2832,2017-11-25,35-49,0.25,3,35-49,['BM QUATRE QUART']
4472,"[140578, 240304, 438426]",3, 3907,2017-11-25,35-49,0.25,3,35-49,['WRAP POULET FAJITAS 190 G DAUNAT']
4473,"[156096, 594027, 829333, 904967]",4, 2461,2017-11-25,35-49,0.25,4,35-49,['HARI SACHET 120']
4474,"[392504, 600773, 902696]",3, 3307,2017-11-25,35-49,0.25,3,35-49,['MEGA VENNOIS PO']
4475,"[149579, 333727, 907922]",3, 3275,2017-11-25,35-49,0.25,3,35-49,['SDW CLA JBON BEURRE 125G']
4476,"[110899, 157047, 604947]",3, 1686,2017-11-25,35-49,0.25,3,35-49,['HOLLYW. MENTHOL T 31G']
4477,"[600773, 619437, 1007975]",3, 1704,2017-11-25,35-49,0.25,3,35-49,['KIT KAT X 3  124.50']
4478,"[604947, 955150, 1037072]",3, 1720,2017-11-25,35-49,0.25,3,35-49,['FREEDENT WHITE S/S MENTHE VERTE 14G']
4479,"[362894, 564980, 975522]",3, 1801,2017-11-25,35-49,0.25,3,35-49,['KINDER BUENO WHITE 39G']
4481,"[561252, 591492, 1043402]",3, 2213,2017-11-25,35-49,0.25,3,35-49,['BISC STICK CHOC MIKA LU 75G']
4482,"[283428, 345369, 545605]",3, 3306,2017-11-25,35-49,0.25,3,35-49,['SDW MEGA JB CHE']
4483,"[322776, 328876, 482761]",3, 2333,2017-11-25,35-49,0.25,3,35-49,['VOLVIC JUICY FRAISE 50CL']
4484,"[281142, 286698, 378436]",3, 2631,2017-11-25,35-49,0.25,3,35-49,['ORANGINA PET 50']
4485,"[542397, 975522, 1008533]",3, 2646,2017-11-25,35-49,0.25,3,35-49,['ORANGINA JAUNE ZERO 50CL']
4486,"[149358, 413192, 1008533]",3, 2754,2017-11-25,35-49,0.25,3,35-49,"[""CHIPS LAY'S BBQ""]"
4488,"[104345, 718818, 817595]",3, 2912,2017-11-25,35-49,0.25,3,35-49,['TW 16 LINGETTES VITRES']
4489,"[585939, 587925, 998545]",3, 3259,2017-11-25,35-49,0.25,3,35-49,['PENNE BOLOGNAIS']
4490,"[227466, 438426, 991528]",3, 2367,2017-11-25,35-49,0.25,3,35-49,['BADOIT CTR VERT 50CL']
4491,"[149025, 326603, 983100, 1034094]",4, 2225,2017-11-25,35-49,0.25,4,35-49,['GRANOLA COOKIES']
4492,"[306030, 502094, 567649]",3, 502,2017-11-25,35-49,0.25,3,35-49,['CRO SALADE DE F']
4493,"[294412, 324616, 404347, 867719, 904661]",5, 4076,2017-11-25,35-49,0.25,5,35-49,['ACTIVA INEO ECS 5W30 2L']
4494,"[132897, 421815, 542084, 806597, 995513]",5, 1162,2017-11-25,35-49,0.25,5,35-49,['BD - - - A EMPO']
4495,"[192516, 199516, 385149, 624212]",4, 1740,2017-11-25,35-49,0.25,4,35-49,['CR CHOCOLAT CHA']
4496,"[216620, 325831, 519872, 932389]",4, 1848,2017-11-25,35-49,0.25,4,35-49,['CR COOKIE DOUBLE CHOCOLAT 103 GR']
4497,"[364492, 574634, 591492, 968722, 1034094]",5, 2224,2017-11-25,35-49,0.25,5,35-49,['GRANOLA CHOCO 184G']
4498,"[321098, 407030, 458098, 1007975]",4, 2229,2017-11-25,35-49,0.25,4,35-49,"[""POM'POTES NATURE 90G""]"
4499,"[619437, 622027, 1007975, 1036452]",4, 2275 263,2017-11-25,35-49,0.25,4,35-49,"['MILKA CHOC NOISETTES 100G', 'REMISE BUS AUTOROUTE 9\x80']"
4500,"[112044, 296455, 538455, 932389]",4, 720,2017-11-25,35-49,0.25,4,35-49,['CR COOKIE CHOCOLAT LAIT 103 GR']
4501,"[619437, 1007975, 1036452]",3, 2275 1547 263,2017-11-25,35-49,0.25,3,35-49,"['MILKA CHOC NOISETTES 100G', 'REMISE BUS AUTOROUTE 9\x80', 'SAC BOUTIQUE KRAFT']"
4502,"[591492, 619437, 698552, 975522]",4, 2762,2017-11-25,35-49,0.25,4,35-49,['CHIPS LAYS POUL']
4503,"[160892, 243089, 623137, 1029514]",4, 2833,2017-11-25,35-49,0.25,4,35-49,['BM CAKE FTS 210G']
4504,"[130464, 353663, 380689, 480255, 773493]",5, 2945,2017-11-25,35-49,0.25,5,35-49,['TW LAVE GLACE H 2L']
4505,"[130464, 380689, 480255]",3, 2945 4126,2017-11-25,35-49,0.25,3,35-49,"['RECHARGE LAVAGE', 'TW LAVE GLACE H 2L']"
4506,"[343441, 448590, 498824, 867719, 995311]",5, 2949,2017-11-25,35-49,0.25,5,35-49,['TOTAL LIQ.REFROID. UNIVERSEL -26C 5L']
4507,"[245412, 316003, 542397, 585939]",4, 3260,2017-11-25,35-49,0.25,4,35-49,['FUSILLI CARBONARA 300G']
4508,"[160892, 240304, 336163, 599279]",4, 2317,2017-11-25,35-49,0.25,4,35-49,['VOLVIC NATURE 50CL']
4509,"[306069, 619437, 1006076]",3, 3278,2017-11-25,35-49,0.25,3,35-49,['SDW.CLA.COMP.THON.S 125G']
4510,"[485986, 867332, 952380]",3, 674 611,2017-11-25,35-49,0.25,3,35-49,"['CR COCA COLA BT', 'CR SDW PARISIEN BY NORBERT']"
4511,"[176862, 467993, 479629, 984430, 1006076]",5, 389 1825,2017-11-25,35-49,0.25,5,35-49,"['MALBORO', 'MARLBORO']"
4512,"[149358, 436385, 757296, 975486, 1006076, 1008533]",6, 3874,2017-11-25,35-49,0.25,6,35-49,['SDW TRI POULET MAY 160G DAUNAT']
4513,"[449743, 757296, 964541]",3, 2211,2017-11-25,35-49,0.25,3,35-49,['KINDER BUENO 86G']
4514,"[105649, 248530, 321172, 420571, 539813]",5, 4101,2017-11-25,35-49,0.25,5,35-49,['LAVAGE 4 PLEIN']
4515,"[149579, 734723, 758594, 913872, 957240]",5, 4439,2017-11-25,35-49,0.25,5,35-49,[]
4516,"[734723, 758594, 913872, 957240]",4, 4439 263,2017-11-25,35-49,0.25,4,35-49,['REMISE BUS AUTOROUTE 9\x80']
4517,"[153963, 247735, 369654, 436385, 1035211]",5, 4747,2017-11-25,35-49,0.25,5,35-49,['MUG OFFERT COMPTOIR DES AROMES']
4518,"[485986, 622586, 867332, 884582, 952380]",5, 674,2017-11-25,35-49,0.25,5,35-49,['CR COCA COLA BT']
4519,"[153963, 369654, 436385]",3, 4747 1533,2017-11-25,35-49,0.25,3,35-49,['MUG OFFERT COMPTOIR DES AROMES']
4520,"[149358, 316705, 324277, 493013, 561252, 1036452]",6, 5765,2017-11-25,35-49,0.25,6,35-49,['PRINGLES CREAM OIG 40G']
4521,"[988692, 1007975, 1043402]",3, 5845 263,2017-11-25,35-49,0.25,3,35-49,"['LOTUS GAUFRES L', 'REMISE BUS AUTOROUTE 9\x80']"
