,user_ids,support,itemsets,period,property_values,depth,size,a,itemset_name
39,"[115022, 148461, 194411, 195808, 231893, 270966, 274953, 275425, 332635, 336247, 403177, 406056, 499734, 545910, 717621, 866133, 915090, 957568, 1005767, 1021208]",20, 4126,2018-03-01,1,0.35294117647058826,20,1,['RECHARGE LAVAGE']
40,"[149886, 176750, 215374, 223109, 303696, 317586, 472947, 580829, 913899, 923982]",10, 4125,2018-03-01,1,0.35294117647058826,10,1,['RECHARGE LAVAGE TW - A']
41,"[157287, 176911, 219353, 280880, 631244, 876768]",6, 4074,2018-04-01,1,0.38235294117647056,6,1,['BIDON AD BLUE 10L']
42,"[108228, 147391, 148461, 157287, 199476, 269567, 285090, 482512, 911734, 997163]",10, 4112,2018-04-01,1,0.38235294117647056,10,1,['LAVAGE CLU']
43,"[101749, 131516, 133917, 164308, 177693, 199476, 329506, 332635, 355661, 391758, 478530, 482512, 534619, 717621, 866133, 959199, 1005767, 1059459]",18, 4126,2018-04-01,1,0.38235294117647056,18,1,['RECHARGE LAVAGE']
44,"[115022, 116517, 149886, 215374, 222204, 245059, 285365, 288714, 303696, 317586, 343202, 390199, 913899]",13, 4125,2018-04-01,1,0.38235294117647056,13,1,['RECHARGE LAVAGE TW - A']
45,"[103240, 114932, 149886, 180008, 183500, 193191, 197394, 202428, 206676, 264679, 274132, 285365, 287754, 288714, 307158, 384542, 390199, 423878, 438114, 443706, 519327, 574109, 578902, 621094, 717621, 749466, 805158, 863705, 867805, 874591, 911734, 915090, 976245]",33, 5951,2018-05-01,1,0.4117647058823529,33,1,['FUZE TEA PECHE 40CL']
46,"[103240, 129415, 131516, 132519, 137685, 151531, 180230, 188588, 201553, 210628, 273864, 301967, 307158, 355812, 438114, 572643, 711978, 717621, 971477, 976245]",20, 4112,2018-05-01,1,0.4117647058823529,20,1,['LAVAGE CLU']
47,"[131516, 142030, 158032, 159554, 194561, 210628, 215849, 226924, 286161, 301967, 373929, 380236, 445292, 570477, 711978, 866133, 971477]",17, 5952,2018-05-01,1,0.4117647058823529,17,1,['FUZE TEA MANGUE']
48,"[149886, 154132, 176750, 226924, 264679, 273864, 288714, 317586, 423611, 472947, 626547, 913899, 923982]",13, 4125,2018-05-01,1,0.4117647058823529,13,1,['RECHARGE LAVAGE TW - A']
49,"[108228, 158032, 194411, 264679, 280508, 408096, 437974, 478530, 584045, 645215, 866133, 999452]",12, 4126,2018-05-01,1,0.4117647058823529,12,1,['RECHARGE LAVAGE']
50,"[132519, 147391, 157246, 188309, 205800, 280880, 289781, 309886, 312415, 465308, 496109, 863705, 866133, 890874, 911734, 997163]",16, 4112,2018-06-01,1,0.4411764705882353,16,1,['LAVAGE CLU']
51,"[116517, 149886, 154132, 176750, 215374, 222204, 226924, 226985, 273864, 317586, 335036, 423611, 468551, 538133, 624174, 647915, 913899, 923982]",18, 4125,2018-06-01,1,0.4411764705882353,18,1,['RECHARGE LAVAGE TW - A']
52,"[115022, 132519, 264679, 386709, 476566, 478530, 483622, 498303, 534619, 866133, 1005767, 1059459]",12, 4126,2018-06-01,1,0.4411764705882353,12,1,['RECHARGE LAVAGE']
53,"[156295, 186625, 215849, 219353, 223788, 416890, 580829, 584045, 874591, 997163]",10, 2968,2018-07-01,1,0.47058823529411764,10,1,['TW 10 LINGUETTE']
54,"[262442, 422921, 912398, 997163, 1059459, 1107311]",6, 4074,2018-07-01,1,0.47058823529411764,6,1,['BIDON AD BLUE 10L']
55,"[134163, 222204, 223788, 273864, 317586, 332635, 390199, 397953, 582720, 711978, 866133, 997163, 1030140]",13, 4112,2018-07-01,1,0.47058823529411764,13,1,['LAVAGE CLU']
56,"[118606, 118849, 140566, 149886, 150269, 152685, 157246, 262442, 274953, 355812, 380236, 381297, 538133, 575523, 711978, 806369, 866133, 1011324, 1070534]",19, 4143,2018-07-01,1,0.47058823529411764,19,1,['BOUT.ISOTHERME']
57,"[118606, 145478, 148931, 180230, 188309, 188588, 274953, 297752, 354853, 355661, 417444, 460243, 535838, 545953, 866133, 959199, 1005767, 1059459]",18, 4126,2018-07-01,1,0.47058823529411764,18,1,['RECHARGE LAVAGE']
58,"[106174, 107216, 110073, 116517, 118080, 120248, 134163, 154386, 180874, 193240, 210628, 244544, 280508, 285090, 286963, 297752, 354853, 402831, 411159, 416890, 432687, 465004, 524668, 525022, 535838, 717621, 749466, 820248, 843577, 912398, 959199, 1031383, 1066967]",33, 4142,2018-07-01,1,0.47058823529411764,33,1,['SERVIET.IDEFIX']
59,"[140387, 148461, 158672, 168953, 181642, 206676, 209276, 266177, 270966, 273864, 301967, 317586, 345624, 365367, 423878, 476566, 522268, 580829, 582720, 598886, 642259, 805158, 911734, 1030140]",24, 4921,2018-07-01,1,0.47058823529411764,24,1,['SERVIET.FALBALA']
60,"[109220, 126277, 132519, 145747, 147391, 176911, 193191, 205800, 206416, 215849, 219353, 222204, 228634, 231893, 257484, 278491, 285365, 319243, 332635, 355661, 411724, 412666, 416657, 516389, 533708, 603020, 874591, 906775, 911318, 913899, 950963, 957568, 967128]",33, 4920,2018-07-01,1,0.47058823529411764,33,1,['SERVIET.OBELIX']
61,"[114932, 117622, 131516, 145478, 180230, 188309, 200898, 214177, 226924, 243039, 251114, 274211, 309886, 330859, 336247, 343142, 386709, 390199, 397953, 452425, 460243, 499127, 502622, 519327, 574109, 578902, 615324, 623370, 763292, 766708, 814129, 867805, 991727, 1005767]",34, 4919,2018-07-01,1,0.47058823529411764,34,1,['SERVIET.ASTERIX']
62,"[116517, 149886, 150269, 176750, 222204, 226924, 278491, 317586, 343202, 347942, 454815, 465004, 533708, 538133, 626547, 763292, 766708, 913899, 923982, 967128]",20, 4125,2018-07-01,1,0.47058823529411764,20,1,['RECHARGE LAVAGE TW - A']
63,"[111342, 120286, 168956, 176750, 203511, 338288, 352703, 384542, 771232, 890874]",10, 4920,2018-08-01,1,0.5,10,1,['SERVIET.OBELIX']
64,"[105126, 227628, 264938, 274132, 329506, 436127, 508797, 626547, 801187, 804972, 1004644]",11, 4919,2018-08-01,1,0.5,11,1,['SERVIET.ASTERIX']
65,"[101749, 148931, 231893, 261240, 273229, 391758, 476566, 478530, 482512, 508797, 534619, 599789, 866133]",13, 4126,2018-08-01,1,0.5,13,1,['RECHARGE LAVAGE']
66,"[120286, 129415, 168956, 179416, 188588, 262442, 309886, 345624, 412666, 530327, 540251, 804972, 874591, 890874, 911734, 912398, 957568]",17, 4112,2018-08-01,1,0.5,17,1,['LAVAGE CLU']
67,"[116517, 146032, 149886, 154132, 178285, 215374, 223109, 273864, 303696, 317586, 423611, 468551, 538133, 626547, 913899, 923982]",16, 4125,2018-08-01,1,0.5,16,1,['RECHARGE LAVAGE TW - A']
68,"[101749, 126249, 188588, 189769, 191293, 215374, 223109, 258194, 273229, 293771, 423611, 465308, 478530, 479332, 481954, 631244, 911734, 1071254]",18, 4142,2018-08-01,1,0.5,18,1,['SERVIET.IDEFIX']
69,"[115334, 119521, 164308, 176750, 179416, 180230, 188588, 206416, 231893, 263042, 274953, 280880, 309886, 343202, 438114, 476566, 598886, 624174, 711978, 811951, 866133, 886537, 906775, 1066967]",24, 4112,2018-09-01,1,0.5294117647058824,24,1,['LAVAGE CLU']
70,"[115334, 149886, 176750, 178285, 215374, 225614, 226924, 226985, 236344, 273864, 275835, 317586, 472947, 538133, 763292, 766708, 913899, 923982]",18, 4125,2018-09-01,1,0.5294117647058824,18,1,['RECHARGE LAVAGE TW - A']
71,"[108228, 120086, 133917, 189769, 231893, 274953, 337358, 417444, 428273, 631244, 717621, 866133]",12, 4126,2018-09-01,1,0.5294117647058824,12,1,['RECHARGE LAVAGE']
72,"[118606, 188309, 206676, 270966, 336005, 428273, 923982, 991727]",8, 2968,2018-09-01,1,0.5294117647058824,8,1,['TW 10 LINGUETTE']
73,"[114423, 115022, 119521, 223788, 262442, 273864, 274953, 317586, 390199, 412666, 530327, 598886, 730825, 874591, 874653, 1004644, 1030140, 1062335]",18, 4112,2018-10-01,1,0.5588235294117647,18,1,['LAVAGE CLU']
74,"[149886, 191681, 215374, 226924, 236344, 274953, 282315, 303696, 317586, 468551, 538133, 547913, 647915, 890874, 913899, 923982]",16, 4125,2018-10-01,1,0.5588235294117647,16,1,['RECHARGE LAVAGE TW - A']
75,"[105126, 186625, 274953, 332635, 478530, 534619]",6, 4126,2018-10-01,1,0.5588235294117647,6,1,['RECHARGE LAVAGE']
76,"[168956, 176750, 468551, 470165, 476566, 499127, 522268, 599789, 711978]",9, 2968,2018-11-01,1,0.5882352941176471,9,1,['TW 10 LINGUETTE']
77,"[120248, 130184, 131516, 133917, 216386, 266177, 465308, 476566, 482512, 508797, 997163, 1029987]",12, 4112,2018-11-01,1,0.5882352941176471,12,1,['LAVAGE CLU']
78,"[116517, 149886, 215374, 226924, 227628, 273864, 288714, 294601, 343202, 923982]",10, 4125,2018-11-01,1,0.5882352941176471,10,1,['RECHARGE LAVAGE TW - A']
79,"[133917, 134914, 266177, 274953, 355661, 417444, 478530, 508797]",8, 4126,2018-11-01,1,0.5882352941176471,8,1,['RECHARGE LAVAGE']
80,"[120086, 124755, 437974, 481954, 717621, 876768, 1215832]",7, 4074,2018-12-01,1,0.6176470588235294,7,1,['BIDON AD BLUE 10L']
81,"[101749, 343202, 403177, 416657, 535838, 1163901]",6, 2946,2018-12-01,1,0.6176470588235294,6,1,['TW  LAVE GLACE']
82,"[193191, 250176, 336873, 373929, 397621, 863705, 881579]",7, 1912,2018-12-01,1,0.6176470588235294,7,1,[]
83,"[115022, 145478, 262728, 274953, 365367, 437974, 438454, 478530, 1021208]",9, 4126,2018-12-01,1,0.6176470588235294,9,1,['RECHARGE LAVAGE']
84,"[149886, 176750, 222204, 226924, 273864, 303696, 317586, 390199, 538133, 580829, 923982, 1055920]",12, 4125,2018-12-01,1,0.6176470588235294,12,1,['RECHARGE LAVAGE TW - A']
85,"[115022, 115334, 116610, 147391, 151260, 167976, 168956, 176750, 193191, 227628, 231629, 259132, 262442, 274953, 286963, 301967, 343202, 365367, 421033, 482512, 538133, 574109, 771232, 820248, 835363, 881579, 965178, 1004644, 1199522]",29, 4112,2018-12-01,1,0.6176470588235294,29,1,['LAVAGE CLU']
86,"[155862, 164308, 226924, 242680, 397953, 538133, 711978]",7, 2968,2019-01-01,1,0.6470588235294118,7,1,['TW 10 LINGUETTE']
87,"[126277, 133397, 231629, 437974, 522268, 957568, 1196711]",7, 2946,2019-01-01,1,0.6470588235294118,7,1,['TW  LAVE GLACE']
88,"[120286, 155913, 266177, 390199, 410824, 476566, 701121, 866133, 1059459]",9, 2369,2019-01-01,1,0.6470588235294118,9,1,['EVIAN 1L PET*']
89,"[195808, 287754, 397953, 458836, 578902, 876212, 1092457]",7, 1912,2019-01-01,1,0.6470588235294118,7,1,[]
90,"[126249, 180230, 194411, 209276, 436127, 913899, 1029987]",7, 2945,2019-01-01,1,0.6470588235294118,7,1,['TW LAVE GLACE H 2L']
91,"[116517, 149886, 178285, 215374, 226924, 252704, 278491, 288714, 303696, 474879, 524668, 832235, 844897, 913899, 923982, 1109294, 1216244]",17, 4125,2019-01-01,1,0.6470588235294118,17,1,['RECHARGE LAVAGE TW - A']
92,"[115022, 188588, 287754, 312415, 332635, 406056, 866133]",7, 4126 4112,2019-01-01,1,0.6470588235294118,7,1,"['LAVAGE CLU', 'RECHARGE LAVAGE']"
93,"[105126, 115022, 126277, 131516, 188588, 194411, 231893, 261240, 266177, 287754, 312415, 332635, 406056, 417444, 475180, 520056, 545910, 866133]",18, 4126,2019-01-01,1,0.6470588235294118,18,1,['RECHARGE LAVAGE']
94,"[106174, 114932, 115022, 120286, 126249, 132519, 178285, 188588, 206416, 221900, 223786, 259132, 274132, 278491, 285450, 287754, 312415, 317586, 332635, 355661, 357876, 373929, 380236, 393439, 406056, 423878, 437974, 476566, 482512, 483211, 499127, 503579, 519327, 524668, 537723, 575523, 623370, 711978, 844897, 866133, 867805, 965178, 997163, 1030140, 1085639, 1089136, 1109294, 1207494, 1215832, 1216244]",50, 4112,2019-01-01,1,0.6470588235294118,50,1,['LAVAGE CLU']
95,"[178285, 278491, 524668, 844897, 1109294, 1216244]",6, 4125 4112,2019-01-01,1,0.6470588235294118,6,1,"['LAVAGE CLU', 'RECHARGE LAVAGE TW - A']"
96,"[119521, 120086, 120286, 130184, 132519, 133917, 145257, 146032, 149886, 157246, 169447, 179416, 188588, 209276, 228458, 231629, 252547, 261752, 273864, 285090, 343142, 384542, 428273, 432898, 437424, 437974, 443706, 482512, 482580, 508797, 535838, 625091, 631244, 763292, 873360, 1004644, 1029987, 1102006, 1163901, 1168652, 1199118, 1199522]",42, 4112,2019-02-01,1,0.6764705882352942,42,1,['LAVAGE CLU']
97,"[133917, 155913, 180230, 206416, 273864, 278491, 285090, 355661, 365367, 373929, 402831, 475180, 498303, 503579, 524668, 809144, 876768, 957568]",18, 2968,2019-02-01,1,0.6764705882352942,18,1,['TW 10 LINGUETTE']
98,"[149886, 176750, 178285, 215374, 226924, 236344, 274953, 278491, 288714, 303696, 317586, 432898, 538133, 923982]",14, 4125,2019-02-01,1,0.6764705882352942,14,1,['RECHARGE LAVAGE TW - A']
99,"[120086, 188588, 226617, 231629, 231893, 252547, 273864, 274953, 312415, 390199, 428273, 478530, 498303, 508797]",14, 4126,2019-02-01,1,0.6764705882352942,14,1,['RECHARGE LAVAGE']
100,"[120086, 188588, 231629, 252547, 273864, 428273, 508797]",7, 4126 4112,2019-02-01,1,0.6764705882352942,7,1,"['LAVAGE CLU', 'RECHARGE LAVAGE']"
101,"[147287, 168223, 169447, 176911, 416890, 1173623]",6, 4074,2019-02-01,1,0.6764705882352942,6,1,['BIDON AD BLUE 10L']
102,"[118606, 286161, 416890, 625091, 717621, 876768, 906775, 1107311, 1168652]",9, 4074,2019-03-01,1,0.7058823529411765,9,1,['BIDON AD BLUE 10L']
103,"[259132, 273864, 524668, 530327, 538133, 721306, 1030140, 1196711]",8, 1538,2019-03-01,1,0.7058823529411765,8,1,['RECHARGE CAFÉ CLUB 2\x80']
104,"[164308, 231893, 262442, 482512, 508797, 642259]",6, 4126 4112,2019-03-01,1,0.7058823529411765,6,1,"['LAVAGE CLU', 'RECHARGE LAVAGE']"
105,"[226985, 227628, 273229, 274132, 336247, 338288, 721306, 763292, 911318]",9, 2968,2019-03-01,1,0.7058823529411765,9,1,['TW 10 LINGUETTE']
106,"[116517, 146032, 149886, 176750, 191681, 215374, 226985, 266994, 273864, 317586, 436127, 465004, 538133, 625091, 642259, 843577, 923982, 1216244]",18, 4125,2019-03-01,1,0.7058823529411765,18,1,['RECHARGE LAVAGE TW - A']
107,"[164308, 188588, 189769, 231893, 262442, 332635, 338288, 417444, 460243, 476566, 482512, 508797, 642259, 645406, 937658, 959463, 1021208, 1059459]",18, 4126,2019-03-01,1,0.7058823529411765,18,1,['RECHARGE LAVAGE']
108,"[120248, 132519, 145478, 154386, 164231, 164308, 168285, 176750, 179416, 181642, 209276, 218431, 226924, 226985, 231629, 231893, 252704, 259132, 262442, 273229, 280880, 350354, 364137, 376277, 386709, 389609, 432898, 438114, 465308, 482512, 508797, 520056, 522268, 530327, 556943, 625091, 626547, 642259, 843577, 863705, 871913, 911318, 912398, 949491, 997163, 1033300, 1064103, 1107311, 1178337, 1196711]",50, 4112,2019-03-01,1,0.7058823529411765,50,1,['LAVAGE CLU']
109,"[107216, 134163, 157246, 188588, 189283, 192635, 197752, 205800, 219353, 221900, 231629, 246348, 273864, 274953, 285090, 286161, 336247, 338288, 378965, 432898, 437974, 482580, 533708, 560864, 625091, 711978, 721306, 805158, 874591, 876693, 965178, 1030140, 1031383, 1038786, 1055191, 1107311, 1242175]",37, 4112,2019-04-01,1,0.7352941176470589,37,1,['LAVAGE CLU']
110,"[149886, 177693, 215374, 226924, 273864, 278491, 288714, 317586, 336830, 343202, 516389, 538133, 556943, 580829, 645406, 832235, 923982, 1216244]",18, 4125,2019-04-01,1,0.7352941176470589,18,1,['RECHARGE LAVAGE TW - A']
111,"[115334, 131516, 164231, 195808, 215849, 223786, 268558, 273229, 430868, 535838, 580829, 805158, 1107311, 1163901, 1176921, 1242175]",16, 1538,2019-04-01,1,0.7352941176470589,16,1,['RECHARGE CAFÉ CLUB 2\x80']
112,"[107727, 118606, 134914, 188588, 197752, 257373, 274953, 312415, 338288, 355661, 404670, 478530, 530327, 532504, 560864, 717621]",16, 4126,2019-04-01,1,0.7352941176470589,16,1,['RECHARGE LAVAGE']
113,"[157246, 355661, 416890, 437974, 805158, 1216244]",6, 4074,2019-04-01,1,0.7352941176470589,6,1,['BIDON AD BLUE 10L']
114,"[108228, 134163, 192635, 197752, 312415, 535838]",6, 2972,2019-04-01,1,0.7352941176470589,6,1,['TXW LAVE GLACE']
115,"[108228, 138663, 145478, 157503, 188588, 252547, 287754, 347322, 428273, 520056, 545910, 1163901, 1177294]",13, 4126,2019-05-01,1,0.7647058823529411,13,1,['RECHARGE LAVAGE']
116,"[156346, 170804, 209218, 805158, 838788, 964386]",6, 4074,2019-05-01,1,0.7647058823529411,6,1,['BIDON AD BLUE 10L']
117,"[119521, 127802, 130184, 133917, 138663, 147391, 152857, 157246, 188588, 193191, 203511, 252547, 259132, 280880, 285090, 309886, 345624, 403177, 483211, 545910, 625091, 711978, 721306, 923982, 997163, 1048334, 1168652]",27, 4112,2019-05-01,1,0.7647058823529411,27,1,['LAVAGE CLU']
118,"[149886, 176750, 178285, 273864, 278491, 303696, 538133, 618337, 625091, 631244, 843577, 1031383]",12, 4125,2019-05-01,1,0.7647058823529411,12,1,['RECHARGE LAVAGE TW - A']
119,"[115334, 120286, 126277, 133917, 137685, 157246, 176750, 180230, 188588, 189906, 192709, 209276, 223109, 259132, 261752, 273864, 274953, 280880, 309886, 343202, 476566, 520056, 750974, 820248, 912398, 1029987, 1062335, 1107311, 1177294, 1199522]",30, 4112,2019-06-01,1,0.7941176470588235,30,1,['LAVAGE CLU']
120,"[149886, 150269, 176750, 223109, 225614, 226924, 236344, 272472, 273864, 317586, 343202, 432898, 465004, 474879, 538133, 556943, 623370, 626547, 923982]",19, 4125,2019-06-01,1,0.7941176470588235,19,1,['RECHARGE LAVAGE TW - A']
121,"[133917, 157246, 188588, 189769, 195808, 337358, 390199, 393439, 478530, 717621, 876768, 937249, 1005767, 1028559]",14, 4126,2019-06-01,1,0.7941176470588235,14,1,['RECHARGE LAVAGE']
122,"[118606, 261240, 317586, 355661, 416890, 498303, 805158, 876693, 1107311]",9, 4074,2019-06-01,1,0.7941176470588235,9,1,['BIDON AD BLUE 10L']
123,"[188309, 192709, 209276, 273864, 416657, 1163901]",6, 2972,2019-06-01,1,0.7941176470588235,6,1,['TXW LAVE GLACE']
124,"[145478, 168953, 179416, 181642, 189283, 211671, 262442, 538133, 764005, 834533, 1029987, 1163901, 1177294]",13, 4159,2019-07-01,1,0.8235294117647058,13,1,[]
125,"[105193, 109075, 146032, 259132, 274953, 645406]",6, 1531,2019-07-01,1,0.8235294117647058,6,1,[]
126,"[145478, 164308, 188588, 212029, 251114, 274953, 321135, 390199, 397621, 937249]",10, 4126,2019-07-01,1,0.8235294117647058,10,1,['RECHARGE LAVAGE']
127,"[140387, 211671, 403177, 436127, 498303, 557131, 964386, 1023595, 1216244]",9, 4074,2019-07-01,1,0.8235294117647058,9,1,['BIDON AD BLUE 10L']
128,"[118606, 176404, 191293, 192034, 226985, 242680, 262442, 454300, 482512, 711978, 1177294]",11, 4157,2019-07-01,1,0.8235294117647058,11,1,[]
129,"[155913, 192034, 252820, 274132, 287202, 416657, 436127, 452425, 465308, 556703, 560048, 560864, 871913, 964386]",14, 4154,2019-07-01,1,0.8235294117647058,14,1,[]
