,user_ids,support,itemsets,period,property_values,depth,size,a
254,"[ 100715  103977  112041  112044  114202  121672  123777  138455  179750
  199673  261280  270220  305678  350978  381294  407030  433654  439825
  468192  493984  529566  539737  578301  584447  585878  600388  756866
  836943  907465  916245  971894  992218  998545 1007158 1014685 1015043
 1040391 1048011 1048518 1061637 1071032 1075356 1095891 1140364 1153425
 1196697]",46, 19419902,2018-09-01,1,0.0,46,1
255,[ 112044  138455  270220 1007158 1061637 1095891 1196697],7, 19419902 451,2018-09-01,1,0.0,7,1
256,[ 270220 1061637 1095891 1196697],4, 19419902 12520268 451,2018-09-01,1,0.0,4,1
257,[ 584447  998545 1014685 1015043 1048011 1075356 1153425],7, 19419902 6026,2018-09-01,1,0.0,7,1
258,[ 407030  578301  584447  600388  998545 1014685 1015043 1048011 1153425],9, 19419902 13600075,2018-09-01,1,0.0,9,1
259,[ 584447  998545 1014685 1015043 1048011 1153425],6, 19419902 13600075 6026,2018-09-01,1,0.0,6,1
260,"[ 294115  399087  400722  418129  428202  455008  468837  471775  490024
  496094  505859  518902  518911  519887  520708  545984  552972  563837
  584447  616225  715341  719763  734723  737878  772088  824398  862846
  901480  958765  963615  972937  979705  988614  988692  998545 1075356
 1097861 1155422 1162193 1173969 1179385 1180032 1181464 1219891]",44, 6033,2018-09-01,1,0.0,44,1
261,"[ 294115  428202  468837  471775  519887  545984  584447  719763  734723
  772088  824398  901480  963615  979705  988614  988692  998545 1075356
 1097861 1155422 1162193 1173969]",22, 6033 6026,2018-09-01,1,0.0,22,1
262,[ 471775  584447  734723  979705  988692  998545 1155422 1162193],8, 6033 13600075 6026,2018-09-01,1,0.0,8,1
263,"[ 294115  468837  471775  490024  505859  518902  519887  520708  545984
  563837  715341  719763  737878  824398  963615  988614 1162193 1179385]",18, 6033 7445935,2018-09-01,1,0.0,18,1
264,"[ 294115  468837  471775  519887  545984  719763  824398  963615  988614
 1162193]",10, 6033 7445935 6026,2018-09-01,1,0.0,10,1
265,[241897 550387],2, 103,2018-09-01,1,0.0,2,1
267,[262444 348100],2, 16,2018-09-01,1,0.0,2,1
269,[ 122130  153829  353144 1008562],4, 3646779,2018-09-01,1,0.0,4,1
270,[249715 275548 332928],3, 4028299,2018-09-01,1,0.0,3,1
271,[249715 353824 518902 886899],4, 5401011,2018-09-01,1,0.0,4,1
272,[249715 353824 518902],3, 5401011 7445935,2018-09-01,1,0.0,3,1
273,[543699 963615],2, 5450140 7445935 5461017 7719715,2018-09-01,1,0.0,2,1
277,[ 303934  818643 1108766],3, 3450129,2018-09-01,1,0.0,3,1
279,[ 519887 1179385],2, 5461031 6033 7445935,2018-09-01,1,0.0,2,1
280,[ 192516  353744  435521 1048011],4, 7231117,2018-09-01,1,0.0,4,1
281,[247735 263990],2, 7420043 7421004,2018-09-01,1,0.0,2,1
282,[278763 405080 543699 737348],4, 7430001 1073439 583279,2018-09-01,1,0.0,4,1
283,[278763 405080],2, 7430001 1128582 583279 1073439,2018-09-01,1,0.0,2,1
284,[211249 585878],2, 7430025 12520039 1073439 583279 7420041,2018-09-01,1,0.0,2,1
287,[ 307210  519887 1179385 1246442],4, 5461031,2018-09-01,1,0.0,4,1
288,[171222 400827 880018],3, 3430250,2018-09-01,1,0.0,3,1
292,[211249 250022 585878],3, 7420041 1073439 583279,2018-09-01,1,0.0,3,1
294,[247735 263990 912110],3, 7421004,2018-09-01,1,0.0,3,1
295,[ 766254 1017324 1106273 1218664],4, 2,2018-09-01,1,0.0,4,1
297,[103556 261384 267310],3, 102,2018-09-01,1,0.0,3,1
298,[ 103556  394646 1169924],3, 110,2018-09-01,1,0.0,3,1
299,[240504 810351],2, 750,2018-09-01,1,0.0,2,1
300,[ 845601 1170800],2, 991,2018-09-01,1,0.0,2,1
301,[ 263990  284718  526900 1108766],4, 3430143,2018-09-01,1,0.0,4,1
302,[ 263990  526900 1108766],3, 3430143 2850269,2018-09-01,1,0.0,3,1
303,[ 526900 1108766],2, 3430143 3450013 2850269,2018-09-01,1,0.0,2,1
304,[284718 526900],2, 3430143 3461039,2018-09-01,1,0.0,2,1
305,[ 278763  526900 1155422],3, 3430235 2850269,2018-09-01,1,0.0,3,1
306,[ 267648  725052 1155422],3, 3430238,2018-09-01,1,0.0,3,1
307,[ 267648 1155422],2, 3430238 3450138,2018-09-01,1,0.0,2,1
310,[303718 566034 847660],3, 7,2018-09-01,1,0.0,3,1
311,[ 135063  226621  679482 1066548],4, 5450126,2018-09-01,1,0.0,4,1
313,[ 489057 1165536 1166148],3, 49009,2018-09-01,1,0.0,3,1
314,[ 963615 1176997],2, 5461002 7445935 7729855,2018-09-01,1,0.0,2,1
316,[307210 332928 488754],3, 5461021,2018-09-01,1,0.0,3,1
318,[ 901480 1155422],2, 5462023 6026 6033,2018-09-01,1,0.0,2,1
322,[679482 719763],2, 5450034 5450142,2018-09-01,1,0.0,2,1
324,[405080 737348],2, 7461003 7430001 583279 1073439,2018-09-01,1,0.0,2,1
325,[332928 862846 963615],3, 7699435 5450142,2018-09-01,1,0.0,3,1
326,[862846 963615],2, 7699435 6033 5450142,2018-09-01,1,0.0,2,1
327,[332928 963615],2, 7699435 5430043 5450142 5461017 7729855 5450157,2018-09-01,1,0.0,2,1
329,[340857 875023],2, 11462027 11421002 11461017,2018-09-01,1,0.0,2,1
332,[382431 405080 737348],3, 7461003 1073439 583279,2018-09-01,1,0.0,3,1
334,[ 673228 1158336],2, 5049363,2018-09-01,1,0.0,2,1
335,[322466 335544 993844],3, 4756741,2018-09-01,1,0.0,3,1
336,[176862 483688],2, 1061973,2018-09-01,1,0.0,2,1
337,[103977 468192 928997],3, 1061975,2018-09-01,1,0.0,3,1
338,[103977 468192],2, 1061975 19419902,2018-09-01,1,0.0,2,1
341,[ 979705  998545 1071032],3, 3401041,2018-09-01,1,0.0,3,1
342,[ 998545 1071032],2, 3401041 3450026 19419902 4190175 3450011,2018-09-01,1,0.0,2,1
343,[979705 998545],2, 3401041 3450114 6026 13600075 6033,2018-09-01,1,0.0,2,1
344,[113487 575459],2, 3412047 2850269 3461039,2018-09-01,1,0.0,2,1
345,[ 320316 1064097 1101858],3, 3430157,2018-09-01,1,0.0,3,1
346,[ 320316 1064097],2, 3430157 3461039,2018-09-01,1,0.0,2,1
347,[112041 336921 575459],3, 3430236,2018-09-01,1,0.0,3,1
348,[112041 575459],2, 3430236 6157591 2850269,2018-09-01,1,0.0,2,1
349,[336921 575459],2, 3430236 3412051 3461025,2018-09-01,1,0.0,2,1
351,[ 420751 1155422 1173969],3, 3430245,2018-09-01,1,0.0,3,1
352,[1155422 1173969],2, 3430245 2850269 6026 6033 4190175,2018-09-01,1,0.0,2,1
353,[314494 584447],2, 3461009,2018-09-01,1,0.0,2,1
354,[122130 153829 353144],3, 3708049 3646779,2018-09-01,1,0.0,3,1
356,"[ 294115  363692  471775  545984  719763  824398  988692 1097861 1155422
 1162193]",10, 5401047 6026,2018-09-01,1,0.0,10,1
357,[ 268921  276275  289020  331214  577134  824254 1217691],7, 107,2018-09-01,1,0.0,7,1
358,[447204 875023],2, 11421002 7445935,2018-09-01,1,0.0,2,1
359,[ 584447  734723  992218  998545 1015043 1173969],6, 6027 4190175,2018-09-01,1,0.0,6,1
360,[ 584447  734723  998545 1015043 1173969],5, 6027 4190175 6026,2018-09-01,1,0.0,5,1
361,[ 584447  734723  998545 1015043],4, 6027 4190175 13600075 6026,2018-09-01,1,0.0,4,1
362,[ 584447  992218  998545 1015043],4, 6027 4190175 19419902,2018-09-01,1,0.0,4,1
363,[ 584447  998545 1015043],3, 6027 4190175 19419902 13600075 6026,2018-09-01,1,0.0,3,1
364,[ 584447  734723  998545 1173969],4, 6027 4190175 6033 6026,2018-09-01,1,0.0,4,1
365,[584447 734723 998545],3, 6027 4190175 6033 13600075 6026,2018-09-01,1,0.0,3,1
366,[584447 998545],2, 6027 4190175 6033 19419902 6026 13600075,2018-09-01,1,0.0,2,1
367,[468837 520708],2, 6027 6033 7445935,2018-09-01,1,0.0,2,1
368,[734723 971894],2, 6027 3450013,2018-09-01,1,0.0,2,1
369,[ 998545 1007975 1173969],3, 6027 6157591 6026,2018-09-01,1,0.0,3,1
370,[ 998545 1007975],2, 6027 6157591 13600075 6026,2018-09-01,1,0.0,2,1
371,"[ 112041  284718  329057  355952  369654  448392  473768  554234  734723
  881754  998545 1071032]",12, 3450026,2018-09-01,1,0.0,12,1
372,[ 112041  998545 1071032],3, 3450026 19419902,2018-09-01,1,0.0,3,1
373,[112041 369654 448392 881754 998545],5, 3450026 3461018,2018-09-01,1,0.0,5,1
374,[448392 881754],2, 3450026 3461018 12520053,2018-09-01,1,0.0,2,1
375,[329057 473768 734723],3, 3450026 18064205,2018-09-01,1,0.0,3,1
376,[ 734723  998545 1071032],3, 3450026 3450011 4190175,2018-09-01,1,0.0,3,1
377,[555714 734723],2, 6027 18064205 451 6026 13600075,2018-09-01,1,0.0,2,1
378,[284718 734723],2, 3450026 3461039,2018-09-01,1,0.0,2,1
379,[ 468837  584447  734723  998545 1173969],5, 6027 6033 6026,2018-09-01,1,0.0,5,1
380,[ 584447  971894  992218  998545 1015043],5, 6027 19419902,2018-09-01,1,0.0,5,1
381,[540247 731074],2, 6157591 3450013 3461025,2018-09-01,1,0.0,2,1
382,[314494 381774 473768 988692],4, 6157591 18064205,2018-09-01,1,0.0,4,1
383,[314494 575459],2, 6157591 3461039 4159045,2018-09-01,1,0.0,2,1
384,"[206659 254144 264552 275548 312825 353824 488754 505859 540247 543699
 584447 679482 809946 819872 963615]",15, 7719715,2018-09-01,1,0.0,15,1
385,[264552 353824 505859 540247 543699 809946 963615],7, 7719715 7445935,2018-09-01,1,0.0,7,1
386,[353824 540247],2, 7719715 12520039 7445935,2018-09-01,1,0.0,2,1
387,[206659 312825 963615],3, 7719715 7892095,2018-09-01,1,0.0,3,1
388,[264552 312825 505859 543699 963615],5, 7719715 5461017,2018-09-01,1,0.0,5,1
389,[ 468837  520708  584447  734723  998545 1173969],6, 6027 6033,2018-09-01,1,0.0,6,1
390,[264552 505859 543699 963615],4, 7719715 5461017 7445935,2018-09-01,1,0.0,4,1
391,[505859 540247 809946 963615],4, 7719715 5450142 7445935,2018-09-01,1,0.0,4,1
392,[505859 584447 963615],3, 7719715 5450142 6033,2018-09-01,1,0.0,3,1
393,[505859 963615],2, 7719715 5450142 5461017 7445935 6033,2018-09-01,1,0.0,2,1
394,"[ 468837  520708  538235  555714  584447  734723  911614  934189  971894
  992218  998545 1007975 1015043 1173969]",14, 6027,2018-09-01,1,0.0,14,1
395,[ 468837  555714  584447  734723  934189  998545 1007975 1015043 1173969],9, 6027 6026,2018-09-01,1,0.0,9,1
396,[ 555714  584447  734723  998545 1007975 1015043],6, 6027 13600075 6026,2018-09-01,1,0.0,6,1
397,[468837 520708 934189],3, 6027 7445935,2018-09-01,1,0.0,3,1
398,[468837 934189],2, 6027 7445935 6026,2018-09-01,1,0.0,2,1
399,[254144 505859 540247 584447 679482 809946 819872 963615],8, 7719715 5450142,2018-09-01,1,0.0,8,1
400,[112041 473768 998545],3, 3450026 6157591,2018-09-01,1,0.0,3,1
401,[112041 998545],2, 3450026 6157591 3461018 19419902,2018-09-01,1,0.0,2,1
402,[734723 998545],2, 3450026 6027 6026 13600075 6033 4190175 3450011,2018-09-01,1,0.0,2,1
403,[ 112041  112044  176424  303934  325831  734723  881754 1155422],8, 3667191,2018-09-01,1,0.0,8,1
404,[112041 112044],2, 3667191 19419902,2018-09-01,1,0.0,2,1
405,[ 112044  734723 1155422],3, 3667191 4190175,2018-09-01,1,0.0,3,1
406,[112044 734723],2, 3667191 4190175 451,2018-09-01,1,0.0,2,1
407,[ 112041  325831 1155422],3, 3667191 2850269,2018-09-01,1,0.0,3,1
408,[ 325831  734723 1155422],3, 3667191 3450011,2018-09-01,1,0.0,3,1
409,[ 734723 1155422],2, 3667191 3450011 4190175 6026 13600075 6033,2018-09-01,1,0.0,2,1
410,[ 325831 1155422],2, 3667191 3450011 2850269,2018-09-01,1,0.0,2,1
411,[176424 322520],2, 3450137 3461025,2018-09-01,1,0.0,2,1
412,[112041 734723 881754],3, 3667191 3450026,2018-09-01,1,0.0,3,1
413,[112044 176424],2, 3667191 3450137,2018-09-01,1,0.0,2,1
414,"[ 100715  307210  455008  490024  532337  584447  594237  819872  984430
  988692 1030889 1058591 1162193]",13, 8287519,2018-09-01,1,0.0,13,1
415,[ 532337  584447  988692 1058591 1162193],5, 8287519 6026,2018-09-01,1,0.0,5,1
416,[ 307210  584447  984430  988692 1058591 1162193],6, 8287519 13600075,2018-09-01,1,0.0,6,1
417,[ 584447  988692 1058591 1162193],4, 8287519 13600075 6026,2018-09-01,1,0.0,4,1
418,[ 490024 1058591 1162193],3, 8287519 7445935,2018-09-01,1,0.0,3,1
419,[1058591 1162193],2, 8287519 7445935 13600075 6026,2018-09-01,1,0.0,2,1
420,[ 455008  490024  584447  988692 1162193],5, 8287519 6033,2018-09-01,1,0.0,5,1
421,[112041 881754],2, 3667191 3450026 3461018,2018-09-01,1,0.0,2,1
422,[ 204037 1028864],2, 3450137 3450014,2018-09-01,1,0.0,2,1
423,[112044 270220],2, 3450137 19419902 451,2018-09-01,1,0.0,2,1
424,[112044 270220 585878],3, 3450137 19419902,2018-09-01,1,0.0,3,1
425,"[ 158639  216979  242920  278593  385149  456892  490024  563837  819872
  984430  988692 1066628 1121384 1204437]",14, 7587895,2018-09-01,1,0.0,14,1
426,[ 158639  278593  385149  490024  563837 1121384],6, 7587895 7445935,2018-09-01,1,0.0,6,1
427,[490024 563837 988692],3, 7587895 6033,2018-09-01,1,0.0,3,1
428,[490024 563837],2, 7587895 6033 7445935,2018-09-01,1,0.0,2,1
429,[278593 984430],2, 7587895 12520039,2018-09-01,1,0.0,2,1
430,[ 216979  490024  984430  988692 1066628 1121384],6, 7587895 5401046,2018-09-01,1,0.0,6,1
431,[ 490024 1121384],2, 7587895 5401046 7445935,2018-09-01,1,0.0,2,1
432,[216979 490024 988692],3, 7587895 5401046 5401047,2018-09-01,1,0.0,3,1
433,[ 456892  984430 1066628 1121384],4, 7587895 7892095,2018-09-01,1,0.0,4,1
434,[ 984430 1066628 1121384],3, 7587895 7892095 5401046,2018-09-01,1,0.0,3,1
435,"[ 100715  112041  249955  355952  586476  624828  885828  907465 1007975
 1049835 1071032]",11, 3401040,2018-09-01,1,0.0,11,1
436,[ 100715  112041  907465 1071032],4, 3401040 19419902,2018-09-01,1,0.0,4,1
437,[ 624828  885828 1071032],3, 3401040 4190175,2018-09-01,1,0.0,3,1
438,[100715 112041],2, 3401040 2850269 19419902,2018-09-01,1,0.0,2,1
439,[1049835 1071032],2, 3401040 3450011,2018-09-01,1,0.0,2,1
440,[ 112041 1007975],2, 3401040 6157591,2018-09-01,1,0.0,2,1
441,[ 112041  355952 1071032],3, 3401040 3450026,2018-09-01,1,0.0,3,1
442,[ 112041 1071032],2, 3401040 3450026 19419902,2018-09-01,1,0.0,2,1
443,"[ 112044  176424  204037  231223  270220  322520  526900  585878  599279
  788356  932374  971686 1028864]",13, 3450137,2018-09-01,1,0.0,13,1
444,[540247 988692],2, 6157591 3450013 5401047,2018-09-01,1,0.0,2,1
445,[ 438350  540247  731074  988692 1216762],5, 6157591 3450013,2018-09-01,1,0.0,5,1
446,[204037 575459],2, 6157591 4159045 3450014,2018-09-01,1,0.0,2,1
447,[204037 314494 575459 998545],4, 6157591 4159045,2018-09-01,1,0.0,4,1
448,[ 584447  719763  963615 1097861],4, 5450142 6033 6026,2018-09-01,1,0.0,4,1
449,[ 505859  719763  963615 1179385],4, 5450142 6033 7445935,2018-09-01,1,0.0,4,1
450,[719763 963615],2, 5450142 6033 7445935 6026,2018-09-01,1,0.0,2,1
451,[ 540247  719763  972937 1097861 1179385],5, 5450142 5401047,2018-09-01,1,0.0,5,1
452,[ 540247  719763 1179385],3, 5450142 5401047 7445935,2018-09-01,1,0.0,3,1
453,[ 719763  972937 1097861 1179385],4, 5450142 5401047 6033,2018-09-01,1,0.0,4,1
454,[ 719763 1179385],2, 5450142 5401047 6033 7445935,2018-09-01,1,0.0,2,1
455,[ 584447  719763 1097861],3, 5450142 5401046 6026 6033,2018-09-01,1,0.0,3,1
456,[ 505859  584447  719763  862846  963615  972937 1097861 1179385],8, 5450142 6033,2018-09-01,1,0.0,8,1
457,[ 719763 1097861],2, 5450142 5401046 5401047 6033 6026,2018-09-01,1,0.0,2,1
458,"[ 125918  144811  230124  253749  334330  429671  433073  459260  533301
  547651  579539  810351 1022090 1085887]",14, 100,2018-09-01,1,0.0,14,1
459,"[ 186748  268921  276275  331214  410330  438192  451794  516890  577134
  962975  969445 1210284]",12, 1505,2018-09-01,1,0.0,12,1
460,"[ 104790  113487  204029  267956  277744  314494  329057  381774  387123
  446165  473768  486628  555714  585878  622371  734723  903174  967199
  988692 1041531 1063543 1180587]",22, 18064205,2018-09-01,1,0.0,22,1
461,[555714 734723 988692],3, 18064205 13600075 6026,2018-09-01,1,0.0,3,1
462,[ 988692 1041531],2, 18064205 5401046,2018-09-01,1,0.0,2,1
463,[104790 381774 486628 734723 903174],5, 18064205 3450014,2018-09-01,1,0.0,5,1
466,[332928 338091 505859 963615],4, 5450142 5461017,2018-09-01,1,0.0,4,1
467,[ 505859  540247  719763  809946  963615 1103450 1179385],7, 5450142 7445935,2018-09-01,1,0.0,7,1
468,"[ 182809  254144  307559  332928  338091  482628  505859  539410  540247
  584447  679482  702529  719763  809946  819872  862846  963615  972937
 1097861 1103450 1179385]",21, 5450142,2018-09-01,1,0.0,21,1
470,[540247 791569],2, 3461025 12520039,2018-09-01,1,0.0,2,1
471,[171222 263990 280999 575459 830201],5, 3461025 2850269,2018-09-01,1,0.0,5,1
472,"[ 267648  355952  400827  425686  575459  725052  814744  866385  866455
  872971  881754  903174 1041531 1044697 1162193 1173969]",16, 3450042,2018-09-01,1,0.0,16,1
473,"[ 112041  168332  267956  306030  369654  448392  881754  998545 1062852
 1063543 1086750]",11, 3461018,2018-09-01,1,0.0,11,1
474,[112041 168332],2, 3461018 2850269,2018-09-01,1,0.0,2,1
475,"[ 104790  204037  280999  314494  331511  353744  497579  575459  581812
  881754  903174  998545 1044697 1049835 1108766 1111712 1166138]",17, 4159045,2018-09-01,1,0.0,17,1
476,[ 881754 1049835],2, 4159045 12520053,2018-09-01,1,0.0,2,1
477,[ 104790  204037  575459  903174 1166138],5, 4159045 3450014,2018-09-01,1,0.0,5,1
478,[ 280999  353744  575459  581812 1108766],5, 4159045 2850269,2018-09-01,1,0.0,5,1
479,[280999 331511 575459],3, 4159045 3461025,2018-09-01,1,0.0,3,1
480,[280999 575459],2, 4159045 3461025 2850269,2018-09-01,1,0.0,2,1
481,[ 575459  881754  903174 1044697],4, 4159045 3450042,2018-09-01,1,0.0,4,1
482,[575459 903174],2, 4159045 3450042 3450014,2018-09-01,1,0.0,2,1
483,"[ 171222  331511  337743  387123  409260  438350  526900  540247  554300
  599279  731074  734723  866385  963523  971894  988692 1039399 1061637
 1064097 1108766 1216762]",21, 3450013,2018-09-01,1,0.0,21,1
484,[ 438350  734723 1061637],3, 3450013 451,2018-09-01,1,0.0,3,1
485,[ 438350 1061637],2, 3450013 12520268 451,2018-09-01,1,0.0,2,1
486,[ 971894 1061637],2, 3450013 19419902,2018-09-01,1,0.0,2,1
487,[ 171222  526900 1108766],3, 3450013 2850269,2018-09-01,1,0.0,3,1
488,[171222 331511 540247 731074],4, 3450013 3461025,2018-09-01,1,0.0,4,1
490,[ 584447  988692 1162193],3, 8287519 6033 13600075 6026,2018-09-01,1,0.0,3,1
492,"[ 118478  148440  171222  201169  277744  293147  309153  325831  331511
  444555  486628  616225  734723  791569  867654  998545 1028864 1049835
 1071032 1121094 1155422]",21, 3450011,2018-09-01,1,0.0,21,1
493,[ 988692  998545 1007975 1014685 1162193 1173969],6, 6157591 6026,2018-09-01,1,0.0,6,1
494,[ 600388  988692  998545 1007975 1014685 1162193],6, 6157591 13600075,2018-09-01,1,0.0,6,1
495,[ 988692  998545 1007975 1014685 1162193],5, 6157591 13600075 6026,2018-09-01,1,0.0,5,1
496,[ 112041  600388  998545 1014685],4, 6157591 19419902,2018-09-01,1,0.0,4,1
497,[ 600388  998545 1014685],3, 6157591 19419902 13600075,2018-09-01,1,0.0,3,1
498,[ 988692  998545 1162193 1173969],4, 6157591 6033 6026,2018-09-01,1,0.0,4,1
