,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
0,"[102532, 102746, 105843, 107030, 113797, 114932, 120286, 121128, 121408, 127725, 132519, 141601, 144205, 152797, 158972, 159219, 162167, 162754, 188588, 194668, 216808, 221900, 223786, 224478, 225009, 242618, 245092, 252505, 258533, 271265, 273267, 281377, 291752, 295084, 295601, 295941, 298935, 300136, 309563, 318075, 320843, 325302, 332286, 341101, 344797, 349219, 350768, 355809, 357674, 357820, 377365, 378200, 385660, 399468, 400253, 401082, 401419, 404019, 408216, 410397, 416080, 419136, 422151, 425263, 426807, 430886, 449529, 470805, 473263, 476566, 483211, 486197, 495206, 495684, 499127, 499303, 499991, 502695, 523818, 554521, 560485, 561560, 561915, 567321, 574048, 575523, 578786, 580256, 584126, 591109, 594278, 600407, 609497, 612824, 618347, 637113, 662382, 672310, 688008, 711978, 760359, 794690, 824022, 834357, 844897, 846301, 847910, 872222, 875487, 881662, 881754, 882335, 899788, 904772, 918942, 965178, 974417, 988004, 990333, 997149, 999970, 1007022, 1017619, 1033381, 1033497, 1035277, 1039714, 1063343, 1075480, 1081716, 1085236, 1085639, 1087105, 1099695, 1164229, 1192948, 1210145, 1215832, 1226863]",139, 4112,2019-01-02,M,0.0,139,M,['LAVAGE CLU']
1,"[101392, 102917, 116566, 123949, 125615, 141177, 144205, 152266, 157047, 160433, 171799, 181027, 182238, 188551, 189637, 197039, 204301, 209608, 213322, 220829, 226924, 252704, 262086, 276634, 281971, 284573, 298742, 300473, 303696, 327994, 332068, 341341, 343312, 343449, 349622, 372638, 388801, 404281, 407237, 421796, 422151, 422458, 434444, 435091, 439087, 458921, 462924, 463550, 471461, 473077, 474879, 475803, 476702, 477692, 482699, 493937, 508101, 517784, 519137, 519261, 537872, 541286, 568859, 590237, 594666, 595081, 600624, 616278, 618347, 626163, 648052, 684785, 741484, 743419, 748989, 779663, 794690, 805459, 829256, 829305, 832235, 840183, 860385, 867567, 881662, 893132, 897112, 934224, 976383, 999970, 1039714, 1075341, 1100334, 1107636, 1110941, 1121072, 1158947, 1160568, 1178842, 1210145, 1221377, 1228789, 1232358, 1242917]",104, 4125,2019-01-02,M,0.0,104,M,['RECHARGE LAVAGE TW - A']
2,"[144205, 422151, 618347, 794690, 881662, 999970, 1039714, 1210145]",8, 4125 4112,2019-01-02,M,0.0,8,M,"['RECHARGE LAVAGE TW - A', 'LAVAGE CLU']"
3,"[101389, 109498, 112511, 126059, 128523, 131516, 134631, 136067, 151252, 156644, 183417, 188588, 193056, 197201, 197718, 209659, 211111, 229711, 236734, 239503, 260525, 261240, 261918, 264927, 266177, 281256, 283792, 288366, 288685, 291806, 293965, 295941, 298450, 299637, 305264, 305678, 306100, 325241, 327610, 335156, 340311, 340456, 352527, 362768, 365174, 394624, 400905, 406484, 414193, 443552, 450524, 452331, 454083, 470065, 479553, 495684, 498969, 508067, 540234, 540861, 541273, 547651, 557541, 563064, 565022, 591109, 591897, 592510, 593459, 600407, 604625, 606450, 609497, 623127, 656513, 668724, 703448, 705461, 827039, 834357, 836943, 873063, 888861, 896576, 897112, 966233, 991052, 995709, 1033497, 1039714, 1086227, 1092742, 1107968, 1120037, 1133555, 1212485, 1224008, 1228845, 1231035]",99, 4126,2019-01-02,M,0.0,99,M,['RECHARGE LAVAGE']
4,"[188588, 295941, 495684, 591109, 600407, 609497, 834357, 1033497, 1039714]",9, 4126 4112,2019-01-02,M,0.0,9,M,"['RECHARGE LAVAGE', 'LAVAGE CLU']"
5,"[897112, 1039714]",2, 4126 4125,2019-01-02,M,0.0,2,M,"['RECHARGE LAVAGE', 'RECHARGE LAVAGE TW - A']"
6,"[103914, 107030, 114666, 127760, 127790, 130181, 133892, 154300, 178797, 191304, 203921, 224585, 235297, 244827, 251568, 266488, 267798, 270220, 289246, 292347, 313112, 326598, 345108, 353175, 365174, 368080, 375197, 376802, 395023, 403184, 403445, 423574, 445481, 449529, 470564, 485938, 505613, 519059, 524777, 552846, 567220, 574836, 598520, 604098, 612824, 615164, 616689, 733876, 734723, 738639, 739860, 764017, 787610, 822198, 895649, 903640, 957469, 998703, 1095891, 1097548, 1099347, 1166148, 1168767, 1173625, 1175223, 1177879, 1202494, 1218364, 1234374]",69, 163,2019-01-02,M,0.0,69,M,['product-451']
7,"[107030, 449529, 612824]",3, 163 4112,2019-01-02,M,0.0,3,M,"['product-451', 'LAVAGE CLU']"
8,"[109054, 114666, 118478, 127790, 146208, 235297, 244827, 251568, 270220, 275782, 292347, 308992, 329014, 368080, 378200, 403445, 442885, 449529, 453193, 489993, 552846, 567220, 594666, 603391, 612824, 616689, 739860, 957469, 1095891, 1166148, 1167207, 1168767, 1180756, 1196697, 1205586, 1206265, 1214239]",37, 1538,2019-01-02,M,0.0,37,M,['RECHARGE CAFÉ CLUB 2\x80']
9,"[378200, 449529, 612824]",3, 1538 4112,2019-01-02,M,0.0,3,M,"['RECHARGE CAFÉ CLUB 2\x80', 'LAVAGE CLU']"
10,"[114666, 127790, 235297, 244827, 251568, 270220, 292347, 368080, 403445, 449529, 552846, 567220, 612824, 616689, 739860, 957469, 1095891, 1166148, 1168767]",19, 1538 163,2019-01-02,M,0.0,19,M,"['RECHARGE CAFÉ CLUB 2\x80', 'product-451']"
11,"[449529, 612824]",2, 1538 163 4112,2019-01-02,M,0.0,2,M,"['RECHARGE CAFÉ CLUB 2\x80', 'product-451', 'LAVAGE CLU']"
12,"[107966, 131514, 170729, 185699, 194125, 247515, 256648, 265419, 284372, 303121, 349536, 357674, 401082, 445108, 446878, 495206, 552846, 556657, 568454, 576975, 580153, 794248, 1060752, 1162320]",24, 2368,2019-01-02,M,0.0,24,M,['EVIAN 50CL']
13,"[357674, 401082, 495206]",3, 2368 4112,2019-01-02,M,0.0,3,M,"['EVIAN 50CL', 'LAVAGE CLU']"
14,"[105047, 113794, 165402, 197039, 201118, 211111, 251141, 326190, 390100, 392937, 397316, 482699, 537489, 539054, 541273, 633637, 680679, 756073, 798831, 882335, 912261, 1023819, 1049074, 1089824, 1163690]",25, 2946,2019-01-02,M,0.0,25,M,['TW  LAVE GLACE']
15,"[197039, 482699]",2, 2946 4125,2019-01-02,M,0.0,2,M,"['TW  LAVE GLACE', 'RECHARGE LAVAGE TW - A']"
16,"[211111, 541273]",2, 2946 4126,2019-01-02,M,0.0,2,M,"['TW  LAVE GLACE', 'RECHARGE LAVAGE']"
17,"[106939, 120286, 140093, 284050, 311714, 340329, 355203, 376513, 499991, 643718, 717565, 738149, 778698, 845718, 1009163, 1023595, 1023819, 1051361, 1056258, 1067487, 1189972, 1215438]",22, 4074,2019-01-02,M,0.0,22,M,['BIDON AD BLUE 10L']
18,"[120286, 499991]",2, 4074 4112,2019-01-02,M,0.0,2,M,"['BIDON AD BLUE 10L', 'LAVAGE CLU']"
19,"[105892, 224472, 232159, 271497, 310914, 374511, 386301, 475803, 477056, 481682, 483161, 499147, 516884, 591473, 594666, 837799, 841186, 863803, 1085603]",19, 2968,2019-01-02,M,0.0,19,M,['TW 10 LINGUETTE']
20,"[475803, 594666]",2, 2968 4125,2019-01-02,M,0.0,2,M,"['TW 10 LINGUETTE', 'RECHARGE LAVAGE TW - A']"
21,"[531053, 555714, 616225, 995860, 1014685, 1036452, 1037646, 1047955, 1052503, 1082751, 1161856, 1162191, 1179263]",13, 263,2019-01-02,M,0.0,13,M,['REMISE BUS AUTOROUTE 9\x80']
22,"[198443, 327452, 362058, 440622, 460805, 465370, 477056, 477935, 528869, 580256, 643718, 949285, 977658, 1091502, 1105858, 1207885]",16, 4127,2019-01-02,M,0.0,16,M,['REC LAVAGE PJE  20 U']
23,"[105047, 179988, 343449, 410397, 541286, 585301, 864345, 877469, 1039138, 1045493, 1102967, 1191389]",12, 2975,2019-01-02,M,0.0,12,M,['TW LAVE GLACE DEG. 4L']
24,"[343449, 541286]",2, 2975 4125,2019-01-02,M,0.0,2,M,"['TW LAVE GLACE DEG. 4L', 'RECHARGE LAVAGE TW - A']"
25,"[209598, 249382, 253255, 320242, 341101, 348948, 350965, 357820, 867784, 890276, 980566, 1050089, 1219628]",13, 4136,2019-01-02,M,0.0,13,M,['RECHARGE LAVAGE TW - D']
26,"[341101, 357820]",2, 4136 4112,2019-01-02,M,0.0,2,M,"['RECHARGE LAVAGE TW - D', 'LAVAGE CLU']"
27,"[120286, 266177, 302619, 374511, 476566, 519261, 552770, 662382, 701121, 949285, 983147, 1162191]",12, 2369,2019-01-02,M,0.0,12,M,['EVIAN 1L PET*']
28,"[120286, 476566, 662382]",3, 2369 4112,2019-01-02,M,0.0,3,M,"['EVIAN 1L PET*', 'LAVAGE CLU']"
29,"[120248, 121128, 249904, 310920, 452425, 475440, 677165, 953870, 975853, 1122369]",10, 4132,2019-01-02,M,0.0,10,M,['LAVAGE 3 PLEIN']
30,"[602997, 717234, 1162191]",3, 6969,2019-01-02,M,0.0,3,M,['RED BULL BTE 25CL']
31,"[307210, 416623, 664258, 798831, 979705, 995860, 1047955, 1082751, 1179263]",9, 1547,2019-01-02,M,0.0,9,M,['SAC BOUTIQUE KRAFT']
32,"[995860, 1047955, 1082751, 1179263]",4, 1547 263,2019-01-02,M,0.0,4,M,"['SAC BOUTIQUE KRAFT', 'REMISE BUS AUTOROUTE 9\x80']"
33,"[998545, 1179263]",2, 891,2019-01-02,M,0.0,2,M,['product-5401047']
34,"[123777, 357674, 624828, 626162, 1192299]",5, 1622,2019-01-02,M,0.0,5,M,['CR PAIN AU CHOCOLAT']
35,"[121128, 123777, 128859, 183417, 291752, 484120]",6, 1697,2019-01-02,M,0.0,6,M,['ROCHER LAIT 35G']
36,"[121128, 291752]",2, 1697 4112,2019-01-02,M,0.0,2,M,"['ROCHER LAIT 35G', 'LAVAGE CLU']"
37,"[458836, 502695, 594535, 1092457]",4, 1912,2019-01-02,M,0.0,4,M,['product-210224086']
38,"[127136, 134917, 288466, 312931, 331420, 371866, 642835, 1030971]",8, 4129,2019-01-02,M,0.0,8,M,['REC LAVAGE PJE']
39,"[230124, 626163, 975853, 1105168]",4, 4130,2019-01-02,M,0.0,4,M,['ASPIRATEUR']
40,"[162167, 509007, 541286, 1039138]",4, 2139,2019-01-02,M,0.0,4,M,['TW DEGIVRANT 40']
41,"[541286, 1039138]",2, 2139 2975,2019-01-02,M,0.0,2,M,"['TW DEGIVRANT 40', 'TW LAVE GLACE DEG. 4L']"
42,"[252324, 252704, 594535]",3, 2565,2019-01-02,M,0.0,3,M,['PETIT SUISSE AM']
43,"[454538, 596217, 983577, 992218, 1036452, 1060752]",6, 2797,2019-01-02,M,0.0,6,M,['COCA COLA 50CL PET']
44,"[156121, 191307, 314138, 815181, 1238501]",5, 4131,2019-01-02,M,0.0,5,M,['LAVAGE 2 PLEIN TARIF']
45,"[268921, 276275, 331214, 468288]",4, 228,2019-01-02,M,0.0,4,M,['product-1505']
46,"[901480, 963615, 1049074, 1166433, 1179263]",5, 431,2019-01-02,M,0.0,5,M,['CAFE EXPRESSO']
47,"[262565, 420269, 557128, 945490, 1012250, 1231420]",6, 1531,2019-01-02,M,0.0,6,M,['product-12520039']
48,"[477565, 669786, 976256, 983577, 1179263]",5, 1776,2019-01-02,M,0.0,5,M,"[""NOUGATTI COTE D'OR 30G""]"
49,"[152995, 557128, 596217, 995860]",4, 6723,2019-01-02,M,0.0,4,M,['SAN PELLEGRINO  50CL']
50,"[335400, 1075480]",2, 6796,2019-01-02,M,0.0,2,M,['CHUPA CHUPS  UN']
51,"[114932, 224478, 242913, 526778, 1107928]",5, 2363,2019-01-02,M,0.0,5,M,"['EVIAN 1,5L']"
52,"[114932, 224478]",2, 2363 4112,2019-01-02,M,0.0,2,M,"['EVIAN 1,5L', 'LAVAGE CLU']"
53,"[345803, 575042, 979705, 997163]",4, 3510,2019-01-02,M,0.0,4,M,['CRISTALINE 1.5L']
54,"[102532, 111432, 156121, 1097548, 1160568]",5, 4099,2019-01-02,M,0.0,5,M,['LAVAGE 1 PLEIN']
55,"[305516, 508445, 773826, 1102967, 1192197]",5, 4128,2019-01-02,M,0.0,5,M,['REC LAVAGE PJE 35U']
56,"[519469, 596217, 963615, 992218]",4, 4144,2019-01-02,M,0.0,4,M,['BUS AUTOROUTE']
57,"[596217, 992218]",2, 4144 2797,2019-01-02,M,0.0,2,M,"['BUS AUTOROUTE', 'COCA COLA 50CL PET']"
58,"[296286, 950781, 995860]",3, 5941,2019-01-02,M,0.0,3,M,['COCA COLA SLIM']
59,"[144811, 331214, 433073]",3, 57,2019-01-02,M,0.0,3,M,['product-100']
60,"[153731, 280156, 306257, 344329]",4, 1533,2019-01-02,M,0.0,4,M,['product-12520053']
61,"[217797, 339977, 447576, 594866]",4, 1707,2019-01-02,M,0.0,4,M,['BOUNTY CHOC LAIT 57G']
62,"[454538, 819320, 881754]",3, 1855,2019-01-02,M,0.0,3,M,['CR SANDWICH CLASSIC']
63,"[280850, 385630, 590237, 1170827]",4, 2180,2019-01-02,M,0.0,4,M,['ADBLUE BIDON 5L']
64,"[531053, 734723, 1082751]",3, 4439,2019-01-02,M,0.0,3,M,['product-3502110009449']
65,"[531053, 1082751]",2, 4439 263,2019-01-02,M,0.0,2,M,"['product-3502110009449', 'REMISE BUS AUTOROUTE 9\x80']"
66,"[217797, 339977, 594866]",3, 5631 1707,2019-01-02,M,0.0,3,M,"['TWIX 50G', 'BOUNTY CHOC LAIT 57G']"
67,"[1052503, 1158336, 1164616]",3, 5852,2019-01-02,M,0.0,3,M,['product-5410221506604']
68,"[880018, 1158336]",2, 6382,2019-01-02,M,0.0,2,M,['MILKA PEANUTS C']
69,"[560559, 1166433, 1179263]",3, 1388,2019-01-02,M,0.0,3,M,['BD FLAN NATURE']
70,"[1166433, 1179263]",2, 1388 431,2019-01-02,M,0.0,2,M,"['BD FLAN NATURE', 'CAFE EXPRESSO']"
71,"[560559, 1049074, 1246442]",3, 1391,2019-01-02,M,0.0,3,M,['BD TARTELETTE A']
72,"[560559, 1049074]",2, 1391 1120,2019-01-02,M,0.0,2,M,"['BD TARTELETTE A', 'BD VITTEL PET 5']"
73,"[560559, 1246442]",2, 1391 1133,2019-01-02,M,0.0,2,M,"['BD TARTELETTE A', 'product-5461033']"
74,"[291752, 519469, 1059033]",3, 1698,2019-01-02,M,0.0,3,M,['ROCHER NOIR 35G']
75,"[152370, 217797, 477565]",3, 1703,2019-01-02,M,0.0,3,M,['KIT KAT 45G']
76,"[152370, 594866, 1178623]",3, 1785,2019-01-02,M,0.0,3,M,['KINDER BUENO LAIT 43G']
77,"[147896, 496467, 869065]",3, 1797,2019-01-02,M,0.0,3,M,['MENTOS BOT P.FRESH M 60G']
78,"[176862, 724438]",2, 1825 389,2019-01-02,M,0.0,2,M,"['MALBORO', 'MARLBORO']"
79,"[195260, 357674, 774184]",3, 1862,2019-01-02,M,0.0,3,M,['CR CAFE DOUBLE']
