,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
0,"[114621, 123927, 139931, 147495, 154330, 168988, 173559, 219557, 225597, 235302, 259208, 263990, 283101, 289512, 293878, 320951, 325191, 327099, 327617, 335322, 342294, 346967, 358113, 371266, 383671, 384413, 390831, 393298, 393927, 405080, 426042, 447692, 456150, 460443, 461473, 480079, 480255, 488325, 489487, 491988, 496602, 525441, 537066, 544080, 552657, 556245, 556676, 561292, 577640, 584282, 589028, 592804, 601993, 615241, 615790, 674348, 681971, 687794, 748933, 758819, 777174, 817871, 830896, 832272, 832733, 880747, 881628, 882992, 886947, 889372, 902131, 917073, 919098, 933462, 946912, 947206, 956182, 956686, 961246, 963812, 967609, 972285, 976826, 978245, 978356, 979326, 991985, 997744, 1021290, 1022699, 1039816, 1067131, 1072252, 1097805]",94, 1487,2018-04-01,F,0.0,94,F,[]
1,"[135553, 175866, 348997, 361047, 549924, 963615, 992130, 1065536]",8, 1378,2018-04-01,M,0.0,8,M,['BD PAIN RAISIN']
2,"[153963, 536549, 965330, 1023027, 1063143, 1070333]",6, 1178,2018-04-01,M,0.0,6,M,[]
3,"[138169, 222847, 266157, 294156, 315774, 504984, 519452, 1020428]",8, 862,2018-04-01,M,0.0,8,M,[]
4,"[462055, 507102, 545944, 567649, 591620, 899080, 901075, 1024987]",8, 764,2018-04-01,M,0.0,8,M,[]
5,"[574634, 902225, 1014685, 1037646, 1052503]",5, 720 87,2018-04-01,M,0.0,5,M,['CR COOKIE CHOCOLAT LAIT 103 GR']
6,"[229452, 574634, 902225, 1014685, 1037646, 1052503]",6, 720,2018-04-01,M,0.0,6,M,['CR COOKIE CHOCOLAT LAIT 103 GR']
7,"[199673, 584447, 718597, 752568, 1014685]",5, 634 497,2018-04-01,M,0.0,5,M,[]
8,"[199673, 403445, 518892, 584447, 610249, 718597, 752568, 1014685]",8, 634,2018-04-01,M,0.0,8,M,[]
9,"[110899, 148440, 406989, 775182, 789167, 862741, 1008376, 1069245, 1092264]",9, 625,2018-04-01,M,0.0,9,M,['CRO SDW BAGNAT RIVIERA']
10,"[176862, 261761, 268359, 528165, 884749, 1014979, 1040011]",7, 607,2018-04-01,M,0.0,7,M,['CRO SDW PANINI']
11,"[170884, 205866, 408175, 552904, 884582]",5, 574,2018-04-01,M,0.0,5,M,[]
12,"[112041, 112044, 268807, 303934, 391675, 725052, 1036452]",7, 234,2018-04-01,M,0.0,7,M,[]
13,"[303934, 320316, 510060, 575459, 687512, 745257]",6, 227,2018-04-01,M,0.0,6,M,[]
14,"[112044, 309153, 322520, 381774, 453671, 584447, 862741, 973928]",8, 221,2018-04-01,M,0.0,8,M,[]
15,"[137310, 276275, 382334, 526027, 557620, 879125]",6, 79,2018-04-01,M,0.0,6,M,[]
16,"[273829, 321965, 441047, 923888, 991720, 997283, 1005776, 1082865]",8, 1975,2018-04-01,M,0.0,8,M,[]
17,"[254490, 272454, 752795, 804528, 864515, 1088671]",6, 1494,2018-04-01,M,0.0,6,M,[]
18,"[170782, 252444, 267391, 327457, 963615, 971686, 991720, 1068707]",8, 1383,2018-04-01,M,0.0,8,M,[]
19,"[128782, 305572, 369484, 466946, 526457, 610976, 963615, 998545]",8, 1412,2018-04-01,M,0.0,8,M,['CBV CROISSANT']
20,"[128782, 305572, 466946, 610976, 998545]",5, 1412 482,2018-04-01,M,0.0,5,M,['CBV CROISSANT']
21,"[138395, 376847, 502397, 547651, 775671, 797398, 1089824]",7, 1483,2018-04-01,M,0.0,7,M,['BDG YAOURT LAIT ENTIER FRUITS ROUGES']
22,"[154524, 170884, 508058, 509465, 879507]",5, 1897,2018-04-01,M,0.0,5,M,[]
23,"[167298, 246299, 361047, 424865, 913998, 992130]",6, 1891,2018-04-01,M,0.0,6,M,['CR CAFE ALLONGE']
24,"[122130, 128782, 258038, 388716, 408934, 431547, 963615, 1073037]",8, 1424,2018-04-01,M,0.0,8,M,[]
25,"[175866, 361047, 397932, 428202, 963615, 1052696, 1098732, 1099079]",8, 1406,2018-04-01,M,0.0,8,M,['RE EAU DE SOURC']
26,"[265739, 619463, 734723, 867332, 988692, 998545]",6, 1280,2018-04-01,M,0.0,6,M,[]
