,user_ids,support,itemsets,period,property_values,depth,size,STATION_MGT_TYPE
102,[400722 418127 471775 489055 518902 563837 715341 971894],8, 7476355 6033,2017-08-01,COCO,0.17647058823529413,8,COCO
103,[214134 418127 471775 516496 563837 971894],6, 7476355 7445935,2017-08-01,COCO,0.17647058823529413,6,COCO
104,[221747 352928 616225 865290 965330 971894],6, 3461006 3450013,2017-08-01,COCO,0.17647058823529413,6,COCO
105,[400722 468837 471775 489055 518902 521885 572619 971894],8, 5461012 6033,2017-08-01,COCO,0.17647058823529413,8,COCO
106,[171222 182028 476509 508618 849812 957240],6, 3430026 3450013,2017-08-01,COCO,0.17647058823529413,6,COCO
107,[400722 471775 489055 518902 971894],5, 5461012 7476355 6033,2017-08-01,COCO,0.17647058823529413,5,COCO
108,[400722 428202 489055 518902 715341 842240 963615],7, 7892095 6033,2017-08-01,COCO,0.17647058823529413,7,COCO
109,[352928 619437 965330 971894 979705],5, 3450105 3450013,2017-08-01,COCO,0.17647058823529413,5,COCO
110,[565366 619437 965330 971894 979705],5, 3450105 6027 6026,2017-08-01,COCO,0.17647058823529413,5,COCO
111,[171222 544077 616225 913872 971894],5, 3461016 18064205,2017-08-01,COCO,0.17647058823529413,5,COCO
112,[400722 471775 489055 516496 518902 971894],6, 5461012 7476355,2017-08-01,COCO,0.17647058823529413,6,COCO
113,[565366 616225 622027 913872 971894],5, 3461016 6027,2017-08-01,COCO,0.17647058823529413,5,COCO
114,[400722 489055 518902 606922 715341],5, 7892095 7476355,2017-08-01,COCO,0.17647058823529413,5,COCO
115,[169564 257154 309153 419062 544077 913872],6, 18064205 3450014,2017-08-01,COCO,0.17647058823529413,6,COCO
116,[171222 267366 517749 616225 971894],5, 3461016 3450013,2017-08-01,COCO,0.17647058823529413,5,COCO
117,[428202 734723 913872 979705 982996],5, 451 6026,2017-08-01,COCO,0.17647058823529413,5,COCO
118,"[471775 519469 574634 619437 734723 735292 749414 752568 754685 754772
 761107 762454 779524 849812 908778 963615 964774 965330 971440 971686]",20, 13600075 6026,2017-08-01,COCO,0.17647058823529413,20,COCO
119,"[112044 123777 306257 322520 339517 376091 476509 594666 753583 827332
 872971 979705]",12, 4190175 19419902,2017-08-01,COCO,0.17647058823529413,12,COCO
120,[619437 622013 752568 849812 957240 965330 971894 975522 979705],9, 3450013 6026,2017-08-01,COCO,0.17647058823529413,9,COCO
121,[352928 619437 752568 849812 965330],5, 3450013 13600075,2017-08-01,COCO,0.17647058823529413,5,COCO
122,"[380150 428202 468837 471775 572619 828469 842240 958765 963615 971440
 971894]",11, 6033 6026,2017-08-01,COCO,0.17647058823529413,11,COCO
123,"[123801 217779 287610 325265 437007 452320 460228 485938 532669 587709
 777319 912494]",12, 451 12520039,2017-08-01,COCO,0.17647058823529413,12,COCO
124,[619437 754685 908778 965330 971440],5, 6027 13600075 6026,2017-08-01,COCO,0.17647058823529413,5,COCO
125,[508618 616225 619437 622013 957240 965330 971894 979705],8, 6027 3450013,2017-08-01,COCO,0.17647058823529413,8,COCO
126,[619437 622013 957240 965330 971894 979705],6, 6027 3450013 6026,2017-08-01,COCO,0.17647058823529413,6,COCO
127,[380150 471775 840247 908778 971894],5, 7445935 6026,2017-08-01,COCO,0.17647058823529413,5,COCO
128,[380150 418127 471775 482421 548624 563837 596875 911614 971894],9, 7445935 6033,2017-08-01,COCO,0.17647058823529413,9,COCO
129,"[428202 565366 619437 622013 754685 908778 913872 957240 965330 971440
 971894 979705]",12, 6027 6026,2017-08-01,COCO,0.17647058823529413,12,COCO
130,[169564 171222 352928 616225 865290 971894],6, 18064205 3450013,2017-08-01,COCO,0.17647058823529413,6,COCO
132,[263990 313130 315774 531947 540247],5, 5461018 7445935,2017-10-01,COCO,0.23529411764705882,5,COCO
133,[156096 182028 190795 263990 492002 540247],6, 5450090 7445935,2017-10-01,COCO,0.23529411764705882,6,COCO
134,[263990 540247 606385 620005 735711],5, 5450090 5461018,2017-10-01,COCO,0.23529411764705882,5,COCO
135,[156096 263990 357330 492002 583711],5, 5461028 7445935,2017-10-01,COCO,0.23529411764705882,5,COCO
136,[422025 428202 489055 516496 525815],5, 5461012 7892095,2017-10-01,COCO,0.23529411764705882,5,COCO
137,[ 544077  622013  842314  925112 1001029],5, 3461016 18064205,2017-10-01,COCO,0.23529411764705882,5,COCO
138,[ 565366  622013  925112  993844 1001029],5, 3461016 3450013,2017-10-01,COCO,0.23529411764705882,5,COCO
140,[428202 489055 519887 521885 734723 975522],6, 7587895 6026,2017-10-01,COCO,0.23529411764705882,6,COCO
141,[397403 422025 428202 489055 516496],5, 7892095 7476355,2017-10-01,COCO,0.23529411764705882,5,COCO
142,[153009 211249 538455 544077 897079],5, 1073439 583279,2017-10-01,COCO,0.23529411764705882,5,COCO
143,[ 169564  200423  313130  322520  575459 1032320],6, 3450059 3461025,2017-10-01,COCO,0.23529411764705882,6,COCO
144,[520693 540247 567649 619437 641614 798831],6, 7476355 7445935,2017-10-01,COCO,0.23529411764705882,6,COCO
145,"[ 519885  535929  548624  610037  610249  619437  719763  734723  735292
  752568  754685  761107  779524  849812  902696  958765  964774  971440
  975522  979705  988692  994504  995513  995957  998545 1014685]",26, 13600075 6026,2017-10-01,COCO,0.23529411764705882,26,COCO
146,"[489055 555714 610249 622013 622027 754685 761107 842314 964774 993844
 995513]",11, 6027 6026,2017-10-01,COCO,0.23529411764705882,11,COCO
147,[610249 754685 761107 964774 995513],5, 6027 13600075 6026,2017-10-01,COCO,0.23529411764705882,5,COCO
148,[555714 565366 622013 761107 993844],5, 3450013 6026,2017-10-01,COCO,0.23529411764705882,5,COCO
149,[123777 156365 195197 263990 278990 296725 305678 425954 872971],9, 4190175 19419902,2017-10-01,COCO,0.23529411764705882,9,COCO
150,[380150 428202 489055 519887 521885 911665 958765 963615 993844],9, 6033 6026,2017-10-01,COCO,0.23529411764705882,9,COCO
151,[517522 519887 520693 521885 531947 963615],6, 6033 7445935,2017-10-01,COCO,0.23529411764705882,6,COCO
152,[192104 222650 241017 263913 263990 357330 737446 798831],8, 5401004 7445935,2017-10-01,COCO,0.23529411764705882,8,COCO
153,[171222 309153 381774 419062 544077 867332 869865],7, 3450014 18064205,2017-10-01,COCO,0.23529411764705882,7,COCO
154,[169564 171222 263990 381774 393374 537145 866455],7, 3461025 18064205,2017-10-01,COCO,0.23529411764705882,7,COCO
155,[ 754685  849812  965330 1037646 1045906],5, 6027 6026,2017-12-01,COCO,0.29411764705882354,5,COCO
156,"[ 428202  519469  548624  610037  616225  619437  734723  735292  749414
  752568  754685  761107  849812  964774  965330  971440  975522  979705
  988692  993844  998545 1007975 1014685 1034094 1036452 1037072 1037646
 1040091 1043402 1054006]",30, 13600075 6026,2017-12-01,COCO,0.29411764705882354,30,COCO
157,[ 112006  179750  254994  305678  448392  552027  600388  872971 1037646],9, 19419902 4190175,2017-12-01,COCO,0.29411764705882354,9,COCO
158,[211249 211948 263990 344702 538455 575459 618779 867332 906700],9, 583279 1073439,2017-12-01,COCO,0.29411764705882354,9,COCO
159,[171222 216620 322520 336921 537145],5, 2850269 3461025,2017-12-01,COCO,0.29411764705882354,5,COCO
160,[211249 263990 344702 538455 575459],5, 7461024 1073439 583279,2017-12-01,COCO,0.29411764705882354,5,COCO
161,[ 518902  538735  552972  783477  911614 1001550],6, 6033 7445935,2018-02-01,COCO,0.35294117647058826,6,COCO
162,[ 260419  332078  416219  508660  992292 1014234 1043642],7, 99901 49009,2018-02-01,COCO,0.35294117647058826,7,COCO
163,[158639 258405 619437 687512 783477],5, 7587895 7445935,2018-02-01,COCO,0.35294117647058826,5,COCO
164,[182463 374468 538455 568670 600388 696179],6, 583279 1073439,2018-02-01,COCO,0.35294117647058826,6,COCO
165,[536334 552972 828469 963615 971440 979705],6, 6033 6026,2018-02-01,COCO,0.35294117647058826,6,COCO
166,[114621 263913 552972 591704 619437],5, 5401046 7445935,2018-02-01,COCO,0.35294117647058826,5,COCO
167,[140050 275596 490112 600388 885828 903640 943432 957469 984430],9, 4190175 19419902,2018-02-01,COCO,0.35294117647058826,9,COCO
168,[110899 308992 425954 464331 903640 957469],6, 19419902 451,2018-02-01,COCO,0.35294117647058826,6,COCO
169,"[ 428202  471775  519469  519885  610037  619437  735292  749038  749414
  752568  910665  913872  964774  971440  979705  988692  995860  998545
 1007975 1014685 1015043 1034094 1043402 1045705 1047955 1052503 1054006
 1058591]",28, 13600075 6026,2018-02-01,COCO,0.35294117647058826,28,COCO
170,[112044 216620 312601 322520 766167],5, 3461025 3450059,2018-02-01,COCO,0.35294117647058826,5,COCO
171,"[ 123777  263990  305678  313650  376091  445678  745257  864494 1014685
 1036452 1071032]",11, 4190175 19419902,2018-04-01,COCO,0.4117647058823529,11,COCO
172,"[ 518892  565366  578639  610249  719763  754685 1008376 1014685 1047955
 1048011]",10, 6027 6026,2018-04-01,COCO,0.4117647058823529,10,COCO
173,[ 519885  578639 1008376 1014685 1047955 1048011],6, 6027 13600075,2018-04-01,COCO,0.4117647058823529,6,COCO
174,[ 578639 1008376 1014685 1047955 1048011],5, 6027 13600075 6026,2018-04-01,COCO,0.4117647058823529,5,COCO
175,[321568 349811 505859 963615 983984],5, 5461017 7445935,2018-04-01,COCO,0.4117647058823529,5,COCO
177,[113487 471775 505859 842240 963615],5, 7719715 7445935,2018-04-01,COCO,0.4117647058823529,5,COCO
178,[ 419062  423513  544077  881754 1069245],5, 4159045 3450042,2018-04-01,COCO,0.4117647058823529,5,COCO
179,[113487 140911 263990 349811 430319 963615],6, 5461018 7445935,2018-04-01,COCO,0.4117647058823529,6,COCO
180,[ 610249  761107 1014685 1048011 1060608],5, 6157591 6026,2018-04-01,COCO,0.4117647058823529,5,COCO
181,[123777 376091 381294 584447 709409 745257 881061],7, 3461030 19419902,2018-04-01,COCO,0.4117647058823529,7,COCO
182,[416219 455008 471775 505859 971894],5, 5461035 5401047 6033,2018-04-01,COCO,0.4117647058823529,5,COCO
