,user_ids,support,itemsets,period,property_values,depth,size,AGE,itemset_name
17,"[100715, 470636, 584447]",3, 1704 5845,2017-02-01,50-65,0.0,3,50-65,"['KIT KAT X 3  124.50', 'LOTUS GAUFRES L']"
18,"[171664, 355952, 584447]",3, 1871,2017-02-01,50-65,0.0,3,50-65,['CR CHAUSSON AUX POMMES 120G']
19,"[263990, 278763, 365536, 531393, 842240]",5, 1388,2017-02-01,50-65,0.0,5,50-65,['BD FLAN NATURE']
20,"[180086, 363005, 616311, 876768]",4, 2191,2017-02-01,50-65,0.0,4,50-65,['TW DEMOUST ANTI FIENTES 500ML']
21,"[123777, 352928, 752568]",3, 677,2017-02-01,50-65,0.0,3,50-65,['CRO MINUTE M OR']
23,"[153168, 304012, 352244, 355952, 375557, 467917]",6, 1743,2017-02-01,50-65,0.0,6,50-65,['LION UNITE 42G']
24,"[193388, 237287, 272307, 326897, 355952]",5, 1776,2017-02-01,50-65,0.0,5,50-65,"[""NOUGATTI COTE D'OR 30G""]"
25,"[123777, 272307, 332928, 463457, 566430]",5, 1777,2017-02-01,50-65,0.0,5,50-65,['ROCHER LAIT 35G SUCHARD']
27,"[174525, 181639, 198513, 363665]",4, 2275,2017-02-01,50-65,0.0,4,50-65,['MILKA CHOC NOISETTES 100G']
31,"[187947, 231731, 383172, 389628, 451209]",5, 285,2017-02-01,50-65,0.0,5,50-65,[]
33,"[100715, 249934, 252210, 526941, 536284]",5, 3878,2017-02-01,50-65,0.0,5,50-65,['XXL PLET ROTI CRUD. 230G']
34,"[100715, 526941, 536284]",3, 3878 3509,2017-02-01,50-65,0.0,3,50-65,"['CRISTALINE 50CL', 'XXL PLET ROTI CRUD. 230G']"
35,"[310761, 428189, 622174, 867553]",4, 5470,2017-02-01,50-65,0.0,4,50-65,['KIT KAT CHUNKY']
37,"[100715, 261215, 470636, 584447]",4, 5845,2017-02-01,50-65,0.0,4,50-65,['LOTUS GAUFRES L']
41,"[141207, 156641, 174525, 274836, 411677, 657959]",6, 3875,2017-02-01,50-65,0.0,6,50-65,['TRIANGLE JAMBOM']
44,"[356654, 471775, 584447]",3, 2640,2017-02-01,50-65,0.0,3,50-65,['ORANGINA 33CL']
45,"[100715, 261458, 324797]",3, 607,2017-02-01,50-65,0.0,3,50-65,['CRO SDW PANINI']
52,"[266150, 480746, 540247]",3, 1795,2017-02-01,50-65,0.0,3,50-65,['MENTOS BOTTLE MENTHE D. 60G']
53,"[324797, 352928, 540247]",3, 602 1164,2017-02-01,50-65,0.0,3,50-65,"['CR SANDWHICH OCEANIQUE (NEW)', 'CR TARTE NORMANDE']"
55,"[101105, 521161, 557871]",3, 1846,2017-02-01,50-65,0.0,3,50-65,[]
56,"[453671, 555806, 733528]",3, 1987,2017-02-01,50-65,0.0,3,50-65,['SALADE FR.ANANAS 198G DOLE']
61,"[100715, 222969, 429282, 463457]",4, 2634,2017-02-01,50-65,0.0,4,50-65,['SCHWEPPES AGRUMES 50CL PET']
65,"[324797, 352928, 392264, 540247]",4, 602,2017-02-01,50-65,0.0,4,50-65,['CR SANDWHICH OCEANIQUE (NEW)']
67,"[116969, 254623, 455894, 531393]",4, 2820,2017-02-01,50-65,0.0,4,50-65,['COCOTTES CHOCOL']
68,"[100715, 176337, 252444, 262091, 599727]",5, 3270,2017-02-01,50-65,0.0,5,50-65,['SOEBO JMB CRU CHEVRE 190G']
70,"[125798, 211581, 236154, 536398]",4, 3343,2017-02-01,50-65,0.0,4,50-65,['MON ATELIER POU']
72,"[106150, 131005, 223053, 584447, 752568]",5, 3922,2017-02-01,50-65,0.0,5,50-65,['FLAN PATISSIER 120G DAUNAT']
76,"[174525, 349380, 722124]",3, 5483,2017-02-01,50-65,0.0,3,50-65,['RITTER NOIR NOIS 100G']
77,"[174525, 245144, 471775, 540091]",4, 5840,2017-02-01,50-65,0.0,4,50-65,['BATON NOIR NOIS']
78,"[100715, 241319, 464868, 467917]",4, 6012,2017-02-01,50-65,0.0,4,50-65,['ICE TEA PECHE 50CL']
82,"[229149, 294969, 470752, 542971]",4, 6894,2017-02-01,50-65,0.0,4,50-65,['LAMPE H7 12V 55W PREMIU']
85,"[109767, 148277, 149428, 369769, 489055]",5, 5625,2017-02-01,50-65,0.0,5,50-65,['MARS  51G']
86,"[364367, 400662, 471775]",3, 2725,2017-02-01,50-65,0.0,3,50-65,['SCT PAST. VICHY 125 G SOURC']
87,"[471775, 521885, 610365]",3, 1374 263,2017-02-01,50-65,0.0,3,50-65,"['BD PAIN AU CHOCOLAT', 'REMISE BUS AUTOROUTE 9\x80']"
88,"[211249, 263990, 575459]",3, 688,2017-02-01,50-65,0.0,3,50-65,['CR EVIAN PET 50CL']
91,"[111738, 116969, 140423, 204029, 236154, 263990, 278763, 286729, 298971, 525249]",10, 687,2017-02-01,50-65,0.0,10,50-65,['CR BADOIT BTLL']
92,"[116969, 236154, 298971]",3, 687 1738,2017-02-01,50-65,0.0,3,50-65,"['CR BADOIT BTLL', 'CR CAFE EXPRESSO']"
94,"[122110, 131368, 141207, 167840, 172560, 356654, 435521, 527983, 798831]",9, 6722,2017-02-01,50-65,0.0,9,50-65,['SAN PELLEGRINO 1L']
95,"[106150, 125798, 181639, 261215, 356654, 428202, 661827]",7, 3334,2017-02-01,50-65,0.0,7,50-65,['SALADE MANHATTA']
97,"[124990, 141207, 278763, 298424, 308124, 333921, 352928, 383585, 429540, 463457, 466946, 542068, 626161, 868242]",14, 3275,2017-02-01,50-65,0.0,14,50-65,['SDW CLA JBON BEURRE 125G']
100,"[104120, 131005, 193388, 217779, 259079, 270517, 271346, 344702, 356654, 368080, 536673, 622271]",12, 5607,2017-02-01,50-65,0.0,12,50-65,['COCA COLA ZERO 50CL PET']
101,"[217779, 270517, 368080]",3, 5607 163,2017-02-01,50-65,0.0,3,50-65,['COCA COLA ZERO 50CL PET']
102,"[141207, 270204, 293965, 296939, 309677, 384261, 513322, 562319, 622174, 720850]",10, 1531,2017-02-01,50-65,0.0,10,50-65,[]
103,"[101105, 149020, 224522, 557871, 787610]",5, 4104,2017-02-01,50-65,0.0,5,50-65,['LAVAGE 6 PLEIN TARIF']
105,"[235232, 245076, 357820, 395817, 410425, 493156, 541417, 550155, 594619, 744146]",10, 4137,2017-02-01,50-65,0.0,10,50-65,['REC LAVAGE PJE 97 U']
107,"[124464, 178794, 180086, 211044, 294969, 440725, 479246, 622174, 624442, 649774, 703490]",11, 4632,2017-02-01,50-65,0.0,11,50-65,['NET.JANTE 500ML NEOCLEAN']
109,"[204029, 213511, 243973, 261215, 261458, 286729, 352928, 381774, 525249, 584447, 752568]",11, 1615,2017-02-01,50-65,0.0,11,50-65,['CR FLAN NATURE']
110,"[100715, 106150, 149428, 159853, 162167, 251477, 294969, 369769, 433579, 526941, 532721, 536284, 540994, 774609, 864050]",15, 3509,2017-02-01,50-65,0.0,15,50-65,['CRISTALINE 50CL']
111,"[269187, 471775, 518210, 540247, 584447]",5, 1622 1738,2017-02-01,50-65,0.0,5,50-65,"['CR CAFE EXPRESSO', 'CR PAIN AU CHOCOLAT']"
112,"[109954, 130799, 156268, 202535, 222422, 227535, 264132, 306583, 335334, 340868, 355952, 419368, 429114, 471775, 525242, 532905, 534579, 536062, 541665, 559542, 569279, 584447, 618240, 745890, 796107]",25, 5941,2017-02-01,50-65,0.0,25,50-65,['COCA COLA SLIM']
113,"[211249, 363692, 428202, 453036, 469829, 471775, 519887, 520708, 521885, 531393, 548624, 584447, 752568]",13, 264,2017-02-01,50-65,0.0,13,50-65,['REMISE BUS AUTOROUTE 15\x80']
114,"[428202, 471775, 519887, 521885, 531393, 548624, 584447, 752568]",8, 264 263,2017-02-01,50-65,0.0,8,50-65,"['REMISE BUS AUTOROUTE 15\x80', 'REMISE BUS AUTOROUTE 9\x80']"
115,"[471775, 519887, 520708, 548624, 752568]",5, 264 431,2017-02-01,50-65,0.0,5,50-65,"['CAFE EXPRESSO', 'REMISE BUS AUTOROUTE 15\x80']"
116,"[471775, 519887, 548624, 752568]",4, 264 431 263,2017-02-01,50-65,0.0,4,50-65,"['CAFE EXPRESSO', 'REMISE BUS AUTOROUTE 15\x80', 'REMISE BUS AUTOROUTE 9\x80']"
119,"[100715, 294969, 536284]",3, 3509 1547,2017-02-01,50-65,0.0,3,50-65,"['CRISTALINE 50CL', 'SAC BOUTIQUE KRAFT']"
120,"[123777, 171664, 187833, 198513, 199667, 380150, 406989, 518210, 576233, 584447]",10, 721,2017-02-01,50-65,0.0,10,50-65,['BD. PAIN CHOCOLAT PAC']
121,"[123777, 406989, 518210, 584447]",4, 721 1738,2017-02-01,50-65,0.0,4,50-65,"['BD. PAIN CHOCOLAT PAC', 'CR CAFE EXPRESSO']"
122,"[187833, 518210, 576233, 584447]",4, 721 1622,2017-02-01,50-65,0.0,4,50-65,"['BD. PAIN CHOCOLAT PAC', 'CR PAIN AU CHOCOLAT']"
123,"[100577, 120248, 121128, 129748, 161674, 164308, 192277, 193469, 194411, 269732, 344630, 363270, 416657, 450212, 455312, 469830, 479256, 490260, 493274, 754705]",20, 4132,2017-02-01,50-65,0.0,20,50-65,['LAVAGE 3 PLEIN']
124,"[174525, 200887, 216415, 235938, 243973, 252444, 252901, 287788, 306745, 331273, 361776, 395643, 420016, 472186, 480373, 549005, 599245, 659309, 747927]",19, 5929,2017-02-01,50-65,0.0,19,50-65,['COCA COLA ZERO']
125,"[252901, 361776, 480373, 599245]",4, 5929 4125,2017-02-01,50-65,0.0,4,50-65,"['COCA COLA ZERO', 'RECHARGE LAVAGE TW - A']"
126,"[129318, 204046, 229252, 240409, 271349, 280909, 287131, 327351, 346475, 388202, 407187, 428816, 435521, 467225, 480061, 488785, 558685, 619649]",18, 4128,2017-02-01,50-65,0.0,18,50-65,['REC LAVAGE PJE 35U']
127,"[124990, 140591, 167298, 233959, 241319, 252210, 266265, 274836, 278763, 363692, 380828, 435521, 467917, 527643, 742918, 842941]",16, 6723,2017-02-01,50-65,0.0,16,50-65,['SAN PELLEGRINO  50CL']
128,"[363692, 380828, 527643]",3, 6723 1547,2017-02-01,50-65,0.0,3,50-65,"['SAC BOUTIQUE KRAFT', 'SAN PELLEGRINO  50CL']"
129,"[187833, 380150, 584447]",3, 721 2797,2017-02-01,50-65,0.0,3,50-65,"['BD. PAIN CHOCOLAT PAC', 'COCA COLA 50CL PET']"
130,"[110245, 235938, 471775, 521885, 610365]",5, 1374,2017-02-01,50-65,0.0,5,50-65,['BD PAIN AU CHOCOLAT']
131,"[158639, 471775, 521885, 548624]",4, 1116,2017-02-01,50-65,0.0,4,50-65,[]
132,"[471775, 521885, 548624]",3, 1116 264 263,2017-02-01,50-65,0.0,3,50-65,"['REMISE BUS AUTOROUTE 15\x80', 'REMISE BUS AUTOROUTE 9\x80']"
137,"[235938, 263990, 315695, 521885, 792749]",5, 1391,2017-02-01,50-65,0.0,5,50-65,['BD TARTELETTE A']
142,"[100497, 235938, 439351]",3, 2326,2017-02-01,50-65,0.0,3,50-65,"['VOLVIC TCHE FRT.CITRON 1,5L']"
143,"[172983, 252444, 262091, 266265, 304012]",5, 3881,2017-02-01,50-65,0.0,5,50-65,['SDW DAUNAT MINI']
144,"[141207, 266265, 294969, 433579, 729786, 768034]",6, 3882,2017-02-01,50-65,0.0,6,50-65,['SDW DAUNAT MIMI']
145,"[183542, 380828, 484910, 516578]",4, 5634,2017-02-01,50-65,0.0,4,50-65,['MARS 2 PACKS 78.8G']
146,"[100715, 146481, 199673, 220933, 322977, 351249]",6, 5844,2017-02-01,50-65,0.0,6,50-65,['GAUFFRE LIEGE CHOCO X5 225G LOTUS']
148,"[281486, 294969, 439351]",3, 392 3463,2017-02-01,50-65,0.0,3,50-65,['MARLBORO GOLD ORIGINAL KS BOX']
149,"[116969, 118478, 355952, 525249, 697503, 896272]",6, 608,2017-02-01,50-65,0.0,6,50-65,['CR SAND PREMIUM']
150,"[159524, 381774, 584447, 697503]",4, 686,2017-02-01,50-65,0.0,4,50-65,['CRO EAU DE SOURCE 50CL PET']
151,"[261215, 272123, 471775, 563834, 622271, 657959]",6, 3405,2017-02-01,50-65,0.0,6,50-65,['20 MADELEINES L.RAISIN 250G']
152,"[158639, 471775, 548624]",3, 1116 431,2017-02-01,50-65,0.0,3,50-65,['CAFE EXPRESSO']
154,"[178271, 198623, 258511, 352928, 429537, 622174, 695135]",7, 2368,2017-02-01,50-65,0.0,7,50-65,['EVIAN 50CL']
155,"[129342, 263990, 296939, 306257, 385858, 461571, 541417, 622174]",8, 1533,2017-02-01,50-65,0.0,8,50-65,[]
156,"[187833, 370216, 380829, 584447]",4, 1669,2017-02-01,50-65,0.0,4,50-65,['CR PAIN AUX RAISINS']
157,"[100715, 159524, 204029, 236154, 278763, 352928, 381774, 575459, 896272]",9, 1855,2017-02-01,50-65,0.0,9,50-65,['CR SANDWICH CLASSIC']
158,"[204029, 352928, 381774]",3, 1855 1615,2017-02-01,50-65,0.0,3,50-65,"['CR FLAN NATURE', 'CR SANDWICH CLASSIC']"
159,"[204029, 236154, 278763]",3, 1855 687,2017-02-01,50-65,0.0,3,50-65,"['CR BADOIT BTLL', 'CR SANDWICH CLASSIC']"
160,"[180952, 343449, 349161, 364804, 377384, 422405, 516709, 518130]",8, 2134,2017-02-01,50-65,0.0,8,50-65,['TW  LAVE GLACE H 4L']
162,"[272307, 306583, 333921, 369769, 375557, 422379, 456731, 886368]",8, 1707,2017-02-01,50-65,0.0,8,50-65,['BOUNTY CHOC LAIT 57G']
163,"[174525, 177528, 236540, 383585, 626161]",5, 2769,2017-02-01,50-65,0.0,5,50-65,['CHIPS LAYS MAX NATURE 135G']
164,"[149963, 189915, 194469, 226056, 355520, 371348, 460626, 742918, 768034]",9, 1757,2017-02-01,50-65,0.0,9,50-65,['COCA COLA LIGHT 50CL']
166,"[158639, 278763, 453036, 490024, 519887]",5, 1378,2017-02-01,50-65,0.0,5,50-65,['BD PAIN RAISIN']
167,"[261185, 278763, 428202, 453036, 548624, 610365, 773371]",7, 1394,2017-02-01,50-65,0.0,7,50-65,['BD DOUBLE EXPRE']
170,"[171664, 191561, 351249, 389556, 414852, 470762, 536284, 622271]",8, 1532,2017-02-01,50-65,0.0,8,50-65,[]
172,"[110691, 139038, 181639, 243854, 294959, 476951, 536398]",7, 2363,2017-02-01,50-65,0.0,7,50-65,"['EVIAN 1,5L']"
173,"[199673, 358805, 363665, 549005]",4, 2644,2017-02-01,50-65,0.0,4,50-65,['PULCO CITR MTHE 50CL']
174,"[100715, 252210, 380150, 610365]",4, 2754,2017-02-01,50-65,0.0,4,50-65,"[""CHIPS LAY'S BBQ""]"
175,"[195953, 272410, 768034, 780862]",4, 2764,2017-02-01,50-65,0.0,4,50-65,['CHIPS LAYS ANCI']
177,"[451156, 603204, 872971]",3, 1622,2017-02-01,<35,0.0,3,<35,['CR PAIN AU CHOCOLAT']
178,"[334123, 353744, 356905, 442238, 474302, 882052]",6, 4127,2017-02-01,<35,0.0,6,<35,['REC LAVAGE PJE  20 U']
184,"[386924, 489345, 540798, 572029, 887504]",5, 4128,2017-02-01,<35,0.0,5,<35,['REC LAVAGE PJE 35U']
186,"[235596, 540798, 561280, 578150, 617088]",5, 4129,2017-02-01,<35,0.0,5,<35,['REC LAVAGE PJE']
189,"[407537, 565138, 839184, 872971]",4, 1785,2017-02-01,<35,0.0,4,<35,['KINDER BUENO LAIT 43G']
192,"[314666, 602649, 710572]",3, 3269,2017-02-01,<35,0.0,3,<35,['SDW GOUR SAUMON']
206,"[316534, 407537, 488798, 521874, 652088, 697228, 839184]",7, 3509,2017-02-01,<35,0.0,7,<35,['CRISTALINE 50CL']
212,"[591620, 718355, 761107, 839184]",4, 2631,2017-02-01,<35,0.0,4,<35,['ORANGINA PET 50']
213,"[324156, 485938, 523586, 573956, 584492, 620995, 708709, 870197]",8, 1531,2017-02-01,<35,0.0,8,<35,[]
216,"[394148, 560139, 603204]",3, 721,2017-02-01,<35,0.0,3,<35,['BD. PAIN CHOCOLAT PAC']
218,"[116737, 168332, 314666, 386618, 465110, 483791, 484505, 515602, 515864, 535895, 587277, 588236, 610511, 622143, 668054, 718355, 784863]",17, 4136,2017-02-01,<35,0.0,17,<35,['RECHARGE LAVAGE TW - D']
228,"[103556, 268921, 276275]",3, 64,2017-02-01,>65,0.0,3,>65,[]
242,"[610511, 718355, 839184]",3, 5623,2017-02-01,<35,0.0,3,<35,['SNICKERS 50G']
245,"[281283, 353744, 624545]",3, 1393,2017-02-01,<35,0.0,3,<35,['BD CAFE CREME']
246,"[397821, 778493, 872971]",3, 1855,2017-02-01,<35,0.0,3,<35,['CR SANDWICH CLASSIC']
251,"[314666, 419686, 713222]",3, 5630,2017-02-01,<35,0.0,3,<35,['MARS X 3 135G']
265,"[106150, 198623, 882864]",3, 6666,2017-02-01,50-65,0.0,3,50-65,['TIC TAC MENTHE EXT F T100']
269,"[196327, 278763, 423037]",3, 1039,2017-02-01,50-65,0.0,3,50-65,['BD SDW LE PARISIEN']
271,"[263990, 315695, 531393]",3, 1120,2017-02-01,50-65,0.0,3,50-65,['BD VITTEL PET 5']
273,"[348997, 622174, 842941]",3, 6399,2017-02-01,50-65,0.0,3,50-65,['MILKA DAIM 45G']
276,"[352928, 575459, 697503]",3, 1701,2017-02-01,50-65,0.0,3,50-65,['CR SALADE CAESAR']
283,"[422247, 521885, 664517]",3, 1399,2017-02-01,50-65,0.0,3,50-65,['BD TROPICANA VERRE 20CL']
284,"[234017, 303546, 470752]",3, 2146,2017-02-01,50-65,0.0,3,50-65,['TW NETTOYANT VITRE 500ML']
285,"[310155, 448379, 568859, 572850]",4, 6259,2017-02-01,50-65,0.0,4,50-65,['ARBRE MAGIQUE VANILLE']
286,"[181639, 422794, 733528]",3, 5749,2017-02-01,50-65,0.0,3,50-65,['SMOOTHIE MANGUE P 25CL INNOCENT']
287,"[199673, 350578, 376431, 774498]",4, 2833,2017-02-01,50-65,0.0,4,50-65,['BM CAKE FTS 210G']
288,"[178794, 348948, 470752, 882864]",4, 2903,2017-02-01,50-65,0.0,4,50-65,['TW EFFACE RAYURES 100ML']
293,"[272123, 471775, 908778]",3, 3404,2017-02-01,50-65,0.0,3,50-65,['20 MADELEINES L. CHOCO 250G']
294,"[230907, 274953, 363956]",3, 3494,2017-02-01,50-65,0.0,3,50-65,['EVOLUTION FULL-']
296,"[127136, 267277, 272097, 511024]",4, 3668,2017-02-01,50-65,0.0,4,50-65,['LAVE GLACE TTES SAISONS -15 C 4L']
298,"[162167, 211672, 470752]",3, 4638,2017-02-01,50-65,0.0,3,50-65,['NEOCLEAN JANTES']
300,"[263990, 270204, 384261, 720850]",4, 4747,2017-02-01,50-65,0.0,4,50-65,['MUG OFFERT COMPTOIR DES AROMES']
306,"[100697, 289938, 471775]",3, 2203,2017-02-01,50-65,0.0,3,50-65,['BONB BATNA KREM']
310,"[124073, 183542, 380828]",3, 5532,2017-02-01,50-65,0.0,3,50-65,"[""M&M'S CACAHUET BLEU 100G""]"
312,"[380828, 527643, 659309]",3, 5765,2017-02-01,50-65,0.0,3,50-65,['PRINGLES CREAM OIG 40G']
313,"[149428, 380828, 622174]",3, 5826,2017-02-01,50-65,0.0,3,50-65,['BISC SALE TUC L']
315,"[272307, 369769, 468467]",3, 6013,2017-02-01,50-65,0.0,3,50-65,['SNICKERS 2 PACK 75G']
316,"[181639, 234017, 294969]",3, 6296,2017-02-01,50-65,0.0,3,50-65,"['PET 1,5L EAU MIN.']"
318,"[170918, 272097, 278763]",3, 6326,2017-02-01,50-65,0.0,3,50-65,['NEW BOTTLE ICE FRESH 87G']
320,"[117805, 251654, 284255, 286321, 286476, 298620, 298742, 298935, 313654, 327141, 330852, 331009, 331528, 334919, 356945, 362770, 368544, 373549, 404827, 407466, 409846, 410111, 413231, 415230, 417564, 417862, 430029, 433003, 434047, 438935, 443162, 443552, 448585, 453200, 462438, 462891, 482562, 489117, 489485, 489550, 491709, 502970, 505835, 512554, 512866, 520978, 521837, 521974, 523195, 526049, 537238, 539446, 564738, 566886, 568774, 569376, 574988, 578365, 578537, 579001, 590694, 596504, 599341, 602293, 606608, 606879, 607833, 608587, 609205, 609428, 615047, 617116, 624871, 673141, 689996, 703456, 704673, 734548, 734691, 737643, 753696, 770491, 777941, 793968, 867627, 884390]",86, 4126,2017-02-01,<35,0.0,86,<35,['RECHARGE LAVAGE']
321,"[197939, 241671, 281256, 298742, 302709, 314302, 331498, 339428, 344483, 355838, 357863, 377685, 393049, 393980, 397669, 398225, 418229, 422118, 423495, 447143, 451756, 456059, 460955, 463550, 473266, 476702, 485038, 493366, 507920, 510689, 538493, 545049, 555013, 558639, 561928, 567200, 567458, 567520, 583156, 584471, 586199, 589957, 596504, 599293, 600263, 608531, 618413, 619622, 619694, 620532, 625376, 626291, 682601, 704816, 716317, 717009, 764636, 772174, 772616, 832718, 880102]",61, 4125,2017-02-01,<35,0.0,61,<35,['RECHARGE LAVAGE TW - A']
323,"[302502, 314647, 320194, 373743, 403445, 485938, 538242, 562102, 580438, 600064, 602580, 611122, 612410, 612824, 717415, 739860, 872283, 872398, 879783, 880608]",20, 163,2017-02-01,<35,0.0,20,<35,[]
324,"[167077, 286476, 313520, 382915, 394148, 430029, 439245, 467240, 473870, 481064, 490840, 496995, 498613, 515602, 536441, 567149, 570691, 587523, 590694, 611043, 704816, 718355, 733998, 734173, 779242, 868996, 871274]",27, 2946,2017-02-01,<35,0.0,27,<35,['TW  LAVE GLACE']
326,"[344483, 372970, 403445, 421341, 427698, 447084, 472987, 478470, 483550, 522169, 566502, 568863, 585524, 610511, 624470, 626162, 718355, 739860, 848915, 890224]",20, 2797,2017-02-01,<35,0.0,20,<35,['COCA COLA 50CL PET']
328,"[124464, 211149, 422405]",3, 4641,2017-02-01,50-65,0.0,3,50-65,['INSECTE 500ML NEOCLEAN']
330,"[113425, 140093, 199673]",3, 4303,2017-02-01,50-65,0.0,3,50-65,['MINI STICKS ROQUEFORT&NOIX 100G']
332,"[101105, 429282, 467917]",3, 2633,2017-02-01,50-65,0.0,3,50-65,['OASIS TROPICAL PET 50CL']
339,"[181639, 199673, 348997]",3, 3268 1547,2017-02-01,50-65,0.0,3,50-65,"['SAC BOUTIQUE KRAFT', 'SDW POULET CAESAR 190G']"
342,"[174525, 468467, 563834]",3, 3420,2017-02-01,50-65,0.0,3,50-65,['MADELEINES L.PE']
343,"[199673, 252444, 752568]",3, 3623,2017-02-01,50-65,0.0,3,50-65,['CRACKY CREPES X']
348,"[228856, 267304, 568331]",3, 4065,2017-02-01,50-65,0.0,3,50-65,['TOTAL 7000 D 10W40 2L']
350,"[100497, 139038, 148673, 187833, 199673, 269187, 278763, 345758, 379173, 471775, 518210, 540247, 576233, 584447, 594666, 822437]",16, 1622,2017-02-01,50-65,0.0,16,50-65,['CR PAIN AU CHOCOLAT']
351,"[151531, 161674, 191307, 211149, 249298, 269732, 273658, 324435, 551178, 600515, 664508, 671210, 675734, 815181, 885571]",15, 4131,2017-02-01,50-65,0.0,15,50-65,['LAVAGE 2 PLEIN TARIF']
353,"[111432, 113350, 123949, 128265, 138794, 143488, 150269, 161721, 176750, 197394, 266531, 298548, 329988, 334185, 344630, 385319, 402831, 475440, 479246, 479256, 536258, 563868]",22, 4099,2017-02-01,50-65,0.0,22,50-65,['LAVAGE 1 PLEIN']
354,"[369654, 472871, 616225]",3, 612,2017-02-01,35-49,0.0,3,35-49,['CRO SDW BURGER TOASTE NEW YORKAIS']
358,"[112041, 472871, 537145, 600388, 610249, 616225, 622027]",7, 1164,2017-02-01,35-49,0.0,7,35-49,['CR TARTE NORMANDE']
361,"[112041, 472871, 610249, 622027]",4, 1164 1615,2017-02-01,35-49,0.0,4,35-49,"['CR FLAN NATURE', 'CR TARTE NORMANDE']"
363,"[369654, 445530, 604947, 692982, 766154]",5, 1760,2017-02-01,35-49,0.0,5,35-49,['COCA COLA CHERRY 50CL PET']
364,"[517115, 565366, 583460, 725535, 751356, 866455]",6, 3309,2017-02-01,35-49,0.0,6,35-49,['SDW MEGA THON OE TOM 270G']
369,"[143988, 152992, 425163, 551892, 616225]",5, 600,2017-02-01,35-49,0.0,5,35-49,['CR SANDWHICH PARISIEN']
