,user_ids,support,itemsets,period,property_values,depth,size,AGE
4184,"[ 159327  217163  240815  383930  424865  444842  567537  917435 1211719
 1232540]",10, 3677414 3610017,2018-12-01,35-49,0.5,10,35-49
4185,"[ 144591  240815  262566  265643  267744  408073  450199 1034765 1064030
 1242776]",10, 7461038 583279,2018-12-01,35-49,0.5,10,35-49
4186,"[ 144591  240815  262566  265643  267744  282531  408073  665935 1064030
 1242776]",10, 7461038 1073439,2018-12-01,35-49,0.5,10,35-49
4187,"[ 219676  231814  262566  264445  269865  459831  499570  549233  925979
 1060326 1076317 1109522 1201560]",13, 7461024 583279,2018-12-01,35-49,0.5,13,35-49
4188,"[ 219676  231814  262566  269865  459831  499570  554968  925979 1109522
 1201560]",10, 7461024 1073439,2018-12-01,35-49,0.5,10,35-49
4189,"[ 262566  383031  409877  473417  564696  575876  623996 1102524 1178298
 1237987]",10, 7461003 583279 1073439,2018-12-01,35-49,0.5,10,35-49
4190,"[ 262566  383031  409877  473417  564696  575876  623996  960189 1102524
 1178298 1237987]",11, 7461003 583279,2018-12-01,35-49,0.5,11,35-49
4191,"[ 262566  383031  409877  473417  564696  575876  623996 1102524 1178298
 1189252 1214219 1215203 1237987]",13, 7461003 1073439,2018-12-01,35-49,0.5,13,35-49
4192,"[ 263030  272301  287509  291258  472211  831729  890931  954069  994445
 1008562 1030577 1034944]",12, 2066013 3646779,2018-12-01,35-49,0.5,12,35-49
4193,"[ 229513  255780  265643  291258  296593  351455  366227  492809  549004
  559499  816986  885246 1022397 1214773]",14, 11461020 11421002,2018-12-01,35-49,0.5,14,35-49
4194,"[ 141200  229513  264104  283251  298889  366227  444842  744594  750126
  767379  783926  816986 1042702 1086873]",14, 11420068 11421002,2018-12-01,35-49,0.5,14,35-49
4195,"[ 139787  144591  347752  391120  499570  564696  623996  754942  884584
 1064030]",10, 7420025 583279 1073439,2018-12-01,35-49,0.5,10,35-49
4196,"[ 139787  144591  347752  391120  499570  564696  589271  591704  623996
  689693  754942  884584 1064030]",13, 7420025 1073439,2018-12-01,35-49,0.5,13,35-49
4197,"[234888 263030 291258 301110 333228 424865 458101 558045 567537 581114
 642322 827160 890931]",13, 2072140 3610017,2018-12-01,35-49,0.5,13,35-49
4198,"[ 192986  194990  251801  378354  420394  465441  495397  508072  521673
  583581  621652  713989  864735  954820  970942  984171 1000061 1017582
 1027056 1044118 1074442]",21, 11679 13600075,2018-12-01,50-65,0.5,21,50-65
4199,"[ 120681  130710  187912  249512  252730  255792  265291  286764  370959
  412229  432384  484512  519952  568551  603341  603785  623712  763162
  826244  898645  968006  996204 1197059 1202608 1221607]",25, 999007 451,2018-12-01,50-65,0.5,25,50-65
4200,"[ 363683  518302  526391  526931  711632  848368  914767 1053941 1057067
 1058591]",10, 5401046 13600075 6026,2018-12-01,50-65,0.5,10,50-65
4201,"[ 124627  463377  526983  603785  615941  701555  753831  982367 1001357
 1027353 1108188 1151718 1206982 1219951]",14, 999007 6026,2018-12-01,50-65,0.5,14,50-65
4202,"[ 100916  101612  102236  102719  103221  104797  107200  108161  110795
  110860  113785  114454  116291  117240  119237  119529  119697  120681
  121520  123562  124627  125002  130720  132716  134081  134329  134693
  134771  135810  136576  141830  142892  144766  147074  147081  150042
  151997  156424  157681  161034  161748  162796  163225  163309  164432
  164913  166230  166253  167918  171176  171213  171420  173772  175610
  176216  176710  176753  178569  178917  179192  180145  180481  182470
  183047  183375  184009  184167  184407  184808  185835  186344  187578
  189175  190409  192462  192669  193252  193959  194501  197731  198621
  200780  200878  201334  201467  203829  204335  204704  206198  207806
  210128  211249  213412  215691  216984  217347  217829  218112  218140
  218263  222078  222627  223187  232199  233518  233668  234462  234535
  234962  235595  236086  238895  239235  239243  239474  242884  244007
  244042  247888  249462  250226  250768  250886  251442  252813  254276
  254911  255120  255198  255792  256903  259705  261319  263417  263797
  263913  264149  265291  265455  265679  265997  268599  269572  269804
  272341  273556  277989  278906  279073  282155  282656  283699  286764
  287035  288496  288881  289696  290418  293965  297988  300841  302020
  307114  307671  309677  310237  312409  319024  322355  322773  323317
  325331  327067  327176  330298  332610  334595  334860  335713  338203
  338239  339486  341113  359741  364657  366129  371889  374353  381774
  382387  384618  384855  385563  387532  387906  390134  393451  394360
  395367  404011  404558  410126  412229  417711  419533  420269  423653
  423811  428200  432384  439719  440207  443402  445756  446130  449193
  454434  463377  465099  465266  465418  480109  480380  484307  484340
  484512  487428  487862  492234  492853  495151  495238  496019  497129
  499178  500098  503152  507926  510448  510575  513631  514125  516764
  518618  519933  519952  526628  528207  532567  537809  538301  540245
  540669  542421  545689  545970  550297  550643  550934  551385  552095
  554021  555006  556036  559076  560912  576186  578187  578928  583279
  590919  594649  603341  608890  614058  615941  621530  623712  626059
  637547  645689  649728  651413  667166  684355  706209  714101  715273
  720716  721971  737332  744547  747070  751651  753085  753831  755402
  763162  771728  772837  778984  788551  794746  798660  798998  800358
  800723  800977  813411  818343  826244  848372  863819  865791  868597
  871310  871792  873473  879765  884326  888746  898645  902406  906705
  909541  910495  911954  912470  912819  915243  915665  926672  926690
  931261  934270  939298  940009  941521  942430  943059  948600  950425
  954820  956416  956713  966075  968006  980603  982367  986588  989771
  990752  991520  996204 1001357 1001404 1003059 1004757 1007211 1010755
 1015729 1018780 1022263 1027353 1027499 1027698 1028172 1028509 1033762
 1052175 1053050 1055373 1056873 1058930 1060738 1063703 1064473 1064609
 1070265 1077732 1082862 1095246 1097799 1098253 1101329 1102324 1104426
 1107846 1108188 1108521 1108981 1113732 1113921 1118849 1122398 1129644
 1130460 1151718 1153447 1157806 1158476 1161583 1162261 1163985 1168145
 1168428 1172531 1174277 1189199 1191769 1194801 1197059 1200044 1202374
 1202608 1206982 1215772 1217315 1218059 1219951 1221607 1222163 1224155
 1235001 1238126 1239211 1239347 1240029 1240597 1241587]",430, 999007 12520039,2018-12-01,50-65,0.5,430,50-65
4203,"[ 363683  489060  518302  518906  520684  520720  526391  526931  528817
  546837  602313  622153  711632  791343  848368  903593  914767  955267
  972489  999234 1053941 1057067 1058591]",23, 5401046 6026,2018-12-01,50-65,0.5,23,50-65
4204,"[ 161528  163921  168141  180835  201520  240524  253151  265333  267845
  277205  286055  327843  363682  396811  431644  446751  473071  532131
  533943  535047  540137  541109  555806  584447  604809  615665  620580
  710517  722869  726618  771783  782238  795229  824487  834802  840069
  889379  900811  903593  938598  999234 1088472 1166433 1181544 1200863
 1207241 1230474 1234403 1234971 1241730]",50, 4190175 19419902,2018-12-01,50-65,0.5,50,50-65
4205,"[ 470389  527214  584447  604809  710517  824487  900811  903593  999234
 1166433 1210198]",11, 4190175 6026,2018-12-01,50-65,0.5,11,50-65
4206,"[ 360297  521182  525730  533022  584447  604809  710517  824487  900811
  903593  999234 1001357 1055846 1125655 1166433]",15, 19419902 6026,2018-12-01,50-65,0.5,15,50-65
4207,"[ 158639  163515  184167  184834  193959  271905  599789  737332  807828
  902406 1004308 1106871]",12, 7445935 999007,2018-12-01,50-65,0.5,12,50-65
4208,"[ 123476  328854  363683  363684  518302  526391  526931  526942  528196
  528218  554195  711632  788723 1043600 1058591 1081572 1089469]",17, 7445935 13600075 6026,2018-12-01,50-65,0.5,17,50-65
4209,"[ 118164  123476  158617  255991  328854  330770  363683  363684  507120
  518302  518939  526391  526931  526942  528196  528218  554195  711632
  788723 1043600 1058591 1081572 1089469]",23, 7445935 13600075,2018-12-01,50-65,0.5,23,50-65
4210,"[ 123476  131010  328854  363683  363684  368151  381637  518302  518906
  518925  519492  519523  520690  520720  521892  526391  526931  526942
  528196  528218  528817  537367  537370  538252  546837  550801  554195
  602313  615573  622153  691978  710732  711632  747240  776443  788723
  824851  848988  903593  936300  950377  963615  988614  999234 1006248
 1043600 1048351 1058591 1081572 1081653 1089469 1102068 1212486]",53, 7445935 6026,2018-12-01,50-65,0.5,53,50-65
4211,"[ 200393  297581  331812  346915  407622  518925  524777  528196  572495
 1058591 1154112]",11, 7445935 451,2018-12-01,50-65,0.5,11,50-65
4212,"[ 136486  176214  200990  204704  244042  250950  288458  330855  492234
  848372  883046  951195 1168428]",13, 12520046 12520053,2018-12-01,50-65,0.5,13,50-65
4213,"[ 119697  141830  180145  204704  207806  211249  233518  244042  263797
  282155  366129  382387  492234  583279  848372  865791  966075 1168428
 1197059]",19, 12520046 999007 12520039,2018-12-01,50-65,0.5,19,50-65
4214,"[ 106156  116467  119697  121905  127698  128021  132524  134447  138679
  141830  143394  158992  165845  167059  174271  180145  184834  187790
  195635  196863  199112  201373  204704  207806  208519  211249  215614
  216125  218760  224116  228488  233518  233945  244042  244169  250950
  258524  263797  263935  266281  271905  273442  278208  282155  282651
  286832  298924  308893  312763  314583  328067  354956  366129  370959
  373922  382387  395514  396037  396955  404353  410597  416659  432775
  442402  460236  475493  482466  484384  492234  498716  505667  519839
  522492  526983  533403  535406  538503  566714  569180  574733  583279
  600214  627739  642545  652018  672422  694993  697112  701555  719247
  720662  729073  748701  753004  754879  768101  768495  794663  805996
  818029  848372  865791  878858  879665  890086  905059  909706  914051
  918554  921334  946683  951195  956689  960201  966075  978825  998202
 1017429 1035423 1063196 1066871 1074387 1088580 1103089 1106871 1157805
 1168428 1177227 1197059 1197547 1207547 1216634 1220313 1231196 1237532]",135, 12520046 999007,2018-12-01,50-65,0.5,135,50-65
4215,"[ 127760  163830  235780  239263  440167  476789  522228  816094  822748
  826726 1036574]",11, 12520046 12520268,2018-12-01,50-65,0.5,11,50-65
4216,"[ 119697  131691  141830  146004  180145  204704  207806  211249  233518
  244042  263797  277933  282155  366129  375490  382387  411545  492234
  583279  619665  671051  848372  865791  966075 1168428 1197059]",26, 12520046 12520039,2018-12-01,50-65,0.5,26,50-65
4217,"[112016 121081 165775 199656 244169 254597 263935 282651 330770 354956
 375490 507120 536284 701555 768495 828590]",16, 12520046 13600075,2018-12-01,50-65,0.5,16,50-65
4218,"[ 100747  101199  105101  127760  144787  146004  191561  272409  344533
  370959  376082  402472  407018  440167  486782  514933  522228  816094
  826726  908476  921800 1032523 1197059]",23, 12520046 451,2018-12-01,50-65,0.5,23,50-65
4219,"[ 204704  244042  492234  747070  813411  848372  871792  926690 1001404
 1004757 1053050 1168428 1222163]",13, 12520053 999007 12520039,2018-12-01,50-65,0.5,13,50-65
4220,"[ 102543  102995  106661  107301  108163  109786  111027  125034  126549
  127069  129095  130710  132531  133719  141906  150961  158639  163515
  166535  168153  170032  175180  180035  180808  182845  186971  187293
  187912  193277  193346  195054  204030  204559  204704  206845  209362
  209580  211448  211883  220398  224509  224536  225954  228148  233267
  234628  235865  241468  244042  247435  247861  249335  249512  250105
  250950  252730  252856  257118  260860  264499  265669  275471  293054
  303242  305720  320728  322212  322761  326356  340126  344568  359680
  363070  368518  370495  377121  377252  378156  385672  386589  386777
  388507  392706  404055  418246  421037  423220  464166  464461  465672
  466208  467558  468426  472568  490669  492234  517566  558118  559375
  568551  585226  587324  603177  603785  615528  617530  619880  620281
  621652  659362  673687  675584  685730  690694  726215  733213  745513
  747070  754597  757793  792064  811781  813411  813564  814020  841178
  848372  848772  863448  868370  871792  873630  875430  884572  890246
  890308  903518  913781  916638  921812  924131  926690  946815  951195
  960390  990135  990540 1001404 1004308 1004757 1008762 1014391 1026865
 1044725 1053050 1057821 1078295 1080424 1090796 1095270 1160369 1168428
 1212904 1222163 1234922 1236793 1239941]",167, 12520053 999007,2018-12-01,50-65,0.5,167,50-65
4221,[165598 258631 263783 281505 348836 525773 538857 565288 583581 715288],10, 12520053 12520268,2018-12-01,50-65,0.5,10,50-65
4222,"[ 204704  206280  244042  376323  492234  747070  813411  831306  848372
  871792  913418  926690 1001404 1004757 1053050 1168428 1222163]",17, 12520053 12520039,2018-12-01,50-65,0.5,17,50-65
4223,"[170032 184215 257118 260089 289045 301994 307580 317235 342801 363070
 390542 411205 425172 485580 583581 603785 621652 623363]",18, 12520053 13600075,2018-12-01,50-65,0.5,18,50-65
4224,"[ 130710  187912  200393  223681  249512  252730  253930  297581  306703
  338762  382194  568551  603785  626570  788624  972419 1046141]",17, 12520053 451,2018-12-01,50-65,0.5,17,50-65
4225,"[ 161748  166230  218112  254276  283699  288496  307114  338239  364657
  387906  487862  931261  954820 1168145 1219951]",15, 999007 12520039 13600075,2018-12-01,50-65,0.5,15,50-65
4226,"[ 124627  463377  615941  753831  982367 1001357 1027353 1108188 1151718
 1206982 1219951]",11, 999007 12520039 6026,2018-12-01,50-65,0.5,11,50-65
4227,"[ 120681  255792  265291  286764  412229  432384  484512  519952  603341
  623712  763162  826244  898645  968006  996204 1197059 1202608 1221607]",18, 999007 12520039 451,2018-12-01,50-65,0.5,18,50-65
4228,"[ 161748  166230  170032  218112  244169  254276  257118  263935  282651
  283699  288496  307114  338239  354956  363070  364657  387906  487862
  603785  621652  701555  768495  931261  954820 1168145 1219951]",26, 999007 13600075,2018-12-01,50-65,0.5,26,50-65
4229,"[176834 209797 238728 253080 321570 335407 360297 392453 461279 514099
 597228 603341 659682 903593]",14, 3450013 18064205,2018-12-01,50-65,0.5,14,50-65
4230,"[ 248049  271413  387367  464494  671357  817930  894937  897900  975280
 1241730]",10, 3450012 3450014,2018-12-01,50-65,0.5,10,50-65
4231,"[ 159652  209797  224623  239479  253080  254144  271413  291158  381774
  393066  418480  585299 1162168 1190559]",14, 3461025 18064205,2018-12-01,50-65,0.5,14,50-65
4232,"[ 226528  255991  363684  383709  418641  435660  528196  788723 1016532
 1054154 1227629]",11, 5450160 7445935,2018-12-01,50-65,0.5,11,50-65
4233,"[ 318579  363683  415473  520690  607461  651822  716782 1106871 1151139
 1238494]",10, 5462024 5401047,2018-12-01,50-65,0.5,10,50-65
4234,"[ 264023  317401  363683  424722  518302  651822  716782  972489 1063944
 1106871]",10, 5462024 5401046,2018-12-01,50-65,0.5,10,50-65
4235,"[ 131010  317401  363683  393253  518302  520690  651822  716782  849610
 1076184 1106871 1238494]",12, 5462024 7445935,2018-12-01,50-65,0.5,12,50-65
4236,"[ 218475  224623  291158  407567  441515  565199  769938  949193 1059164
 1190559]",10, 3451004 18064205,2018-12-01,50-65,0.5,10,50-65
4237,"[ 123476  331688  345416  528817  672427  903895  942898 1004757 1073749
 1081653 1229157 1238494]",12, 5461028 5450141,2018-12-01,50-65,0.5,12,50-65
4238,"[ 123476  309803  342388  345416  451958  510786  528817  537959  651822
  672427  726208  807828 1081653 1222500 1227629 1238494]",16, 5461028 7445935,2018-12-01,50-65,0.5,16,50-65
4239,"[ 144236  173408  196963  211249  245930  259900  328728  568502  650842
 1164123]",10, 5450137 5461018,2018-12-01,50-65,0.5,10,50-65
4240,"[ 180835  277205  363682  431644  473071  604809  615665  726618  771783
  782238  834802 1234971]",12, 3461030 4190175 19419902,2018-12-01,50-65,0.5,12,50-65
4241,"[ 132029  179654  180835  207754  277205  292757  363682  368098  431644
  468801  473071  604809  615665  726618  771783  782238  834802 1205877
 1230673 1234971]",20, 3461030 4190175,2018-12-01,50-65,0.5,20,50-65
4242,"[ 139770  180835  241317  251807  277205  316583  363682  376081  431644
  461979  473071  548055  604809  615665  726618  757793  771783  782238
  834802  902406  916144 1206939 1234971]",23, 3461030 19419902,2018-12-01,50-65,0.5,23,50-65
4243,"[ 369040  518890  526985  532348  602313  622842  780881  800381 1004308
 1205877]",10, 8125295 7587895,2018-12-01,50-65,0.5,10,50-65
4244,"[ 216653  262712  354526  359177  389287  489060  532348  604835  800381
  972316 1029656 1153548 1161239 1212486]",14, 8125295 7892095,2018-12-01,50-65,0.5,14,50-65
4245,"[ 221043  359177  602313  604835  622842  726208  848368  948630  972316
 1029656 1072140 1153548]",12, 8125295 5401047,2018-12-01,50-65,0.5,12,50-65
4246,"[ 294402  389287  489060  514854  518302  602313  780881  848368  987968
 1004308 1029656 1063944 1161239 1205877]",14, 8125295 5401046,2018-12-01,50-65,0.5,14,50-65
4247,"[ 294402  389287  518302  526985  590394  602313  726208  780881 1004308
 1006248 1072140 1186651 1212486]",13, 8125295 7445935,2018-12-01,50-65,0.5,13,50-65
4248,"[ 369040  489060  518302  518890  602313  604835  622842  848368  948630
  972316 1006248 1212486]",12, 8125295 6026,2018-12-01,50-65,0.5,12,50-65
4249,"[ 329417  350156  555806  575282  630029  903895  930078  950377  982533
 1073749]",10, 7739995 5450141,2018-12-01,50-65,0.5,10,50-65
4250,"[ 104797  246691  264840  302881  310487  554195  555263  696120  726208
  811063  930078  952703  953567 1172884]",14, 7739995 5461017,2018-12-01,50-65,0.5,14,50-65
4251,[179379 241146 246691 380960 405728 470428 519993 726208 788723 903895],10, 7739995 5461018,2018-12-01,50-65,0.5,10,50-65
4252,"[ 380960  451958  452360  521219  554195  555263  622168  726208  788723
  930078  950377 1081572 1227629]",13, 7739995 7445935,2018-12-01,50-65,0.5,13,50-65
4253,[191894 195311 224623 239479 266375 268686 381774 602274 817930 931711],10, 3450010 18064205,2018-12-01,50-65,0.5,10,50-65
4254,"[ 176834  209797  217025  271908  335407  392453  597228  603341  659682
  900811 1243940]",11, 3461003 3450013,2018-12-01,50-65,0.5,11,50-65
4255,[163848 209797 391774 438098 464494 473071 568551 626266 663467 999234],10, 3461003 3450014,2018-12-01,50-65,0.5,10,50-65
4256,"[ 176834  209797  235780  335407  392453  407567  441515  449014  464494
  473071  597228  603341  615291  626266  627544  659682 1079614]",17, 3461003 18064205,2018-12-01,50-65,0.5,17,50-65
4257,"[ 153648  226528  234628  328728  363684  418641  455283  494633  528196
  788723 1164123]",11, 5450160 5461018,2018-12-01,50-65,0.5,11,50-65
4258,"[ 123289  128216  179654  234628  575990  831306  883088  903895  936231
 1033384]",10, 5470002 7770415,2018-12-01,50-65,0.5,10,50-65
4259,[216693 232749 246204 258536 385672 418480 438098 817930 897900 975280],10, 3461016 3450014,2018-12-01,50-65,0.5,10,50-65
4260,"[ 112930  163515  317401  451958  526985  528817  672427  902406 1076124
 1190833 1212486]",11, 5430288 7445935,2018-12-01,50-65,0.5,11,50-65
4261,"[ 139787  140969  231814  351455  459831  557622 1178298 1201560 1237987
 1242776]",10, 1128582 583279 1073439,2018-12-01,35-49,0.5,10,35-49
4262,"[ 184580  211249  238728  239663  380153  618722  794331  798831  908366
 1027999]",10, 7461022 1073439,2018-12-01,50-65,0.5,10,50-65
4263,"[ 128793  134384  200393  330770  347560  465787  798831  875023  991966
 1111843]",10, 11420065 11421002,2018-12-01,50-65,0.5,10,50-65
4264,[108854 211249 238728 239663 287961 366404 392331 463480 794331 908366],10, 7420025 1073439,2018-12-01,50-65,0.5,10,50-65
4265,"[ 156442  200393  300936  317401  548034  562716  568551  672427  875023
  958235 1095340]",11, 11430039 11421002,2018-12-01,50-65,0.5,11,50-65
4266,"[ 158617  162236  255991  433401  475030  616701  835478  936300 1054154
 1212486]",10, 5430258 7445935,2018-12-01,50-65,0.5,10,50-65
4267,"[134384 138791 200393 217238 254889 300936 317401 465787 562716 630029
 672427 696120]",12, 11420068 11421002,2018-12-01,50-65,0.5,12,50-65
4268,"[ 108854  184580  199604  292757  328260  380153  463480  542088  615573
  798831  917112 1001725 1027999 1189082]",14, 7430001 583279 1073439,2018-12-01,50-65,0.5,14,50-65
4269,"[ 108854  184580  199604  292757  328260  380153  435855  463480  542088
  615573  798831  917112 1001725 1027999 1189082]",15, 7430001 583279,2018-12-01,50-65,0.5,15,50-65
4270,"[ 242901  254889  326530  406799  562716  696120  798831  841469  909310
  958235 1095340]",11, 11461020 11421002,2018-12-01,50-65,0.5,11,50-65
4271,"[ 191894  200393  209797  239479  325984  674128  934219 1046141 1074719
 1171623]",10, 3461005 18064205,2018-12-01,50-65,0.5,10,50-65
4272,"[ 130016  374202  414412  465441  778675  864735 1074442 1197735 1202425
 1210198]",10, 7640006 13600075,2018-12-01,50-65,0.5,10,50-65
4273,"[ 178397  238858  239663  283409  292757  307443  323540  407622  417281
  463480  534080  556301  613188  798831  898806  908366 1027999 1088149
 1236684]",19, 1128582 583279 1073439,2018-12-01,50-65,0.5,19,50-65
4274,"[ 178397  238858  239663  262712  283409  292757  307443  323540  407622
  417281  463480  534080  556301  613188  798831  898806  908366 1027999
 1088149 1236684]",20, 1128582 583279,2018-12-01,50-65,0.5,20,50-65
4275,"[ 178397  200393  238858  239663  283409  292757  299564  307443  323540
  407622  417281  463480  534080  556301  613188  798831  898806  908366
 1027999 1088149 1096537 1236684]",22, 1128582 1073439,2018-12-01,50-65,0.5,22,50-65
4276,"[ 106661  139742  150961  187012  199517  239835  257118  583450  806097
  869700  884500 1001404 1080424 1162683 1168428]",15, 12520015 12520053,2018-12-01,50-65,0.5,15,50-65
4277,"[ 108854  199604  218175  238728  239663  287961  366404  463480  534080
  556301  615573  623363  647802  798831  917112 1001725]",16, 7461038 583279 1073439,2018-12-01,50-65,0.5,16,50-65
4278,"[ 105101  108854  199604  218175  238728  239663  262712  287961  366404
  463480  534080  556301  615573  622168  623363  647802  798831  917112
 1001725]",19, 7461038 583279,2018-12-01,50-65,0.5,19,50-65
4279,"[ 108854  199604  218175  238728  239663  287961  366404  463480  534080
  556301  615573  623363  647802  790000  798831  917112 1001725]",17, 7461038 1073439,2018-12-01,50-65,0.5,17,50-65
4280,"[ 128793  156442  173070  217238  242901  254889  300936  317401  406799
  568551  672427  723054  798831  875023  909310  918822  958235 1095340
 1200694]",19, 11462027 11421002,2018-12-01,50-65,0.5,19,50-65
4281,"[ 156442  217238  235780  242901  326530  332315  403128  465787  562716
  568551  723054  810556  841469  918822  958235 1076124 1095340 1200694]",18, 11420066 11421002,2018-12-01,50-65,0.5,18,50-65
4282,"[ 316072  360297  526942  548013  831739  936591 1001357 1031723 1058591
 1059104 1125655]",11, 3461029 6026,2018-12-01,50-65,0.5,11,50-65
4283,"[ 328854  381637  520690  521896  522436  532348  533044  538252  848988
 1043600]",10, 5461035 6033,2018-12-01,50-65,0.5,10,50-65
4284,"[ 184167  328854  381637  407567  414395  518939  520690  538252  622153
  848988 1043600]",11, 5461035 7445935,2018-12-01,50-65,0.5,11,50-65
4285,"[ 328854  381637  518890  520690  521896  522436  532340  533044  538252
  622153  848988 1043600]",12, 5461035 6026,2018-12-01,50-65,0.5,12,50-65
4286,"[ 122314  123476  200393  225737  414395  502162  510786  537959  882815
  963615 1012770 1089469 1222500]",13, 7729855 7445935,2018-12-01,50-65,0.5,13,50-65
4287,[247435 266616 321570 387979 508954 786522 816202 903593 908778 965645],10, 3450013 3461039,2018-12-01,50-65,0.5,10,50-65
4288,"[ 225737  261408  418641  433401  435660  536332  575990  606336  691978
  701623  726208  831306  936300 1168448 1212486]",15, 5470002 7445935,2018-12-01,50-65,0.5,15,50-65
4289,"[124627 224623 235780 275644 288207 335407 454530 461279 603341 615291
 831739]",11, 2850269 18064205,2018-12-01,50-65,0.5,11,50-65
4290,"[ 360297  453037  488102  522436  532342  615941  831739  936591 1001357
 1031723]",10, 6157591 6026,2018-12-01,50-65,0.5,10,50-65
4291,"[162236 193959 242901 268133 375922 400717 454530 464461 504314 546837
 554910 845718 882815 930078]",14, 5450141 5461017,2018-12-01,50-65,0.5,14,50-65
4292,"[136801 169398 179843 210750 225737 244081 245354 245366 319470 538252
 903895 942898 969493]",13, 5450141 5461018,2018-12-01,50-65,0.5,13,50-65
4293,"[ 123476  519523  528817  538252  546837  711632  848988  950377 1043600
 1081653 1089469]",11, 5450141 7445935 6026,2018-12-01,50-65,0.5,11,50-65
4294,"[ 123476  162236  193959  225737  242901  319470  345416  375922  519523
  528817  531077  538252  546837  672427  711632  845718  848988  882815
  930078  950377 1043600 1081653 1089469 1238494]",24, 5450141 7445935,2018-12-01,50-65,0.5,24,50-65
4295,"[ 123476  519523  528817  538252  546837  711632  848988  950377  982533
 1043600 1081653 1089469]",12, 5450141 6026,2018-12-01,50-65,0.5,12,50-65
4296,"[ 171222  189490  192244  209797  216399  254144  316072  585299  909534
 1058930 1241730]",11, 3450011 3461025,2018-12-01,50-65,0.5,11,50-65
4297,"[ 171222  187118  209797  284749  362507  372149  475456  508954  682812
  895327  903593  908778 1241730]",13, 3450011 3450013,2018-12-01,50-65,0.5,13,50-65
4298,"[ 130184  140060  187118  209797  418424  438098  532342  558013  897900
  903593 1241730]",11, 3450011 3450014,2018-12-01,50-65,0.5,11,50-65
4299,"[104728 124627 140060 201786 316072 414346 438098 508954 514933 532342
 554195 711632 903593 908778]",14, 3450011 3461039,2018-12-01,50-65,0.5,14,50-65
4300,"[ 119235  124627  177373  209797  225979  254144  486628  532342  585299
  831739  903593 1046141 1055846 1191981]",14, 3450011 18064205,2018-12-01,50-65,0.5,14,50-65
4301,"[ 124627  316072  532342  554195  585299  613779  614460  711632  831739
  903593  908778  970942 1055846 1057067 1058591 1074442]",16, 3450011 6026,2018-12-01,50-65,0.5,16,50-65
4302,"[ 132467  176940  177333  195311  203006  309803  334150  342388  372242
  521587  530717  558841  635706  672427  845718  952703  968596 1172884]",18, 5450138 7719715,2018-12-01,50-65,0.5,18,50-65
4303,"[ 123289  132375  147150  176940  211087  242622  242901  246691  264840
  448767  518302  521587  526391  546837  845718  868962  952703  953567
 1172884]",19, 5450138 5461017,2018-12-01,50-65,0.5,19,50-65
4304,"[ 132467  132521  176940  177333  192948  203006  241146  242622  246691
  372242  470428  472712  506037  519993  635706  968596 1033384]",17, 5450138 5461018,2018-12-01,50-65,0.5,17,50-65
4305,"[ 132375  132467  132521  147150  169743  242901  271498  309803  342388
  445779  502162  506037  518302  526391  530717  546837  672427  703606
  834109  845718 1089469]",21, 5450138 7445935,2018-12-01,50-65,0.5,21,50-65
4306,"[ 108854  128108  136658  178397  184580  199604  211249  218175  238728
  238858  239663  283409  287961  292757  307443  323540  328260  366404
  380153  392331  407622  417281  463480  526942  534080  542088  556301
  613188  615573  623363  647802  798831  898806  908366  917112  978912
  983583 1001725 1027999 1088149 1182422 1189082 1236684]",43, 583279 1073439,2018-12-01,50-65,0.5,43,50-65
4307,"[ 292757  328260  526942  542088  615573  622168  623363  898806  983583
 1088149]",10, 583279 6027,2018-12-01,50-65,0.5,10,50-65
4308,"[ 263262  327034  332006  334150  465370  595474  613276  761716  800456
 1060600 1081653 1190833]",12, 5450142 7719715,2018-12-01,50-65,0.5,12,50-65
4309,"[123777 132375 263262 327034 334211 504314 512483 554354 595474 726208
 807828 811063]",12, 5450142 5461017,2018-12-01,50-65,0.5,12,50-65
4310,"[ 137573  179379  199517  217195  319295  332006  424123  470428  513082
  726208  969493 1012770 1125655 1190833]",14, 5450142 5461018,2018-12-01,50-65,0.5,14,50-65
4311,"[ 123777  132375  217195  266658  328854  424123  451958  531077  616701
  726208  800456  807828 1012770 1043600 1076184 1081653 1190833 1222500]",18, 5450142 7445935,2018-12-01,50-65,0.5,18,50-65
4312,"[ 200393  235780  242901  255991  317401  330770  672427  798831  876863
  958235 1076124 1190833]",12, 11421002 7445935,2018-12-01,50-65,0.5,12,50-65
4313,"[ 171222  209797  217025  253080  266129  266616  305419  387979  443402
  786522 1125655 1241730]",12, 3461025 3450013,2018-12-01,50-65,0.5,12,50-65
4314,"[ 145385  165515  209797  224623  271413  279036  381774  393066  418480
  526615  819320 1083710 1162168 1241730]",14, 3461025 3450014,2018-12-01,50-65,0.5,14,50-65
4315,"[ 119235  176834  224623  237910  360297  464494  522436  532342  565199
  603341  831739  853432 1172121]",13, 6157591 18064205,2018-12-01,50-65,0.5,13,50-65
4316,[211249 224623 234460 260715 305646 335407 461279 475030 538864 831739],10, 2850269 3461023,2018-12-01,50-65,0.5,10,50-65
4317,"[ 104728  138577  166535  173045  221002  237910  247435  290794  302612
  453037  518865  532342  725052  816202  853432 1003327]",16, 6157591 3461039,2018-12-01,50-65,0.5,16,50-65
4318,"[ 128872  166535  224623  244081  250336  267545  290794  387220  464494
  469308  649833  853432 1082413]",13, 6157591 3450137,2018-12-01,50-65,0.5,13,50-65
