,user_ids,support,itemsets,period,property_values,depth,size,AGE
880,"[ 360296  427779  586801  610264  612402  738934  846428  899831  913872
  934506  935025  986217  988704  988804  998545 1005947 1050510]",17, 2100210 6026,2018-02-01,35-49,0.0625,17,35-49
881,"[ 134681  140043  286399  299429  394028  422151  508724  604351  756058
  802819  814835  867706  967663 1005386 1010901 1029490]",16, 3461003 3450011,2018-02-01,35-49,0.0625,16,35-49
882,"[ 296593  310064  351455  360303  382913  538248  569481  814835  959051
  969220 1005386]",11, 3461003 3450014,2018-02-01,35-49,0.0625,11,35-49
883,"[ 126128  134681  180198  188999  286399  300134  302079  382913  565366
  604351  686727  760005  779297  779328  898171  960189 1005386 1052926
 1056508]",19, 3461003 3450013,2018-02-01,35-49,0.0625,19,35-49
884,"[ 126128  140043  299429  382913  394028  482882  490753  494039  508724
  538356  554189  610264  686727  802819  814835  957182  959051  967663
  969220 1005386 1052926]",21, 3461003 18064205,2018-02-01,35-49,0.0625,21,35-49
885,"[ 286399  360303  538248  554189  565366  760005  898171  957182  960189
 1052926 1056508]",11, 3461003 6027,2018-02-01,35-49,0.0625,11,35-49
886,"[ 264151  286399  296593  324884  565366  591704  621275  756058  760005
  802819  960189  967663  969220 1010901 1029490]",15, 3461003 3430026,2018-02-01,35-49,0.0625,15,35-49
887,"[255825 257670 304297 384832 390556 533146 580730 871013 893165 901597
 923591 930497]",12, 5450078 5450076,2018-02-01,35-49,0.0625,12,35-49
888,"[ 286399  538248  554189  565366  575874  610264  621275  718005  898171
  957182  960189 1010901 1052926]",13, 3461003 6026,2018-02-01,35-49,0.0625,13,35-49
889,"[ 140644  179179  180717  203510  210188  225084  242063  244528  248381
  347675  348741  355724  376625  387762  430509  433684  435459  442321
  452791  455664  463053  471275  490610  501007  517894  538455  546583
  556514  575874  583693  591704  600388  625948  677146  696179  836281
  845042  868297  874719  902696  914209  932429  978508  978552  993835
  995513 1005892 1046439 1058429 1069907]",50, 1073439 583279,2018-02-01,35-49,0.0625,50,35-49
890,"[ 138372  196434  208406  231814  322450  359170  365319  382173  390663
  471766  494949  561059  620087  620309  621275  814730  849140  883509
  898171  899745  902600  919347  964957  989983 1034094]",25, 3461030 4190175,2018-02-01,35-49,0.0625,25,35-49
891,"[109702 229469 263374 283251 352648 384832 465574 469179 597041 855162
 871302]",11, 11421002 5450090,2018-02-01,35-49,0.0625,11,35-49
892,"[ 314550  366473  378368  478153  515573  554189  558244  901597  930497
  960189  983608 1047441 1064363]",13, 5450078 6026,2018-02-01,35-49,0.0625,13,35-49
893,"[ 117148  138372  157403  181630  196434  231814  288641  322450  343249
  400595  408173  434020  434448  456100  494949  526990  528143  542084
  559891  582985  673766  713543  741880  814730  818996  849140  878173
  883509  898171  899745  919347  940807  964957 1038073]",34, 3461030 19419902,2018-02-01,35-49,0.0625,34,35-49
894,"[ 199780  314643  346539  366473  378368  500454  558244  575709  601434
  730862  841970  884406  893165  901597  960189  961638 1047441]",17, 5450078 7445935,2018-02-01,35-49,0.0625,17,35-49
895,"[141137 141684 282401 314550 366473 433986 444421 484377 500454 558244
 581249 605738 623895 819880 841970 845178 893165 930497 963300]",19, 5450078 5461017,2018-02-01,35-49,0.0625,19,35-49
896,"[314550 365872 366473 467589 515573 580730 601434 819880 841970 893165
 901597]",11, 5450078 5450079,2018-02-01,35-49,0.0625,11,35-49
897,[384832 441182 500454 554189 575709 755553 819880 893165 930497 963300],10, 5450078 7719715,2018-02-01,35-49,0.0625,10,35-49
898,"[138372 196434 231814 322450 494949 814730 849140 883509 898171 899745
 919347 964957]",12, 3461030 4190175 19419902,2018-02-01,35-49,0.0625,12,35-49
899,"[ 103882  158554  216125  256806  263990  291158  338145  453037  562078
 1036541]",10, 3461025 13600075,2018-03-01,50-65,0.125,10,50-65
900,"[206796 224623 248517 254661 259078 261215 308942 436882 453037 520026
 977598]",11, 3461025 3450014,2018-03-01,50-65,0.125,11,50-65
901,"[ 117565  163848  169398  169564  198944  205725  216125  224623  238728
  256806  261215  263990  286667  291158  427669  436882  453037  504561
  517238  562078  802042  824850  871801  876464  890061  977598 1036541]",27, 3461025 18064205,2018-03-01,50-65,0.125,27,50-65
902,"[206796 224623 248331 248517 258581 275419 418480 453037 464494 566724
 765666 831739 877317 908024]",14, 3430026 3450014,2018-03-01,50-65,0.125,14,50-65
903,"[206796 232620 263990 306075 308942 392517 427669 453037 517238 575459
 689942 977598]",12, 3461025 3461039,2018-03-01,50-65,0.125,12,50-65
904,"[199517 224623 313393 360297 392517 418480 443402 483530 516595 545953
 610839 786522 800723 897940 986474]",15, 3430026 3450013,2018-03-01,50-65,0.125,15,50-65
905,"[130016 204618 255991 263990 329687 352224 361941 476973 520696 526391
 528196 619394]",12, 5461018 13600075,2018-03-01,50-65,0.125,12,50-65
906,"[102405 116450 128420 199517 206796 224623 232620 248517 275644 392517
 443402 453037 573715 786522 806106]",15, 3461025 3430026,2018-03-01,50-65,0.125,15,50-65
907,"[131007 131128 380161 428201 518902 519500 519522 520696 526391 528196
 538252 542185 842317 848988 898330 967118]",16, 5461018 6026,2018-03-01,50-65,0.125,16,50-65
908,"[120100 124957 131007 131128 164050 171222 185192 201272 223050 226708
 238321 254902 263990 271964 273080 307443 346946 428201 433887 490936
 518902 519500 519522 526391 526983 528196 538252 554761 563471 619394
 626557 632008 796170 922936 986530]",35, 5461018 7445935,2018-03-01,50-65,0.125,35,50-65
909,"[131128 238321 380161 428201 518902 519522 526391 528196 532348 538252
 542185 848988 898330 967118]",14, 5461018 6033,2018-03-01,50-65,0.125,14,50-65
910,"[ 163848  208423  224623  244081  263990  407567  427669  440695  464494
  526813  548013  560235  562078  641012  680000  800723  871801  897395
  938562  961534 1018546 1056074]",22, 3450042 18064205,2018-03-01,50-65,0.125,22,50-65
911,"[185192 226708 232620 255991 261542 294841 519522 526391 542185 592813
 619394 870272 996389]",13, 5461018 5461017,2018-03-01,50-65,0.125,13,50-65
912,"[127850 137391 147150 191490 206796 232620 244081 266069 283775 321991
 338698 375841 392517 403764 453037 464494 545953 554195 831739 895327
 916144]",21, 3430026 3461039,2018-03-01,50-65,0.125,21,50-65
913,"[131128 380161 428201 518902 519522 526391 528196 538252 542185 848988
 898330 967118]",12, 5461018 6033 6026,2018-03-01,50-65,0.125,12,50-65
914,"[ 169564  199517  224623  256806  270973  308942  338145  392517  399330
  443402  540927  786522  824850  890061  928600 1063094]",16, 3461025 3450013,2018-03-01,50-65,0.125,16,50-65
915,"[ 360297  403764  441502  453037  511474  516595  554195  614450  786522
  831739  863036  897600  897940  916144  986474 1083710]",16, 3430026 6026,2018-03-01,50-65,0.125,16,50-65
916,"[ 292757  420053  453037  594790  674063  696120  831739  845498  999234
 1003476 1063290]",11, 3450014 6026,2018-03-01,50-65,0.125,11,50-65
917,"[ 360297  516595  558580  709690  824850  897940  900811  986474 1050771
 1058237]",10, 3450013 6027 6026,2018-03-01,50-65,0.125,10,50-65
918,"[117674 184167 251532 312953 328854 335920 359176 359177 360409 439675
 494144 519492 526930 533028 584781 618471 737332]",17, 5401047 5401046 7445935,2018-03-01,50-65,0.125,17,50-65
919,"[ 131126  359176  518876  519484  533021  550806  602313  603143  759941
  760182  840439 1020601 1025341]",13, 5401047 6027,2018-03-01,50-65,0.125,13,50-65
920,"[ 114918  119655  208423  209362  244081  263990  308942  392517  395532
  427669  429537  464494  526397  554195  618864  897395  916144  936484
 1015494]",19, 3450042 3461039,2018-03-01,50-65,0.125,19,50-65
921,"[ 117674  160450  184167  204618  230399  251532  312953  319024  328854
  335071  335920  347643  359176  359177  360409  374353  381070  439675
  479941  494144  496328  519492  526930  533028  582623  584781  618471
  714833  726618  737332  840439 1072075]",32, 5401047 5401046,2018-03-01,50-65,0.125,32,50-65
922,"[ 517526  519522  520654  520713  526391  526397  533042  542185  555834
  762454  916154  963615 1003476]",13, 5461017 6026,2018-03-01,50-65,0.125,13,50-65
923,"[113833 116450 119101 158500 165350 185192 197068 198006 200137 222647
 226708 231210 239166 264871 266977 274054 306075 309180 329144 359176
 418283 431023 437629 448062 457288 464461 467206 467352 479865 517238
 519522 526391 526397 533042 533164 540915 543699 555834 584328 619394
 633569 782549 840292 845718 869651]",45, 5461017 7445935,2018-03-01,50-65,0.125,45,50-65
924,"[ 479865  517526  519522  520713  526391  526397  533042  542185  555834
  963615 1003476]",11, 5461017 6033,2018-03-01,50-65,0.125,11,50-65
925,"[ 517526  519522  520713  526391  526397  533042  542185  555834  963615
 1003476]",10, 5461017 6033 6026,2018-03-01,50-65,0.125,10,50-65
926,"[ 165350  232620  255348  306075  319024  418283  517238  526397  845718
  996389 1015494]",11, 5461017 3461039,2018-03-01,50-65,0.125,11,50-65
927,"[ 104843  275419  469308  594790  618864  765666  819879  918693  997787
 1003476]",10, 3450014 4190175,2018-03-01,50-65,0.125,10,50-65
928,"[ 105351  106244  140929  152939  212613  224623  254907  255580  261215
  271547  292757  343915  398215  420053  422446  436882  453037  464494
  560235  566724  798422  805056  871376  928876  939020  977598 1003476
 1063290]",28, 3450014 18064205,2018-03-01,50-65,0.125,28,50-65
929,"[ 127420  138577  140929  150943  152939  154963  199604  206796  253889
  256342  274579  292076  308942  343915  420053  453037  464494  588019
  618864  798422  831739  977598 1063290]",23, 3450014 3461039,2018-03-01,50-65,0.125,23,50-65
930,"[ 360297  420053  516595  522456  542772  558580  605662  680000  709690
  786522  824850  897940  900811  953206  986474 1050771 1058237]",17, 3450013 6026,2018-03-01,50-65,0.125,17,50-65
931,"[ 255761  256806  259934  283699  338145  558580  709690  825546  897940
  900811  953408 1058237]",12, 3450013 13600075,2018-03-01,50-65,0.125,12,50-65
932,"[169564 184103 185095 200393 216749 224623 255761 256806 268817 277744
 319482 327176 355466 366256 418283 420053 444292 522456 598547 603341
 605662 625648 680000 800723 824850 890061 900811 914110 956668 959933]",30, 3450013 18064205,2018-03-01,50-65,0.125,30,50-65
933,"[ 107467  117944  184103  185095  200038  200870  289216  308942  392517
  418283  420053  444292  545953 1049811 1058237]",15, 3450013 3461039,2018-03-01,50-65,0.125,15,50-65
934,"[ 360297  516595  558580  709690  824850  897940  900811  956668  986474
 1050771 1058237]",11, 3450013 6027,2018-03-01,50-65,0.125,11,50-65
935,"[203355 224623 243627 283699 308942 316129 334860 418480 420053 488054
 624733]",11, 3450013 3450014,2018-03-01,50-65,0.125,11,50-65
936,"[ 209074  224623  244081  392517  464494  554195  800723  897600  916144
  981306 1018546]",11, 3450042 3430026,2018-03-01,50-65,0.125,11,50-65
937,"[130413 171222 179122 185192 197434 223050 294841 337798 361941 522971
 526391 542185 563471 592813 823753 992753]",16, 5450076 5461018,2018-03-01,50-65,0.125,16,50-65
938,"[ 131128  519509  519513  520654  542185  546702  842505  963615  982533
 1019373 1058796]",11, 7719715 6026,2018-03-01,50-65,0.125,11,50-65
939,"[ 315705  420053  441502  519509  526391  537367  542185  584447  916144
 1053941 1072140]",11, 5450076 6026,2018-03-01,50-65,0.125,11,50-65
940,"[ 113833  165350  169933  171222  185192  223050  239166  305109  320807
  407567  431023  517238  526391  537367  541190  563471  660189  913356
  916144  936300 1053941 1072140]",22, 5450076 7445935,2018-03-01,50-65,0.125,22,50-65
941,"[113833 127768 165350 184422 185192 187202 224494 239166 280105 285001
 294841 431023 442786 511129 517238 526391 542185 567972 592813 952703]",20, 5450076 5461017,2018-03-01,50-65,0.125,20,50-65
942,"[105633 171222 187202 223050 255580 261314 342388 407567 434890 442786
 519509 542185 563471 567972 626266 952703 992753]",17, 5450076 7719715,2018-03-01,50-65,0.125,17,50-65
943,"[ 161330  224623  286667  317362  319482  327176  355466  422446  425276
  453037  461279  520424  560235  681139  800723  802042  803938  805056
  809878  909757  999112 1054907]",22, 3450059 18064205,2018-03-01,50-65,0.125,22,50-65
944,"[184809 210793 235072 250022 283775 308942 417973 453037 582960 613772
 689942 809878 843591]",13, 3450059 3461039,2018-03-01,50-65,0.125,13,50-65
945,[146903 224623 308942 422446 453037 469308 488054 560235 805056 871051],10, 3450059 3450014,2018-03-01,50-65,0.125,10,50-65
946,[119944 244081 277744 392517 488054 624733 812583 876464 906030 984208],10, 3450011 3461023,2018-03-01,50-65,0.125,10,50-65
947,"[199517 224623 287136 308942 319482 327176 355466 452275 488054 800723
 806274]",11, 3450059 3450013,2018-03-01,50-65,0.125,11,50-65
948,"[ 301817  526393  616701  842505  900199  955267  955927  963615  965330
 1003476 1018051 1058796]",12, 5450079 6026,2018-03-01,50-65,0.125,12,50-65
949,"[ 198944  264871  265857  273080  329144  332637  418283  437629  482692
  489063  519240  533164  568551  616701  782549  842505  900199 1018051]",18, 5450079 7445935,2018-03-01,50-65,0.125,18,50-65
950,"[ 164711  224494  232725  234017  264871  268817  326530  329144  415244
  418283  437629  533164  538865  725728  737655  782549  870272  880157
  953567  963615 1003476]",21, 5450079 5461017,2018-03-01,50-65,0.125,21,50-65
951,"[ 187733  198944  214974  223420  232013  235565  245839  261314  265857
  437629  482692  489063  538865  842505  963615 1018054 1058796]",17, 5450079 7719715,2018-03-01,50-65,0.125,17,50-65
952,"[ 328854  363683  516570  519484  519492  521932  526930  538252  555263
  598907  760182  974809 1043600]",13, 5401047 6033 7445935,2018-03-01,50-65,0.125,13,50-65
953,"[ 284549  516595  533021  536334  542074  554356  558580  561071  617315
  618471  680000  741610  897600  908857  955267 1047062 1055846 1056074
 1058237]",19, 3461016 6026,2018-03-01,50-65,0.125,19,50-65
954,"[ 105351  152939  254907  255580  288207  327176  355466  366256  425276
  440695  444292  536334  548013  579936  641012  680000  741610  956668
  961534 1056074]",20, 3461016 18064205,2018-03-01,50-65,0.125,20,50-65
955,"[ 199517  224623  236457  242287  283775  453037  481094  563471  800723
 1027999]",10, 3450059 3430026,2018-03-01,50-65,0.125,10,50-65
956,"[113065 122772 128420 244081 275644 392517 464494 545953 610839 614450
 831739 916144]",12, 3450011 3430026,2018-03-01,50-65,0.125,12,50-65
957,"[ 200870  277744  327176  392517  403116  444292  488054  545953  558580
  605662  610839  624733  959933 1058237]",14, 3450011 3450013,2018-03-01,50-65,0.125,14,50-65
958,"[ 124627  176214  186396  200870  235998  236614  244081  278248  309153
  369718  392517  392543  427669  444292  464494  517238  525986  545953
  546707  812583  831739  916144  961728 1058237]",24, 3450011 3461039,2018-03-01,50-65,0.125,24,50-65
959,"[119101 131128 158500 171222 198944 200137 201272 223050 263990 265857
 309180 356284 359176 368098 407567 422446 427190 427409 437629 464461
 482692 489063 519513 543699 552988 563471 591925 632008 757860 760182
 842505 845718]",32, 7719715 7445935,2018-03-01,50-65,0.125,32,50-65
960,"[119101 158500 161052 179654 187202 200137 208656 255348 309180 319024
 329694 332364 339445 359176 437629 442786 464461 477712 520654 538865
 542185 543699 555907 567972 569241 613770 845718 863675 952703 963615
 996389]",31, 7719715 5461017,2018-03-01,50-65,0.125,31,50-65
961,"[ 131128  132467  165515  171222  201272  214974  223050  241353  245839
  263990  425872  542185  563471  632008  799800  992753  996389 1072075]",18, 7719715 5461018,2018-03-01,50-65,0.125,18,50-65
962,"[ 131173  231210  254902  410597  513716  543699  568551  617315  619394
  632008  831548  849393  902406 1029787]",14, 11421002 7445935,2018-03-01,50-65,0.125,14,50-65
963,"[ 415337  470388  518876  520713  521896  529454  538252  613276  618719
  621432  713989  758639  848988  898330  951163  963615  982533 1025341
 1061138]",19, 7892095 6026,2018-03-01,50-65,0.125,19,50-65
964,"[ 200137  219595  225742  244822  251532  516570  526930  538252  563471
  591925  760182 1001837 1030880]",13, 7892095 7445935,2018-03-01,50-65,0.125,13,50-65
965,"[ 415337  516570  520713  521896  526930  529454  532348  538252  621432
  760182  848988  898330  951163  963615  982533 1025341]",16, 7892095 6033,2018-03-01,50-65,0.125,16,50-65
966,"[ 415337  520713  521896  529454  538252  621432  848988  898330  951163
  963615  982533 1025341]",12, 7892095 6033 6026,2018-03-01,50-65,0.125,12,50-65
967,"[ 124724  144594  166178  230399  244822  251532  311141  335071  347643
  381070  470388  526930  529454  613276  707712  726618  840439  906456
  957367 1036801]",20, 7892095 5401046,2018-03-01,50-65,0.125,20,50-65
968,"[ 244822  470388  518876  603143  613276  707712  758639  759941  760182
  840439  906456 1025341]",12, 7892095 6027,2018-03-01,50-65,0.125,12,50-65
969,"[ 230399  251532  280793  335071  347643  366882  372426  381070  387647
  444943  516570  518876  521896  526930  538252  550583  603143  618719
  726618  759941  760182  769689  840439  848988  875021 1001837 1025341]",27, 7892095 5401047,2018-03-01,50-65,0.125,27,50-65
970,"[200393 224623 244081 255761 277744 316684 317362 384363 420053 433887
 457813 526813 579936 876464 890061 906030 966149 999112]",18, 3461023 18064205,2018-03-01,50-65,0.125,18,50-65
971,[171050 224623 275419 420053 488054 618864 624733 908024 918693 997787],10, 3461023 3450014,2018-03-01,50-65,0.125,10,50-65
972,"[ 200393  224623  255761  277744  305646  392517  420053  488054  624733
  890061 1054881]",11, 3461023 3450013,2018-03-01,50-65,0.125,11,50-65
973,"[ 139653  224623  244081  252758  275419  392517  426853  908024  961690
  966149 1083710]",11, 3461023 3430026,2018-03-01,50-65,0.125,11,50-65
974,"[ 124627  518935  536334  546707  558580  605662  614450  674950  831739
  916144 1054907 1055846 1058237]",13, 3450011 6026,2018-03-01,50-65,0.125,13,50-65
975,"[ 105351  173522  176214  222253  244081  271547  277744  278248  327176
  334150  361967  427669  444292  464494  485723  517238  520450  536334
  546707  605662  797043  876464  906030  959933 1054907]",25, 3450011 18064205,2018-03-01,50-65,0.125,25,50-65
976,"[158808 163848 224623 263990 308942 348507 392517 427669 562078 603340
 871801]",11, 3450042 3461025,2018-03-01,50-65,0.125,11,50-65
977,"[ 269345  294410  328854  363683  380161  415473  479941  496328  519484
  519492  519878  520113  521896  533044  535929  538252  555263  598907
  848988  974809 1025341 1043600 1057919]",23, 5401047 6033 6026,2018-03-01,50-65,0.125,23,50-65
978,"[ 117674  123476  158617  161620  263990  363683  507120  519492  526391
  526931  528196  533042  546837  555806  617315  618471  619394  715537
  791343  840071  936300 1029787 1033602 1053941]",24, 7445935 13600075,2018-03-01,50-65,0.125,24,50-65
979,"[ 328854  363683  517509  519484  519492  529461  533028  538252  548095
  555263  598907  618471  706712  847429  897600  916144  974809 1043600]",18, 5401047 7445935 6026,2018-03-01,50-65,0.125,18,50-65
980,"[ 356173  366465  399050  428202  528196  528700  532345  603785  605050
  605178  614720  617315  900223  902972  936591 1001803 1008295]",17, 13600075 6026 451,2018-03-01,50-65,0.125,17,50-65
981,"[ 147213  219222  248407  340224  359177  422956  451958  528196  531405
  565905  568551  617315 1064681]",13, 7445935 451,2018-03-01,50-65,0.125,13,50-65
982,"[ 123476  131007  131120  131128  183072  285767  328854  363683  363701
  428201  430077  451958  462524  517509  518902  519484  519492  519500
  519513  519522  521185  521900  526391  526397  526931  528196  529461
  531405  533028  533042  536342  537367  537977  538252  543745  546837
  548095  552972  555263  555834  595673  598907  607010  612930  613109
  616701  617315  618471  620555  706712  715537  791343  840071  842505
  847429  849393  897600  900199  903858  916144  928862  959288  974809
  977017  978029 1009157 1018051 1030230 1031083 1033602 1043600 1045080
 1053941 1072140 1072460]",75, 7445935 6026,2018-03-01,50-65,0.125,75,50-65
983,"[ 123476  363683  519492  526391  526931  528196  533042  546837  617315
  618471  715537  791343  840071 1033602 1053941]",15, 7445935 13600075 6026,2018-03-01,50-65,0.125,15,50-65
984,"[ 179629  205109  232282  300468  316387  330365  395771  450467  464237
  506014  555598  568551  603785  610472  805158  981530 1019519 1041490
 1067767]",19, 12520039 451,2018-03-01,50-65,0.125,19,50-65
985,"[ 130016  145056  161620  183375  217195  229082  255991  274094  319024
  594790  603785  755381  848372  913741 1003223 1009503]",16, 12520039 13600075,2018-03-01,50-65,0.125,16,50-65
986,"[ 101942  130710  173045  223681  254907  304503  352224  386650  459494
  605050  627242  690694  883912 1043387]",14, 12520053 451,2018-03-01,50-65,0.125,14,50-65
987,"[ 123476  124614  131001  269345  284448  285649  301817  315705  328260
  356173  363683  363684  366465  384793  399050  426787  428202  428203
  453037  453042  464392  470389  482163  489059  489060  489061  493869
  496322  505857  515567  515581  516588  517526  518241  518939  518970
  519492  519495  520657  520684  520688  520696  522353  522444  522891
  526391  526931  526942  526993  527222  527595  528196  528218  528700
  528712  529441  529450  532342  532345  533022  533024  533042  533775
  535929  535943  536334  537368  537964  538247  542081  546702  546833
  546837  548624  552954  554195  554360  558236  558580  560051  563839
  567962  575878  578773  584953  587993  594790  596530  600448  602165
  603785  604835  605050  605099  605161  605178  607021  611912  614450
  614460  614490  614607  614720  617315  617407  618471  618719  621630
  623133  624187  671534  692327  692718  692959  693643  696121  709690
  715537  735264  746397  749038  773753  778675  788723  791343  794732
  824487  824851  824856  828274  840071  840072  840193  840539  840541
  842341  844748  845498  848368  848642  897493  897790  897940  898838
  898873  900223  900811  901303  902087  902803  902972  903593  904522
  908778  912822  913232  916697  919230  922975  926026  936231  936591
  938092  943444  951057  955272  957066  960468  965330  966950  967945
  968430  970942  972912  973797  979495  982367  985944  986646  989411
 1000061 1000642 1001803 1002110 1008295 1011065 1017582 1019373 1026722
 1027056 1031723 1033602 1036373 1040363 1044118 1045705 1045786 1046376
 1047062 1047721 1053575 1053941 1057067 1057554 1058210 1058237 1058493
 1058591 1064571 1066443 1067202 1070878 1073333 1074442 1078465]",215, 13600075 6026,2018-03-01,50-65,0.125,215,50-65
988,"[116291 182262 189175 218475 259934 263990 278668 301152 330770 352224
 360856 423465 468426 470078 538913 552642 605050 727727 848372 871727
 918569 983150]",22, 12520053 13600075,2018-03-01,50-65,0.125,22,50-65
989,"[117674 131722 143380 150179 184721 186971 188629 244169 378627 482965
 516730 606668 848372]",13, 12520046 13600075,2018-03-01,50-65,0.125,13,50-65
990,"[ 124627  131128  299233  420053  469801  525732  539617  542185  587993
  595862  596530  605662  607445  618471  618592  624187  714833  742395
  840072  841399  900811  910581  913900  923477  936231  955267  972010
  978907 1003476 1057919 1063979 1072426 1076118]",33, 19419902 6026,2018-03-01,50-65,0.125,33,50-65
991,"[ 135722  204618  248029  380828  446157  466946  587993  596530  617629
  618471  624187  840072  900811  936231 1040159]",15, 19419902 13600075,2018-03-01,50-65,0.125,15,50-65
992,"[ 124627  285664  453042  525732  529458  533022  538224  594790  602165
  605050  607445  618471  624187  709690  714833  900811  908857  913363
  913900 1003476 1025341 1047062 1059104 1060647]",24, 4190175 6026,2018-03-01,50-65,0.125,24,50-65
993,"[ 112843  135722  204618  274094  453042  533022  559392  594790  602165
  605050  618471  624187  709690  796906  900811 1047062]",16, 4190175 13600075,2018-03-01,50-65,0.125,16,50-65
994,"[ 453042  533022  594790  602165  605050  618471  624187  709690  900811
 1047062]",10, 4190175 13600075 6026,2018-03-01,50-65,0.125,10,50-65
995,"[ 102287  114886  124627  132289  135722  136951  152040  157107  160822
  166178  187912  204618  216255  219595  224994  236457  253081  272446
  274841  275596  286055  325003  336916  356736  382302  405629  406229
  456400  488845  494247  501107  525732  532131  534856  546923  577398
  582623  607445  618471  618864  624187  714833  726051  726618  736851
  845767  883548  893800  900811  913900  923084  950976  987364  989041
  997787 1003476]",56, 4190175 19419902,2018-03-01,50-65,0.125,56,50-65
996,"[105101 105351 133844 205109 386650 419008 444121 615528 625240 756879
 769979 892324 949930 962093]",14, 12520046 451,2018-03-01,50-65,0.125,14,50-65
997,"[ 241242  294969  305470  352224  356173  366465  399050  428202  528196
  528700  532345  576707  603785  605050  605178  614720  617315  900223
  902972  936591 1001803 1008295]",22, 13600075 451,2018-03-01,50-65,0.125,22,50-65
998,"[ 131125  188647  294410  315139  339427  355732  356173  366465  380150
  399050  400718  428202  451958  463872  516578  518760  518920  518925
  519503  522440  528196  528700  531405  532345  546707  603785  605050
  605178  614720  617315  619363  650223  694066  697107  718183  741245
  837724  849078  900223  902972  936591  939689  972010  972543  982533
  986474 1001803 1008295 1044058 1050035 1061138 1075812 1076118]",53, 6026 451,2018-03-01,50-65,0.125,53,50-65
999,[175940 247704 371570 386278 499947 501301 502886 744594 773830 923795],10, 11430043 11421002,2018-03-01,35-49,0.125,10,35-49
1000,"[ 131534  154061  261204  423808  433684  600984  691826  744111  911614
 1057791]",10, 5430216 7445935,2018-03-01,35-49,0.125,10,35-49
1001,"[ 516595  533021  536334  558580  617315  741610  956668 1047062 1055846
 1058237]",10, 3461016 6027,2018-03-01,50-65,0.125,10,50-65
1002,"[ 136976  190477  368811  374468  396908  548870  591704  677146  713918
  730696  795414  822606  978552 1024914 1037531]",15, 7420025 583279,2018-03-01,35-49,0.125,15,35-49
1003,"[ 136976  139787  190477  368811  374468  396908  463053  491946  548870
  591704  677146  713918  730696  822606  978552  984253 1037531]",17, 7420025 1073439,2018-03-01,35-49,0.125,17,35-49
1004,"[ 136976  190477  368811  374468  396908  548870  591704  677146  713918
  730696  822606  978552 1037531]",13, 7420025 1073439 583279,2018-03-01,35-49,0.125,13,35-49
1005,"[ 175940  203689  247704  267744  283964  291258  301110  319633  465574
  485738  565777  565802  605738  685041  933673 1021999 1076408]",17, 11461020 11421002,2018-03-01,35-49,0.125,17,35-49
1006,"[ 203689  247704  267744  283964  319633  465574  565777  565802  605738
  834996  933673 1021999 1066500 1076408]",14, 11461020 11462027,2018-03-01,35-49,0.125,14,35-49
1007,"[ 203689  247704  267744  283964  319633  465574  565777  565802  605738
  933673 1021999 1076408]",12, 11461020 11462027 11421002,2018-03-01,35-49,0.125,12,35-49
1008,"[ 115534  168326  247704  283251  301110  366227  371570  375479  485738
  535736  575011  675403  794788  933673  965257  999308 1025705 1033058]",18, 11420068 11421002,2018-03-01,35-49,0.125,18,35-49
1009,"[298451 326690 421329 438618 467548 494447 557602 602153 656045 874739
 941120]",11, 12520015 99901,2018-03-01,35-49,0.125,11,35-49
1010,"[ 359160  446743  590841  591689  607168  616184  619437  621275  754686
  759833  842034  849140  897974  918631  937046  976520  980275 1001897
 1010901 1030125]",20, 13600037 6026,2018-03-01,35-49,0.125,20,35-49
1011,"[190477 245524 275695 282401 324757 561967 743993 822606 907318 914209
 946895 978552 995513]",13, 7461038 583279,2018-03-01,35-49,0.125,13,35-49
1012,"[190477 245524 282401 324757 561967 743993 822606 907318 914209 978552
 995513]",11, 7461038 1073439 583279,2018-03-01,35-49,0.125,11,35-49
1013,"[ 101127  135290  221435  404934  426270  556580  568833  580861  601387
  619611  745939  948391 1035336]",13, 2066013 3646779,2018-03-01,35-49,0.125,13,35-49
1014,"[127159 332152 345223 457399 495611 495726 505626 558045 581773 745939
 976993]",11, 3708049 3646779,2018-03-01,35-49,0.125,11,35-49
1015,"[105897 168326 281553 291258 465574 485738 565802 605738 753491 933673
 999308]",11, 11430041 11421002,2018-03-01,35-49,0.125,11,35-49
1016,"[ 175940  283964  361068  386278  430028  501301  502886  753491  773830
 1079581]",10, 11420067 11421002,2018-03-01,35-49,0.125,10,35-49
1017,"[105351 212285 254907 286764 352224 461279 546707 576707 603341 625648
 871376]",11, 18064205 451,2018-03-01,50-65,0.125,11,50-65
1018,"[ 269345  294410  328854  363683  380161  415473  479941  496328  516570
  519484  519492  519878  520113  521896  521932  526930  533044  535929
  538252  555263  598907  760182  848988  974809 1025341 1043600 1057919
 1063211]",28, 5401047 6033,2018-03-01,50-65,0.125,28,50-65
1019,"[ 292757  399106  420053  422795  453037  493869  515579  518751  522456
  527222  536334  538224  539617  546707  570063  605662  680000  681139
  741610  824850  900811  905878 1003476 1054907 1056074 1063290]",26, 18064205 6026,2018-03-01,50-65,0.125,26,50-65
1020,[176214 198944 263990 407567 418283 422446 433887 517238 845718 961534],10, 18064205 7445935,2018-03-01,50-65,0.125,10,50-65
1021,"[ 112638  114918  183936  209362  263990  319024  338698  453037  462793
  493869  554195  919230 1058237]",13, 3461039 13600075,2018-03-01,50-65,0.125,13,50-65
