,user_ids,support,itemsets,period,property_values,depth,size,STATION_MGT_TYPE,DEPARTEMENT
204,[ 555714  761107  924254 1007975 1014685 1082751],6, 13600075 6026,2019-02-01,COCO_78,0.7058823529411765,6,COCO,78
205,[201584 245887 526399 545984 963615],5, 7770415 7445935,2019-02-01,COCO_78,0.7058823529411765,5,COCO,78
206,[ 123777  608651  866455  903640  957469 1071032],6, 4190175 19419902,2019-02-01,COCO_59,0.7058823529411765,6,COCO,59
207,[123777 187833 210939 903640 957469],5, 4190175 12520268,2019-02-01,COCO_59,0.7058823529411765,5,COCO,59
208,[ 123777  270220  903640  957469 1061637],5, 19419902 12520268,2019-02-01,COCO_59,0.7058823529411765,5,COCO,59
209,"[ 108938  110899  114666  118478  127790  133892  187833  235297  244827
  270220  292347  363093  368080  403445  421137  425954  427096  427250
  438350  464331  483533  602580  607784  612824  616689  739860  751640
  838190  903640  957469  999796 1061637 1095891 1163691 1167207 1168767
 1171591 1180756 1198352 1218881 1237802]",41, 451 12520268,2019-02-01,COCO_59,0.7058823529411765,41,COCO,59
210,[ 156634  205109  329014  437007  460228  552846 1166148],7, 451 12520268,2019-02-01,COCO_62,0.7058823529411765,7,COCO,62
212,"[ 156096  326603  342631  468837  658850  719763  727418  751399  963615
 1066548]",10, 7770415 7445935,2019-04-01,COCO_78,0.7647058823529411,10,COCO,78
213,[ 153963  468837  719763  862846  911614 1211526],6, 5450142 7445935,2019-04-01,COCO_78,0.7647058823529411,6,COCO,78
214,[ 164593  499566  654138  911614 1121384],5, 7587895 7445935,2019-04-01,COCO_78,0.7647058823529411,5,COCO,78
215,[ 156096  263990  294115  516496  564592  715341  842314 1152114 1211526],9, 5401047 7445935,2019-04-01,COCO_78,0.7647058823529411,9,COCO,78
216,[ 735292 1014685 1054006 1082751 1171502],5, 13600075 6026,2019-04-01,COCO_78,0.7647058823529411,5,COCO,78
217,"[ 108938  110899  114666  118478  127790  133113  133892  187833  199984
  235297  244827  270220  275782  292347  314647  370988  400880  403445
  421137  425954  427096  427250  438350  464331  483533  554673  573259
  588437  602580  604098  607784  612824  616689  681522  739860  751640
  838190  903640  915181  957469  999796 1061637 1095891 1103098 1163691
 1167207 1167617 1168767 1171591 1198352 1229524 1236675 1237802 1239872]",54, 451 12520268,2019-04-01,COCO_59,0.7647058823529411,54,COCO,59
218,[ 133070  156634  329014  460228  552846  619193 1166148 1186493 1205586],9, 451 12520268,2019-04-01,COCO_62,0.7647058823529411,9,COCO,62
219,[326603 468837 497696 727418 963615],5, 5461017 7445935,2019-04-01,COCO_78,0.7647058823529411,5,COCO,78
220,[ 112633  416219  535047  576327  916245 1179385],6, 5401047 7445935,2019-06-01,COCO_78,0.8235294117647058,6,COCO,78
221,[ 112633  263913  281283  383508  469829  518911 1001366],7, 5401046 7445935,2019-06-01,COCO_78,0.8235294117647058,7,COCO,78
222,[ 112633  241593  719763  963615 1001550],5, 7770415 7445935,2019-06-01,COCO_78,0.8235294117647058,5,COCO,78
223,[ 453037  471775  552972 1014685 1034094 1054006 1171502],7, 13600075 6026,2019-06-01,COCO_78,0.8235294117647058,7,COCO,78
224,[ 518892  532366  556852  836943 1071032],5, 3401043 3401042,2019-06-01,COCO_59,0.8235294117647058,5,COCO,59
225,[ 693691  733681  988692  994488 1058591 1099079],6, 13600075 6026,2019-06-01,COCO_59,0.8235294117647058,6,COCO,59
226,"[ 107030  108938  110899  114666  118478  127790  133113  133892  187833
  199984  235297  244827  270220  292347  314647  351686  357025  368080
  403445  421137  427096  464331  483533  523545  554673  588437  602580
  612824  616689  681522  739860  751640  758478  786504  838190  915181
  957469  999796 1042827 1061637 1095891 1163691 1167207 1167617 1168767
 1171591 1189196 1198352 1235206 1237802]",50, 451 12520268,2019-06-01,COCO_59,0.8235294117647058,50,COCO,59
227,[ 133070  156634  336730  373743  460228  552846 1166148 1186493 1205586],9, 451 12520268,2019-06-01,COCO_62,0.8235294117647058,9,COCO,62
228,"[ 107030  108938  114666  118478  127790  133892  149963  187833  235297
  270220  275782  292347  314647  403445  421137  425954  427096  427250
  464331  483533  523545  528367  588437  602580  612824  616689  681522
  739860  751640  838190  957469 1037526 1061637 1095891 1163691 1167207
 1167617 1168767 1171591 1198352 1236675 1237802]",42, 451 12520268,2019-08-01,COCO_59,0.8823529411764706,42,COCO,59
229,[ 127790  483161  602580 1061637 1167207],5, 3401043 12520268,2019-08-01,COCO_59,0.8823529411764706,5,COCO,59
230,[ 127790  372970  501817  602580  876409 1045083 1071032 1124356 1180366],9, 3401042 3401043,2019-08-01,COCO_59,0.8823529411764706,9,COCO,59
231,[294115 468396 518911 576327 933731 958732],6, 5401046 7445935,2019-08-01,COCO_78,0.8823529411764706,6,COCO,78
232,[ 209458  294115  531947  586731 1163180],5, 3401043 3401042,2019-08-01,COCO_78,0.8823529411764706,5,COCO,78
233,[ 294115  400722  416219  576327  916245 1179385],6, 5401047 7445935,2019-08-01,COCO_78,0.8823529411764706,6,COCO,78
234,[209458 294115 521183 576327 586731],5, 3461030 3401042,2019-08-01,COCO_78,0.8823529411764706,5,COCO,78
235,[ 403184  552846  555432  749584 1205586],5, 12520268 451,2019-08-01,CODO_62,0.8823529411764706,5,CODO,62
236,"[ 108938  110899  114666  118478  127790  133892  187833  235297  244827
  270220  314647  351686  403445  425954  427096  427250  464331  602580
  612824  616689  739860  751640  957469 1095891 1163691 1168767 1171591
 1198352 1236675]",29, 451 12520268,2019-10-01,COCO_59,0.9411764705882353,29,COCO,59
237,[156096 421070 518902 540247 547386 576327 715341 916245],8, 5401047 7445935,2019-10-01,COCO_78,0.9411764705882353,8,COCO,78
