,user_ids,support,itemsets,period,property_values,depth,size,firstpromo,itemset_name
0,"[100169, 100882, 102233, 103922, 105498, 105649, 106845, 107493, 107936, 108122, 108520, 108765, 109551, 111432, 112013, 112161, 112979, 113297, 113425, 113797, 114423, 114771, 115022, 115334, 115588, 116610, 117321, 117461, 117978, 119521, 120248, 120768, 120921, 121408, 122824, 123708, 123777, 123892, 124069, 124681, 125579, 126718, 128150, 128933, 129040, 129151, 130015, 130184, 130260, 131320, 131514, 131516, 132253, 132262, 132640, 132873, 133162, 133892, 133917, 135348, 136649, 136688, 137677, 137806, 138543, 138874, 139035, 140439, 140965, 141778, 142418, 143054, 144465, 145467, 146720, 148360, 149020, 149838, 150865, 151260, 151353, 152715, 152797, 153490, 153850, 154052, 154349, 154737, 154953, 156366, 156490, 157310, 157319, 157357, 157573, 158293, 158554, 158671, 159506, 160728, 160892, 162048, 163332, 164525, 165785, 167012, 167209, 167298, 167389, 167870, 168983, 170158, 170884, 171151, 171711, 171799, 172838, 172974, 173319, 173656, 174547, 176162, 176750, 177158, 177933, 179185, 179210, 179416, 180230, 180415, 180952, 181421, 182377, 183931, 185183, 186353, 188482, 188588, 191537, 191656, 192277, 192445, 192513, 193056, 193278, 193333, 193807, 193871, 194749, 195378, 197265, 197678, 200391, 202691, 203373, 203590, 204046, 204821, 205024, 205109, 205515, 205683, 206024, 206659, 207265, 207305, 207998, 208423, 208744, 209010, 209677, 209827, 209988, 210342, 210409, 211038, 211657, 212871, 216386, 216808, 217276, 217726, 217829, 219965, 220201, 221014, 222012, 222020, 222650, 223788, 224478, 224604, 226056, 226572, 227452, 227626, 230094, 231629, 232183, 232475, 234140, 234320, 234859, 234914, 235302, 236115, 236154, 237038, 237437, 238099, 238161, 238407, 238581, 238975, 239412, 239999, 240869, 241230, 242618, 243592, 245076, 245493, 246323, 246715, 247732, 247754, 249865, 250397, 250963, 251654, 252606, 252901, 253842, 254830, 254833, 254903, 255972, 256540, 256728, 256884, 257146, 257886, 260131, 261092, 261304, 261340, 261384, 261542, 261715, 262442, 262502, 262604, 263940, 263990, 264688, 266177, 268398, 269944, 270189, 270690, 270809, 271497, 271676, 271791, 272307, 272454, 273632, 273864, 274657, 274894, 274953, 275401, 275684, 275763, 275829, 275915, 275928, 277301, 278593, 278827, 279401, 280081, 280320, 280433, 280880, 280966, 281256, 282068, 282597, 283046, 283502, 285334, 286184, 286476, 286554, 286890, 286963, 287925, 288519, 289259, 289595, 289822, 290854, 291899, 294156, 295003, 295084, 295124, 295265, 297408, 298548, 298742, 298935, 300380, 300450, 300649, 301807, 301967, 302471, 303160, 303169, 303309, 304298, 304419, 304712, 305003, 305242, 305397, 305507, 305516, 306906, 307718, 308407, 309381, 309554, 309792, 309886, 310155, 310184, 311282, 311494, 311655, 312376, 312856, 313130, 313291, 313520, 313531, 313674, 313976, 314138, 315504, 315579, 317558, 317586, 318678, 319122, 319484, 319839, 319952, 320988, 321198, 322061, 322851, 323046, 323540, 324385, 324441, 324605, 324679, 325450, 326234, 326961, 327015, 327358, 327452, 328876, 328952, 329426, 330866, 330939, 332850, 333067, 334806, 334959, 335097, 335322, 336312, 337693, 337814, 337840, 338042, 338405, 339524, 339905, 340149, 341101, 342587, 343805, 344568, 344970, 348948, 349015, 349408, 349914, 350405, 350647, 351599, 352108, 353107, 353762, 353820, 354088, 354730, 355676, 355942, 356945, 357500, 358021, 358032, 358331, 359007, 359077, 360794, 361607, 361695, 362412, 363005, 363045, 364296, 365455, 365510, 365679, 366567, 368055, 369359, 369391, 370690, 371498, 371614, 372638, 374604, 374866, 375121, 375535, 375744, 375851, 376043, 376147, 376177, 376597, 376854, 377001, 377242, 378158, 378300, 378542, 378893, 380944, 381377, 381808, 382117, 382985, 383035, 383043, 383912, 384801, 385538, 385630, 386196, 386271, 386618, 387239, 387325, 388275, 390199, 390982, 391139, 391197, 391675, 392099, 392301, 392366, 392476, 392865, 392937, 393298, 394811, 394813, 395532, 395817, 397075, 397295, 397622, 398830, 398839, 399682, 400253, 402629, 405267, 405310, 406630, 406772, 407270, 407466, 407553, 407955, 408382, 408799, 410856, 410970, 411679, 412503, 412666, 413540, 413867, 415771, 415780, 417071, 419058, 419439, 419573, 419668, 419979, 421137, 421160, 423459, 424345, 424865, 426511, 426807, 426964, 427809, 429379, 429530, 429948, 430278, 431192, 431374, 431714, 432995, 434088, 434730, 436536, 436583, 436940, 437351, 437665, 437885, 438421, 440578, 440904, 441471, 443015, 443377, 444007, 445612, 446548, 447143, 447576, 448590, 449280, 449358, 449468, 449743, 450524, 450623, 450658, 450717, 450776, 451082, 451487, 451572, 452092, 452878, 453207, 453834, 455558, 456258, 456683, 457679, 458443, 458746, 459070, 459451, 459515, 459932, 460099, 460228, 461875, 462014, 462636, 462697, 463264, 463550, 463711, 464519, 464842, 465110, 465285, 465308, 465591, 465877, 467975, 469049, 470524, 470752, 471039, 471529, 471962, 472112, 472468, 475467, 476436, 476566, 476652, 476819, 477918, 477935, 478112, 478331, 478456, 478823, 479253, 479256, 479753, 480061, 480079, 481388, 481450, 482021, 482512, 482531, 482999, 483545, 484505, 484507, 484939, 485071, 486023, 487374, 488841, 490823, 490898, 491709, 491803, 492313, 492488, 493782, 493984, 494628, 496885, 497481, 497798, 498495, 499286, 500694, 501191, 501913, 502397, 502556, 502604, 503254, 503538, 503775, 504488, 506984, 507214, 507875, 507933, 508797, 509386, 510144, 510243, 510627, 510635, 510973, 511013, 511653, 512147, 512350, 515047, 516464, 516884, 518075, 518130, 518800, 519802, 520267, 521418, 522726, 523169, 523356, 523822, 525481, 525897, 526886, 527626, 528757, 529783, 529805, 530131, 530327, 530862, 530944, 532306, 532387, 532781, 533693, 533789, 533840, 535413, 536074, 536398, 536487, 537265, 537965, 538955, 539488, 539509, 540071, 540247, 540736, 541689, 542281, 542461, 542513, 542549, 543323, 543325, 543699, 545865, 546750, 546999, 547386, 547482, 547635, 548581, 549049, 549403, 550155, 550156, 550646, 550893, 551098, 551179, 551934, 552657, 552846, 552904, 553907, 554760, 555005, 555540, 555882, 556676, 556719, 557034, 557170, 557428, 557636, 557637, 557816, 558004, 558255, 558934, 559328, 559549, 560373, 560724, 560820, 561280, 561615, 562015, 562198, 562758, 564060, 564203, 567823, 568132, 568454, 568859, 569472, 570365, 571874, 572139, 572690, 573126, 574048, 574941, 575042, 575557, 575782, 575826, 576831, 576975, 577041, 577442, 578038, 578365, 578455, 578507, 578619, 578715, 579353, 580123, 580256, 580533, 580947, 580987, 581043, 582527, 582545, 583606, 583889, 584120, 584126, 585265, 586288, 588002, 588699, 589325, 590110, 591465, 591620, 591832, 592027, 592510, 592824, 594753, 594866, 594957, 595074, 595248, 595305, 595857, 597370, 597464, 597710, 598769, 598886, 599279, 599725, 600407, 600652, 601405, 601640, 601806, 601965, 604625, 605319, 606431, 606704, 606741, 607089, 607278, 607784, 608233, 609205, 611957, 612165, 612375, 614173, 614670, 615076, 615712, 616924, 618788, 619616, 619745, 621358, 622174, 622767, 622856, 623313, 623495, 623497, 624174, 625134, 625577, 626163, 632926, 653697, 655983, 657916, 665395, 686290, 694298, 699965, 703692, 708824, 711515, 711978, 712041, 715147, 715453, 716095, 716605, 723615, 729626, 730825, 731835, 734827, 741468, 741484, 742338, 742861, 745144, 745446, 747446, 747609, 748021, 750685, 755092, 756073, 756204, 756427, 766612, 768034, 772456, 782706, 789070, 794611, 798749, 804991, 806884, 807430, 808804, 812623, 813707, 818420, 818643, 818839, 820248, 821001, 823956, 826897, 827893, 828203, 828612, 829307, 829955, 830308, 834357, 835363, 836821, 837001, 837799, 838066, 838634, 839870, 841343, 843188, 845000, 845834, 849398, 863491, 866495, 866601, 866670, 866758, 869865, 870976, 871644, 872953, 874591, 874653, 875601, 875771, 876060, 876389, 876659, 876791, 878894, 879040, 879166, 879507, 880018, 880837, 881735, 881847, 882282, 882436, 882474, 885634, 885674, 886050, 886119, 886366, 888404, 888764, 888898, 889564, 890216, 892959, 894409, 895064, 895314, 895429, 895588, 895812, 897154, 897326, 898398, 898615, 898831, 899017, 899061, 899788, 899914, 901399, 904661, 906151, 906775, 907543, 908076, 908982, 909658, 910909, 911256, 911475, 912315, 912919, 913577, 914699, 914853, 920128, 922413, 930331, 931873, 932324, 932372, 932650, 932988, 933342, 933681, 935624, 938182, 939342, 939545, 941598, 943036, 949782, 951012, 953681, 954109, 955150, 956307, 956586, 958708, 960904, 961444, 961949, 962765, 963737, 964485, 965637, 967612, 970153, 970580, 972938, 973075, 973330, 973649, 974216, 974417, 975791, 975853, 979056, 979326, 980754, 981107, 984672, 984812, 991985, 995076, 996211, 997149, 997163, 998226, 998627, 999010, 999488, 1000503, 1001471, 1001489, 1001617, 1004644, 1005407, 1005776, 1005793, 1009849, 1014033, 1015669, 1016700, 1018623, 1020524, 1023800, 1025269, 1025324, 1025791, 1027791, 1028364, 1029318, 1029987, 1030140, 1032002, 1035023, 1038025, 1038325, 1039622, 1040881, 1046200, 1052397, 1054560, 1055143, 1055722, 1056600, 1057343, 1057511, 1059920, 1061471, 1062335, 1064200, 1065030, 1065835, 1065901, 1066192, 1066878, 1066967, 1067131, 1068315, 1069144, 1071706, 1072489, 1073949, 1076586, 1077588, 1080578, 1088585, 1089775, 1089919, 1091079, 1091502, 1092861, 1096278, 1097340, 1100051, 1100266, 1101837, 1103368, 1105782, 1107835, 1112698, 1119605, 1122125, 1124305, 1149581, 1152822, 1152864, 1153136, 1158305, 1159069, 1160717, 1166534, 1166747, 1167164, 1168051, 1168827, 1169281, 1169349, 1172388, 1172598, 1175910, 1180497, 1180636, 1184678, 1185433, 1193377, 1194623]",1180, 4112,2018-09-01,1,0.0,1180,1,['LAVAGE CLU']
3,"[272307, 717621, 772088, 845965, 1093004]",5, 6251,2018-09-01,1,0.0,5,1,['BONB RICOLA CIT']
5,"[291758, 355524, 579353, 605098, 609205]",5, 6526,2018-09-01,1,0.0,5,1,[]
6,"[291758, 355524, 579353, 605098, 609205]",5, 6526,2018-09-01,1,0.0,5,1,[]
11,"[100169, 100882, 102233, 103922, 105498, 105649, 106845, 107493, 107936, 108122, 108520, 108765, 109551, 111432, 112013, 112161, 112979, 113297, 113425, 113797, 114423, 114771, 115022, 115334, 115588, 116610, 117321, 117461, 117978, 119521, 120248, 120768, 120921, 121408, 122824, 123708, 123777, 123892, 124069, 124681, 125579, 126718, 128150, 128933, 129040, 129151, 130015, 130184, 130260, 131320, 131514, 131516, 132253, 132262, 132640, 132873, 133162, 133892, 133917, 135348, 136649, 136688, 137677, 137806, 138543, 138874, 139035, 140439, 140965, 141778, 142418, 143054, 144465, 145467, 146720, 148360, 149020, 149838, 150865, 151260, 151353, 152715, 152797, 153490, 153850, 154052, 154349, 154737, 154953, 156366, 156490, 157310, 157319, 157357, 157573, 158293, 158554, 158671, 159506, 160728, 160892, 162048, 163332, 164525, 165785, 167012, 167209, 167298, 167389, 167870, 168983, 170158, 170884, 171151, 171711, 171799, 172838, 172974, 173319, 173656, 174547, 176162, 176750, 177158, 177933, 179185, 179210, 179416, 180230, 180415, 180952, 181421, 182377, 183931, 185183, 186353, 188482, 188588, 191537, 191656, 192277, 192445, 192513, 193056, 193278, 193333, 193807, 193871, 194749, 195378, 197265, 197678, 200391, 202691, 203373, 203590, 204046, 204821, 205024, 205109, 205515, 205683, 206024, 206659, 207265, 207305, 207998, 208423, 208744, 209010, 209677, 209827, 209988, 210342, 210409, 211038, 211657, 212871, 216386, 216808, 217276, 217726, 217829, 219965, 220201, 221014, 222012, 222020, 222650, 223788, 224478, 224604, 226056, 226572, 227452, 227626, 230094, 231629, 232183, 232475, 234140, 234320, 234859, 234914, 235302, 236115, 236154, 237038, 237437, 238099, 238161, 238407, 238581, 238975, 239412, 239999, 240869, 241230, 242618, 243592, 245076, 245493, 246323, 246715, 247732, 247754, 249865, 250397, 250963, 251654, 252606, 252901, 253842, 254830, 254833, 254903, 255972, 256540, 256728, 256884, 257146, 257886, 260131, 261092, 261304, 261340, 261384, 261542, 261715, 262442, 262502, 262604, 263940, 263990, 264688, 266177, 268398, 269944, 270189, 270690, 270809, 271497, 271676, 271791, 272307, 272454, 273632, 273864, 274657, 274894, 274953, 275401, 275684, 275763, 275829, 275915, 275928, 277301, 278593, 278827, 279401, 280081, 280320, 280433, 280880, 280966, 281256, 282068, 282597, 283046, 283502, 285334, 286184, 286476, 286554, 286890, 286963, 287925, 288519, 289259, 289595, 289822, 290854, 291899, 294156, 295003, 295084, 295124, 295265, 297408, 298548, 298742, 298935, 300380, 300450, 300649, 301807, 301967, 302471, 303160, 303169, 303309, 304298, 304419, 304712, 305003, 305242, 305397, 305507, 305516, 306906, 307718, 308407, 309381, 309554, 309792, 309886, 310155, 310184, 311282, 311494, 311655, 312376, 312856, 313130, 313291, 313520, 313531, 313674, 313976, 314138, 315504, 315579, 317558, 317586, 318678, 319122, 319484, 319839, 319952, 320988, 321198, 322061, 322851, 323046, 323540, 324385, 324441, 324605, 324679, 325450, 326234, 326961, 327015, 327358, 327452, 328876, 328952, 329426, 330866, 330939, 332850, 333067, 334806, 334959, 335097, 335322, 336312, 337693, 337814, 337840, 338042, 338405, 339524, 339905, 340149, 341101, 342587, 343805, 344568, 344970, 348948, 349015, 349408, 349914, 350405, 350647, 351599, 352108, 353107, 353762, 353820, 354088, 354730, 355676, 355942, 356945, 357500, 358021, 358032, 358331, 359007, 359077, 360794, 361607, 361695, 362412, 363005, 363045, 364296, 365455, 365510, 365679, 366567, 368055, 369359, 369391, 370690, 371498, 371614, 372638, 374604, 374866, 375121, 375535, 375744, 375851, 376043, 376147, 376177, 376597, 376854, 377001, 377242, 378158, 378300, 378542, 378893, 380944, 381377, 381808, 382117, 382985, 383035, 383043, 383912, 384801, 385538, 385630, 386196, 386271, 386618, 387239, 387325, 388275, 390199, 390982, 391139, 391197, 391675, 392099, 392301, 392366, 392476, 392865, 392937, 393298, 394811, 394813, 395532, 395817, 397075, 397295, 397622, 398830, 398839, 399682, 400253, 402629, 405267, 405310, 406630, 406772, 407270, 407466, 407553, 407955, 408382, 408799, 410856, 410970, 411679, 412503, 412666, 413540, 413867, 415771, 415780, 417071, 419058, 419439, 419573, 419668, 419979, 421137, 421160, 423459, 424345, 424865, 426511, 426807, 426964, 427809, 429379, 429530, 429948, 430278, 431192, 431374, 431714, 432995, 434088, 434730, 436536, 436583, 436940, 437351, 437665, 437885, 438421, 440578, 440904, 441471, 443015, 443377, 444007, 445612, 446548, 447143, 447576, 448590, 449280, 449358, 449468, 449743, 450524, 450623, 450658, 450717, 450776, 451082, 451487, 451572, 452092, 452878, 453207, 453834, 455558, 456258, 456683, 457679, 458443, 458746, 459070, 459451, 459515, 459932, 460099, 460228, 461875, 462014, 462636, 462697, 463264, 463550, 463711, 464519, 464842, 465110, 465285, 465308, 465591, 465877, 467975, 469049, 470524, 470752, 471039, 471529, 471962, 472112, 472468, 475467, 476436, 476566, 476652, 476819, 477918, 477935, 478112, 478331, 478456, 478823, 479253, 479256, 479753, 480061, 480079, 481388, 481450, 482021, 482512, 482531, 482999, 483545, 484505, 484507, 484939, 485071, 486023, 487374, 488841, 490823, 490898, 491709, 491803, 492313, 492488, 493782, 493984, 494628, 496885, 497481, 497798, 498495, 499286, 500694, 501191, 501913, 502397, 502556, 502604, 503254, 503538, 503775, 504488, 506984, 507214, 507875, 507933, 508797, 509386, 510144, 510243, 510627, 510635, 510973, 511013, 511653, 512147, 512350, 515047, 516464, 516884, 518075, 518130, 518800, 519802, 520267, 521418, 522726, 523169, 523356, 523822, 525481, 525897, 526886, 527626, 528757, 529783, 529805, 530131, 530327, 530862, 530944, 532306, 532387, 532781, 533693, 533789, 533840, 535413, 536074, 536398, 536487, 537265, 537965, 538955, 539488, 539509, 540071, 540247, 540736, 541689, 542281, 542461, 542513, 542549, 543323, 543325, 543699, 545865, 546750, 546999, 547386, 547482, 547635, 548581, 549049, 549403, 550155, 550156, 550646, 550893, 551098, 551179, 551934, 552657, 552846, 552904, 553907, 554760, 555005, 555540, 555882, 556676, 556719, 557034, 557170, 557428, 557636, 557637, 557816, 558004, 558255, 558934, 559328, 559549, 560373, 560724, 560820, 561280, 561615, 562015, 562198, 562758, 564060, 564203, 567823, 568132, 568454, 568859, 569472, 570365, 571874, 572139, 572690, 573126, 574048, 574941, 575042, 575557, 575782, 575826, 576831, 576975, 577041, 577442, 578038, 578365, 578455, 578507, 578619, 578715, 579353, 580123, 580256, 580533, 580947, 580987, 581043, 582527, 582545, 583606, 583889, 584120, 584126, 585265, 586288, 588002, 588699, 589325, 590110, 591465, 591620, 591832, 592027, 592510, 592824, 594753, 594866, 594957, 595074, 595248, 595305, 595857, 597370, 597464, 597710, 598769, 598886, 599279, 599725, 600407, 600652, 601405, 601640, 601806, 601965, 604625, 605319, 606431, 606704, 606741, 607089, 607278, 607784, 608233, 609205, 611957, 612165, 612375, 614173, 614670, 615076, 615712, 616924, 618788, 619616, 619745, 621358, 622174, 622767, 622856, 623313, 623495, 623497, 624174, 625134, 625577, 626163, 632926, 653697, 655983, 657916, 665395, 686290, 694298, 699965, 703692, 708824, 711515, 711978, 712041, 715147, 715453, 716095, 716605, 723615, 729626, 730825, 731835, 734827, 741468, 741484, 742338, 742861, 745144, 745446, 747446, 747609, 748021, 750685, 755092, 756073, 756204, 756427, 766612, 768034, 772456, 782706, 789070, 794611, 798749, 804991, 806884, 807430, 808804, 812623, 813707, 818420, 818643, 818839, 820248, 821001, 823956, 826897, 827893, 828203, 828612, 829307, 829955, 830308, 834357, 835363, 836821, 837001, 837799, 838066, 838634, 839870, 841343, 843188, 845000, 845834, 849398, 863491, 866495, 866601, 866670, 866758, 869865, 870976, 871644, 872953, 874591, 874653, 875601, 875771, 876060, 876389, 876659, 876791, 878894, 879040, 879166, 879507, 880018, 880837, 881735, 881847, 882282, 882436, 882474, 885634, 885674, 886050, 886119, 886366, 888404, 888764, 888898, 889564, 890216, 892959, 894409, 895064, 895314, 895429, 895588, 895812, 897154, 897326, 898398, 898615, 898831, 899017, 899061, 899788, 899914, 901399, 904661, 906151, 906775, 907543, 908076, 908982, 909658, 910909, 911256, 911475, 912315, 912919, 913577, 914699, 914853, 920128, 922413, 930331, 931873, 932324, 932372, 932650, 932988, 933342, 933681, 935624, 938182, 939342, 939545, 941598, 943036, 949782, 951012, 953681, 954109, 955150, 956307, 956586, 958708, 960904, 961444, 961949, 962765, 963737, 964485, 965637, 967612, 970153, 970580, 972938, 973075, 973330, 973649, 974216, 974417, 975791, 975853, 979056, 979326, 980754, 981107, 984672, 984812, 991985, 995076, 996211, 997149, 997163, 998226, 998627, 999010, 999488, 1000503, 1001471, 1001489, 1001617, 1004644, 1005407, 1005776, 1005793, 1009849, 1014033, 1015669, 1016700, 1018623, 1020524, 1023800, 1025269, 1025324, 1025791, 1027791, 1028364, 1029318, 1029987, 1030140, 1032002, 1035023, 1038025, 1038325, 1039622, 1040881, 1046200, 1052397, 1054560, 1055143, 1055722, 1056600, 1057343, 1057511, 1059920, 1061471, 1062335, 1064200, 1065030, 1065835, 1065901, 1066192, 1066878, 1066967, 1067131, 1068315, 1069144, 1071706, 1072489, 1073949, 1076586, 1077588, 1080578, 1088585, 1089775, 1089919, 1091079, 1091502, 1092861, 1096278, 1097340, 1100051, 1100266, 1101837, 1103368, 1105782, 1107835, 1112698, 1119605, 1122125, 1124305, 1149581, 1152822, 1152864, 1153136, 1158305, 1159069, 1160717, 1166534, 1166747, 1167164, 1168051, 1168827, 1169281, 1169349, 1172388, 1172598, 1175910, 1180497, 1180636, 1184678, 1185433, 1193377, 1194623]",1180, 4112,2018-09-01,1,0.0,1180,1,['LAVAGE CLU']
12,"[101682, 102136, 105047, 105126, 106150, 106214, 106565, 107493, 107724, 107874, 109498, 109538, 111828, 112041, 112511, 113297, 114342, 114449, 114601, 116566, 118071, 119310, 120086, 120768, 121128, 121499, 122381, 122433, 125579, 126619, 127763, 128645, 128737, 128896, 129525, 130019, 130464, 130769, 131572, 132262, 132739, 133917, 134527, 134631, 134664, 134914, 135206, 136893, 136996, 137251, 137637, 137910, 138190, 138510, 139113, 140183, 140578, 140784, 140911, 141636, 143598, 145215, 145478, 147333, 147670, 148775, 151252, 152992, 153656, 154059, 154248, 154647, 156003, 156705, 157561, 160378, 163264, 163936, 165076, 166603, 166992, 170586, 171090, 172838, 173559, 173576, 174135, 174458, 175168, 175498, 177933, 179113, 180397, 185135, 185183, 186625, 186738, 186801, 186974, 188482, 188558, 189637, 190868, 191517, 192038, 193056, 193677, 193796, 193871, 194335, 195757, 196234, 196328, 198355, 198697, 198946, 199285, 199673, 200047, 200173, 200347, 200564, 201118, 201359, 202371, 204383, 204764, 205003, 205654, 208648, 209608, 209659, 209677, 211109, 211111, 212581, 215126, 217779, 219384, 220521, 222847, 223493, 224306, 227142, 229711, 230410, 230440, 231893, 232528, 235302, 236773, 237181, 237374, 239503, 240151, 240562, 242637, 244795, 245076, 245092, 246255, 249680, 250397, 251775, 252287, 253230, 254538, 255198, 255586, 255686, 256540, 257705, 257886, 258382, 258658, 258880, 259881, 259947, 264263, 265438, 266177, 266873, 267739, 269187, 269603, 271519, 272184, 272234, 272454, 274316, 274953, 275145, 275401, 275763, 275987, 276667, 277677, 281256, 282570, 285334, 285652, 285828, 286321, 286429, 286584, 286637, 287131, 287608, 288010, 288540, 288685, 289220, 289246, 289916, 290187, 290337, 291606, 292888, 293965, 294323, 296915, 297431, 297874, 298245, 298450, 298513, 299397, 299637, 299896, 300450, 302117, 302133, 304298, 305264, 307966, 309563, 311524, 312106, 312856, 314644, 316209, 317027, 318300, 318678, 319703, 320828, 323165, 323762, 323804, 323871, 324352, 324441, 325450, 327138, 327617, 329800, 332286, 332432, 332635, 333674, 333793, 333899, 334781, 335156, 335469, 335616, 337358, 338798, 339517, 339822, 339885, 340149, 340311, 340446, 341716, 344704, 347516, 347996, 350732, 351599, 351763, 352108, 352465, 352980, 353820, 354101, 354684, 355524, 355661, 355809, 356107, 356791, 358331, 358701, 358932, 359007, 359613, 359909, 360281, 360566, 360794, 361328, 361353, 361791, 362768, 363733, 365174, 365989, 366033, 369391, 371397, 371435, 372351, 375121, 376043, 376147, 376431, 377365, 379139, 380689, 380881, 381313, 381568, 382180, 382985, 383294, 383464, 383617, 384851, 385199, 386890, 387532, 388097, 388801, 388905, 389725, 389821, 390781, 392994, 393261, 393462, 394345, 395023, 396774, 397005, 397295, 398225, 401087, 403598, 405080, 407912, 408799, 409846, 410397, 410806, 410982, 411041, 411787, 413908, 416537, 417444, 417976, 419033, 419058, 419307, 419473, 419594, 419944, 420381, 422497, 422901, 424610, 425149, 426406, 429379, 429530, 430340, 430438, 433003, 433119, 436016, 436333, 437974, 438131, 438276, 439171, 442178, 442570, 442907, 443070, 443117, 443552, 444143, 444803, 445147, 446169, 447321, 447717, 448259, 448379, 448585, 448590, 449919, 450524, 454416, 456538, 456775, 458615, 460754, 460839, 461163, 461473, 462697, 462727, 463601, 463711, 466084, 467398, 468528, 468745, 468749, 469254, 470752, 472182, 472493, 473831, 474598, 475601, 475671, 476137, 478530, 478556, 479064, 479753, 482699, 483502, 484135, 484507, 486113, 488496, 489263, 489485, 489768, 490190, 491395, 492810, 493464, 494705, 495387, 496456, 496602, 497131, 498298, 498355, 498529, 498969, 503202, 504317, 504949, 504975, 506588, 506611, 507489, 507622, 508797, 510973, 511293, 514668, 515047, 515129, 515602, 517323, 519306, 519383, 520014, 521418, 521837, 521986, 522578, 525441, 531554, 531887, 532369, 534619, 535047, 536854, 537965, 538286, 538955, 539289, 539446, 539595, 539741, 541273, 541453, 541793, 542513, 543053, 543323, 544149, 545598, 545785, 545865, 545914, 547328, 547651, 548681, 549049, 550260, 550893, 551221, 552282, 552657, 552896, 553151, 554586, 555107, 556676, 556822, 557011, 557408, 557541, 558271, 560736, 561989, 562758, 563679, 563799, 564110, 567649, 568233, 570365, 570723, 571327, 574988, 575015, 578038, 578192, 578365, 578537, 578715, 580123, 582201, 582695, 582842, 583577, 583791, 588795, 594286, 594866, 595139, 595321, 597370, 599919, 600365, 600407, 601405, 601965, 602293, 602814, 604625, 605261, 606450, 606879, 607089, 607833, 609205, 609319, 611006, 613642, 613920, 614173, 614199, 615241, 615725, 615774, 616355, 616924, 618550, 619106, 620420, 622465, 622579, 626070, 626395, 626955, 629549, 630882, 631252, 634282, 636853, 637253, 643227, 655399, 662972, 668724, 680679, 684877, 686919, 698429, 700038, 702148, 703448, 704043, 712041, 714679, 717621, 717833, 725406, 725689, 732484, 734173, 736787, 740249, 742338, 742751, 742861, 745909, 746495, 747029, 747540, 751056, 756564, 757597, 759495, 761236, 763217, 763902, 765409, 765780, 765983, 767398, 772616, 773124, 775002, 775827, 777713, 779241, 784065, 787888, 792719, 794818, 794978, 795345, 803600, 805164, 808909, 809838, 813375, 815803, 818420, 819522, 819603, 821662, 822353, 824083, 825168, 826414, 827072, 827637, 829768, 832718, 832733, 833186, 835212, 837740, 841343, 841409, 841590, 849063, 854407, 857103, 866982, 867699, 868830, 871314, 873063, 873535, 874292, 875200, 876615, 876659, 879598, 880070, 881192, 882282, 882421, 882841, 884018, 884245, 885724, 887214, 888764, 889564, 890216, 890399, 890908, 893116, 894695, 895682, 896576, 897112, 899601, 899788, 901399, 906287, 907616, 910386, 911475, 912919, 917165, 917561, 917858, 918021, 919299, 923888, 923928, 925187, 927343, 929267, 930557, 932374, 932389, 932650, 932709, 934209, 934392, 937332, 937404, 939408, 942083, 943369, 946001, 950885, 953088, 956184, 956675, 956992, 957813, 958611, 959903, 961140, 964075, 964983, 965015, 965637, 966233, 967784, 968551, 968700, 970021, 970436, 972539, 973987, 979326, 983244, 983313, 985590, 992699, 994268, 995311, 998975, 1003499, 1008949, 1009063, 1009163, 1012481, 1012544, 1017280, 1017581, 1018818, 1020524, 1021208, 1022699, 1022785, 1023349, 1026225, 1027170, 1030310, 1030971, 1031480, 1031992, 1033786, 1037190, 1037370, 1039138, 1039714, 1042448, 1043027, 1044582, 1044697, 1044893, 1046279, 1046545, 1050325, 1050419, 1055988, 1058036, 1059954, 1064323, 1064451, 1064563, 1064854, 1066981, 1067387, 1070303, 1072489, 1072676, 1073928, 1078605, 1084492, 1085603, 1088306, 1088894, 1089689, 1092043, 1092210, 1092742, 1098492, 1098836, 1099359, 1101214, 1103163, 1104744, 1105168, 1106348, 1107836, 1108254, 1108350, 1109301, 1111293, 1112194, 1113092, 1113196, 1114152, 1115724, 1117552, 1120037, 1120736, 1122030, 1139357, 1140233, 1146647, 1151977, 1152822, 1156202, 1157557, 1158305, 1159082, 1159127, 1159190, 1159818, 1161081, 1161938, 1162156, 1162320, 1164112, 1168051, 1169319, 1173611, 1174346, 1175527, 1175910, 1176241, 1176948, 1177442, 1180978, 1183358, 1184199, 1186173, 1188127, 1189232, 1191297, 1195266, 1196398, 1197850, 1197957, 1200703, 1202965, 1204131, 1208292, 1209542, 1214469, 1224008, 1232470, 1233160, 1236406]",887, 4126,2018-09-01,1,0.0,887,1,['RECHARGE LAVAGE']
