,user_ids,support,itemsets,period,property_values,depth,size,SEX,itemset_name
0,"[102532, 102746, 105843, 107030, 113797, 114932, 120286, 121128, 121408, 127725, 132519, 141601, 144205, 152797, 158972, 159219, 162167, 162754, 188588, 194668, 216808, 221900, 223786, 224478, 225009, 242618, 245092, 252505, 258533, 271265, 273267, 281377, 291752, 295084, 295601, 295941, 298935, 300136, 309563, 318075, 320843, 325302, 332286, 341101, 344797, 349219, 350768, 355809, 357674, 357820, 377365, 378200, 385660, 399468, 400253, 401082, 401419, 404019, 408216, 410397, 416080, 419136, 422151, 425263, 426807, 430886, 449529, 470805, 473263, 476566, 483211, 486197, 495206, 495684, 499127, 499303, 499991, 502695, 523818, 554521, 560485, 561560, 561915, 567321, 574048, 575523, 578786, 580256, 584126, 591109, 594278, 600407, 609497, 612824, 618347, 637113, 662382, 672310, 688008, 711978, 760359, 794690, 824022, 834357, 844897, 846301, 847910, 872222, 875487, 881662, 881754, 882335, 899788, 904772, 918942, 965178, 974417, 988004, 990333, 997149, 999970, 1007022, 1017619, 1033381, 1033497, 1035277, 1039714, 1063343, 1075480, 1081716, 1085236, 1085639, 1087105, 1099695, 1164229, 1192948, 1210145, 1215832, 1226863]",139, 4112,2019-01-02,M,0.0,139,M,['LAVAGE CLU']
1,"[101392, 102917, 116566, 123949, 125615, 141177, 144205, 152266, 157047, 160433, 171799, 181027, 182238, 188551, 189637, 197039, 204301, 209608, 213322, 220829, 226924, 252704, 262086, 276634, 281971, 284573, 298742, 300473, 303696, 327994, 332068, 341341, 343312, 343449, 349622, 372638, 388801, 404281, 407237, 421796, 422151, 422458, 434444, 435091, 439087, 458921, 462924, 463550, 471461, 473077, 474879, 475803, 476702, 477692, 482699, 493937, 508101, 517784, 519137, 519261, 537872, 541286, 568859, 590237, 594666, 595081, 600624, 616278, 618347, 626163, 648052, 684785, 741484, 743419, 748989, 779663, 794690, 805459, 829256, 829305, 832235, 840183, 860385, 867567, 881662, 893132, 897112, 934224, 976383, 999970, 1039714, 1075341, 1100334, 1107636, 1110941, 1121072, 1158947, 1160568, 1178842, 1210145, 1221377, 1228789, 1232358, 1242917]",104, 4125,2019-01-02,M,0.0,104,M,['RECHARGE LAVAGE TW - A']
2,"[101389, 109498, 112511, 126059, 128523, 131516, 134631, 136067, 151252, 156644, 183417, 188588, 193056, 197201, 197718, 209659, 211111, 229711, 236734, 239503, 260525, 261240, 261918, 264927, 266177, 281256, 283792, 288366, 288685, 291806, 293965, 295941, 298450, 299637, 305264, 305678, 306100, 325241, 327610, 335156, 340311, 340456, 352527, 362768, 365174, 394624, 400905, 406484, 414193, 443552, 450524, 452331, 454083, 470065, 479553, 495684, 498969, 508067, 540234, 540861, 541273, 547651, 557541, 563064, 565022, 591109, 591897, 592510, 593459, 600407, 604625, 606450, 609497, 623127, 656513, 668724, 703448, 705461, 827039, 834357, 836943, 873063, 888861, 896576, 897112, 966233, 991052, 995709, 1033497, 1039714, 1086227, 1092742, 1107968, 1120037, 1133555, 1212485, 1224008, 1228845, 1231035]",99, 4126,2019-01-02,M,0.0,99,M,['RECHARGE LAVAGE']
3,"[103914, 107030, 114666, 127760, 127790, 130181, 133892, 154300, 178797, 191304, 203921, 224585, 235297, 244827, 251568, 266488, 267798, 270220, 289246, 292347, 313112, 326598, 345108, 353175, 365174, 368080, 375197, 376802, 395023, 403184, 403445, 423574, 445481, 449529, 470564, 485938, 505613, 519059, 524777, 552846, 567220, 574836, 598520, 604098, 612824, 615164, 616689, 733876, 734723, 738639, 739860, 764017, 787610, 822198, 895649, 903640, 957469, 998703, 1095891, 1097548, 1099347, 1166148, 1168767, 1173625, 1175223, 1177879, 1202494, 1218364, 1234374]",69, 163,2019-01-02,M,0.0,69,M,['product-451']
4,"[109054, 114666, 118478, 127790, 146208, 235297, 244827, 251568, 270220, 275782, 292347, 308992, 329014, 368080, 378200, 403445, 442885, 449529, 453193, 489993, 552846, 567220, 594666, 603391, 612824, 616689, 739860, 957469, 1095891, 1166148, 1167207, 1168767, 1180756, 1196697, 1205586, 1206265, 1214239]",37, 1538,2019-01-02,M,0.0,37,M,['RECHARGE CAFÉ CLUB 2\x80']
5,"[107966, 131514, 170729, 185699, 194125, 247515, 256648, 265419, 284372, 303121, 349536, 357674, 401082, 445108, 446878, 495206, 552846, 556657, 568454, 576975, 580153, 794248, 1060752, 1162320]",24, 2368,2019-01-02,M,0.0,24,M,['EVIAN 50CL']
6,"[105047, 113794, 165402, 197039, 201118, 211111, 251141, 326190, 390100, 392937, 397316, 482699, 537489, 539054, 541273, 633637, 680679, 756073, 798831, 882335, 912261, 1023819, 1049074, 1089824, 1163690]",25, 2946,2019-01-02,M,0.0,25,M,['TW  LAVE GLACE']
7,"[106939, 120286, 140093, 284050, 311714, 340329, 355203, 376513, 499991, 643718, 717565, 738149, 778698, 845718, 1009163, 1023595, 1023819, 1051361, 1056258, 1067487, 1189972, 1215438]",22, 4074,2019-01-02,M,0.0,22,M,['BIDON AD BLUE 10L']
8,"[106174, 111809, 111958, 115022, 115606, 120734, 126249, 130019, 136832, 137677, 141943, 142418, 144626, 146390, 147895, 148360, 149302, 149963, 165734, 168379, 168983, 170167, 171799, 172838, 173528, 177767, 191027, 191185, 191463, 192516, 205515, 208256, 224478, 226621, 235297, 236773, 238281, 248627, 254395, 255407, 263293, 274199, 276052, 278491, 278677, 280966, 282426, 292493, 296174, 297431, 297510, 302246, 304554, 312415, 313472, 315504, 316835, 329683, 335469, 338042, 339445, 346289, 355661, 356217, 357876, 371498, 372225, 373699, 377365, 380236, 383585, 384876, 386308, 396088, 397622, 402120, 409352, 410970, 416623, 419058, 419062, 427572, 434088, 437932, 444316, 447321, 451897, 456790, 458323, 463507, 463969, 468383, 474006, 474269, 477807, 482318, 485876, 492488, 494963, 499532, 509218, 510225, 510973, 512400, 515638, 518800, 527838, 528848, 531053, 535243, 537723, 538893, 542288, 544950, 546857, 550874, 551179, 560724, 562758, 562802, 593268, 602861, 610403, 610441, 613367, 731874, 779784, 781499, 825683, 827754, 833945, 841409, 844535, 852354, 870506, 873625, 880760, 881614, 900789, 900910, 901313, 932650, 935922, 955102, 967474, 967500, 969250, 994183, 999737, 1016570, 1019603, 1025065, 1027715, 1037938, 1042458, 1044608, 1062852, 1070572, 1079981, 1080706, 1101837, 1135820, 1158216, 1160093, 1165483, 1174277, 1176435, 1177944, 1177989, 1178150, 1201029]",171, 4112,2019-01-09,M,0.5,171,M,['LAVAGE CLU']
9,"[105047, 111958, 113725, 115022, 115438, 120734, 126277, 132739, 139113, 142372, 147360, 177556, 177933, 195864, 205071, 220439, 229770, 249024, 269603, 277091, 287608, 300069, 306788, 307359, 312415, 317870, 318300, 324178, 338103, 346289, 350390, 350923, 355676, 356791, 359113, 361791, 363046, 370127, 380881, 384876, 390039, 394741, 408988, 410740, 419058, 430438, 435869, 444316, 447321, 455830, 465877, 478556, 490823, 504317, 510479, 520056, 522884, 530805, 539446, 545910, 563748, 563799, 607089, 624828, 666884, 692908, 736787, 784065, 806452, 808909, 819522, 841409, 842170, 864313, 885724, 908504, 925477, 951912, 957231, 985590, 994612, 1026225, 1027715, 1033378, 1037190, 1039534, 1044582, 1044608, 1056136, 1064563, 1080244, 1120799, 1150924, 1160814, 1166747, 1167570, 1199229, 1208418, 1214543, 1225800]",100, 4126,2019-01-09,M,0.5,100,M,['RECHARGE LAVAGE']
10,"[120734, 139416, 145974, 149886, 152033, 153850, 165324, 181964, 184841, 189637, 191747, 195200, 197939, 202124, 214303, 223220, 225819, 228856, 240151, 241558, 270927, 271256, 278491, 281256, 291564, 313472, 313776, 339445, 345301, 351013, 356160, 372225, 387373, 388999, 400788, 401848, 408597, 434088, 460550, 463969, 492488, 495325, 502556, 503187, 527677, 535243, 563868, 569912, 572123, 579182, 584471, 589526, 592647, 606450, 657021, 675569, 687176, 696493, 719359, 770844, 803876, 814206, 836821, 844897, 864534, 873625, 900910, 901313, 903300, 910334, 923982, 929267, 989279, 1015669, 1016624, 1019603, 1022740, 1037938, 1047905, 1064162, 1067295, 1068315, 1095721, 1098547, 1124305, 1165483, 1193605, 1201029, 1201800, 1228097]",90, 4125,2019-01-09,M,0.5,90,M,['RECHARGE LAVAGE TW - A']
11,"[107030, 108938, 111737, 114666, 127790, 130181, 132500, 141964, 149963, 156634, 174585, 178797, 185411, 187833, 191561, 226086, 235297, 235462, 265374, 266488, 324418, 330487, 367609, 373743, 381310, 385713, 423574, 427250, 445481, 459432, 463969, 464331, 469167, 505613, 519059, 523545, 528367, 555714, 574753, 579165, 588437, 602580, 603391, 610798, 612824, 624519, 673209, 681522, 739860, 746930, 764100, 787610, 825378, 903640, 957469, 1020488, 1038860, 1066889, 1095891, 1106966, 1109186, 1163691, 1166148, 1168767, 1171591, 1180756, 1196697, 1198352, 1205093, 1205586, 1221607, 1236675, 1237802]",73, 163,2019-01-09,M,0.5,73,M,['product-451']
12,"[100194, 114666, 119805, 127790, 146208, 149963, 156634, 187833, 235297, 235462, 270220, 308992, 329014, 346289, 368080, 442885, 453193, 464331, 552846, 602580, 603391, 612824, 739860, 746930, 777319, 867539, 903640, 957469, 1045120, 1095891, 1163691, 1166148, 1168767, 1171591, 1180756, 1196697, 1206265, 1221607, 1237777]",39, 1538,2019-01-09,M,0.5,39,M,['RECHARGE CAFÉ CLUB 2\x80']
13,"[114666, 127790, 149963, 156634, 187833, 235297, 235462, 464331, 602580, 603391, 612824, 739860, 746930, 903640, 957469, 1095891, 1163691, 1166148, 1168767, 1171591, 1180756, 1196697, 1221607]",23, 1538 163,2019-01-09,M,0.5,23,M,"['RECHARGE CAFÉ CLUB 2\x80', 'product-451']"
14,"[113875, 124069, 141943, 155862, 157181, 168379, 175673, 203707, 214551, 226302, 238281, 242680, 260993, 280966, 327361, 351013, 364367, 366503, 389628, 397622, 400253, 411452, 412515, 433944, 510669, 522267, 527677, 530814, 538133, 539488, 546857, 597464, 604361, 606739, 711978, 757740, 798317, 847660, 869328, 874415, 1160772, 1163746]",42, 2968,2019-01-09,M,0.5,42,M,['TW 10 LINGUETTE']
15,"[106203, 124464, 131348, 155496, 168584, 251287, 286104, 287148, 287608, 288685, 309520, 338042, 422847, 439383, 444175, 450648, 521325, 559661, 579539, 757634, 810351, 828186, 844279, 849047, 887624, 929119, 955120, 1000560, 1044423, 1044582, 1056258, 1115415, 1174484, 1178435, 1215438, 1243476]",36, 4074,2019-01-09,M,0.5,36,M,['BIDON AD BLUE 10L']
16,"[126277, 130366, 133397, 170311, 223220, 234017, 287608, 307359, 335321, 356217, 367047, 389961, 422405, 439383, 492488, 528848, 530131, 546857, 614578, 731874, 808622, 827754, 887624, 928890, 946201, 1000560, 1014488, 1067295, 1196346, 1219925, 1233360]",31, 2946,2019-01-09,M,0.5,31,M,['TW  LAVE GLACE']
17,"[101374, 136996, 226621, 238415, 248627, 253749, 345301, 393334, 464781, 499532, 532233, 606739, 633165, 638210, 777319, 814239, 825683, 879166, 946557, 1068315, 1095721, 1120799, 1168259]",23, 2368,2019-01-09,M,0.5,23,M,['EVIAN 50CL']
18,"[108520, 111880, 113875, 114363, 114465, 117912, 118478, 126718, 130700, 132500, 145467, 147504, 151252, 152992, 154289, 161156, 162402, 165344, 168832, 170131, 182361, 184660, 186860, 197718, 212139, 215351, 221843, 224070, 237374, 238481, 240151, 241897, 242618, 245493, 247851, 250963, 251287, 252184, 256626, 258025, 258382, 268921, 269223, 269312, 271497, 274742, 278677, 280766, 280999, 282261, 285450, 287754, 288098, 291317, 299608, 302871, 304487, 305264, 308992, 313731, 317586, 320242, 323762, 333924, 340199, 341341, 346289, 358869, 361741, 361926, 364804, 372038, 373929, 374468, 387532, 388979, 393439, 400916, 401971, 403552, 407955, 415088, 422349, 423878, 425951, 427779, 428793, 434798, 439106, 456040, 460889, 463550, 465285, 465513, 477841, 479256, 480373, 482021, 482512, 487374, 487798, 488258, 497798, 498199, 500021, 502556, 502923, 503579, 503769, 505184, 509218, 511792, 516399, 519306, 519327, 524668, 528757, 529874, 540798, 542397, 544959, 546628, 550155, 552703, 558934, 560724, 566430, 569268, 569528, 572329, 575740, 576712, 580695, 595841, 596920, 597790, 598952, 607278, 637389, 669731, 739371, 739860, 745144, 755092, 784556, 797767, 818839, 821001, 836316, 837373, 844047, 865871, 867332, 867805, 876531, 881847, 887042, 887828, 899788, 911353, 917490, 918855, 933026, 948321, 954690, 956307, 961231, 965417, 1025269, 1026604, 1050540, 1055931, 1056484, 1061637, 1063343, 1073436, 1082527, 1095891, 1108350, 1109301, 1124305, 1149491, 1159078, 1163145, 1170642, 1185643, 1191727, 1195917, 1196227, 1198352, 1203541, 1215438, 1215757, 1216244, 1216869, 1217273]",196, 4112,2019-01-16,M,0.6666666666666666,196,M,['LAVAGE CLU']
19,"[109363, 132253, 142373, 144205, 147772, 155710, 184070, 188482, 189419, 195349, 199194, 203487, 215374, 238881, 240151, 245072, 252901, 257663, 269558, 274742, 279979, 285626, 288714, 294576, 296219, 329769, 331273, 344157, 355838, 372038, 380944, 387644, 400992, 401971, 425951, 429092, 456040, 459345, 461997, 466493, 473727, 480373, 491523, 502923, 507197, 511792, 524668, 549038, 553151, 554567, 558934, 583156, 598391, 605207, 608982, 697825, 711253, 712041, 727800, 732484, 748250, 762882, 778017, 784556, 815942, 833102, 892510, 901879, 901985, 930308, 954473, 1001746, 1055722, 1056066, 1066626, 1085236, 1166865, 1170642, 1216244, 1241171, 1242017]",81, 4125,2019-01-16,M,0.6666666666666666,81,M,['RECHARGE LAVAGE TW - A']
20,"[111828, 113875, 132253, 171090, 175370, 184660, 194411, 200047, 230440, 237374, 259881, 262444, 280999, 284995, 287754, 289246, 305744, 306042, 323762, 327351, 329667, 367552, 369660, 380689, 381313, 382985, 415447, 418815, 422349, 422901, 442178, 453834, 468493, 480562, 487798, 520056, 521837, 526488, 529761, 539879, 545865, 550293, 553151, 576712, 580717, 607833, 712041, 732484, 747952, 762882, 775002, 779784, 793919, 806299, 875200, 920328, 942083, 959369, 964075, 966445, 970021, 987415, 999728, 1030310, 1039249, 1067245, 1089306, 1094458, 1108350, 1109301, 1109853, 1152014, 1168051, 1213074, 1217273, 1230067, 1239144, 1239448]",78, 4126,2019-01-16,M,0.6666666666666666,78,M,['RECHARGE LAVAGE']
