,user_ids,support,itemsets,period,property_values,depth,size,DEPARTEMENT
234,[ 519885  614220  993844 1014685 1015043 1048011 1075356 1082751 1153425],9, 19419902 6026,2018-08-01,78,0.5454545454545454,9,78
235,[ 416219  614220  993844 1015043 1082751 1153425],6, 4190175 6026,2018-08-01,78,0.5454545454545454,6,78
236,[294115 399107 471775 490024 518902 520708 545984 715341 719763 824398],10, 5401047 6033 7445935,2018-08-01,78,0.5454545454545454,10,78
237,[ 519885  614220 1015043 1048011 1082751 1153425],6, 19419902 13600075 6026,2018-08-01,78,0.5454545454545454,6,78
238,"[ 294115  399107  400722  455008  471775  490024  496094  508618  518902
  520708  545984  715341  719763  824398  911614 1097861]",16, 5401047 6033,2018-08-01,78,0.5454545454545454,16,78
239,[294115 363692 471775 719763 824398],5, 5401047 7445935 6026,2018-08-01,78,0.5454545454545454,5,78
240,"[143238 263913 294115 363692 399107 471775 490024 518902 520708 540247
 545984 550646 563483 715341 719763 824398 916245 966582]",18, 5401047 7445935,2018-08-01,78,0.5454545454545454,18,78
241,[ 294115  363692  471775  619437  719763  824398  979497 1097861],8, 5401047 6026,2018-08-01,78,0.5454545454545454,8,78
242,[ 294115  471775  719763  824398 1097861],5, 5401047 6033 6026,2018-08-01,78,0.5454545454545454,5,78
243,[545984 719763 772088 963615 988614],5, 6033 6026,2018-11-01,78,0.6363636363636364,5,78
245,[ 555714  584447  989025 1007975 1015043],5, 6027 6026,2018-11-01,78,0.6363636363636364,5,78
246,[ 158639  556301  686138  913464 1121384],5, 7587895 7445935,2018-11-01,78,0.6363636363636364,5,78
247,[ 263913  294115  326485  913464  916245 1179385],6, 5401047 7445935,2018-11-01,78,0.6363636363636364,6,78
249,[ 242913  263913  529805  963615 1121384],5, 7892095 7445935,2018-11-01,78,0.6363636363636364,5,78
250,[ 294115  518911  545984  963615  988614 1179385],6, 6033 7445935,2018-11-01,78,0.6363636363636364,6,78
252,[ 103977  112044  123777  179750  376762  622371  636458  998545 1071032],9, 4190175 19419902,2018-11-01,59,0.6363636363636364,9,59
253,"[ 156634  205109  460228  552846  603391  731934  746930 1166148 1186493
 1205586 1214239]",11, 12520268 451,2018-11-01,62,0.6363636363636364,11,62
255,[ 616225  734723  998545 1071032 1155422],5, 3450011 4190175,2018-11-01,59,0.6363636363636364,5,59
256,[ 616225  734723  998545 1155422 1173969],5, 6033 4190175,2018-11-01,59,0.6363636363636364,5,59
257,[ 734723  979705  988692 1162193 1179263],5, 6033 13600075 6026,2018-11-01,59,0.6363636363636364,5,59
258,[ 616225  734723  979705  988692  998545 1162193 1173969 1179263],8, 6033 6026,2018-11-01,59,0.6363636363636364,8,59
259,"[ 107030  108938  110899  114666  118478  127790  133892  149963  154300
  161394  187833  199984  235297  235462  244827  251568  270220  275782
  292347  314647  368080  403445  421137  425954  427096  427250  438350
  449529  451363  464331  483533  521982  523545  567220  602580  604098
  607784  612824  616689  739860  751640  786504  903640  915181  943482
  957469  999796 1061637 1095891 1163691 1167207 1168767 1171591 1180756
 1196697 1198352 1221607 1234306 1236675 1237802]",60, 12520268 451,2018-11-01,59,0.6363636363636364,60,59
260,"[ 528700  555714  584447  622027  989025 1007975 1014685 1034094 1036452
 1047955 1048011 1082751]",12, 13600075 6026,2018-11-01,78,0.6363636363636364,12,78
261,[ 468837  526399  540247  862846 1179385 1211526 1241616],7, 5450142 7445935,2019-02-01,78,0.7272727272727273,7,78
262,[ 164593  314234  499566  521885 1121384],5, 7587895 7445935,2019-02-01,78,0.7272727272727273,5,78
263,[156096 201584 245887 263990 326603 468837 526399 545984 751399 963615],10, 7770415 7445935,2019-02-01,78,0.7272727272727273,10,78
264,[326603 332928 468837 526399 545984 963615],6, 7770415 5461017,2019-02-01,78,0.7272727272727273,6,78
265,[ 349380  397717  469793  516496 1179385],5, 5461035 5401047,2019-02-01,78,0.7272727272727273,5,78
267,[ 519885  521191  528700  555714 1034094],5, 6027 6026,2019-02-01,78,0.7272727272727273,5,78
269,[326603 468837 526399 545984 963615],5, 7770415 5461017 7445935,2019-02-01,78,0.7272727272727273,5,78
270,[263990 397717 447204 469793 491449 535929 863993 971894],8, 5401047 5401046,2019-02-01,78,0.7272727272727273,8,78
271,[ 567971  734723  779524  988692  998545 1180366],6, 13600075 6026,2019-02-01,59,0.7272727272727273,6,59
272,[113487 241017 263990 268854 535929 548624 984430],7, 5401046 7445935,2019-02-01,78,0.7272727272727273,7,78
273,[314234 326603 468837 497696 526399 545984 727418 963615],8, 5461017 7445935,2019-02-01,78,0.7272727272727273,8,78
274,[ 519885  555714  735292  761107  924254 1007975 1014685 1082751],8, 13600075 6026,2019-02-01,78,0.7272727272727273,8,78
276,"[ 133070  156634  205109  329014  429595  437007  460228  505823  552846
  603391 1166148 1205586]",12, 451 12520268,2019-02-01,62,0.7272727272727273,12,62
277,[ 123777  608651  866455  903640  957469 1071032],6, 4190175 19419902,2019-02-01,59,0.7272727272727273,6,59
278,[123777 187833 210939 903640 957469],5, 4190175 12520268,2019-02-01,59,0.7272727272727273,5,59
279,[ 123777  270220  903640  957469 1061637],5, 19419902 12520268,2019-02-01,59,0.7272727272727273,5,59
280,"[ 107030  108938  110899  114666  118478  127790  133113  133892  187833
  199984  206396  235297  244827  270220  275782  292347  314647  355050
  363093  368080  370988  400880  403445  421137  425954  427096  427250
  438350  464331  483533  554673  573259  588437  602580  604098  607784
  612824  616689  681522  739860  751640  838190  903640  915181  957469
  999796 1061637 1095891 1103098 1163691 1167207 1167617 1168767 1171591
 1180756 1198352 1218881 1236675 1237802 1239872]",60, 451 12520268,2019-02-01,59,0.7272727272727273,60,59
281,"[ 263990  294115  349380  516496  535929  545984  556301  564592  715341
  842314 1179385 1211526]",12, 5401047 7445935,2019-02-01,78,0.7272727272727273,12,78
282,[ 348255  349380  654138  911614 1121384],5, 7587895 7445935,2019-05-01,78,0.8181818181818182,5,78
283,[ 112633  241593  342631  658850  719763  727418  963615 1001550],8, 7770415 7445935,2019-05-01,78,0.8181818181818182,8,78
284,[ 153963  576327  719763  911614 1179385],5, 5450142 7445935,2019-05-01,78,0.8181818181818182,5,78
285,[ 112039  112633  364658  394148 1014685 1088642],6, 5401046 5401047,2019-05-01,78,0.8181818181818182,6,78
286,[ 112633  156096  294115  416219  535047  576327  916245 1152114 1179385],9, 5401047 7445935,2019-05-01,78,0.8181818181818182,9,78
287,[ 453037  471775  552972 1014685 1034094 1054006 1171502],7, 13600075 6026,2019-05-01,78,0.8181818181818182,7,78
288,[ 112633  263913  281283  348255  383508  469829  518911 1001366],8, 5401046 7445935,2019-05-01,78,0.8181818181818182,8,78
290,"[ 133070  156634  336730  373743  460228  505823  552846  619193 1166148
 1186493 1205586]",11, 451 12520268,2019-05-01,62,0.8181818181818182,11,62
291,[ 693691  733681  988692  994488 1058591 1099079 1235206],7, 13600075 6026,2019-05-01,59,0.8181818181818182,7,59
292,[ 123777  518892  532366  556852  622371  836943 1071032],7, 3401043 3401042,2019-05-01,59,0.8181818181818182,7,59
293,"[ 107030  108938  110899  114666  118478  127790  133113  133892  187833
  199984  235297  244827  270220  292347  314647  351686  357025  368080
  403445  421137  425954  427096  427250  438350  464331  483533  523545
  554673  588437  602580  612824  616689  681522  739860  751640  758478
  786504  838190  915181  957469  999796 1042827 1061637 1095891 1163691
 1167207 1167617 1168767 1171591 1189196 1198352 1229524 1235206 1237802]",54, 12520268 451,2019-05-01,59,0.8181818181818182,54,59
296,[ 174204  576327  911614  971894 1179385],5, 5450142 5461035,2019-08-01,78,0.9090909090909091,5,78
297,[ 168079  209458  294115  307921  531947  564710  586731 1163180],8, 3401043 3401042,2019-08-01,78,0.9090909090909091,8,78
298,[ 455008  516496  576327  715341 1179385],5, 5461035 5401047,2019-08-01,78,0.9090909090909091,5,78
299,[ 158639  576327  715341  911614 1179385],5, 5461035 7445935,2019-08-01,78,0.9090909090909091,5,78
300,"[ 156096  294115  400722  416219  421070  518902  540247  547386  576327
  715341  916245 1179385]",12, 5401047 7445935,2019-08-01,78,0.9090909090909091,12,78
302,[ 291659  294115  305499  428820  456892  963615 1090134],7, 5461017 7445935,2019-08-01,78,0.9090909090909091,7,78
303,"[ 156634  336730  375338  403184  460228  552846  555432  603391  749584
 1205586]",10, 12520268 451,2019-08-01,62,0.9090909090909091,10,62
304,[ 127790  372970  501817  602580  876409 1045083 1071032 1124356 1180366],9, 3401042 3401043,2019-08-01,59,0.9090909090909091,9,59
305,[ 127790  483161  602580  915181 1061637 1167207],6, 3401043 12520268,2019-08-01,59,0.9090909090909091,6,59
306,"[ 107030  108938  110899  114666  118478  127790  133892  149963  187833
  235297  242171  244827  270220  275782  292347  314647  351686  403445
  418965  421137  425954  427096  427250  445481  464331  483533  523545
  528367  588437  602580  612824  616689  681522  739860  751640  838190
  957469 1037526 1061637 1095891 1163691 1167207 1167617 1168767 1171591
 1198352 1236675 1237802]",48, 12520268 451,2019-08-01,59,0.9090909090909091,48,59
307,[209458 294115 521183 576327 586731],5, 3461030 3401042,2019-08-01,78,0.9090909090909091,5,78
308,[ 294115  468396  518911  576327  933731  958732 1097861],7, 5401046 7445935,2019-08-01,78,0.9090909090909091,7,78
309,[291659 305499 518902 576327 843087],5, 5461018 7445935,2019-08-01,78,0.9090909090909091,5,78
