,user_ids,support,itemsets,period,property_values,depth,size,DEPARTEMENT
73,[380150 482421 489055 548624 563837],5, 5401004 6033,2017-08-01,78,0.17647058823529413,5,78
74,[400722 418127 471775 489055 518902 563837 715341 971894],8, 7476355 6033,2017-08-01,78,0.17647058823529413,8,78
75,[400722 471775 489055 516496 518902 971894],6, 5461012 7476355,2017-08-01,78,0.17647058823529413,6,78
76,[619437 752568 849812 957240 965330 971894 975522],7, 3450013 6026,2017-08-01,78,0.17647058823529413,7,78
77,[428202 565366 619437 754685 908778 957240 965330 971894],8, 6027 6026,2017-08-01,78,0.17647058823529413,8,78
78,[380150 418127 471775 482421 548624 563837 596875 911614 971894],9, 7445935 6033,2017-08-01,78,0.17647058823529413,9,78
79,[380150 428202 468837 471775 572619 842240 963615 971894],8, 6033 6026,2017-08-01,78,0.17647058823529413,8,78
80,"[471775 519469 574634 619437 735292 749414 752568 754685 754772 761107
 849812 908778 963615 964774 965330 971686]",16, 13600075 6026,2017-08-01,78,0.17647058823529413,16,78
81,[112044 123777 306257 322520 339517 594666 827332 872971 979705],9, 4190175 19419902,2017-08-01,59,0.17647058823529413,9,59
83,[123801 384122 396609 437007 460228 871178 912494],7, 12520039 451,2017-08-01,62,0.17647058823529413,7,62
84,[508618 619437 957240 965330 971894],5, 3450013 6027,2017-08-01,78,0.17647058823529413,5,78
85,[428202 489055 519887 521885 975522],5, 7587895 6026,2017-10-01,78,0.23529411764705882,5,78
86,[520693 540247 567649 619437 641614 798831],6, 7476355 7445935,2017-10-01,78,0.23529411764705882,6,78
87,[192104 222650 241017 263913 263990 357330 737446 798831],8, 5401004 7445935,2017-10-01,78,0.23529411764705882,8,78
88,[517522 519887 520693 521885 531947 963615],6, 6033 7445935,2017-10-01,78,0.23529411764705882,6,78
89,[380150 428202 489055 519887 521885 911665 963615 993844],8, 6033 6026,2017-10-01,78,0.23529411764705882,8,78
90,[156096 182028 263990 492002 540247],5, 5450090 7445935,2017-10-01,78,0.23529411764705882,5,78
91,[489055 555714 610249 622027 754685 761107 842314 964774 993844 995513],10, 6027 6026,2017-10-01,78,0.23529411764705882,10,78
92,"[ 519885  535929  548624  610249  619437  719763  735292  752568  754685
  761107  849812  902696  964774  975522  994504  995513  995957 1014685]",18, 13600075 6026,2017-10-01,78,0.23529411764705882,18,78
93,[123777 156365 195197 425954 872971],5, 4190175 19419902,2017-10-01,59,0.23529411764705882,5,59
94,[610037 734723 779524 958765 971440 979705 988692 998545],8, 13600075 6026,2017-10-01,59,0.23529411764705882,8,59
95,[610249 754685 761107 964774 995513],5, 6027 13600075 6026,2017-10-01,78,0.23529411764705882,5,78
96,[ 610037  616225  734723  971440  979705  988692  998545 1040091],8, 13600075 6026,2017-12-01,59,0.29411764705882354,8,59
97,"[ 428202  519469  548624  619437  735292  749414  752568  754685  761107
  849812  964774  965330  975522  993844 1007975 1014685 1034094 1036452
 1037072 1037646 1043402 1054006]",22, 13600075 6026,2017-12-01,78,0.29411764705882354,22,78
98,[ 754685  849812  965330 1037646 1045906],5, 6027 6026,2017-12-01,78,0.29411764705882354,5,78
99,[158639 258405 619437 687512 783477],5, 7587895 7445935,2018-02-01,78,0.35294117647058826,5,78
100,[ 518902  538735  552972  783477  911614 1001550],6, 6033 7445935,2018-02-01,78,0.35294117647058826,6,78
101,"[ 428202  471775  519469  519885  619437  735292  749414  752568  964774
 1007975 1014685 1015043 1034094 1043402 1045705 1047955 1052503 1054006]",18, 13600075 6026,2018-02-01,78,0.35294117647058826,18,78
102,[114621 263913 552972 591704 619437],5, 5401046 7445935,2018-02-01,78,0.35294117647058826,5,78
103,[110899 425954 464331 903640 957469],5, 19419902 451,2018-02-01,59,0.35294117647058826,5,59
104,[ 610037  749038  910665  913872  971440  979705  988692  998545 1058591],9, 13600075 6026,2018-02-01,59,0.35294117647058826,9,59
105,[140050 275596 490112 600388 885828 903640 957469],7, 4190175 19419902,2018-02-01,59,0.35294117647058826,7,59
106,[ 565366  578639  610249  719763  754685 1008376 1014685 1047955 1048011],9, 6027 6026,2018-04-01,78,0.4117647058823529,9,78
107,[416219 455008 471775 505859 971894],5, 5461035 5401047 6033,2018-04-01,78,0.4117647058823529,5,78
108,[113487 140911 263990 349811 430319 963615],6, 5461018 7445935,2018-04-01,78,0.4117647058823529,6,78
109,[ 610249  761107 1014685 1048011 1060608],5, 6157591 6026,2018-04-01,78,0.4117647058823529,5,78
110,[427779 471775 505859 842240 963615],5, 7719715 6033,2018-04-01,78,0.4117647058823529,5,78
111,[113487 471775 505859 842240 963615],5, 7719715 7445935,2018-04-01,78,0.4117647058823529,5,78
112,[263913 273829 364658 521931 564777 849812],6, 5401046 5401047,2018-04-01,78,0.4117647058823529,6,78
113,[263913 334634 518902 521931 531392 553832],6, 5401046 7445935,2018-04-01,78,0.4117647058823529,6,78
114,[ 519885  578639 1008376 1014685 1047955 1048011],6, 6027 13600075,2018-04-01,78,0.4117647058823529,6,78
115,[281283 416219 471775 505859 519887 916838],6, 5401047 6033 7445935,2018-04-01,78,0.4117647058823529,6,78
116,[ 578639 1008376 1014685 1047955 1048011],5, 6027 13600075 6026,2018-04-01,78,0.4117647058823529,5,78
117,"[225166 263913 281283 314234 407802 416219 471775 505859 519887 521931
 916838]",11, 5401047 7445935,2018-04-01,78,0.4117647058823529,11,78
118,[416219 471775 521931 619437 849812 971894],6, 5401047 6026,2018-04-01,78,0.4117647058823529,6,78
119,[281283 416219 455008 471775 505859 519887 563837 916838 971894],9, 5401047 6033,2018-04-01,78,0.4117647058823529,9,78
120,[416219 471775 842240 953725 963615 971686],6, 6033 7445935 6026,2018-04-01,78,0.4117647058823529,6,78
121,"[281283 416219 471775 505859 518902 519887 531392 842240 916838 953725
 963615 971686]",12, 6033 7445935,2018-04-01,78,0.4117647058823529,12,78
122,[416219 418129 471775 842240 953725 963615 971686 971894],8, 6033 6026,2018-04-01,78,0.4117647058823529,8,78
123,[416219 471775 521931 553832 842240 953725 963615 971686],8, 7445935 6026,2018-04-01,78,0.4117647058823529,8,78
124,"[ 416219  428202  468837  528700  578639  619437  752568  849812  989025
  993844 1007975 1008376 1014685 1036452 1037646 1045705 1047955 1048011
 1060608 1082751]",20, 13600075 6026,2018-04-01,78,0.4117647058823529,20,78
125,[ 123777  313650  445678  864494 1071032],5, 4190175 19419902,2018-04-01,59,0.4117647058823529,5,59
126,[ 526400  616565  734723  913872  979729  988692 1040091 1058591],8, 13600075 6026,2018-04-01,59,0.4117647058823529,8,59
127,"[ 505859  519885  536334  555714  578639  584447  754685  971894  972937
 1014685 1048011]",11, 6027 6026,2018-06-01,78,0.47058823529411764,11,78
128,[ 519885  536334  555714  578639  584447 1014685],6, 6027 13600075 6026,2018-06-01,78,0.47058823529411764,6,78
129,[ 468837  490024  505859  578639  584447  588730  911614 1001550],8, 8287519 6033,2018-06-01,78,0.47058823529411764,8,78
130,[ 505859  578639  588730  911614 1001550],5, 8287519 5401047 6033,2018-06-01,78,0.47058823529411764,5,78
131,[363690 455008 584447 949836 980801],5, 3461030 4190175,2018-06-01,78,0.47058823529411764,5,78
132,[455008 578639 584447 842314 971894],5, 3461030 6026,2018-06-01,78,0.47058823529411764,5,78
133,[455008 578639 584447 842314 949836],5, 3461030 6033,2018-06-01,78,0.47058823529411764,5,78
134,[ 584447  842314  949836  980801 1105395],5, 3461030 19419902,2018-06-01,78,0.47058823529411764,5,78
135,[ 505859  563837  578639  588730  842314  911614 1001550 1097861 1099331],9, 5401047 6033,2018-06-01,78,0.47058823529411764,9,78
137,[505859 563837 842314 911614 958732],5, 5401047 7445935,2018-06-01,78,0.47058823529411764,5,78
138,[112633 269244 283502 464787 911614 963615],6, 7770415 7445935,2018-06-01,78,0.47058823529411764,6,78
139,[103371 207287 241017 263913 348255 521883 553832 863993 958732],9, 5401046 7445935,2018-06-01,78,0.47058823529411764,9,78
140,"[ 105293  110899  114666  118478  147589  149963  167694  187833  199984
  235297  235462  251568  270220  314647  368080  403445  425954  427096
  427250  432305  451363  459933  464331  588437  602580  604098  607784
  612824  616689  739860  751640  903640  957469 1052581 1095891 1106546]",36, 12520268 451,2018-06-01,59,0.47058823529411764,36,59
141,[ 526400  567971  860435  979705  988692  998545 1152434],7, 13600075 6026,2018-06-01,59,0.47058823529411764,7,59
142,[ 199673  425954  472871  903640 1071032],5, 4190175 19419902,2018-06-01,59,0.47058823529411764,5,59
143,"[ 363692  416219  468837  471775  519885  535929  536334  555714  578639
  584447  752568  754776  957240  989025 1007975 1008376 1014685 1036452
 1037646 1047955 1082751 1097861]",22, 13600075 6026,2018-06-01,78,0.47058823529411764,22,78
144,[ 505859  578639  842314  849812 1097861],5, 5401047 6026,2018-06-01,78,0.47058823529411764,5,78
145,"[348255 469829 505859 521883 532337 542073 553832 563837 842314 911614
 963615]",11, 6033 7445935,2018-06-01,78,0.47058823529411764,11,78
146,[505859 532337 553832 842314 963615],5, 6033 7445935 6026,2018-06-01,78,0.47058823529411764,5,78
147,[ 540247  584447  847693  980801 1037646],5, 19419902 13600075,2018-06-01,78,0.47058823529411764,5,78
148,[ 117755  584447  949836  980801 1037646],5, 4190175 19419902,2018-06-01,78,0.47058823529411764,5,78
149,"[ 455008  468837  505859  532337  553832  578639  584447  842314  963615
  993844 1097861]",11, 6033 6026,2018-06-01,78,0.47058823529411764,11,78
150,[294115 399107 490024 518902 545984 824398],6, 6033 5401047 7445935,2018-08-01,78,0.5294117647058824,6,78
152,[ 455008  490024  550646  619437  911614 1048518],6, 8287519 5401047,2018-08-01,78,0.5294117647058824,6,78
154,[ 416219  754357  824398 1034094 1037646],5, 6027 6026,2018-08-01,78,0.5294117647058824,5,78
155,[ 400722  508618  519885  552972  849812  911665  963615 1181464],8, 7892095 6033,2018-08-01,78,0.5294117647058824,8,78
156,[165690 263913 400722 508618 844499],5, 7892095 5401047,2018-08-01,78,0.5294117647058824,5,78
158,[ 614220  893157  993844 1082751 1172145],5, 19419902 4190175,2018-08-01,78,0.5294117647058824,5,78
159,[ 399107  508618  584447  911665 1097861],5, 8125295 6033,2018-08-01,78,0.5294117647058824,5,78
160,"[ 294115  399107  400722  455008  490024  508618  518902  545984  824398
  911614 1097861]",11, 6033 5401047,2018-08-01,78,0.5294117647058824,11,78
161,"[ 294115  416219  519885  584447  737878  772088  824398  849812  963615
 1097861]",10, 6033 6026,2018-08-01,78,0.5294117647058824,10,78
162,"[143238 294115 399107 471775 490024 518902 545984 550646 824398 916245
 966582]",11, 5401047 7445935,2018-08-01,78,0.5294117647058824,11,78
163,[ 294115  471775  619437  824398  979497 1097861],6, 5401047 6026,2018-08-01,78,0.5294117647058824,6,78
164,[294115 471775 737878 754357 824398 963615],6, 7445935 6026,2018-08-01,78,0.5294117647058824,6,78
165,"[ 471775  519469  519885  526399  614220  619437  719763  752568  754776
  754789  849812  979497  995513 1007975 1037646 1048011 1082751 1113856
 1174591]",19, 13600075 6026,2018-08-01,78,0.5294117647058824,19,78
166,[ 123777  539737  798930 1071032 1150527],5, 4190175 19419902,2018-08-01,59,0.5294117647058824,5,59
167,[ 749038  860435  891917  979705  998545 1058591 1152434 1155422 1179263],9, 13600075 6026,2018-08-01,59,0.5294117647058824,9,59
168,[1040091 1056623 1058591 1099079 1152434],5, 6026 451,2018-08-01,59,0.5294117647058824,5,59
169,"[ 108938  114666  118478  133892  167694  187833  199984  235462  244827
  270220  288842  292347  314647  351686  368080  389285  403445  425954
  427096  427250  432305  438350  451363  464331  483533  521982  523545
  528367  602580  604098  607784  612824  616689  681522  751640  758478
  777319  903640  915181  957469 1061637 1095891 1163691 1167207 1167617
 1168767 1171591 1180356 1198352]",49, 12520268 451,2018-08-01,59,0.5294117647058824,49,59
170,[294115 399107 490024 518902 521894 545984 737878 824398 963615],9, 6033 7445935,2018-08-01,78,0.5294117647058824,9,78
171,[ 294115  520708  715341  719763 1179385],5, 5401047 6033 7445935,2018-10-01,78,0.5882352941176471,5,78
172,[226621 264552 468837 505859 963615],5, 5461017 7445935,2018-10-01,78,0.5882352941176471,5,78
173,[ 505859  540247  719763  963615 1179385],5, 5450142 7445935,2018-10-01,78,0.5882352941176471,5,78
175,[ 505859  719763  862846  963615  972937 1097861 1179385],7, 5450142 6033,2018-10-01,78,0.5882352941176471,7,78
176,[ 107493  263913  567649  886899 1043581 1121384],6, 5401046 7892095,2018-10-01,78,0.5882352941176471,6,78
177,[1014685 1015043 1048011 1075356 1153425],5, 19419902 6026,2018-10-01,78,0.5882352941176471,5,78
178,[ 248633  263913  719763 1041531 1121384],5, 5401046 7445935,2018-10-01,78,0.5882352941176471,5,78
179,[ 107493  263913  719763  886899 1097861],5, 5401046 5401047,2018-10-01,78,0.5882352941176471,5,78
180,[ 294115  496094  520708  715341  719763  972937 1097861 1179385],8, 5401047 6033,2018-10-01,78,0.5882352941176471,8,78
181,[ 540247  719763  972937 1097861 1179385],5, 5450142 5401047,2018-10-01,78,0.5882352941176471,5,78
182,[ 263913  294115  363692  520708  540247  563483  715341  719763 1179385],9, 5401047 7445935,2018-10-01,78,0.5882352941176471,9,78
183,[ 616225  734723  998545 1071032 1155422],5, 3450011 4190175,2018-10-01,59,0.5882352941176471,5,59
184,"[ 294115  468837  505859  519887  520708  545984  563837  715341  719763
  963615 1179385]",11, 6033 7445935,2018-10-01,78,0.5882352941176471,11,78
185,"[ 108938  114666  118478  127790  130532  133892  149963  161394  162567
  187833  199984  235297  244827  251568  270220  275782  292347  314647
  368080  370988  375021  403445  423574  425954  427096  427250  432305
  444802  445481  451363  464331  483533  521982  523545  602580  604098
  607784  612824  616689  739860  751640  786504  903640  957469  999796
 1042827 1061637 1095891 1103098 1106966 1163691 1167207 1168767 1171591
 1178295 1180756 1196697 1198352 1204127]",59, 12520268 451,2018-10-01,59,0.5882352941176471,59,59
186,[ 112044  270220 1007158 1061637 1095891 1196697],6, 19419902 451,2018-10-01,59,0.5882352941176471,6,59
187,[ 103977  112044  123777  179750  600388 1071032],6, 4190175 19419902,2018-10-01,59,0.5882352941176471,6,59
188,[ 734723  979705 1058591 1152434 1162193],5, 13600075 6026,2018-10-01,59,0.5882352941176471,5,59
189,"[ 380150  471775  584447  995513 1007975 1015043 1047955 1048011 1113856
 1153425]",10, 13600075 6026,2018-10-01,78,0.5882352941176471,10,78
190,[ 616225  734723  998545 1155422 1173969],5, 6033 4190175,2018-10-01,59,0.5882352941176471,5,59
191,[ 156634  205109  460228  552846  731934  746930 1166148 1205586 1214239],9, 12520268 451,2018-10-01,62,0.5882352941176471,9,62
192,[294115 363692 519887 719763 963615],5, 7445935 6026,2018-10-01,78,0.5882352941176471,5,78
193,[ 294115  471775  519887  584447  719763  772088  963615 1075356],8, 6033 6026,2018-10-01,78,0.5882352941176471,8,78
194,[ 734723  901480  979705 1155422 1162193 1173969],6, 6033 6026,2018-10-01,59,0.5882352941176471,6,59
195,"[ 107030  108938  110899  114666  118478  127790  133892  149963  187833
  235297  235462  244827  251568  270220  275782  292347  314647  368080
  403445  421137  427096  427250  438350  449529  464331  483533  523545
  567220  602580  607784  612824  616689  739860  751640  903640  915181
  943482  957469  999796 1061637 1095891 1163691 1167207 1168767 1171591
 1180756 1196697 1198352 1221607 1234306 1236675]",51, 12520268 451,2018-12-01,59,0.6470588235294118,51,59
196,[ 123777  376762  622371  636458  998545 1071032],6, 4190175 19419902,2018-12-01,59,0.6470588235294118,6,59
197,[ 156634  205109  460228  552846  603391  746930 1166148 1186493 1205586],9, 12520268 451,2018-12-01,62,0.6470588235294118,9,62
198,"[ 528700  555714  584447  622027  989025 1007975 1014685 1034094 1036452
 1047955 1082751]",11, 13600075 6026,2018-12-01,78,0.6470588235294118,11,78
201,[314234 526399 545984 727418 963615],5, 5461017 7445935,2019-02-01,78,0.7058823529411765,5,78
202,[201584 245887 526399 545984 963615],5, 7770415 7445935,2019-02-01,78,0.7058823529411765,5,78
203,[ 294115  349380  535929  545984  556301  715341 1179385],7, 5401047 7445935,2019-02-01,78,0.7058823529411765,7,78
204,[113487 241017 268854 535929 548624 984430],6, 5401046 7445935,2019-02-01,78,0.7058823529411765,6,78
205,[ 555714  761107  924254 1007975 1014685 1082751],6, 13600075 6026,2019-02-01,78,0.7058823529411765,6,78
207,[ 123777  608651  866455  903640  957469 1071032],6, 4190175 19419902,2019-02-01,59,0.7058823529411765,6,59
208,[123777 187833 210939 903640 957469],5, 4190175 12520268,2019-02-01,59,0.7058823529411765,5,59
209,[ 123777  270220  903640  957469 1061637],5, 19419902 12520268,2019-02-01,59,0.7058823529411765,5,59
210,"[ 107030  108938  110899  114666  118478  127790  133892  187833  206396
  235297  244827  270220  292347  355050  363093  368080  403445  421137
  425954  427096  427250  438350  464331  483533  602580  607784  612824
  616689  739860  751640  838190  903640  957469  999796 1061637 1095891
 1163691 1167207 1168767 1171591 1180756 1198352 1218881 1237802]",44, 451 12520268,2019-02-01,59,0.7058823529411765,44,59
211,"[ 156634  205109  329014  429595  437007  460228  505823  552846  603391
 1166148 1205586]",11, 451 12520268,2019-02-01,62,0.7058823529411765,11,62
213,"[ 156096  326603  342631  468837  658850  719763  727418  751399  963615
 1066548]",10, 7770415 7445935,2019-04-01,78,0.7647058823529411,10,78
214,[ 153963  468837  719763  862846  911614 1211526],6, 5450142 7445935,2019-04-01,78,0.7647058823529411,6,78
215,[ 164593  499566  654138  911614 1121384],5, 7587895 7445935,2019-04-01,78,0.7647058823529411,5,78
216,[ 156096  263990  294115  516496  564592  715341  842314 1152114 1211526],9, 5401047 7445935,2019-04-01,78,0.7647058823529411,9,78
217,[ 735292 1014685 1054006 1082751 1171502],5, 13600075 6026,2019-04-01,78,0.7647058823529411,5,78
218,"[ 107030  108938  110899  114666  118478  127790  133113  133892  187833
  199984  235297  244827  270220  275782  292347  314647  370988  400880
  403445  421137  425954  427096  427250  438350  464331  483533  554673
  573259  588437  602580  604098  607784  612824  616689  681522  739860
  751640  838190  903640  915181  957469  999796 1061637 1095891 1103098
 1163691 1167207 1167617 1168767 1171591 1198352 1229524 1236675 1237802
 1239872]",55, 12520268 451,2019-04-01,59,0.7647058823529411,55,59
219,"[ 133070  156634  329014  460228  505823  552846  619193 1166148 1186493
 1205586]",10, 451 12520268,2019-04-01,62,0.7647058823529411,10,62
220,[326603 468837 497696 727418 963615],5, 5461017 7445935,2019-04-01,78,0.7647058823529411,5,78
221,[ 112633  416219  535047  576327  916245 1179385],6, 5401047 7445935,2019-06-01,78,0.8235294117647058,6,78
222,[ 112633  263913  281283  383508  469829  518911 1001366],7, 5401046 7445935,2019-06-01,78,0.8235294117647058,7,78
223,[ 112633  241593  719763  963615 1001550],5, 7770415 7445935,2019-06-01,78,0.8235294117647058,5,78
224,[ 453037  471775  552972 1014685 1034094 1054006 1171502],7, 13600075 6026,2019-06-01,78,0.8235294117647058,7,78
225,[ 518892  532366  556852  836943 1071032],5, 3401043 3401042,2019-06-01,59,0.8235294117647058,5,59
226,[ 693691  733681  988692  994488 1058591 1099079],6, 13600075 6026,2019-06-01,59,0.8235294117647058,6,59
