,CUST_ID,SEX,AGE,DEPARTEMENT
0,108938,M,50-65,59
1,110899,M,35-49,59
2,114666,M,35-49,59
3,118478,M,50-65,59
4,123777,M,50-65,59
5,127790,M,50-65,59
6,133892,M,50-65,59
7,149963,M,50-65,59
8,156096,M,35-49,78
9,156634,M,35-49,62
10,187833,M,50-65,59
11,199984,M,50-65,59
12,235297,M,50-65,59
13,241017,M,35-49,78
14,244827,M,35-49,59
15,263913,M,50-65,78
16,270220,M,50-65,59
17,275782,M,50-65,59
18,292347,M,35-49,59
19,294115,M,35-49,78
20,314647,M,<35,59
21,363692,M,50-65,78
22,368080,M,50-65,59
23,400722,M,50-65,78
24,403445,M,<35,59
25,416219,M,50-65,78
26,421137,M,35-49,59
27,425954,M,35-49,59
28,427096,M,35-49,59
29,427250,M,35-49,59
30,428202,M,50-65,78
31,432305,M,35-49,59
32,438350,F,50-65,59
33,455008,M,50-65,78
34,460228,M,35-49,62
35,464331,M,50-65,59
36,468837,M,35-49,78
37,471775,M,50-65,78
38,483533,M,35-49,59
39,489055,M,50-65,78
40,505859,M,>65,78
41,516496,M,<35,78
42,518902,M,50-65,78
43,519469,M,>65,78
44,519885,M,35-49,78
45,519887,M,50-65,78
46,521885,M,50-65,78
47,523545,M,35-49,59
48,535929,M,50-65,78
49,540247,M,50-65,78
50,545984,M,35-49,78
51,548624,M,50-65,78
52,552846,M,<35,62
53,552972,M,50-65,78
54,555714,M,35-49,78
55,563837,M,35-49,78
56,565366,M,35-49,78
57,584447,M,50-65,78
58,588437,M,50-65,59
59,602580,M,<35,59
60,604098,M,50-65,59
61,607784,M,35-49,59
62,610037,F,35-49,59
63,610249,M,35-49,78
64,612824,M,<35,59
65,616689,M,35-49,59
66,619437,M,35-49,78
67,622027,M,35-49,78
68,681522,M,50-65,59
69,715341,M,50-65,78
70,719763,M,35-49,78
71,734723,M,35-49,59
72,735292,M,<35,78
73,739860,M,<35,59
74,749414,M,35-49,78
75,751640,M,35-49,59
76,752568,M,50-65,78
77,754685,M,35-49,78
78,761107,M,<35,78
79,838190,M,35-49,59
80,849812,M,35-49,78
81,903640,M,<35,59
82,911614,M,35-49,78
83,915181,M,50-65,59
84,916245,M,35-49,78
85,957469,M,35-49,59
86,963615,M,50-65,78
87,964774,M,<35,78
88,971894,M,35-49,78
89,979705,M,<35,59
90,988692,M,35-49,59
91,993844,M,<35,78
92,998545,M,35-49,59
93,999796,M,35-49,59
94,1007975,M,35-49,78
95,1014685,M,<35,78
96,1034094,M,35-49,78
97,1036452,M,35-49,78
98,1037646,M,<35,78
99,1047955,M,<35,78
100,1048011,M,35-49,78
101,1054006,M,<35,78
102,1058591,M,50-65,59
103,1061637,M,<35,59
104,1071032,F,35-49,59
105,1082751,M,35-49,78
106,1095891,M,35-49,59
107,1163691,M,35-49,59
108,1166148,M,<35,62
109,1167207,M,35-49,59
110,1167617,M,50-65,59
111,1168767,M,35-49,59
112,1171591,M,50-65,59
113,1179385,M,<35,78
114,1198352,M,35-49,59
115,1205586,M,<35,62
116,1236675,M,<35,59
117,1237802,M,35-49,59
