,CUST_ID,SEX,AGE,DEPARTEMENT
0,101105,M,50-65,62
1,105498,M,50-65,78
2,105649,M,35-49,38
3,105769,M,50-65,78
4,113725,M,50-65,78
5,116517,M,50-65,38
6,116566,M,50-65,78
7,120286,M,50-65,38
8,123642,M,35-49,59
9,123801,M,35-49,62
10,123949,M,50-65,59
11,124464,M,50-65,51
12,124784,M,35-49,62
13,125615,M,50-65,33
14,127376,M,50-65,21
15,128265,M,50-65,78
16,129105,M,50-65,78
17,129151,M,35-49,62
18,130464,M,35-49,38
19,130532,M,50-65,59
20,130555,M,35-49,62
21,131514,M,50-65,78
22,131834,M,35-49,33
23,132253,M,<35,38
24,132260,M,35-49,78
25,133892,M,50-65,59
26,134545,M,50-65,78
27,136996,M,35-49,59
28,138325,M,50-65,51
29,145566,M,50-65,51
30,146208,M,35-49,62
31,147772,M,35-49,59
32,149886,M,50-65,38
33,150303,F,35-49,78
34,150817,M,<35,80
35,152266,M,50-65,06
36,153534,M,50-65,62
37,155710,M,35-49,70
38,156096,M,35-49,78
39,157047,M,35-49,78
40,157246,M,50-65,38
41,157573,F,50-65,06
42,160513,M,50-65,59
43,162884,M,50-65,62
44,163869,M,35-49,38
45,163934,M,50-65,06
46,170729,M,50-65,33
47,171799,M,50-65,33
48,172457,F,50-65,59
49,173319,M,50-65,51
50,173559,F,50-65,78
51,176549,M,35-49,59
52,176750,M,50-65,38
53,178285,M,50-65,38
54,178786,M,>65,78
55,181027,M,50-65,59
56,181964,M,50-65,59
57,184070,M,50-65,06
58,184841,M,35-49,59
59,186974,M,50-65,78
60,188482,M,35-49,38
61,189043,M,35-49,33
62,189419,M,50-65,33
63,191307,M,50-65,59
64,191426,M,50-65,78
65,191747,M,35-49,38
66,193219,F,50-65,21
67,195200,M,35-49,62
68,199984,M,50-65,59
69,202124,M,35-49,78
70,203487,M,50-65,78
71,209038,F,50-65,39
72,209608,M,50-65,59
73,213211,M,50-65,51
74,215374,M,50-65,38
75,226924,M,50-65,38
76,227626,M,35-49,33
77,228538,M,50-65,59
78,228704,M,50-65,51
79,230856,M,50-65,78
80,238881,M,50-65,51
81,240151,M,50-65,62
82,240683,M,50-65,78
83,241262,F,50-65,06
84,241558,M,35-49,59
85,245072,M,50-65,78
86,250397,M,>65,59
87,252901,M,50-65,78
88,253171,M,50-65,62
89,255972,M,35-49,78
90,257663,M,35-49,58
91,262086,M,35-49,78
92,267956,M,50-65,78
93,269558,M,>65,33
94,270220,M,50-65,59
95,270927,M,35-49,78
96,271256,M,50-65,62
97,274199,M,50-65,33
98,274467,M,50-65,33
99,274953,M,50-65,38
100,275145,F,35-49,06
101,275401,M,<35,38
102,275978,M,50-65,59
103,277935,M,35-49,59
104,281256,M,<35,78
105,283278,M,35-49,59
106,285626,M,50-65,59
107,287308,M,50-65,33
108,287608,M,50-65,33
109,288642,M,50-65,33
110,288685,M,35-49,59
111,288714,M,50-65,38
112,290835,M,50-65,78
113,291564,M,35-49,59
114,294576,M,50-65,59
115,295124,M,50-65,78
116,296219,M,35-49,59
117,297113,M,50-65,78
118,300450,F,35-49,78
119,302471,M,50-65,78
120,302709,M,<35,38
121,303696,M,50-65,38
122,304157,M,50-65,78
123,307874,M,50-65,78
124,307966,M,50-65,33
125,309563,M,50-65,62
126,310380,M,35-49,58
127,313472,M,35-49,38
128,314138,M,35-49,38
129,316209,M,35-49,78
130,317586,M,50-65,38
131,320242,M,>65,51
132,323051,M,50-65,78
133,324441,M,35-49,78
134,325217,F,35-49,33
135,325831,M,35-49,78
136,326483,M,35-49,59
137,326781,M,35-49,62
138,329426,M,35-49,78
139,329769,M,50-65,78
140,331247,M,35-49,78
141,338042,M,35-49,62
142,339428,M,<35,62
143,341101,M,50-65,78
144,341341,M,50-65,33
145,343312,M,50-65,59
146,343449,M,50-65,59
147,344630,M,50-65,62
148,344970,M,35-49,59
149,346406,M,>65,78
150,347996,F,35-49,33
151,348948,M,50-65,78
152,349622,M,35-49,59
153,350965,M,35-49,62
154,354730,M,35-49,78
155,354817,F,<35,59
156,355203,M,35-49,59
157,356945,M,<35,38
158,365174,M,35-49,59
159,366567,M,35-49,59
160,368517,M,50-65,58
161,369359,F,35-49,78
162,372225,M,50-65,06
163,376207,F,50-65,59
164,376513,M,35-49,33
165,376854,M,35-49,78
166,378436,M,35-49,38
167,380944,M,35-49,62
168,381797,M,50-65,06
169,381808,M,35-49,78
170,385630,M,<35,59
171,387325,M,35-49,78
172,388999,M,35-49,78
173,389821,M,35-49,59
174,390199,M,50-65,38
175,391139,M,<35,78
176,392706,M,50-65,78
177,400788,M,35-49,33
178,401082,M,50-65,62
179,404347,M,35-49,62
180,407466,F,<35,78
181,409352,M,50-65,33
182,410397,M,35-49,78
183,411179,F,35-49,78
184,415543,F,50-65,33
185,419033,M,35-49,33
186,419573,F,35-49,33
187,421208,M,50-65,39
188,421796,M,50-65,59
189,425149,M,50-65,78
190,425951,M,35-49,78
191,427283,M,50-65,59
192,427408,M,35-49,58
193,429092,M,50-65,59
194,430600,F,35-49,58
195,437974,M,50-65,38
196,441047,M,35-49,06
197,445207,M,<35,62
198,446878,M,35-49,62
199,447321,M,35-49,78
200,449166,M,35-49,59
201,450548,M,35-49,38
202,450658,M,35-49,78
203,453207,M,35-49,78
204,454219,M,50-65,62
205,455312,M,50-65,59
206,456150,F,35-49,38
207,457865,M,35-49,33
208,458921,M,35-49,38
209,460089,M,35-49,06
210,460550,M,35-49,06
211,460754,M,<35,59
212,461515,M,35-49,62
213,462697,M,50-65,62
214,462819,M,35-49,62
215,463253,M,35-49,78
216,463969,M,<35,62
217,465771,M,<35,38
218,466493,M,50-65,33
219,470042,M,35-49,38
220,470752,M,50-65,78
221,470805,M,35-49,33
222,471841,M,35-49,59
223,473077,M,35-49,59
224,473727,M,50-65,51
225,476652,M,35-49,78
226,477520,M,<35,62
227,477692,M,35-49,78
228,478604,M,35-49,78
229,479474,M,35-49,59
230,479921,M,50-65,78
231,480255,F,35-49,59
232,480366,M,35-49,59
233,480373,M,50-65,62
234,480899,M,35-49,58
235,481450,F,<35,33
236,482352,M,35-49,78
237,482699,M,35-49,78
238,482740,M,<35,51
239,484507,M,<35,78
240,487513,M,35-49,78
241,490858,M,35-49,62
242,491803,M,35-49,78
243,493464,M,50-65,59
244,495325,M,35-49,78
245,496860,M,35-49,06
246,497798,M,35-49,33
247,499303,M,35-49,78
248,499532,M,>65,59
249,500915,M,50-65,33
250,502556,M,35-49,38
251,509386,M,50-65,62
252,511024,M,50-65,62
253,511792,M,35-49,62
254,516711,M,35-49,78
255,517175,M,35-49,51
256,519137,M,<35,38
257,520071,M,35-49,38
258,521161,M,50-65,62
259,521982,M,35-49,59
260,526976,M,35-49,78
261,527677,M,35-49,38
262,528757,M,50-65,06
263,537265,F,50-65,38
264,537872,M,<35,78
265,538133,M,50-65,38
266,538955,M,50-65,59
267,541417,M,50-65,59
268,543430,M,50-65,62
269,543558,M,35-49,62
270,548581,M,50-65,58
271,549038,M,35-49,62
272,550893,M,35-49,06
273,551446,M,35-49,59
274,552846,M,<35,62
275,553151,M,35-49,78
276,555013,M,<35,59
277,558424,M,<35,79
278,558641,M,<35,62
279,558934,M,35-49,59
280,559661,M,<35,33
281,560373,M,50-65,62
282,563868,M,50-65,59
283,568859,M,50-65,62
284,569912,M,35-49,59
285,572243,F,35-49,78
286,572651,M,35-49,59
287,573223,M,35-49,78
288,573766,M,35-49,78
289,574409,M,35-49,38
290,575826,M,35-49,78
291,576380,M,35-49,06
292,576975,M,<35,06
293,579243,F,35-49,62
294,579353,M,35-49,78
295,579539,M,35-49,33
296,581633,M,35-49,06
297,583156,M,<35,33
298,583460,M,35-49,59
299,584471,M,<35,62
300,586233,M,35-49,58
301,587093,M,<35,33
302,592510,M,35-49,58
303,592647,M,<35,78
304,595074,F,35-49,78
305,595081,M,50-65,59
306,596052,M,50-65,59
307,598391,M,35-49,59
308,599293,F,<35,51
309,599725,M,35-49,38
310,600467,M,35-49,78
311,601640,M,35-49,38
312,601900,M,50-65,51
313,605207,M,<35,59
314,605523,M,50-65,78
315,606450,M,50-65,51
316,606739,M,35-49,33
317,609205,M,<35,78
318,612518,M,<35,59
319,613217,F,35-49,38
320,614173,M,<35,78
321,622174,M,50-65,06
322,622396,M,35-49,59
323,622767,M,35-49,51
324,626163,M,<35,78
325,638210,M,35-49,62
326,656134,F,<35,59
327,657916,M,35-49,06
328,674245,M,35-49,59
329,684785,M,35-49,51
330,696493,M,35-49,59
331,704970,M,35-49,78
332,711253,M,<35,38
