,CUST_ID,SEX,AGE,DEPARTEMENT
0,110899,M,35-49,59
1,112041,M,35-49,78
2,114666,M,35-49,59
3,118478,M,50-65,59
4,123777,M,50-65,59
5,149358,F,35-49,62
6,165402,M,50-65,59
7,171799,M,50-65,33
8,173319,M,50-65,51
9,176862,M,35-49,59
10,184841,M,35-49,59
11,187833,M,50-65,59
12,263990,F,50-65,78
13,270220,M,50-65,59
14,273864,M,50-65,38
15,305678,M,50-65,62
16,309153,M,50-65,59
17,309563,M,50-65,62
18,314647,M,<35,59
19,339428,M,<35,62
20,348948,M,50-65,78
21,359007,M,35-49,38
22,371498,M,35-49,62
23,380689,M,35-49,62
24,400788,M,35-49,33
25,413192,M,35-49,59
26,425954,M,35-49,59
27,427096,M,35-49,59
28,445147,M,35-49,62
29,447321,M,35-49,78
30,450524,M,35-49,78
31,460228,M,35-49,62
32,464331,M,50-65,59
33,470752,M,50-65,78
34,480899,M,35-49,58
35,526976,M,35-49,78
36,528757,M,50-65,06
37,540247,M,50-65,78
38,549038,M,35-49,62
39,563868,M,50-65,59
40,565366,M,35-49,78
41,574634,M,35-49,78
42,575459,M,50-65,62
43,584447,M,50-65,78
44,592510,M,35-49,58
45,596052,M,50-65,59
46,602580,M,<35,59
47,606450,M,50-65,51
48,607089,M,35-49,06
49,615217,M,35-49,62
50,616689,M,35-49,59
51,616924,M,50-65,78
52,622174,M,50-65,06
53,732484,M,35-49,78
54,734723,M,35-49,59
55,739860,M,<35,59
56,751640,M,35-49,59
57,752568,M,50-65,78
58,836821,M,35-49,51
59,897112,M,<35,38
60,911475,M,35-49,06
61,957469,M,35-49,59
62,963615,M,50-65,78
63,971894,M,35-49,78
64,975853,M,50-65,59
65,979326,F,35-49,78
66,988692,M,35-49,59
67,998545,M,35-49,59
68,1007975,M,35-49,78
69,1014685,M,<35,78
70,1030310,M,35-49,78
71,1071032,F,35-49,59
