,CUST_ID,SEX,AGE,DEPARTEMENT
0,100194,M,50-65,59
1,100715,F,50-65,78
2,101937,M,50-65,79
3,103914,M,35-49,59
4,104293,M,50-65,59
5,106845,F,35-49,21
6,108938,M,50-65,59
7,109054,M,50-65,59
8,109665,M,>65,78
9,109730,M,35-49,62
10,110899,M,35-49,59
11,111737,M,<35,78
12,112041,M,35-49,78
13,112044,M,35-49,59
14,113036,M,50-65,62
15,113376,M,35-49,59
16,113487,M,50-65,78
17,114666,M,35-49,59
18,116969,M,50-65,59
19,118478,M,50-65,59
20,121672,M,50-65,78
21,122130,M,50-65,78
22,123777,M,50-65,59
23,123801,M,35-49,62
24,127760,M,50-65,78
25,127790,M,50-65,59
26,130181,M,35-49,59
27,130532,M,50-65,59
28,133070,M,50-65,62
29,133892,M,50-65,59
30,134419,F,35-49,58
31,137504,M,35-49,78
32,137871,M,35-49,59
33,141636,M,50-65,62
34,141642,M,50-65,80
35,144811,M,35-49,33
36,146208,M,35-49,62
37,147410,M,50-65,59
38,149963,M,50-65,59
39,153963,M,35-49,78
40,154300,M,50-65,59
41,155063,M,50-65,78
42,156096,M,35-49,78
43,156634,M,35-49,62
44,158388,M,50-65,40
45,162055,M,35-49,62
46,162585,M,35-49,78
47,167298,M,50-65,78
48,171222,M,50-65,62
49,172406,M,>65,78
50,174585,M,35-49,59
51,176862,M,35-49,59
52,178316,F,35-49,21
53,178797,M,50-65,62
54,182809,M,35-49,59
55,183398,M,50-65,59
56,184920,M,>65,78
57,187833,M,50-65,59
58,187947,M,50-65,21
59,188938,M,50-65,59
60,191304,M,50-65,59
61,191426,M,50-65,78
62,191561,M,50-65,59
63,191954,M,35-49,80
64,193219,F,50-65,21
65,193871,M,35-49,78
66,199673,M,50-65,59
67,199984,M,50-65,59
68,204037,M,50-65,59
69,205109,M,50-65,62
70,210355,M,35-49,59
71,210939,M,35-49,59
72,211249,F,50-65,62
73,220023,M,50-65,21
74,221812,F,50-65,78
75,226086,M,50-65,59
76,227535,F,50-65,21
77,230124,M,50-65,33
78,230354,F,35-49,21
79,230856,M,50-65,78
80,231418,M,35-49,59
81,235297,M,50-65,59
82,240504,M,>65,33
83,244827,M,35-49,59
84,245144,M,50-65,78
85,249736,F,35-49,78
86,253171,M,50-65,62
87,261384,M,35-49,33
88,262444,M,50-65,33
89,263913,M,50-65,78
90,263990,F,50-65,78
91,264552,M,50-65,78
92,266488,M,35-49,62
93,268921,M,>65,33
94,270220,M,50-65,59
95,270517,M,50-65,62
96,273854,M,35-49,78
