,CUST_ID,SEX,AGE,DEPARTEMENT
0,100128,M,>65,21
1,100169,M,>65,59
2,100194,M,50-65,59
3,100202,M,50-65,78
4,100209,M,50-65,33
5,100219,M,50-65,33
6,100302,M,>65,06
7,100351,M,>65,38
8,100497,M,50-65,59
9,100577,M,50-65,51
10,100615,M,50-65,33
11,100680,M,35-49,38
12,100715,F,50-65,78
13,100784,M,50-65,59
14,100817,M,50-65,21
15,100842,M,35-49,78
16,100882,F,50-65,33
17,100942,M,35-49,51
18,100977,M,50-65,33
19,101024,F,35-49,62
20,101105,M,50-65,62
21,101165,M,50-65,58
22,101170,M,35-49,59
23,101185,M,50-65,59
24,101188,M,50-65,78
25,101205,M,35-49,78
26,101246,M,50-65,78
27,101299,M,35-49,62
28,101318,M,35-49,62
29,101374,M,<35,62
30,101389,M,35-49,59
31,101392,M,35-49,78
32,101532,M,35-49,59
33,101583,F,50-65,78
34,101656,M,50-65,78
35,101669,M,35-49,78
36,101682,M,50-65,78
37,101742,M,35-49,51
38,101749,M,50-65,38
39,101763,M,50-65,78
40,101775,M,50-65,33
41,101816,M,>65,78
42,101912,M,50-65,59
43,101937,M,50-65,79
44,102086,M,>65,62
45,102120,M,50-65,62
46,102136,M,50-65,33
47,102168,M,50-65,33
48,102179,M,50-65,59
49,102233,M,50-65,62
50,102475,M,50-65,62
51,102509,M,>65,59
52,102532,M,50-65,38
53,102647,M,35-49,78
54,102732,M,50-65,78
55,102917,M,35-49,51
56,102939,M,35-49,59
57,103011,F,>65,21
58,103019,M,50-65,78
59,103101,F,50-65,78
60,103182,M,50-65,78
61,103218,M,35-49,59
62,103223,F,>65,21
63,103240,M,50-65,38
64,103286,M,50-65,78
65,103316,F,35-49,33
66,103344,M,50-65,78
67,103371,M,50-65,78
68,103525,M,>65,21
69,103556,F,>65,33
70,103585,M,35-49,62
71,103618,M,>65,59
72,103814,M,50-65,78
73,103904,M,50-65,59
74,103914,M,35-49,59
75,103922,M,50-65,33
76,104003,M,50-65,59
77,104047,M,50-65,78
78,104088,M,>65,38
79,104122,F,50-65,38
80,104231,M,50-65,59
81,104282,M,50-65,51
82,104293,M,50-65,59
83,104311,F,50-65,21
84,104345,M,35-49,59
85,104394,M,35-49,59
86,104401,M,50-65,62
87,104424,M,50-65,59
88,104493,M,50-65,21
89,104513,M,50-65,62
90,104518,M,50-65,78
91,104626,M,50-65,59
92,104713,M,50-65,78
93,104749,M,35-49,38
94,104826,M,50-65,59
95,104898,M,50-65,59
96,105047,M,35-49,59
97,105126,M,50-65,38
98,105293,M,50-65,59
99,105351,M,50-65,59
100,105377,M,35-49,59
101,105498,M,50-65,78
102,105649,M,35-49,38
103,105672,M,50-65,59
104,105769,M,50-65,78
105,105843,M,50-65,51
106,105892,M,50-65,78
107,105919,M,50-65,79
108,106129,M,50-65,78
109,106150,M,50-65,78
110,106174,M,50-65,38
111,106186,M,35-49,58
112,106203,M,35-49,62
113,106213,M,35-49,59
114,106214,M,50-65,78
115,106225,M,35-49,06
116,106232,M,35-49,33
117,106234,M,50-65,59
118,106261,F,50-65,03
119,106319,M,<35,62
120,106351,M,35-49,78
121,106442,F,<35,21
122,106500,M,>65,38
123,106541,F,35-49,59
124,106565,M,50-65,78
125,106591,M,50-65,59
126,106717,M,50-65,59
127,106730,M,35-49,78
128,106748,M,50-65,78
129,106845,F,35-49,21
130,106867,M,35-49,58
131,106904,M,>65,21
132,106982,M,35-49,59
133,107030,M,35-49,59
134,107150,F,50-65,06
135,107174,M,50-65,59
136,107216,M,50-65,38
137,107250,M,50-65,78
138,107305,M,50-65,62
139,107463,M,50-65,51
140,107493,M,35-49,78
141,107591,M,50-65,58
142,107724,F,50-65,38
143,107811,M,50-65,58
144,107844,M,50-65,33
145,107874,M,35-49,78
146,107884,M,50-65,78
147,107936,M,50-65,59
148,107966,M,35-49,33
149,107981,F,50-65,59
150,108063,M,50-65,59
151,108067,M,35-49,59
152,108101,M,35-49,62
153,108163,M,50-65,59
154,108168,M,50-65,59
155,108208,M,>65,51
156,108209,M,50-65,59
157,108228,M,50-65,38
158,108294,M,35-49,38
159,108321,M,50-65,06
160,108396,M,35-49,70
161,108486,F,>65,21
162,108520,M,50-65,78
163,108521,M,50-65,78
164,108526,M,50-65,78
165,108599,M,35-49,78
166,108765,M,50-65,78
167,108787,M,35-49,62
168,108805,M,50-65,78
169,108824,M,50-65,06
170,108875,M,50-65,62
171,108927,M,50-65,59
172,108938,M,50-65,59
173,109051,M,50-65,58
174,109054,M,50-65,59
175,109075,M,50-65,38
176,109076,M,35-49,33
177,109078,F,<35,33
178,109220,M,50-65,38
179,109242,M,50-65,78
180,109279,M,35-49,33
181,109302,M,35-49,59
182,109363,M,50-65,33
183,109381,M,50-65,69
184,109439,F,>65,62
185,109498,M,50-65,33
186,109525,M,50-65,59
187,109527,M,50-65,33
188,109538,M,50-65,06
189,109551,M,50-65,58
190,109572,M,50-65,59
191,109615,M,50-65,59
192,109711,M,50-65,62
193,109720,F,>65,06
194,109730,M,35-49,62
195,109765,M,35-49,38
196,109767,M,50-65,59
197,109828,M,>65,62
198,109910,M,50-65,06
199,109954,M,50-65,59
200,109993,M,50-65,62
201,110073,M,50-65,38
202,110168,M,35-49,38
203,110196,M,50-65,58
204,110211,M,35-49,78
205,110250,M,50-65,51
206,110297,M,50-65,59
207,110349,M,50-65,78
208,110487,M,35-49,78
209,110518,M,50-65,59
210,110527,F,35-49,38
211,110552,M,35-49,58
212,110569,F,>65,21
213,110590,M,35-49,78
214,110592,M,50-65,58
215,110633,M,50-65,51
216,110691,M,50-65,59
217,110731,M,50-65,59
218,110899,M,35-49,59
219,111038,M,50-65,78
220,111061,M,50-65,78
221,111074,M,50-65,62
222,111175,M,50-65,59
223,111176,M,50-65,59
224,111209,M,50-65,51
225,111211,M,50-65,51
226,111287,M,35-49,59
227,111288,M,35-49,62
228,111299,F,>65,62
229,111302,M,50-65,59
230,111303,M,50-65,62
231,111320,F,50-65,21
232,111383,M,>65,33
233,111392,M,35-49,33
234,111432,M,50-65,59
235,111552,M,50-65,33
236,111665,M,50-65,79
237,111668,M,35-49,62
238,111670,M,35-49,59
239,111737,M,<35,78
240,111738,M,50-65,78
241,111809,M,50-65,58
242,111828,M,50-65,33
243,111880,M,50-65,78
