,CUST_ID,SEX,AGE,DEPARTEMENT
0,5,M,35-49,92
1,100032,M,50-65,74
2,100231,M,>65,45
3,100284,M,35-49,08
4,100416,M,>65,95
5,100419,M,50-65,60
6,100566,M,50-65,47
7,100747,M,50-65,15
8,100978,M,50-65,77
9,101199,M,50-65,51
10,101204,M,50-65,28
11,101212,M,50-65,95
12,101292,M,35-49,13
13,101303,M,50-65,62
14,101533,M,35-49,94
15,101540,M,35-49,76
16,101544,M,50-65,42
17,101603,M,50-65,56
18,101763,M,50-65,78
19,101909,M,50-65,44
20,101934,M,50-65,17
21,101942,M,50-65,44
22,102046,M,<35,69
23,102081,M,50-65,95
24,102153,M,35-49,77
25,102163,M,35-49,35
26,102292,M,50-65,73
27,102352,M,50-65,33
28,102405,M,50-65,33
29,102753,M,50-65,18
30,102791,M,50-65,14
31,103001,M,35-49,17
32,103005,M,50-65,81
33,103027,M,35-49,01
34,103140,M,35-49,63
35,103240,M,50-65,38
36,103512,M,35-49,31
37,103814,M,50-65,78
38,103882,M,50-65,69
39,104059,M,50-65,49
40,104182,M,50-65,14
41,104367,M,50-65,10
42,104626,M,50-65,59
43,104728,M,50-65,30
44,104790,M,35-49,59
45,104919,M,50-65,75
46,105098,M,50-65,02
47,105101,M,50-65,93
48,105314,M,50-65,71
49,105351,M,50-65,59
50,105477,M,50-65,84
51,105550,M,35-49,93
52,105615,M,35-49,31
53,105633,M,50-65,28
54,105832,M,50-65,49
55,105891,M,>65,75
56,105927,M,50-65,91
57,106157,M,35-49,08
58,106244,M,50-65,38
59,106711,M,50-65,91
60,106717,M,50-65,59
61,106727,M,50-65,63
62,106937,M,50-65,04
63,106988,M,>65,69
64,107030,M,35-49,59
65,107114,M,50-65,57
66,107130,M,35-49,60
67,107300,M,50-65,30
68,107379,M,50-65,08
69,107467,M,50-65,44
70,107923,M,50-65,21
71,108122,M,50-65,40
72,108154,M,35-49,49
73,108184,M,35-49,54
74,108424,M,50-65,69
75,108621,M,35-49,44
76,108854,M,50-65,45
77,108938,M,50-65,59
