,CUST_ID,SEX,AGE,DEPARTEMENT
0,100034,M,<35,59
1,100128,M,>65,21
2,100169,M,>65,59
3,100194,M,50-65,59
4,100202,M,50-65,78
5,100209,M,50-65,33
6,100212,M,50-65,33
7,100219,M,50-65,33
8,100270,F,50-65,78
9,100302,M,>65,06
10,100351,M,>65,38
11,100388,M,50-65,59
12,100497,M,50-65,59
13,100505,M,>65,33
14,100577,M,50-65,51
15,100615,M,50-65,33
16,100680,M,35-49,38
17,100715,F,50-65,78
18,100743,M,50-65,78
19,100784,M,50-65,59
20,100817,M,50-65,21
21,100842,M,35-49,78
22,100882,F,50-65,33
23,100942,M,35-49,51
24,100977,M,50-65,33
25,100985,M,35-49,33
26,101024,F,35-49,62
27,101105,M,50-65,62
28,101165,M,50-65,58
29,101170,M,35-49,59
30,101185,M,50-65,59
31,101188,M,50-65,78
32,101205,M,35-49,78
33,101234,M,>65,78
34,101246,M,50-65,78
35,101299,M,35-49,62
36,101318,M,35-49,62
37,101374,M,<35,62
38,101389,M,35-49,59
39,101392,M,35-49,78
40,101532,M,35-49,59
41,101583,F,50-65,78
42,101656,M,50-65,78
43,101669,M,35-49,78
44,101682,M,50-65,78
45,101742,M,35-49,51
46,101749,M,50-65,38
47,101763,M,50-65,78
48,101775,M,50-65,33
49,101796,M,35-49,59
50,101816,M,>65,78
51,101912,M,50-65,59
52,101937,M,50-65,79
53,102086,M,>65,62
54,102120,M,50-65,62
55,102136,M,50-65,33
56,102168,M,50-65,33
57,102179,M,50-65,59
58,102233,M,50-65,62
59,102375,M,35-49,59
60,102475,M,50-65,62
61,102509,M,>65,59
62,102532,M,50-65,38
63,102647,M,35-49,78
64,102732,M,50-65,78
65,102917,M,35-49,51
66,102939,M,35-49,59
67,103011,F,>65,21
68,103019,M,50-65,78
69,103046,M,50-65,21
70,103101,F,50-65,78
71,103182,M,50-65,78
72,103218,M,35-49,59
73,103223,F,>65,21
74,103240,M,50-65,38
75,103286,M,50-65,78
76,103316,F,35-49,33
77,103344,M,50-65,78
78,103371,M,50-65,78
79,103438,M,>65,79
80,103525,M,>65,21
81,103556,F,>65,33
82,103585,M,35-49,62
83,103618,M,>65,59
84,103814,M,50-65,78
85,103904,M,50-65,59
86,103914,M,35-49,59
87,103922,M,50-65,33
88,103977,M,50-65,59
89,104003,M,50-65,59
90,104047,M,50-65,78
91,104088,M,>65,38
92,104122,F,50-65,38
93,104144,F,50-65,51
94,104231,M,50-65,59
95,104282,M,50-65,51
96,104293,M,50-65,59
97,104311,F,50-65,21
98,104345,M,35-49,59
99,104394,M,35-49,59
100,104401,M,50-65,62
101,104424,M,50-65,59
102,104513,M,50-65,62
103,104518,M,50-65,78
104,104626,M,50-65,59
105,104681,M,50-65,59
106,104713,M,50-65,78
107,104749,M,35-49,38
108,104898,M,50-65,59
109,105047,M,35-49,59
110,105109,F,50-65,33
111,105126,M,50-65,38
112,105293,M,50-65,59
113,105349,M,50-65,51
114,105351,M,50-65,59
115,105377,M,35-49,59
116,105431,M,35-49,78
117,105498,M,50-65,78
118,105649,M,35-49,38
119,105672,M,50-65,59
120,105769,M,50-65,78
121,105843,M,50-65,51
122,105892,M,50-65,78
123,105919,M,50-65,79
124,106129,M,50-65,78
125,106150,M,50-65,78
126,106174,M,50-65,38
127,106186,M,35-49,58
128,106203,M,35-49,62
129,106213,M,35-49,59
