,CUST_ID,SEX,AGE,DEPARTEMENT
0,100128,M,>65,21
1,100194,M,50-65,59
2,100351,M,>65,38
3,100497,M,50-65,59
4,100715,F,50-65,78
5,100942,M,35-49,51
6,100977,M,50-65,33
7,101105,M,50-65,62
8,101185,M,50-65,59
9,101205,M,35-49,78
10,101392,M,35-49,78
11,101532,M,35-49,59
12,101682,M,50-65,78
13,101749,M,50-65,38
14,102086,M,>65,62
15,102120,M,50-65,62
16,102136,M,50-65,33
17,102475,M,50-65,62
18,102647,M,35-49,78
19,102917,M,35-49,51
20,103019,M,50-65,78
21,103101,F,50-65,78
22,103218,M,35-49,59
23,103316,F,35-49,33
24,103371,M,50-65,78
25,103556,F,>65,33
26,103814,M,50-65,78
27,103904,M,50-65,59
28,103914,M,35-49,59
29,103922,M,50-65,33
30,104293,M,50-65,59
31,104345,M,35-49,59
32,104518,M,50-65,78
33,104626,M,50-65,59
34,105047,M,35-49,59
35,105377,M,35-49,59
36,105498,M,50-65,78
37,105649,M,35-49,38
38,105769,M,50-65,78
39,105919,M,50-65,79
40,106150,M,50-65,78
41,106203,M,35-49,62
42,106232,M,35-49,33
43,106319,M,<35,62
44,106748,M,50-65,78
45,106845,F,35-49,21
46,106982,M,35-49,59
47,107030,M,35-49,59
48,107216,M,50-65,38
49,107305,M,50-65,62
50,107493,M,35-49,78
51,107936,M,50-65,59
52,108163,M,50-65,59
53,108228,M,50-65,38
54,108294,M,35-49,38
55,108526,M,50-65,78
56,108765,M,50-65,78
57,108805,M,50-65,78
58,108875,M,50-65,62
59,108938,M,50-65,59
60,109051,M,50-65,58
61,109054,M,50-65,59
62,109302,M,35-49,59
63,109363,M,50-65,33
64,109498,M,50-65,33
65,109538,M,50-65,06
66,109551,M,50-65,58
67,109572,M,50-65,59
68,109665,M,>65,78
69,109711,M,50-65,62
70,109730,M,35-49,62
71,109765,M,35-49,38
72,109767,M,50-65,59
73,109828,M,>65,62
74,109910,M,50-65,06
75,110196,M,50-65,58
76,110487,M,35-49,78
77,110592,M,50-65,58
78,110731,M,50-65,59
79,110899,M,35-49,59
80,111299,F,>65,62
81,111320,F,50-65,21
82,111383,M,>65,33
83,111432,M,50-65,59
84,111737,M,<35,78
85,111800,F,50-65,51
86,111828,M,50-65,33
87,111880,M,50-65,78
88,111890,M,50-65,59
89,111896,M,>65,78
90,111911,F,>65,78
91,111939,M,35-49,59
92,111958,M,35-49,59
93,112006,M,35-49,78
94,112013,M,50-65,33
95,112041,M,35-49,78
96,112044,M,35-49,59
97,112161,M,50-65,78
98,112387,M,35-49,78
99,112511,M,50-65,51
100,112979,M,50-65,33
101,113014,M,50-65,33
102,113036,M,50-65,62
103,113297,M,35-49,33
104,113376,M,35-49,59
105,113425,M,50-65,78
106,113487,M,50-65,78
107,113566,M,35-49,78
108,113725,M,50-65,78
109,113797,M,50-65,78
110,113875,M,35-49,58
111,114078,F,35-49,21
112,114176,M,50-65,59
113,114363,M,35-49,62
114,114449,M,50-65,59
115,114621,F,50-65,78
116,114666,M,35-49,59
117,114730,M,35-49,58
118,114811,M,50-65,59
119,114932,M,50-65,38
120,114989,M,50-65,59
121,114995,M,50-65,78
122,115022,M,50-65,38
123,115438,M,35-49,59
124,115588,M,<35,78
125,115880,M,50-65,06
126,116290,M,35-49,38
127,116388,M,50-65,78
128,116517,M,50-65,38
129,116566,M,50-65,78
130,116964,F,>65,78
131,116969,M,50-65,59
132,117249,M,50-65,78
133,117305,F,>65,38
134,117321,M,50-65,78
135,117387,M,>65,21
136,117610,M,50-65,59
137,117850,M,35-49,51
138,117912,M,35-49,62
139,118229,M,50-65,59
140,118234,M,>65,78
141,118364,M,50-65,78
142,118478,M,50-65,59
143,118554,M,50-65,62
144,118560,M,50-65,78
145,118606,M,50-65,38
146,118658,M,>65,78
147,118750,M,35-49,59
148,119307,M,50-65,78
149,119510,M,50-65,62
150,119521,M,50-65,38
151,120248,M,50-65,38
152,120286,M,50-65,38
153,120461,M,>65,06
154,120734,M,>65,78
155,120768,M,50-65,33
156,120927,M,35-49,06
157,120992,M,50-65,78
158,121107,M,50-65,78
159,121128,M,50-65,59
160,121147,M,50-65,62
161,121408,M,50-65,62
162,121437,M,50-65,59
163,121590,M,50-65,58
164,121672,M,50-65,78
165,121729,M,>65,51
166,121730,M,50-65,51
167,121796,M,>65,38
168,122130,M,50-65,78
169,122194,F,50-65,78
170,122221,M,50-65,78
171,122503,M,>65,21
172,122824,M,>65,78
173,122953,F,50-65,62
174,122976,M,>65,78
175,123035,M,>65,59
176,123294,M,35-49,78
177,123517,M,50-65,78
178,123618,M,50-65,38
179,123777,M,50-65,59
180,123801,M,35-49,62
181,123949,M,50-65,59
182,124069,M,50-65,62
183,124397,M,50-65,62
184,124464,M,50-65,51
185,124681,M,35-49,38
186,124784,M,35-49,62
187,124913,M,>65,21
188,125579,M,50-65,59
189,125615,M,50-65,33
190,125911,M,35-49,42
191,125918,M,50-65,33
192,126035,M,50-65,62
193,126059,M,35-49,59
194,126217,M,35-49,06
195,126231,M,35-49,33
196,126875,M,50-65,59
