,CUST_ID,SEX,AGE,DEPARTEMENT
0,5,M,35-49,92
1,100419,M,50-65,60
2,101199,M,50-65,51
3,101292,M,35-49,13
4,101540,M,35-49,76
5,101603,M,50-65,56
6,101909,M,50-65,44
7,102153,M,35-49,77
8,102352,M,50-65,33
9,103240,M,50-65,38
10,103512,M,35-49,31
11,104182,M,50-65,14
12,104790,M,35-49,59
13,104797,F,50-65,02
14,105101,M,50-65,93
15,105351,M,50-65,59
16,105477,M,50-65,84
17,106157,M,35-49,08
18,106937,M,50-65,04
19,107030,M,35-49,59
20,107130,M,35-49,60
21,107379,M,50-65,08
22,107467,M,50-65,44
23,108154,M,35-49,49
24,108938,M,50-65,59
25,109218,M,35-49,69
26,109620,M,35-49,69
27,109702,M,35-49,27
28,109725,M,35-49,48
29,109920,M,35-49,74
30,109997,F,50-65,27
31,110260,M,50-65,08
32,110899,M,35-49,59
33,111270,M,35-49,69
34,112041,M,35-49,78
35,112044,M,35-49,59
36,112049,M,35-49,91
37,112465,M,50-65,35
38,112638,M,50-65,94
39,112823,M,50-65,13
40,112833,M,50-65,94
41,112843,M,50-65,37
42,113487,M,50-65,78
43,114251,M,50-65,50
44,114666,M,35-49,59
45,114741,F,35-49,53
46,115001,M,50-65,75
47,116450,M,50-65,28
48,116528,M,35-49,69
49,116631,M,50-65,77
50,116969,M,50-65,59
51,117148,M,35-49,57
52,117565,M,50-65,45
53,117674,M,50-65,44
54,117944,M,50-65,44
55,118478,M,50-65,59
56,119642,M,50-65,45
57,119697,M,50-65,70
58,120327,M,35-49,37
59,121488,M,50-65,17
60,122183,M,50-65,17
61,122586,M,50-65,23
62,123289,M,50-65,38
63,123459,M,35-49,60
64,123476,M,50-65,94
65,123777,M,50-65,59
66,124383,M,35-49,91
67,124627,M,50-65,56
68,124985,M,35-49,38
69,125034,M,50-65,38
70,125683,M,50-65,01
71,126509,M,35-49,71
72,126756,M,35-49,17
73,126804,M,35-49,93
74,127006,M,35-49,35
75,127017,M,50-65,57
76,127413,M,50-65,91
77,127760,M,50-65,78
78,127766,M,50-65,51
79,127780,M,35-49,49
80,127790,M,50-65,59
81,128108,M,50-65,94
82,128216,M,50-65,76
83,128350,M,50-65,38
84,128420,M,50-65,28
85,128793,M,50-65,35
86,128859,M,35-49,59
87,129056,M,35-49,67
88,129426,M,35-49,60
89,130016,M,50-65,13
90,130181,M,35-49,59
91,130413,M,50-65,28
92,130710,M,50-65,63
93,130838,M,35-49,33
94,131001,M,50-65,83
95,131007,M,50-65,49
96,131014,M,50-65,33
97,131410,M,50-65,83
98,131411,M,50-65,38
99,131535,M,50-65,42
100,132375,M,50-65,33
101,132464,M,50-65,95
102,133794,M,50-65,06
103,133805,M,50-65,35
104,133892,M,50-65,59
105,134339,F,35-49,21
106,134681,M,35-49,38
107,134749,M,50-65,14
108,134753,M,35-49,44
109,135262,M,50-65,60
110,135340,M,35-49,69
111,135722,M,50-65,11
112,136801,M,50-65,21
113,137065,M,35-49,92
114,137391,M,50-65,62
115,138391,M,50-65,93
116,138453,M,35-49,51
117,138559,M,50-65,11
118,138577,M,50-65,44
119,138629,M,35-49,33
120,138632,F,50-65,69
121,139787,M,35-49,71
122,140592,M,35-49,01
123,140929,M,50-65,07
124,141352,M,35-49,38
125,141443,M,50-65,38
126,141633,M,35-49,72
127,141642,M,50-65,80
128,141838,M,50-65,35
129,143143,M,35-49,93
130,144017,M,35-49,77
131,144018,M,50-65,14
132,144594,M,50-65,17
133,144641,M,50-65,91
134,145180,M,50-65,69
135,145218,M,35-49,10
136,145422,M,50-65,78
137,145498,M,35-49,44
138,145880,M,35-49,38
139,146004,M,50-65,33
140,146596,M,35-49,60
141,146894,M,35-49,76
142,146980,M,35-49,76
143,147150,M,50-65,37
144,147752,M,50-65,19
145,148510,M,35-49,77
146,149097,M,35-49,56
147,149255,M,50-65,35
148,149717,M,35-49,56
149,150153,M,35-49,45
150,150173,M,50-65,56
151,150179,M,50-65,69
152,150405,M,50-65,76
153,151741,M,50-65,02
154,152558,M,35-49,74
155,152642,M,35-49,16
156,152939,M,50-65,13
157,153569,M,50-65,86
158,153731,M,35-49,59
159,154223,M,35-49,45
160,154278,M,35-49,28
161,155614,M,50-65,67
162,155680,M,35-49,56
163,155926,M,50-65,43
164,156096,M,35-49,78
165,156366,M,35-49,59
166,156442,M,50-65,69
167,156529,M,50-65,38
168,156634,M,35-49,62
169,157403,M,35-49,33
170,157783,M,35-49,95
171,157902,M,50-65,94
172,158259,M,50-65,69
173,158377,M,35-49,88
174,158500,F,50-65,69
175,158503,M,50-65,69
176,158617,M,50-65,30
177,158639,M,50-65,78
178,158646,M,50-65,39
179,159915,M,35-49,35
180,160197,M,35-49,01
181,161112,M,50-65,56
182,161194,M,35-49,35
183,161366,M,50-65,52
184,161523,M,35-49,35
185,161620,M,50-65,77
186,161748,M,50-65,88
187,161807,M,50-65,86
188,163515,M,50-65,62
189,163848,M,50-65,93
190,164050,M,50-65,33
191,165350,M,50-65,95
192,165775,M,50-65,92
193,166178,M,50-65,28
194,166235,M,35-49,30
195,166535,F,50-65,07
196,167059,M,50-65,44
197,167759,M,35-49,27
198,167890,M,35-49,45
199,168172,M,35-49,68
200,168995,M,35-49,94
201,169398,M,50-65,29
202,169511,M,50-65,94
203,169933,M,50-65,67
204,171222,M,50-65,62
205,172691,M,50-65,51
206,173045,M,50-65,22
207,173522,M,50-65,37
208,173602,M,50-65,28
209,173792,F,50-65,67
210,174129,M,35-49,26
211,174246,M,50-65,77
212,174862,M,50-65,64
213,175804,M,35-49,80
214,176006,M,35-49,41
215,176214,M,50-65,76
216,176294,M,35-49,10
217,176813,M,35-49,35
218,176836,M,50-65,70
219,176940,M,50-65,59
220,177513,M,50-65,69
221,177780,M,50-65,33
222,178271,M,50-65,42
223,178712,M,35-49,44
224,178784,M,50-65,63
225,179179,M,35-49,77
226,179379,M,50-65,69
227,179654,M,50-65,69
228,179843,M,50-65,61
229,179988,M,35-49,62
230,180420,M,35-49,29
231,180615,M,35-49,45
232,180618,M,50-65,37
233,180655,M,35-49,10
234,181842,M,35-49,57
235,183375,M,50-65,69
236,183963,M,50-65,91
237,184103,M,50-65,13
238,184167,F,50-65,85
239,184881,M,35-49,44
240,185114,M,50-65,77
241,185192,M,50-65,35
242,185380,M,35-49,28
243,185655,M,35-49,95
244,185708,M,50-65,60
245,186390,M,35-49,26
246,186396,M,50-65,69
247,186971,M,50-65,94
248,187300,M,35-49,62
249,187604,M,35-49,60
250,187833,M,50-65,59
251,187912,F,50-65,33
252,188474,M,50-65,28
253,189175,M,50-65,86
254,190322,M,35-49,87
255,190337,M,50-65,01
256,190477,M,35-49,38
257,191305,M,35-49,35
258,191353,F,35-49,45
259,191561,M,50-65,59
260,191894,M,50-65,85
261,191954,M,35-49,80
262,192427,F,35-49,77
263,193256,M,35-49,44
264,193494,M,35-49,44
265,193691,F,35-49,69
266,194992,M,50-65,95
267,195083,M,50-65,84
268,196163,M,50-65,58
269,196420,M,35-49,60
270,196694,M,35-49,31
271,197141,M,50-65,85
272,199517,M,50-65,84
273,199523,M,35-49,73
274,199604,M,50-65,56
275,199646,M,50-65,69
276,199656,M,50-65,59
277,199886,M,35-49,33
278,199926,M,35-49,77
279,199984,M,50-65,59
280,200152,M,50-65,69
281,200336,M,50-65,14
282,200393,M,50-65,27
283,200677,M,50-65,44
284,200870,M,50-65,55
285,200995,M,35-49,92
286,201216,M,35-49,22
287,201489,M,35-49,72
288,201497,M,35-49,94
289,201977,M,35-49,68
290,202406,M,35-49,35
291,203439,M,35-49,13
292,203689,M,35-49,63
293,204029,M,50-65,78
294,204037,M,50-65,59
295,205077,M,35-49,44
296,205109,M,50-65,62
297,205176,M,35-49,21
298,205486,M,50-65,37
299,205979,M,50-65,03
300,206051,M,35-49,18
301,206661,M,50-65,44
302,207479,M,50-65,76
303,207629,M,35-49,35
304,207934,M,50-65,21
305,207936,M,50-65,75
306,208716,M,50-65,26
307,209362,M,50-65,47
308,209671,M,50-65,60
309,209688,M,50-65,61
310,209755,M,35-49,62
311,210093,M,50-65,37
312,210290,M,35-49,56
313,210355,M,35-49,59
314,211013,M,50-65,24
315,211087,M,50-65,92
316,211249,F,50-65,62
317,211983,F,35-49,18
318,212285,M,50-65,91
319,212317,M,35-49,55
320,212519,M,50-65,06
321,213362,M,50-65,59
322,214000,M,50-65,44
323,214487,M,35-49,29
324,214802,M,35-49,91
325,214894,F,35-49,44
326,215962,M,50-65,54
327,216341,M,35-49,60
328,216399,M,50-65,13
329,217195,M,50-65,57
330,217265,M,35-49,60
331,217342,M,35-49,51
332,217347,M,50-65,33
333,217582,M,50-65,83
334,217635,M,50-65,18
335,217903,M,50-65,38
336,218210,M,50-65,68
337,218475,M,50-65,70
338,219547,M,50-65,44
339,219676,M,35-49,42
340,221271,M,50-65,76
341,222253,M,50-65,44
342,222481,M,35-49,67
343,223681,M,50-65,45
344,223987,M,50-65,38
345,224494,M,50-65,89
346,224623,M,50-65,91
347,225737,M,50-65,63
348,225837,M,35-49,25
349,226033,M,35-49,73
350,226528,M,50-65,91
351,226621,M,50-65,78
352,227755,M,35-49,77
353,227879,M,50-65,38
354,231288,M,50-65,54
355,231613,M,35-49,10
356,231814,M,35-49,76
357,231901,M,35-49,21
358,232620,M,50-65,44
359,233569,M,35-49,59
360,234024,M,50-65,92
361,234628,M,50-65,45
362,234690,M,35-49,91
363,234929,M,35-49,56
364,235018,M,35-49,60
365,235062,M,50-65,33
366,235297,M,50-65,59
367,235462,M,35-49,59
368,235780,M,50-65,14
369,235789,M,50-65,86
370,236349,M,50-65,76
371,236457,M,50-65,64
372,237148,M,50-65,80
373,237910,M,50-65,81
374,237911,M,35-49,33
375,238321,M,50-65,93
376,238446,M,50-65,85
377,238728,M,50-65,33
378,239166,M,50-65,77
379,239243,M,50-65,33
380,239263,M,50-65,27
381,240369,M,35-49,38
382,240524,M,50-65,41
383,240560,M,50-65,13
384,240815,F,35-49,51
385,240832,M,50-65,73
386,241317,M,50-65,60
387,241876,M,35-49,22
388,242494,M,50-65,13
389,242571,M,50-65,44
390,242587,M,35-49,76
391,242596,M,50-65,60
392,242901,M,50-65,70
393,243130,M,35-49,62
394,243262,M,35-49,63
395,243310,M,35-49,85
396,243368,M,50-65,29
397,243422,M,50-65,62
398,244007,M,50-65,01
399,244081,M,50-65,77
400,244169,M,50-65,77
401,244585,M,50-65,69
402,244822,M,50-65,78
403,244827,M,35-49,59
404,245439,M,50-65,27
405,245916,M,50-65,61
406,245952,M,50-65,33
407,246360,M,50-65,68
408,246580,M,50-65,67
409,246691,M,50-65,71
410,246710,M,50-65,56
411,247074,M,50-65,01
412,247435,M,50-65,94
413,247691,M,50-65,72
414,247704,M,35-49,33
415,247711,M,35-49,45
416,248029,M,50-65,33
417,248049,M,50-65,27
418,248714,M,35-49,47
419,249335,M,50-65,45
420,249512,M,50-65,38
421,250022,M,50-65,78
422,250766,M,35-49,35
423,250989,M,35-49,16
424,251532,M,50-65,77
425,251784,M,50-65,02
426,251807,M,50-65,95
427,252464,M,50-65,75
428,252569,M,35-49,77
429,252628,M,35-49,17
430,253080,M,50-65,33
431,253419,M,50-65,29
432,253502,M,35-49,91
433,253889,M,50-65,77
434,254144,M,50-65,79
435,254276,M,50-65,06
436,254508,M,50-65,60
437,254902,M,50-65,77
438,255580,M,50-65,28
439,255738,M,35-49,93
440,255780,M,35-49,17
441,255825,M,35-49,14
442,255991,M,50-65,37
443,256106,M,35-49,29
444,257318,M,35-49,77
445,258075,M,50-65,33
446,258108,M,35-49,33
447,258179,M,35-49,30
448,258536,M,50-65,95
449,258840,F,50-65,92
450,259090,M,35-49,35
451,260004,M,50-65,38
452,260089,M,50-65,50
453,260531,M,35-49,01
454,260860,M,50-65,31
455,260870,M,50-65,43
456,260928,M,35-49,17
457,261204,M,35-49,17
458,261408,M,50-65,23
459,261940,M,50-65,68
460,262184,M,35-49,89
461,262637,M,35-49,33
462,262712,M,50-65,14
463,263030,M,35-49,59
464,263090,M,50-65,77
465,263135,M,35-49,33
466,263262,M,50-65,62
467,263275,M,50-65,95
468,263374,M,35-49,49
469,263391,M,35-49,13
470,263913,M,50-65,78
471,263990,F,50-65,78
472,264104,M,35-49,28
473,265643,M,35-49,50
474,266069,M,50-65,84
475,266240,M,35-49,67
476,266251,M,35-49,28
477,266420,M,50-65,77
478,266546,M,35-49,56
479,266725,M,35-49,76
480,266878,M,50-65,62
481,266909,M,50-65,39
482,267298,F,50-65,60
483,267459,M,35-49,28
