,CUST_ID,SEX,AGE,DEPARTEMENT
0,108938,M,50-65,59
1,110899,M,35-49,59
2,114666,M,35-49,59
3,118478,M,50-65,59
4,123777,M,50-65,59
5,127760,M,50-65,78
6,127790,M,50-65,59
7,133892,M,50-65,59
8,149963,M,50-65,59
9,156096,M,35-49,78
10,156634,M,35-49,62
11,171222,M,50-65,62
12,187833,M,50-65,59
13,199984,M,50-65,59
14,211249,F,50-65,62
15,235297,M,50-65,59
16,241017,M,35-49,78
17,244827,M,35-49,59
18,263913,M,50-65,78
19,263990,F,50-65,78
20,270220,M,50-65,59
21,275782,M,50-65,59
22,292347,M,35-49,59
23,294115,M,35-49,78
24,305678,M,50-65,62
25,309153,M,50-65,59
26,314234,M,35-49,78
27,314647,M,<35,59
28,322520,M,35-49,59
29,363692,M,50-65,78
30,364658,M,35-49,78
31,368080,M,50-65,59
32,400722,M,50-65,78
33,403445,M,<35,59
34,416219,M,50-65,78
35,421137,M,35-49,59
36,425954,M,35-49,59
37,427096,M,35-49,59
38,427250,M,35-49,59
39,428202,M,50-65,78
40,432305,M,35-49,59
41,438350,F,50-65,59
42,455008,M,50-65,78
43,460228,M,35-49,62
44,464331,M,50-65,59
45,468837,M,35-49,78
46,471775,M,50-65,78
47,483533,M,35-49,59
48,489055,M,50-65,78
49,505859,M,>65,78
50,516496,M,<35,78
51,518902,M,50-65,78
52,519469,M,>65,78
53,519885,M,35-49,78
54,519887,M,50-65,78
55,521885,M,50-65,78
56,523545,M,35-49,59
57,526400,M,50-65,59
58,535929,M,50-65,78
59,536334,M,50-65,78
60,540247,M,50-65,78
61,544077,M,<35,62
62,545984,M,35-49,78
63,548624,M,50-65,78
64,552846,M,<35,62
65,552972,M,50-65,78
66,555714,M,35-49,78
67,563837,M,35-49,78
68,565366,M,35-49,78
69,575459,M,50-65,62
70,584447,M,50-65,78
71,588437,M,50-65,59
72,600388,M,35-49,59
73,602580,M,<35,59
74,604098,M,50-65,59
75,607784,M,35-49,59
76,610037,F,35-49,59
77,610249,M,35-49,78
78,612824,M,<35,59
79,616225,M,35-49,59
80,616689,M,35-49,59
81,619437,M,35-49,78
82,622027,M,35-49,78
83,681522,M,50-65,59
84,715341,M,50-65,78
85,719763,M,35-49,78
86,734723,M,35-49,59
87,735292,M,<35,78
88,739860,M,<35,59
89,749414,M,35-49,78
90,751640,M,35-49,59
91,752568,M,50-65,78
92,754685,M,35-49,78
93,761107,M,<35,78
94,838190,M,35-49,59
95,849812,M,35-49,78
96,863993,M,35-49,78
97,872971,F,<35,59
98,903640,M,<35,59
99,911614,M,35-49,78
100,913872,M,35-49,59
101,915181,M,50-65,59
102,916245,M,35-49,78
103,957469,M,35-49,59
104,963615,M,50-65,78
105,964774,M,<35,78
106,971440,M,35-49,59
107,971894,M,35-49,78
108,979705,M,<35,59
109,984430,M,35-49,78
110,988692,M,35-49,59
111,993844,M,<35,78
112,995860,M,>65,07
113,998545,M,35-49,59
114,999796,M,35-49,59
115,1007975,M,35-49,78
116,1014685,M,<35,78
117,1034094,M,35-49,78
118,1036452,M,35-49,78
119,1037646,M,<35,78
120,1045120,M,50-65,78
121,1047955,M,<35,78
122,1048011,M,35-49,78
123,1054006,M,<35,78
124,1058591,M,50-65,59
125,1061637,M,<35,59
126,1071032,F,35-49,59
127,1082751,M,35-49,78
128,1095891,M,35-49,59
129,1163691,M,35-49,59
130,1166148,M,<35,62
131,1167207,M,35-49,59
132,1167617,M,50-65,59
133,1168767,M,35-49,59
134,1171591,M,50-65,59
135,1173969,M,<35,59
136,1179385,M,<35,78
137,1180366,M,35-49,59
138,1198352,M,35-49,59
139,1205586,M,<35,62
140,1236675,M,<35,59
141,1237802,M,35-49,59
