,CUST_ID,SEX,AGE,DEPARTEMENT
0,100128,M,>65,21
1,100169,M,>65,59
2,100194,M,50-65,59
3,100202,M,50-65,78
4,100209,M,50-65,33
5,100219,M,50-65,33
6,100302,M,>65,06
7,100351,M,>65,38
8,100388,M,50-65,59
9,100497,M,50-65,59
10,100577,M,50-65,51
11,100615,M,50-65,33
12,100680,M,35-49,38
13,100715,F,50-65,78
14,100743,M,50-65,78
15,100784,M,50-65,59
16,100817,M,50-65,21
17,100882,F,50-65,33
18,100942,M,35-49,51
19,100977,M,50-65,33
20,100985,M,35-49,33
21,101024,F,35-49,62
22,101105,M,50-65,62
23,101165,M,50-65,58
24,101170,M,35-49,59
25,101185,M,50-65,59
26,101188,M,50-65,78
27,101205,M,35-49,78
28,101246,M,50-65,78
29,101299,M,35-49,62
30,101318,M,35-49,62
31,101374,M,<35,62
32,101389,M,35-49,59
33,101392,M,35-49,78
34,101532,M,35-49,59
35,101583,F,50-65,78
36,101656,M,50-65,78
37,101669,M,35-49,78
38,101682,M,50-65,78
39,101742,M,35-49,51
40,101749,M,50-65,38
41,101763,M,50-65,78
42,101775,M,50-65,33
43,101816,M,>65,78
44,101912,M,50-65,59
45,101937,M,50-65,79
46,102086,M,>65,62
47,102120,M,50-65,62
48,102136,M,50-65,33
49,102168,M,50-65,33
50,102179,M,50-65,59
51,102233,M,50-65,62
52,102375,M,35-49,59
53,102475,M,50-65,62
54,102532,M,50-65,38
55,102647,M,35-49,78
56,102732,M,50-65,78
57,102917,M,35-49,51
58,102939,M,35-49,59
59,103011,F,>65,21
60,103019,M,50-65,78
61,103101,F,50-65,78
62,103182,M,50-65,78
63,103218,M,35-49,59
64,103223,F,>65,21
65,103240,M,50-65,38
66,103286,M,50-65,78
67,103316,F,35-49,33
68,103344,M,50-65,78
69,103371,M,50-65,78
70,103438,M,>65,79
71,103525,M,>65,21
72,103556,F,>65,33
73,103585,M,35-49,62
74,103618,M,>65,59
75,103814,M,50-65,78
76,103904,M,50-65,59
77,103914,M,35-49,59
78,103922,M,50-65,33
79,104003,M,50-65,59
80,104047,M,50-65,78
81,104088,M,>65,38
82,104122,F,50-65,38
83,104144,F,50-65,51
84,104231,M,50-65,59
85,104282,M,50-65,51
86,104293,M,50-65,59
87,104311,F,50-65,21
88,104345,M,35-49,59
89,104394,M,35-49,59
90,104401,M,50-65,62
91,104424,M,50-65,59
92,104493,M,50-65,21
93,104513,M,50-65,62
94,104518,M,50-65,78
95,104626,M,50-65,59
96,104681,M,50-65,59
97,104713,M,50-65,78
98,104749,M,35-49,38
99,104826,M,50-65,59
100,104898,M,50-65,59
101,105047,M,35-49,59
102,105126,M,50-65,38
103,105293,M,50-65,59
104,105351,M,50-65,59
105,105377,M,35-49,59
106,105431,M,35-49,78
107,105498,M,50-65,78
108,105649,M,35-49,38
109,105672,M,50-65,59
110,105769,M,50-65,78
111,105843,M,50-65,51
112,105892,M,50-65,78
113,105919,M,50-65,79
114,106129,M,50-65,78
115,106150,M,50-65,78
116,106174,M,50-65,38
117,106186,M,35-49,58
118,106203,M,35-49,62
119,106213,M,35-49,59
120,106214,M,50-65,78
121,106225,M,35-49,06
122,106232,M,35-49,33
123,106234,M,50-65,59
124,106261,F,50-65,03
125,106319,M,<35,62
126,106351,M,35-49,78
127,106442,F,<35,21
128,106500,M,>65,38
129,106541,F,35-49,59
130,106565,M,50-65,78
131,106591,M,50-65,59
132,106717,M,50-65,59
133,106730,M,35-49,78
134,106748,M,50-65,78
135,106845,F,35-49,21
136,106867,M,35-49,58
137,106904,M,>65,21
138,106982,M,35-49,59
139,107030,M,35-49,59
140,107150,F,50-65,06
141,107174,M,50-65,59
142,107216,M,50-65,38
143,107250,M,50-65,78
144,107305,M,50-65,62
145,107463,M,50-65,51
146,107493,M,35-49,78
147,107591,M,50-65,58
148,107724,F,50-65,38
149,107811,M,50-65,58
150,107844,M,50-65,33
151,107874,M,35-49,78
152,107884,M,50-65,78
153,107936,M,50-65,59
154,107966,M,35-49,33
155,107981,F,50-65,59
156,108063,M,50-65,59
157,108067,M,35-49,59
158,108101,M,35-49,62
159,108163,M,50-65,59
160,108168,M,50-65,59
161,108208,M,>65,51
162,108209,M,50-65,59
163,108228,M,50-65,38
164,108294,M,35-49,38
165,108321,M,50-65,06
166,108396,M,35-49,70
167,108486,F,>65,21
168,108520,M,50-65,78
169,108521,M,50-65,78
170,108526,M,50-65,78
171,108599,M,35-49,78
172,108765,M,50-65,78
173,108787,M,35-49,62
174,108805,M,50-65,78
175,108824,M,50-65,06
176,108875,M,50-65,62
177,108927,M,50-65,59
178,108938,M,50-65,59
179,109051,M,50-65,58
180,109054,M,50-65,59
181,109075,M,50-65,38
182,109076,M,35-49,33
183,109078,F,<35,33
184,109220,M,50-65,38
185,109242,M,50-65,78
186,109279,M,35-49,33
187,109302,M,35-49,59
188,109363,M,50-65,33
189,109381,M,50-65,69
190,109439,F,>65,62
191,109498,M,50-65,33
192,109525,M,50-65,59
193,109527,M,50-65,33
194,109538,M,50-65,06
195,109551,M,50-65,58
196,109572,M,50-65,59
197,109615,M,50-65,59
198,109711,M,50-65,62
199,109720,F,>65,06
200,109730,M,35-49,62
201,109765,M,35-49,38
202,109767,M,50-65,59
203,109828,M,>65,62
204,109910,M,50-65,06
205,109954,M,50-65,59
206,109978,M,>65,78
207,109993,M,50-65,62
208,110071,M,>65,78
209,110073,M,50-65,38
210,110168,M,35-49,38
211,110196,M,50-65,58
212,110211,M,35-49,78
213,110250,M,50-65,51
214,110297,M,50-65,59
215,110349,M,50-65,78
216,110487,M,35-49,78
217,110518,M,50-65,59
218,110527,F,35-49,38
219,110552,M,35-49,58
220,110569,F,>65,21
221,110590,M,35-49,78
222,110592,M,50-65,58
223,110633,M,50-65,51
224,110691,M,50-65,59
225,110731,M,50-65,59
226,110899,M,35-49,59
227,111038,M,50-65,78
228,111061,M,50-65,78
229,111074,M,50-65,62
230,111175,M,50-65,59
231,111176,M,50-65,59
232,111209,M,50-65,51
233,111211,M,50-65,51
234,111287,M,35-49,59
235,111288,M,35-49,62
236,111299,F,>65,62
237,111302,M,50-65,59
238,111303,M,50-65,62
239,111320,F,50-65,21
240,111383,M,>65,33
241,111392,M,35-49,33
242,111432,M,50-65,59
243,111552,M,50-65,33
